construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
ADA_chr20_43257696__HDAC1_chr1_32792601	580	77	1	467	378
ADA_chr20_43257696__HDAC2_chr6_114267214	400	1	414	157	0
ADA_chr20_43257696__HSP90AA1_chr14_102551760	38	3	1	297	0
ADA_chr20_43257696__HSP90AA1_chr14_102552141	89	2	467	360	340
ADA_chr20_43257696__JAK2_chr9_5050721	105	4	364	227	449
ADA_chr20_43257696__JAK2_chr9_5050816	2	3	1	0	132
ADA_chr20_43257696__KDM5C_chrX_53241021	4	3	55	0	1
ADA_chr20_43257696__KDM5C_chrX_53241022	68	3	2	70	9
ADA_chr20_43257696__KDM6A_chrX_44732838	93	2	8	159	210
ADA_chr20_43257696__KDM6A_chrX_44820615	1240	85	15	383	162
ADA_chr20_43257696__KIT_chr4_55524164	178	720	368	623	284
ADA_chr20_43257696__KMT2D_chr12_49448161	91	255	0	158	4
ADA_chr20_43257696__KMT2D_chr12_49448168	303	1	4	479	791
ADA_chr20_43257696__KMT2D_chr12_49448468	20	1847	1462	79	1129
ADA_chr20_43257696__MAP2K1_chr15_66679756	179	1	1162	1219	354
ADA_chr20_43257696__MAP3K1_chr5_56111382	107	1	391	256	272
ADA_chr20_43257696__MAP3K1_chr5_56152466	36	363	3	501	248
ADA_chr20_43257696__MAP3K1_chr5_56152485	557	130	573	291	316
ADA_chr20_43257696__MET_chr7_116340188	33	631	609	460	437
ADA_chr20_43257696__MLH1_chr3_37035029	761	524	447	545	859
ADA_chr20_43257696__MLH1_chr3_37038179	777	385	1861	111	295
ADA_chr20_43257696__MSH6_chr2_48010356	291	0	0	451	412
ADA_chr20_43257696__MSH6_chr2_48018111	716	37	133	891	241
ADA_chr20_43257696__MTOR_chr1_11317010	258	324	1314	793	873
ADA_chr20_43257696__MTOR_chr1_11319459	13	0	214	2	12
ADA_chr20_43257696__NF1_chr17_29422308	764	3	437	248	321
ADA_chr20_43257696__NF1_chr17_29483038	563	207	2	89	515
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	302	406	7	346	529
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	569	1	1234	359	1548
ADA_chr20_43257696__PARP1_chr1_226578249	548	2	2835	1105	481
ADA_chr20_43257696__PARP1_chr1_226578301	2	2	133	96	250
ADA_chr20_43257696__PIK3CA_chr3_178916614	265	887	111	71	268
ADA_chr20_43257696__PIK3R1_chr5_67576410	71	1	2777	314	147
ADA_chr20_43257696__PRKDC_chr8_48686398	1417	489	1079	650	60
ADA_chr20_43257696__PTEN_chr10_89653786	85	1	3613	1	6
ADA_chr20_43257696__PTEN_chr10_89711868	661	2	3774	438	1682
ADA_chr20_43257696__RB1_chr13_48878054	1221	2461	347	1155	704
ADA_chr20_43257696__ROR1_chr1_64240072	654	2	132	19	105
ADA_chr20_43257696__ROR1_chr1_64240089	230	694	652	822	167
ADA_chr20_43257696__ROR1_chr1_64240143	399	748	61	268	7
ADA_chr20_43257696__RRM2_chr2_10262728	403	580	2	154	319
ADA_chr20_43257696__RUNX1_chr21_36252860	44	0	1644	220	101
ADA_chr20_43257696__RUNX1_chr21_36252902	58	2	2	429	0
ADA_chr20_43257696__RUNX1_chr21_36421144	211	879	5	360	76
ADA_chr20_43257696__SETD2_chr3_47205411	1315	3	44	180	191
ADA_chr20_43257696__SMAD4_chr18_48575673	13	3	0	353	0
ADA_chr20_43257696__SMARCA4_chr19_11095011	797	34	281	229	355
ADA_chr20_43257696__SMARCB1_chr22_24129339	165	0	583	378	308
ADA_chr20_43257696__SMARCB1_chr22_24133949	242	1	2	731	491
ADA_chr20_43257696__SMARCB1_chr22_24133993	1	4	190	348	283
ADA_chr20_43257696__SMO_chr7_128828974	32	2	83	195	54
ADA_chr20_43257696__SRC_chr20_36014563	71	103	701	123	6
ADA_chr20_43257696__TOP1_chr20_39690055	325	0	178	42	56
ADA_chr20_43257696__TP53_chr17_7577537	363	1	60	616	846
ADA_chr20_43257696__TP53_chr17_7579881	660	1023	1695	268	1018
ADA_chr20_43257696__TYMS_chr18_657730	654	489	706	913	364
ADA_chr20_43257696__TYMS_chr18_659665	400	903	160	318	1206
ADA_chr20_43257696__VEGFA_chr6_43738425	856	21	3301	299	163
ADA_chr20_43257696__VEGFA_chr6_43742077	774	121	2374	394	613
ADA_chr20_43257696__VEGFA_chr6_43742108	363	117	374	505	18
ADA_chr20_43257696__VHL_chr3_10183518	25	1441	1	250	494
ADA_chr20_43257696__VHL_chr3_10183773	493	1	442	949	294
ADA_chr20_43257696__VHL_chr3_10183791	0	142	66	217	127
ADA_chr20_43257696__WEE1_chr11_9595462	325	4021	1301	364	5
ADA_chr20_43257696__WEE1_chr11_9595845	108	0	2	258	96
ADA_chr20_43257769__ABL1_chr9_133738283	956	96	896	755	403
ADA_chr20_43257769__ABL1_chr9_133738356	1971	375	457	768	848
ADA_chr20_43257769__AKT1_chr14_105258968	1950	861	1200	858	259
ADA_chr20_43257769__ALK_chr2_30143522	1365	7134	5885	1232	859
ADA_chr20_43257769__APC_chr5_112102933	367	160	1793	714	712
ADA_chr20_43257769__ARID1A_chr1_27022876	267	33	610	642	167
ADA_chr20_43257769__ARID1A_chr1_27056288	826	499	75	861	1443
ADA_chr20_43257769__ARID2_chr12_46205318	2095	710	1780	1353	1197
ADA_chr20_43257769__BCL2_chr18_60795945	789	980	419	320	972
ADA_chr20_43257769__BCL2_chr18_60795960	224	2756	645	378	775
ADA_chr20_43257769__BRAF_chr7_140508787	670	9	209	726	691
ADA_chr20_43257769__BRAF_chr7_140534469	829	716	540	1210	844
ADA_chr20_43257769__BRCA1_chr17_41256141	1289	936	1592	880	815
ADA_chr20_43257769__BRCA1_chr17_41276018	89	57	113	600	176
ADA_chr20_43257769__BRCA2_chr13_32912006	2065	536	775	1508	377
ADA_chr20_43257769__BRCA2_chr13_32914228	703	8	9	534	64
ADA_chr20_43257769__BTK_chrX_100626613	426	492	7	303	50
ADA_chr20_43257769__BTK_chrX_100629565	704	4	3412	1178	340
ADA_chr20_43257769__BTK_chrX_100645534	929	8	1746	819	271
ADA_chr20_43257769__CASP8_chr2_202123033	1225	27	546	537	1426
ADA_chr20_43257769__CASP8_chr2_202131404	827	415	373	735	425
ADA_chr20_43257769__CASP8_chr2_202134297	10	25	2	538	636
ADA_chr20_43257769__CDH1_chr16_68771300	1162	821	279	1392	1661
ADA_chr20_43257769__CDH1_chr16_68772250	178	1479	351	665	105
ADA_chr20_43257769__CDK4_chr12_58144705	613	110	2531	914	171
ADA_chr20_43257769__CDK6_chr7_92252365	877	12	274	236	300
ADA_chr20_43257769__CDKN1B_chr12_12870777	2	1	3	59	20
ADA_chr20_43257769__CDKN1B_chr12_12870931	35	67	30	194	225
ADA_chr20_43257769__CDKN2A_chr9_21968726	1143	502	114	457	44
ADA_chr20_43257769__CDKN2A_chr9_21971100	725	5	4284	702	1777
ADA_chr20_43257769__CHEK1_chr11_125496687	678	33	407	1164	34
ADA_chr20_43257769__CHEK1_chr11_125499147	517	2	461	568	1520
ADA_chr20_43257769__CHEK2_chr22_29130694	613	96	2506	451	570
ADA_chr20_43257769__DHFR_chr5_79950216	1973	3096	3359	1923	1382
ADA_chr20_43257769__DHFR_chr5_79950217	1447	317	471	775	891
ADA_chr20_43257769__EGFR_chr7_55209986	1252	470	89	509	818
ADA_chr20_43257769__EGFR_chr7_55209992	621	7	536	289	33
ADA_chr20_43257769__ERBB2_chr17_37868221	1554	3536	918	1010	890
ADA_chr20_43257769__FGFR2_chr10_123298118	830	367	1286	1923	467
ADA_chr20_43257769__FGFR3_chr4_1795655	552	154	217	884	1053
ADA_chr20_43257769__FGFR3_chr4_1795735	1431	756	543	1197	551
ADA_chr20_43257769__FGFR3_chr4_1795736	1685	237	424	867	1412
ADA_chr20_43257769__FLT3_chr13_28636172	270	5	1012	574	878
ADA_chr20_43257769__FNTA_chr8_42911471	1909	709	268	774	2011
ADA_chr20_43257769__GATA3_chr10_8097612	1973	962	721	1477	750
ADA_chr20_43257769__HDAC1_chr1_32792637	279	97	424	749	447
ADA_chr20_43257769__HDAC2_chr6_114266539	1948	1468	550	731	170
ADA_chr20_43257769__HDAC2_chr6_114292056	355	77	4	740	1651
ADA_chr20_43257769__HDAC6_chrX_48661385	371	691	713	901	1387
ADA_chr20_43257769__HSP90AA1_chr14_102551760	366	3	77	645	262
ADA_chr20_43257769__HSP90AA1_chr14_102605736	872	2394	6113	1242	597
ADA_chr20_43257769__IGF1R_chr15_99434664	1643	1596	4651	2388	1917
ADA_chr20_43257769__JAK2_chr9_5050721	1478	1579	106	902	767
ADA_chr20_43257769__KDM5C_chrX_53241021	5	0	3	219	177
ADA_chr20_43257769__KIT_chr4_55524176	228	15	529	116	201
ADA_chr20_43257769__KMT2D_chr12_49448161	78	41	32	522	584
ADA_chr20_43257769__KMT2D_chr12_49448168	926	2233	194	1214	1145
ADA_chr20_43257769__MAP2K1_chr15_66679721	1015	722	1118	696	1468
ADA_chr20_43257769__MAP2K1_chr15_66679756	328	201	447	1249	930
ADA_chr20_43257769__MAP3K1_chr5_56111382	498	2	51	455	0
ADA_chr20_43257769__MAP3K1_chr5_56152466	654	431	193	1325	141
ADA_chr20_43257769__MAP3K1_chr5_56152485	1106	126	2953	431	866
ADA_chr20_43257769__MET_chr7_116339123	723	327	797	281	1097
ADA_chr20_43257769__MET_chr7_116340207	475	1029	3843	1271	823
ADA_chr20_43257769__MLH1_chr3_37035029	1335	808	2033	758	606
ADA_chr20_43257769__MLH1_chr3_37038179	2353	394	2996	457	2937
ADA_chr20_43257769__MLH1_chr3_37045912	1899	551	4063	1279	1253
ADA_chr20_43257769__MSH6_chr2_48010356	238	88	437	208	280
ADA_chr20_43257769__MTOR_chr1_11317010	2113	199	1183	892	1413
ADA_chr20_43257769__MTOR_chr1_11317149	192	529	66	199	368
ADA_chr20_43257769__NF1_chr17_29483038	257	323	103	432	981
ADA_chr20_43257769__NF1_chr17_29483039	644	43	213	737	1163
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	620	209	919	960	755
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	512	3080	3	544	386
ADA_chr20_43257769__PARP1_chr1_226595581	1013	199	1861	639	358
ADA_chr20_43257769__PBRM1_chr3_52696257	1487	3824	1039	1413	1090
ADA_chr20_43257769__PDGFRA_chr4_55129914	799	775	3557	1113	1413
ADA_chr20_43257769__PIK3CA_chr3_178916614	1850	1218	1088	1205	845
ADA_chr20_43257769__PIK3R1_chr5_67522521	1945	131	379	1073	1619
ADA_chr20_43257769__PIK3R1_chr5_67576421	518	245	750	780	591
ADA_chr20_43257769__PRKDC_chr8_48686398	565	245	724	493	63
ADA_chr20_43257769__PRKDC_chr8_48686781	701	2396	142	1119	446
ADA_chr20_43257769__PTEN_chr10_89653786	272	1739	1621	232	358
ADA_chr20_43257769__PTEN_chr10_89685297	302	1385	1007	243	316
ADA_chr20_43257769__RB1_chr13_48934148	241	246	242	320	77
ADA_chr20_43257769__RB1_chr13_48936969	365	36	81	116	215
ADA_chr20_43257769__ROR1_chr1_64240072	2204	133	3439	1535	826
ADA_chr20_43257769__ROR1_chr1_64240143	974	123	818	2991	1042
ADA_chr20_43257769__RRM2_chr2_10262940	1599	917	1870	1279	1985
ADA_chr20_43257769__RRM2_chr2_10262957	254	104	4	1430	199
ADA_chr20_43257769__RUNX1_chr21_36252902	1913	718	1571	1378	1179
ADA_chr20_43257769__RUNX1_chr21_36421144	610	51	50	156	1032
ADA_chr20_43257769__SETD2_chr3_47142972	262	8	262	578	1275
ADA_chr20_43257769__SETD2_chr3_47205411	1571	20	1951	390	264
ADA_chr20_43257769__SMAD4_chr18_48573460	194	3584	0	159	470
ADA_chr20_43257769__SMAD4_chr18_48575673	510	2	234	541	54
ADA_chr20_43257769__SMAD4_chr18_48586241	847	298	668	539	866
ADA_chr20_43257769__SMARCA4_chr19_11095011	1559	3845	614	713	1144
ADA_chr20_43257769__SMARCB1_chr22_24133949	251	332	435	874	305
ADA_chr20_43257769__SMO_chr7_128828974	951	11	5	341	409
ADA_chr20_43257769__SRC_chr20_36014563	506	1913	1711	1383	809
ADA_chr20_43257769__TOP1_chr20_39657693	627	34	109	245	345
ADA_chr20_43257769__TOP1_chr20_39690055	614	5	632	674	144
ADA_chr20_43257769__TP53_chr17_7578373	2124	156	507	295	452
ADA_chr20_43257769__TSC1_chr9_135796748	3102	786	195	845	876
ADA_chr20_43257769__TSC1_chr9_135804256	378	1	459	324	816
ADA_chr20_43257769__TYMS_chr18_657730	2696	4663	21155	1894	2872
ADA_chr20_43257769__TYMS_chr18_659656	190	407	502	177	376
ADA_chr20_43257769__VEGFA_chr6_43738425	499	278	92	307	346
ADA_chr20_43257769__VEGFA_chr6_43742077	234	772	3975	1160	1094
ADA_chr20_43257769__WEE1_chr11_9595845	266	0	2	352	888
ADA_chr20_43280245__ABL1_chr9_133589790	575	101	635	903	133
ADA_chr20_43280245__ABL1_chr9_133738283	394	276	9218	550	236
ADA_chr20_43280245__AKT1_chr14_105239609	1576	5700	354	781	1662
ADA_chr20_43280245__ALK_chr2_29541172	401	20	1438	694	1113
ADA_chr20_43280245__APC_chr5_112043408	2206	2097	853	1132	1321
ADA_chr20_43280245__APC_chr5_112102023	31	320	2	175	268
ADA_chr20_43280245__APC_chr5_112102933	175	0	315	190	88
ADA_chr20_43280245__ARID1A_chr1_27056288	872	675	3150	938	1036
ADA_chr20_43280245__ARID2_chr12_46123614	289	115	50	369	42
ADA_chr20_43280245__ARID2_chr12_46205318	823	59	424	298	412
ADA_chr20_43280245__BCL2_chr18_60985877	611	224	396	529	386
ADA_chr20_43280245__BRAF_chr7_140508787	420	3438	1760	387	1058
ADA_chr20_43280245__BRAF_chr7_140534469	670	163	100	708	1096
ADA_chr20_43280245__BRAF_chr7_140624501	195	70	117	509	412
ADA_chr20_43280245__BRCA1_chr17_41267735	38	1	3	211	130
ADA_chr20_43280245__BRCA1_chr17_41276018	338	1	1153	251	63
ADA_chr20_43280245__BRD4_chr19_15376361	3	471	43	258	120
ADA_chr20_43280245__BRD4_chr19_15376403	616	73	9548	432	235
ADA_chr20_43280245__BTK_chrX_100629565	89	2	200	366	274
ADA_chr20_43280245__CASP8_chr2_202123033	167	388	279	165	11
ADA_chr20_43280245__CDH1_chr16_68771300	1453	2083	3634	366	1282
ADA_chr20_43280245__CDK9_chr9_130548409	1201	980	2476	523	112
ADA_chr20_43280245__CDK9_chr9_130550235	462	5	3173	652	34
ADA_chr20_43280245__CDKN1B_chr12_12871196	473	185	1253	197	781
ADA_chr20_43280245__CDKN2A_chr9_21968726	161	20	615	431	467
ADA_chr20_43280245__CDKN2A_chr9_21971100	660	298	82	85	503
ADA_chr20_43280245__CDKN2A_chr9_21994327	430	162	105	388	801
ADA_chr20_43280245__CHEK1_chr11_125499147	661	283	488	368	230
ADA_chr20_43280245__CHEK2_chr22_29090029	45	0	2	59	274
ADA_chr20_43280245__CHEK2_chr22_29130694	344	926	858	303	568
ADA_chr20_43280245__DHFR_chr5_79949819	230	158	2552	1068	613
ADA_chr20_43280245__DHFR_chr5_79950216	127	12	1051	433	331
ADA_chr20_43280245__DHFR_chr5_79950217	1367	17	579	327	726
ADA_chr20_43280245__EGFR_chr7_55209986	210	351	496	938	440
ADA_chr20_43280245__FGFR3_chr4_1795655	287	1	5	169	75
ADA_chr20_43280245__FGFR3_chr4_1795736	505	602	523	637	162
ADA_chr20_43280245__FLT3_chr13_28636131	762	1766	2300	917	721
ADA_chr20_43280245__FLT3_chr13_28636172	725	125	313	476	422
ADA_chr20_43280245__FNTA_chr8_42911471	280	1052	1	20	99
ADA_chr20_43280245__FNTA_chr8_42924781	493	2	392	94	61
ADA_chr20_43280245__GATA3_chr10_8097612	589	7	868	1022	834
ADA_chr20_43280245__HDAC1_chr1_32757816	535	15	2068	354	561
ADA_chr20_43280245__HDAC1_chr1_32792637	1086	1510	198	564	759
ADA_chr20_43280245__HDAC2_chr6_114266539	700	25	140	481	150
ADA_chr20_43280245__HDAC2_chr6_114267214	234	1262	370	87	933
ADA_chr20_43280245__HDAC2_chr6_114292056	1007	23	856	606	1060
ADA_chr20_43280245__HDAC6_chrX_48661385	359	512	543	373	1374
ADA_chr20_43280245__HSP90AA1_chr14_102605736	691	409	37	1148	1060
ADA_chr20_43280245__IGF1R_chr15_99434664	791	3429	180	334	913
ADA_chr20_43280245__IGF1R_chr15_99434807	357	1705	538	246	404
ADA_chr20_43280245__JAK2_chr9_5050721	821	54	383	240	647
ADA_chr20_43280245__JAK2_chr9_5050816	465	1	86	127	488
ADA_chr20_43280245__KDM5C_chrX_53241021	100	144	228	698	845
ADA_chr20_43280245__KDM5C_chrX_53254068	40	64	1305	278	562
ADA_chr20_43280245__KDM6A_chrX_44732838	564	1	49	493	629
ADA_chr20_43280245__KDM6A_chrX_44820615	293	548	230	348	289
ADA_chr20_43280245__KDM6A_chrX_44820616	904	2	355	344	488
ADA_chr20_43280245__KIT_chr4_55524164	185	6193	3	433	1301
ADA_chr20_43280245__KIT_chr4_55524229	750	93	80	342	513
ADA_chr20_43280245__KMT2D_chr12_49448161	416	826	1037	322	376
ADA_chr20_43280245__KMT2D_chr12_49448168	2214	514	1679	632	1180
ADA_chr20_43280245__MAP2K1_chr15_66679728	755	81	96	228	432
ADA_chr20_43280245__MAP2K1_chr15_66679756	137	378	0	436	457
ADA_chr20_43280245__MAP3K1_chr5_56111382	134	4121	189	70	121
ADA_chr20_43280245__MAP3K1_chr5_56152485	261	86	388	791	731
ADA_chr20_43280245__MET_chr7_116340207	936	5	1343	362	763
ADA_chr20_43280245__MLH1_chr3_37035029	1182	540	172	489	632
ADA_chr20_43280245__MSH6_chr2_48010356	212	0	147	68	618
ADA_chr20_43280245__MTOR_chr1_11317010	218	5	142	672	462
ADA_chr20_43280245__MTOR_chr1_11319459	655	25	0	110	213
ADA_chr20_43280245__NF1_chr17_29422308	780	906	857	632	649
ADA_chr20_43280245__NF1_chr17_29483038	363	564	422	160	558
ADA_chr20_43280245__NF1_chr17_29483039	198	324	582	754	274
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	1174	1144	219	343	292
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	1201	626	97	175	112
ADA_chr20_43280245__PARP1_chr1_226578249	655	263	192	273	277
ADA_chr20_43280245__PARP1_chr1_226578301	769	58	452	1211	562
ADA_chr20_43280245__PBRM1_chr3_52696257	1332	732	224	835	1380
ADA_chr20_43280245__PBRM1_chr3_52702516	1240	297	0	709	642
ADA_chr20_43280245__PBRM1_chr3_52713723	594	2	55	104	146
ADA_chr20_43280245__PDGFRA_chr4_55124963	1355	515	4246	867	1325
ADA_chr20_43280245__PIK3CA_chr3_178916614	414	5	258	355	153
ADA_chr20_43280245__PIK3CA_chr3_178919167	451	74	4512	566	341
ADA_chr20_43280245__PIK3R1_chr5_67522521	372	2847	348	1069	1020
ADA_chr20_43280245__PRKDC_chr8_48686398	236	221	1520	294	162
ADA_chr20_43280245__RB1_chr13_48878054	213	445	1748	391	332
ADA_chr20_43280245__RB1_chr13_48934148	669	1	5	680	350
ADA_chr20_43280245__RB1_chr13_48936969	727	2862	3	336	471
ADA_chr20_43280245__ROR1_chr1_64240072	1239	481	2487	980	1142
ADA_chr20_43280245__RPS6KB1_chr17_57987949	530	568	168	758	495
ADA_chr20_43280245__RRM2_chr2_10262940	689	67	7	678	58
ADA_chr20_43280245__RUNX1_chr21_36421144	351	2	354	782	518
ADA_chr20_43280245__SETD2_chr3_47205411	115	0	11	256	76
ADA_chr20_43280245__SMAD4_chr18_48573460	726	1	0	607	93
ADA_chr20_43280245__SMAD4_chr18_48586241	359	318	236	48	66
ADA_chr20_43280245__SMARCA4_chr19_11094819	660	87	400	753	342
ADA_chr20_43280245__SMARCB1_chr22_24129339	626	1268	1448	107	164
ADA_chr20_43280245__SMO_chr7_128828974	955	762	2093	453	594
ADA_chr20_43280245__SMO_chr7_128845081	2333	102	4367	1298	1634
ADA_chr20_43280245__TOP1_chr20_39657693	222	341	79	912	150
ADA_chr20_43280245__TOP1_chr20_39690055	206	2149	132	301	427
ADA_chr20_43280245__TOP1_chr20_39690109	520	1021	155	313	143
ADA_chr20_43280245__TP53_chr17_7577537	670	999	824	613	1980
ADA_chr20_43280245__TP53_chr17_7578373	898	2193	1	162	274
ADA_chr20_43280245__TSC1_chr9_135796796	78	147	147	686	917
ADA_chr20_43280245__TSC1_chr9_135804256	533	6	1	490	253
ADA_chr20_43280245__TYMS_chr18_659656	464	521	365	254	1402
AKT1_chr14_105239609__ABL1_chr9_133589790	314	4	1	364	208
AKT1_chr14_105239609__ABL1_chr9_133738283	431	253	1	386	1
AKT1_chr14_105239609__ADA_chr20_43257769	887	55	7109	245	834
AKT1_chr14_105239609__ALK_chr2_29541171	167	46	3	228	288
AKT1_chr14_105239609__ALK_chr2_30143522	1009	40	3934	812	994
AKT1_chr14_105239609__APC_chr5_112043408	1292	430	1081	1058	1439
AKT1_chr14_105239609__APC_chr5_112102023	613	286	554	737	147
AKT1_chr14_105239609__APC_chr5_112102933	1173	314	5932	949	626
AKT1_chr14_105239609__ARID1A_chr1_27056286	604	196	1532	489	1306
AKT1_chr14_105239609__ARID2_chr12_46254608	336	13	4	433	366
AKT1_chr14_105239609__ATM_chr11_108098402	74	119	1	356	23
AKT1_chr14_105239609__BCL2_chr18_60795960	387	233	1233	1057	452
AKT1_chr14_105239609__BRAF_chr7_140534469	1621	516	629	658	578
AKT1_chr14_105239609__BRAF_chr7_140624501	975	47	198	900	317
AKT1_chr14_105239609__BRCA1_chr17_41267735	275	85	434	348	705
AKT1_chr14_105239609__BRCA2_chr13_32914228	254	815	120	815	183
AKT1_chr14_105239609__BRD4_chr19_15383894	453	3	3795	960	439
AKT1_chr14_105239609__BTK_chrX_100626613	43	1	683	725	384
AKT1_chr14_105239609__BTK_chrX_100645534	747	1082	3101	1269	171
AKT1_chr14_105239609__CASP8_chr2_202131404	212	2	722	808	1244
AKT1_chr14_105239609__CDH1_chr16_68771300	815	919	228	517	793
AKT1_chr14_105239609__CDH1_chr16_68772255	367	2	2202	280	496
AKT1_chr14_105239609__CDK4_chr12_58143253	463	25	331	211	335
AKT1_chr14_105239609__CDK4_chr12_58144705	141	212	4581	29	31
AKT1_chr14_105239609__CDK4_chr12_58145497	661	279	4	233	94
AKT1_chr14_105239609__CDK6_chr7_92252365	163	1	1651	50	33
AKT1_chr14_105239609__CDK6_chr7_92462628	145	0	68	311	70
AKT1_chr14_105239609__CDK9_chr9_130548998	3	2	1	80	556
AKT1_chr14_105239609__CDKN1B_chr12_12870777	1102	5	209	287	616
AKT1_chr14_105239609__CDKN1B_chr12_12870931	5	5	0	4	20
AKT1_chr14_105239609__CDKN1B_chr12_12871196	1203	7	1665	724	1413
AKT1_chr14_105239609__CDKN2A_chr9_21968726	217	3	41	26	244
AKT1_chr14_105239609__CHEK1_chr11_125499147	176	3	170	148	405
AKT1_chr14_105239609__CHEK2_chr22_29085137	930	475	101	356	289
AKT1_chr14_105239609__DHFR_chr5_79950216	718	658	988	1325	587
AKT1_chr14_105239609__EGFR_chr7_55086962	125	114	84	244	197
AKT1_chr14_105239609__ERBB2_chr17_37855800	960	103	9291	758	460
AKT1_chr14_105239609__FGFR2_chr10_123298215	193	2	273	139	152
AKT1_chr14_105239609__FGFR3_chr4_1795655	856	235	164	1022	1771
AKT1_chr14_105239609__FGFR3_chr4_1795735	999	2326	890	570	209
AKT1_chr14_105239609__FLT3_chr13_28636131	110	69	2	316	5
AKT1_chr14_105239609__FLT3_chr13_28636172	704	988	205	887	732
AKT1_chr14_105239609__FNTA_chr8_42911471	134	2030	4	571	350
AKT1_chr14_105239609__FNTA_chr8_42914260	1025	2	1378	887	86
AKT1_chr14_105239609__FNTA_chr8_42924781	649	245	775	157	139
AKT1_chr14_105239609__GATA3_chr10_8097612	1106	450	2619	72	772
AKT1_chr14_105239609__GATA3_chr10_8097790	669	166	501	860	420
AKT1_chr14_105239609__HDAC1_chr1_32757816	135	0	230	172	357
AKT1_chr14_105239609__HDAC1_chr1_32792601	1334	763	708	415	439
AKT1_chr14_105239609__HDAC1_chr1_32792637	846	1364	130	1225	800
AKT1_chr14_105239609__HDAC2_chr6_114267214	701	657	1042	414	391
AKT1_chr14_105239609__HDAC2_chr6_114292056	1357	474	3255	663	503
AKT1_chr14_105239609__HDAC6_chrX_48661089	193	5	3	431	942
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	1194	27	7	811	726
AKT1_chr14_105239609__IGF1R_chr15_99434664	692	1260	1425	458	1482
AKT1_chr14_105239609__JAK2_chr9_5021970	230	57	238	784	233
AKT1_chr14_105239609__JAK2_chr9_5050721	299	142	2	1216	554
AKT1_chr14_105239609__JAK2_chr9_5050816	779	435	58	544	361
AKT1_chr14_105239609__KDM5C_chrX_53241021	1441	842	1560	663	116
AKT1_chr14_105239609__KDM5C_chrX_53241022	296	1	3	561	610
AKT1_chr14_105239609__KDM6A_chrX_44820615	1148	306	58	233	869
AKT1_chr14_105239609__KDM6A_chrX_44820616	1110	290	659	893	230
AKT1_chr14_105239609__KMT2D_chr12_49448161	276	0	88	41	116
AKT1_chr14_105239609__KMT2D_chr12_49448168	659	192	547	217	7
AKT1_chr14_105239609__MAP2K1_chr15_66679721	972	530	10364	913	1115
AKT1_chr14_105239609__MAP2K1_chr15_66679728	1153	11350	1678	310	405
AKT1_chr14_105239609__MAP2K1_chr15_66679756	72	1	4	106	62
AKT1_chr14_105239609__MAP3K1_chr5_56152466	740	96	372	639	936
AKT1_chr14_105239609__MET_chr7_116339123	469	26	609	987	427
AKT1_chr14_105239609__MLH1_chr3_37035029	416	2	49	962	204
AKT1_chr14_105239609__MLH1_chr3_37045912	7	4	109	52	134
AKT1_chr14_105239609__MSH6_chr2_48010356	525	223	334	771	104
AKT1_chr14_105239609__MTOR_chr1_11319459	192	106	150	32	106
AKT1_chr14_105239609__NF1_chr17_29483038	228	5	2	182	336
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	15	1262	764	637	906
AKT1_chr14_105239609__PARP1_chr1_226578301	237	170	60	304	254
AKT1_chr14_105239609__PBRM1_chr3_52696257	156	1	1402	133	135
AKT1_chr14_105239609__PBRM1_chr3_52702516	1266	148	651	392	1115
AKT1_chr14_105239609__PBRM1_chr3_52713723	46	1040	4	234	299
AKT1_chr14_105239609__PDGFRA_chr4_55124932	708	17	6	276	488
AKT1_chr14_105239609__PIK3CA_chr3_178916614	1166	4735	437	1090	134
AKT1_chr14_105239609__PIK3CA_chr3_178919070	153	239	732	467	280
AKT1_chr14_105239609__PIK3CA_chr3_178919167	418	169	262	475	999
AKT1_chr14_105239609__PIK3R1_chr5_67522521	662	5	6	375	193
AKT1_chr14_105239609__PIK3R1_chr5_67576421	67	1	10	237	64
AKT1_chr14_105239609__PRKDC_chr8_48686398	198	142	142	11	1
AKT1_chr14_105239609__PRKDC_chr8_48872683	133	18	611	284	22
AKT1_chr14_105239609__PTEN_chr10_89653786	138	74	163	424	111
AKT1_chr14_105239609__PTEN_chr10_89685297	687	1972	642	178	287
AKT1_chr14_105239609__RB1_chr13_48936969	417	7	285	274	615
AKT1_chr14_105239609__ROR1_chr1_64240072	242	5	462	835	356
AKT1_chr14_105239609__ROR1_chr1_64240089	603	152	3	982	809
