construct_id	ln229cas9At28_S2_trimmed53_len_filtered_counts	ln229parentt28_S1_trimmed53_len_filtered_counts	ln229cas9trex2Bt28_S5_trimmed53_len_filtered_counts	Undetermined_S0_trimmed53_len_filtered_counts	ln229cas9trex2At28_S4_trimmed53_len_filtered_counts	ln229cas9Bt28_S3_trimmed53_len_filtered_counts
ADA_chr20_43257696__CDK4_chr12_58143253	508	141	8	27	33	210
ADA_chr20_43257696__CDK4_chr12_58144705	50	149	19	30	813	258
ADA_chr20_43257696__CDK6_chr7_92244474	706	319	14	29	137	62
ADA_chr20_43257696__CDK6_chr7_92252365	413	98	51	13	1	246
ADA_chr20_43257696__CDK9_chr9_130548998	3	32	53	3	0	1
ADA_chr20_43257696__CDK9_chr9_130550235	891	123	773	38	319	294
ADA_chr20_43257696__CDKN1B_chr12_12870931	4	43	1	3	15	22
ADA_chr20_43257696__CDKN2A_chr9_21994327	1515	162	26	27	5	60
ADA_chr20_43257696__CHEK1_chr11_125496644	1539	586	121	60	306	20
ADA_chr20_43257696__CHEK1_chr11_125499147	1533	312	57	38	29	127
ADA_chr20_43257696__CHEK2_chr22_29090029	622	51	7	13	3	123
ADA_chr20_43257696__CHEK2_chr22_29130694	430	275	428	44	123	176
ADA_chr20_43257696__DHFR_chr5_79950216	184	550	198	37	10	239
ADA_chr20_43257696__EGFR_chr7_55209986	379	338	1650	124	1840	424
ADA_chr20_43257696__ERBB2_chr17_37855800	7	85	62	6	6	141
ADA_chr20_43257696__FGFR2_chr10_123298118	778	549	67	37	291	34
ADA_chr20_43257696__FGFR2_chr10_123298215	1	68	58	20	670	2
ADA_chr20_43257696__FGFR3_chr4_1795655	184	123	281	25	188	449
ADA_chr20_43257696__FGFR3_chr4_1795736	667	425	170	76	218	342
ADA_chr20_43257696__FLT3_chr13_28636172	825	255	12	43	753	132
ADA_chr20_43257696__FLT3_chr13_28674643	623	324	369	36	542	38
ADA_chr20_43257696__HDAC1_chr1_32792601	177	242	1314	75	1175	863
ADA_chr20_43257696__HDAC2_chr6_114267214	77	230	5	26	338	9
ADA_chr20_43257696__HSP90AA1_chr14_102551760	13	85	246	18	211	62
ADA_chr20_43257696__HSP90AA1_chr14_102552141	207	122	40	29	847	136
ADA_chr20_43257696__JAK2_chr9_5050721	27	286	172	20	92	6
ADA_chr20_43257696__JAK2_chr9_5050816	56	63	4	7	2	7
ADA_chr20_43257696__KDM5C_chrX_53241021	50	20	3	3	159	3
ADA_chr20_43257696__KDM5C_chrX_53241022	8	208	218	21	82	121
ADA_chr20_43257696__KDM6A_chrX_44732838	189	84	260	12	265	173
ADA_chr20_43257696__KDM6A_chrX_44820615	921	457	5	60	75	1303
ADA_chr20_43257696__KIT_chr4_55524164	90	176	3	47	1132	370
ADA_chr20_43257696__KMT2D_chr12_49448161	254	76	3	9	2	9
ADA_chr20_43257696__KMT2D_chr12_49448168	803	251	219	58	254	1170
ADA_chr20_43257696__KMT2D_chr12_49448468	884	347	886	53	251	36
ADA_chr20_43257696__MAP2K1_chr15_66679756	281	113	1009	38	606	540
ADA_chr20_43257696__MAP3K1_chr5_56111382	113	33	105	6	3	149
ADA_chr20_43257696__MAP3K1_chr5_56152466	192	192	115	44	219	1287
ADA_chr20_43257696__MAP3K1_chr5_56152485	420	520	396	64	634	902
ADA_chr20_43257696__MET_chr7_116340188	280	175	152	33	321	206
ADA_chr20_43257696__MLH1_chr3_37035029	390	402	15	45	723	280
ADA_chr20_43257696__MLH1_chr3_37038179	343	745	328	82	782	1603
ADA_chr20_43257696__MSH6_chr2_48010356	227	167	340	30	388	173
ADA_chr20_43257696__MSH6_chr2_48018111	632	568	910	76	505	418
ADA_chr20_43257696__MTOR_chr1_11317010	1032	167	910	57	210	603
ADA_chr20_43257696__MTOR_chr1_11319459	186	66	3	18	2	521
ADA_chr20_43257696__NF1_chr17_29422308	233	377	104	47	812	39
ADA_chr20_43257696__NF1_chr17_29483038	430	344	250	37	359	143
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	764	303	599	42	113	116
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	1163	465	937	80	403	336
ADA_chr20_43257696__PARP1_chr1_226578249	321	353	257	68	527	1423
ADA_chr20_43257696__PARP1_chr1_226578301	58	59	41	22	355	317
ADA_chr20_43257696__PIK3CA_chr3_178916614	807	270	224	37	259	34
ADA_chr20_43257696__PIK3R1_chr5_67576410	180	223	56	17	4	168
ADA_chr20_43257696__PRKDC_chr8_48686398	464	778	318	77	229	1102
ADA_chr20_43257696__PTEN_chr10_89653786	1	57	1567	43	4	105
ADA_chr20_43257696__PTEN_chr10_89711868	574	165	1373	64	628	888
ADA_chr20_43257696__RB1_chr13_48878054	1017	910	475	75	1189	437
ADA_chr20_43257696__ROR1_chr1_64240072	5	255	373	13	4	49
ADA_chr20_43257696__ROR1_chr1_64240089	99	384	536	39	7	507
ADA_chr20_43257696__ROR1_chr1_64240143	277	557	16	32	284	6
ADA_chr20_43257696__RRM2_chr2_10262728	2	146	69	7	37	17
ADA_chr20_43257696__RUNX1_chr21_36252860	1812	97	94	35	24	138
ADA_chr20_43257696__RUNX1_chr21_36252902	35	109	167	10	6	526
ADA_chr20_43257696__RUNX1_chr21_36421144	182	231	253	29	137	434
ADA_chr20_43257696__SETD2_chr3_47205411	1018	645	471	67	310	269
ADA_chr20_43257696__SMAD4_chr18_48575673	308	113	1620	46	315	11
ADA_chr20_43257696__SMARCA4_chr19_11095011	721	400	175	34	79	780
ADA_chr20_43257696__SMARCB1_chr22_24129339	307	101	1156	45	330	230
ADA_chr20_43257696__SMARCB1_chr22_24133949	83	180	337	45	846	424
ADA_chr20_43257696__SMARCB1_chr22_24133993	4	33	73	26	875	289
ADA_chr20_43257696__SMO_chr7_128828974	26	94	10	16	438	200
ADA_chr20_43257696__SRC_chr20_36014563	6	104	11	23	596	440
ADA_chr20_43257696__TOP1_chr20_39690055	158	174	4	14	121	1
ADA_chr20_43257696__TP53_chr17_7577537	970	222	218	50	453	200
ADA_chr20_43257696__TP53_chr17_7579881	379	502	1748	94	1000	1011
ADA_chr20_43257696__TYMS_chr18_657730	781	638	885	95	457	660
ADA_chr20_43257696__TYMS_chr18_659665	510	499	240	48	362	21
ADA_chr20_43257696__VEGFA_chr6_43738425	1024	491	494	43	4	311
ADA_chr20_43257696__VEGFA_chr6_43742077	564	322	804	66	340	633
ADA_chr20_43257696__VEGFA_chr6_43742108	202	280	92	41	551	177
ADA_chr20_43257696__VHL_chr3_10183518	944	293	368	38	120	288
ADA_chr20_43257696__VHL_chr3_10183773	799	217	233	40	208	469
ADA_chr20_43257696__VHL_chr3_10183791	6	89	2	23	1	823
ADA_chr20_43257696__WEE1_chr11_9595462	44	546	402	42	1	494
ADA_chr20_43257696__WEE1_chr11_9595845	3	52	2	5	1	239
ADA_chr20_43257769__ABL1_chr9_133738283	783	457	701	38	230	851
ADA_chr20_43257769__ABL1_chr9_133738356	1506	1339	1202	100	1141	571
ADA_chr20_43257769__AKT1_chr14_105258968	1042	1103	121	75	232	2201
ADA_chr20_43257769__ALK_chr2_30143522	1973	1294	864	109	1701	1449
ADA_chr20_43257769__APC_chr5_112102933	2024	333	309	66	280	1202
ADA_chr20_43257769__ARID1A_chr1_27022876	224	208	253	11	2	102
ADA_chr20_43257769__ARID1A_chr1_27056288	1574	902	851	68	684	365
ADA_chr20_43257769__ARID2_chr12_46205318	2362	838	1481	99	569	1180
ADA_chr20_43257769__BCL2_chr18_60795945	232	477	869	50	282	673
ADA_chr20_43257769__BCL2_chr18_60795960	878	787	406	69	285	428
ADA_chr20_43257769__BRAF_chr7_140508787	2298	520	1189	87	373	1187
ADA_chr20_43257769__BRAF_chr7_140534469	1039	886	1030	73	1230	2280
ADA_chr20_43257769__BRCA1_chr17_41256141	1608	1025	1085	77	503	1199
ADA_chr20_43257769__BRCA1_chr17_41276018	266	86	62	14	2	179
ADA_chr20_43257769__BRCA2_chr13_32912006	1320	1024	881	80	944	815
ADA_chr20_43257769__BRCA2_chr13_32914228	569	369	8	20	310	271
ADA_chr20_43257769__BTK_chrX_100626613	342	274	14	22	301	23
ADA_chr20_43257769__BTK_chrX_100629565	739	423	698	41	617	231
ADA_chr20_43257769__BTK_chrX_100645534	675	579	179	55	811	879
ADA_chr20_43257769__CASP8_chr2_202123033	498	501	1203	74	801	1348
ADA_chr20_43257769__CASP8_chr2_202131404	907	550	313	35	863	281
ADA_chr20_43257769__CASP8_chr2_202134297	256	254	307	12	176	272
ADA_chr20_43257769__CDH1_chr16_68771300	2052	813	784	82	1287	957
ADA_chr20_43257769__CDH1_chr16_68772250	680	476	546	49	703	1131
ADA_chr20_43257769__CDK4_chr12_58144705	152	404	1161	46	541	883
ADA_chr20_43257769__CDK6_chr7_92252365	161	467	158	41	734	887
ADA_chr20_43257769__CDKN1B_chr12_12870777	128	113	115	8	111	285
ADA_chr20_43257769__CDKN1B_chr12_12870931	216	133	187	38	1344	192
ADA_chr20_43257769__CDKN2A_chr9_21968726	949	1008	109	49	31	595
ADA_chr20_43257769__CDKN2A_chr9_21971100	2467	460	341	72	492	757
ADA_chr20_43257769__CHEK1_chr11_125496687	27	244	4	12	83	465
ADA_chr20_43257769__CHEK1_chr11_125499147	547	329	93	28	612	672
ADA_chr20_43257769__CHEK2_chr22_29130694	1145	465	1980	115	2057	535
ADA_chr20_43257769__DHFR_chr5_79950216	1394	1160	1413	99	1196	1507
ADA_chr20_43257769__DHFR_chr5_79950217	2306	783	627	108	485	2020
ADA_chr20_43257769__EGFR_chr7_55209986	770	580	2547	95	773	1282
ADA_chr20_43257769__EGFR_chr7_55209992	417	346	313	28	140	391
ADA_chr20_43257769__ERBB2_chr17_37868221	825	1552	476	98	615	1504
ADA_chr20_43257769__FGFR2_chr10_123298118	1217	545	856	73	1232	1283
ADA_chr20_43257769__FGFR3_chr4_1795655	554	328	683	30	608	496
ADA_chr20_43257769__FGFR3_chr4_1795735	931	1100	1359	99	657	1449
ADA_chr20_43257769__FGFR3_chr4_1795736	1143	575	2424	105	1041	1131
ADA_chr20_43257769__FLT3_chr13_28636172	656	320	789	33	40	434
ADA_chr20_43257769__FNTA_chr8_42911471	1273	992	1175	74	654	1078
ADA_chr20_43257769__GATA3_chr10_8097612	410	947	1300	71	458	1352
ADA_chr20_43257769__HDAC1_chr1_32792637	1022	305	1011	64	819	438
ADA_chr20_43257769__HDAC2_chr6_114266539	896	855	404	58	836	145
ADA_chr20_43257769__HDAC2_chr6_114292056	1504	210	1418	44	26	190
ADA_chr20_43257769__HDAC6_chrX_48661385	1935	451	1285	77	1367	789
ADA_chr20_43257769__HSP90AA1_chr14_102551760	617	624	375	31	240	85
ADA_chr20_43257769__HSP90AA1_chr14_102605736	2419	947	935	103	1375	1531
ADA_chr20_43257769__IGF1R_chr15_99434664	922	1540	1630	108	727	1879
ADA_chr20_43257769__JAK2_chr9_5050721	2399	1045	672	107	761	1088
ADA_chr20_43257769__KDM5C_chrX_53241021	31	42	168	9	2	127
ADA_chr20_43257769__KIT_chr4_55524176	21	172	235	37	833	607
ADA_chr20_43257769__KMT2D_chr12_49448161	840	184	1317	38	174	313
ADA_chr20_43257769__KMT2D_chr12_49448168	1128	816	1737	104	1699	793
ADA_chr20_43257769__MAP2K1_chr15_66679721	849	684	1795	85	860	320
ADA_chr20_43257769__MAP2K1_chr15_66679756	1549	421	606	56	1159	621
ADA_chr20_43257769__MAP3K1_chr5_56111382	42	113	227	21	677	308
ADA_chr20_43257769__MAP3K1_chr5_56152466	462	393	356	22	182	1047
ADA_chr20_43257769__MAP3K1_chr5_56152485	927	995	87	61	382	1009
ADA_chr20_43257769__MET_chr7_116339123	1830	536	450	70	630	575
ADA_chr20_43257769__MET_chr7_116340207	1167	503	153	65	1306	1034
ADA_chr20_43257769__MLH1_chr3_37035029	1015	917	1701	67	316	516
ADA_chr20_43257769__MLH1_chr3_37038179	1696	1208	2754	137	1183	1566
ADA_chr20_43257769__MLH1_chr3_37045912	1388	867	1016	92	635	1794
ADA_chr20_43257769__MSH6_chr2_48010356	1265	246	1124	60	490	298
ADA_chr20_43257769__MTOR_chr1_11317010	2052	966	1509	94	212	2408
ADA_chr20_43257769__MTOR_chr1_11317149	722	436	24	52	1370	211
ADA_chr20_43257769__NF1_chr17_29483038	1104	224	1212	48	461	481
ADA_chr20_43257769__NF1_chr17_29483039	806	370	1753	75	526	770
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	1130	553	242	68	1018	1392
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	162	608	1573	77	1960	422
ADA_chr20_43257769__PARP1_chr1_226595581	806	530	274	49	197	1084
ADA_chr20_43257769__PBRM1_chr3_52696257	2889	1047	462	88	353	635
ADA_chr20_43257769__PDGFRA_chr4_55129914	1809	639	1571	85	1200	940
ADA_chr20_43257769__PIK3CA_chr3_178916614	1130	1346	1049	120	2525	824
ADA_chr20_43257769__PIK3R1_chr5_67522521	1746	803	1040	85	333	592
ADA_chr20_43257769__PIK3R1_chr5_67576421	477	406	490	47	645	549
ADA_chr20_43257769__PRKDC_chr8_48686398	536	347	548	52	1164	141
ADA_chr20_43257769__PRKDC_chr8_48686781	798	959	42	58	573	1383
ADA_chr20_43257769__PTEN_chr10_89653786	597	443	724	30	469	326
ADA_chr20_43257769__PTEN_chr10_89685297	649	423	20	28	298	302
ADA_chr20_43257769__RB1_chr13_48934148	671	130	109	32	309	611
ADA_chr20_43257769__RB1_chr13_48936969	85	389	121	12	58	159
ADA_chr20_43257769__ROR1_chr1_64240072	1124	1161	1621	77	501	824
ADA_chr20_43257769__ROR1_chr1_64240143	383	590	295	62	1857	358
ADA_chr20_43257769__RRM2_chr2_10262940	829	795	126	49	630	425
ADA_chr20_43257769__RRM2_chr2_10262957	1016	247	307	45	199	844
ADA_chr20_43257769__RUNX1_chr21_36252902	1031	1180	983	75	191	1249
ADA_chr20_43257769__RUNX1_chr21_36421144	697	294	339	44	547	881
ADA_chr20_43257769__SETD2_chr3_47142972	858	183	266	58	436	1094
ADA_chr20_43257769__SETD2_chr3_47205411	820	944	107	82	1233	678
ADA_chr20_43257769__SMAD4_chr18_48573460	455	639	113	33	840	490
ADA_chr20_43257769__SMAD4_chr18_48575673	1083	400	616	65	1886	336
ADA_chr20_43257769__SMAD4_chr18_48586241	162	474	1016	41	294	370
ADA_chr20_43257769__SMARCA4_chr19_11095011	464	1352	1411	98	1608	1421
ADA_chr20_43257769__SMARCB1_chr22_24133949	642	358	295	39	530	463
ADA_chr20_43257769__SMO_chr7_128828974	592	606	131	41	1066	243
ADA_chr20_43257769__SRC_chr20_36014563	860	1053	532	72	381	488
ADA_chr20_43257769__TOP1_chr20_39657693	175	305	13	24	56	1075
ADA_chr20_43257769__TOP1_chr20_39690055	827	302	104	15	65	115
ADA_chr20_43257769__TP53_chr17_7578373	2168	1121	1520	96	217	394
ADA_chr20_43257769__TSC1_chr9_135796748	1125	1419	2052	108	1534	1462
ADA_chr20_43257769__TSC1_chr9_135804256	878	198	226	40	142	725
ADA_chr20_43257769__TYMS_chr18_657730	2373	2012	1198	164	2550	2629
ADA_chr20_43257769__TYMS_chr18_659656	406	431	323	30	294	602
ADA_chr20_43257769__VEGFA_chr6_43738425	1247	529	1002	49	196	786
ADA_chr20_43257769__VEGFA_chr6_43742077	2183	628	1258	112	1601	500
ADA_chr20_43257769__WEE1_chr11_9595845	883	274	217	35	661	103
ADA_chr20_43280245__ABL1_chr9_133589790	743	342	381	51	195	695
ADA_chr20_43280245__ABL1_chr9_133738283	72	454	311	23	412	82
ADA_chr20_43280245__AKT1_chr14_105239609	749	1608	836	125	2612	323
ADA_chr20_43280245__ALK_chr2_29541172	1112	262	762	61	621	473
ADA_chr20_43280245__APC_chr5_112043408	1088	1408	1902	119	695	941
ADA_chr20_43280245__APC_chr5_112102023	586	122	17	20	6	153
ADA_chr20_43280245__APC_chr5_112102933	238	149	117	18	153	217
ADA_chr20_43280245__ARID1A_chr1_27056288	1179	857	357	87	905	494
ADA_chr20_43280245__ARID2_chr12_46123614	60	253	5	8	47	139
ADA_chr20_43280245__ARID2_chr12_46205318	1259	550	199	63	557	100
ADA_chr20_43280245__BCL2_chr18_60985877	1028	266	646	63	750	537
ADA_chr20_43280245__BRAF_chr7_140508787	1193	751	708	87	1234	940
ADA_chr20_43280245__BRAF_chr7_140534469	506	425	1018	100	1576	1426
ADA_chr20_43280245__BRAF_chr7_140624501	174	151	10	16	351	354
ADA_chr20_43280245__BRCA1_chr17_41267735	2	45	3	16	319	370
ADA_chr20_43280245__BRCA1_chr17_41276018	730	433	380	37	105	290
ADA_chr20_43280245__BRD4_chr19_15376361	119	115	158	12	6	15
ADA_chr20_43280245__BRD4_chr19_15376403	886	576	220	36	95	489
ADA_chr20_43280245__BTK_chrX_100629565	382	156	737	38	87	635
ADA_chr20_43280245__CASP8_chr2_202123033	138	231	9	18	102	219
ADA_chr20_43280245__CDH1_chr16_68771300	610	687	2082	106	1173	723
ADA_chr20_43280245__CDK9_chr9_130548409	247	981	405	72	221	423
ADA_chr20_43280245__CDK9_chr9_130550235	399	445	896	48	358	446
ADA_chr20_43280245__CDKN1B_chr12_12871196	380	282	172	23	83	158
ADA_chr20_43280245__CDKN2A_chr9_21968726	149	167	178	21	74	142
ADA_chr20_43280245__CDKN2A_chr9_21971100	896	280	248	43	258	19
ADA_chr20_43280245__CDKN2A_chr9_21994327	562	304	1208	50	174	641
ADA_chr20_43280245__CHEK1_chr11_125499147	806	384	476	46	152	482
ADA_chr20_43280245__CHEK2_chr22_29090029	494	80	143	28	350	140
ADA_chr20_43280245__CHEK2_chr22_29130694	902	499	739	110	2556	670
ADA_chr20_43280245__DHFR_chr5_79949819	266	303	370	31	44	418
ADA_chr20_43280245__DHFR_chr5_79950216	227	237	719	29	156	714
ADA_chr20_43280245__DHFR_chr5_79950217	647	583	824	45	105	631
ADA_chr20_43280245__EGFR_chr7_55209986	653	291	2616	69	176	324
ADA_chr20_43280245__FGFR3_chr4_1795655	514	101	18	21	198	73
ADA_chr20_43280245__FGFR3_chr4_1795736	809	464	591	84	1362	522
ADA_chr20_43280245__FLT3_chr13_28636131	801	486	470	60	314	119
ADA_chr20_43280245__FLT3_chr13_28636172	131	389	39	30	141	323
ADA_chr20_43280245__FNTA_chr8_42911471	970	203	215	40	3	150
ADA_chr20_43280245__FNTA_chr8_42924781	240	211	467	32	327	19
ADA_chr20_43280245__GATA3_chr10_8097612	592	280	940	49	204	370
ADA_chr20_43280245__HDAC1_chr1_32757816	952	402	505	96	2219	866
ADA_chr20_43280245__HDAC1_chr1_32792637	478	904	173	70	989	421
ADA_chr20_43280245__HDAC2_chr6_114266539	173	605	39	32	9	26
ADA_chr20_43280245__HDAC2_chr6_114267214	597	436	354	56	626	829
ADA_chr20_43280245__HDAC2_chr6_114292056	1087	560	115	43	417	527
ADA_chr20_43280245__HDAC6_chrX_48661385	457	510	161	46	191	507
ADA_chr20_43280245__HSP90AA1_chr14_102605736	2945	632	1086	125	1245	1222
ADA_chr20_43280245__IGF1R_chr15_99434664	728	900	18	62	494	167
ADA_chr20_43280245__IGF1R_chr15_99434807	291	584	236	60	122	1005
ADA_chr20_43280245__JAK2_chr9_5050721	389	595	688	64	436	981
ADA_chr20_43280245__JAK2_chr9_5050816	302	301	13	17	208	7
ADA_chr20_43280245__KDM5C_chrX_53241021	165	156	629	44	1081	111
ADA_chr20_43280245__KDM5C_chrX_53254068	36	144	201	32	424	270
ADA_chr20_43280245__KDM6A_chrX_44732838	1471	266	159	39	95	260
ADA_chr20_43280245__KDM6A_chrX_44820615	720	226	44	27	188	375
ADA_chr20_43280245__KDM6A_chrX_44820616	978	561	130	64	1097	201
ADA_chr20_43280245__KIT_chr4_55524164	599	713	936	54	114	223
ADA_chr20_43280245__KIT_chr4_55524229	752	569	429	43	64	234
ADA_chr20_43280245__KMT2D_chr12_49448161	591	241	497	48	505	410
ADA_chr20_43280245__KMT2D_chr12_49448168	1355	1055	1163	119	734	565
ADA_chr20_43280245__MAP2K1_chr15_66679728	399	350	833	60	817	146
ADA_chr20_43280245__MAP2K1_chr15_66679756	358	258	1317	43	631	95
ADA_chr20_43280245__MAP3K1_chr5_56111382	27	381	19	19	348	54
ADA_chr20_43280245__MAP3K1_chr5_56152485	2152	245	344	72	315	729
ADA_chr20_43280245__MET_chr7_116340207	397	491	45	24	29	127
ADA_chr20_43280245__MLH1_chr3_37035029	692	763	47	65	273	1152
ADA_chr20_43280245__MSH6_chr2_48010356	194	240	549	39	645	7
ADA_chr20_43280245__MTOR_chr1_11317010	267	244	174	32	76	402
ADA_chr20_43280245__MTOR_chr1_11319459	28	273	72	33	610	534
ADA_chr20_43280245__NF1_chr17_29422308	2012	584	1282	81	326	910
ADA_chr20_43280245__NF1_chr17_29483038	764	358	217	47	928	136
ADA_chr20_43280245__NF1_chr17_29483039	172	163	1139	44	441	707
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	456	775	812	86	1157	1393
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	632	675	1148	53	170	232
ADA_chr20_43280245__PARP1_chr1_226578249	603	370	187	60	811	324
ADA_chr20_43280245__PARP1_chr1_226578301	1442	316	1904	110	987	624
ADA_chr20_43280245__PBRM1_chr3_52696257	1103	610	373	88	542	1494
ADA_chr20_43280245__PBRM1_chr3_52702516	249	921	565	60	261	246
ADA_chr20_43280245__PBRM1_chr3_52713723	107	148	422	43	1220	206
ADA_chr20_43280245__PDGFRA_chr4_55124963	562	640	962	96	1972	650
ADA_chr20_43280245__PIK3CA_chr3_178916614	1140	345	437	68	438	1377
ADA_chr20_43280245__PIK3CA_chr3_178919167	672	287	189	51	993	555
ADA_chr20_43280245__PIK3R1_chr5_67522521	1838	597	1091	119	909	706
ADA_chr20_43280245__PRKDC_chr8_48686398	509	273	493	38	524	271
ADA_chr20_43280245__RB1_chr13_48878054	458	221	719	61	1488	692
ADA_chr20_43280245__RB1_chr13_48934148	206	513	275	31	131	107
ADA_chr20_43280245__RB1_chr13_48936969	880	855	1566	72	463	546
ADA_chr20_43280245__ROR1_chr1_64240072	417	753	769	52	513	640
ADA_chr20_43280245__RPS6KB1_chr17_57987949	1339	474	658	84	810	1100
ADA_chr20_43280245__RRM2_chr2_10262940	48	461	159	35	555	665
ADA_chr20_43280245__RUNX1_chr21_36421144	567	192	289	42	726	307
ADA_chr20_43280245__SETD2_chr3_47205411	333	195	40	33	918	63
ADA_chr20_43280245__SMAD4_chr18_48573460	92	417	240	19	753	55
ADA_chr20_43280245__SMAD4_chr18_48586241	451	331	46	42	603	291
ADA_chr20_43280245__SMARCA4_chr19_11094819	753	194	236	42	365	842
ADA_chr20_43280245__SMARCB1_chr22_24129339	43	357	6	18	155	564
ADA_chr20_43280245__SMO_chr7_128828974	348	636	400	47	95	865
ADA_chr20_43280245__SMO_chr7_128845081	2289	1070	687	88	435	771
ADA_chr20_43280245__TOP1_chr20_39657693	486	410	625	54	231	604
ADA_chr20_43280245__TOP1_chr20_39690055	789	326	44	39	258	425
ADA_chr20_43280245__TOP1_chr20_39690109	79	279	837	36	288	172
ADA_chr20_43280245__TP53_chr17_7577537	590	783	330	78	488	965
ADA_chr20_43280245__TP53_chr17_7578373	981	733	736	64	209	185
ADA_chr20_43280245__TSC1_chr9_135796796	681	166	503	34	107	339
ADA_chr20_43280245__TSC1_chr9_135804256	269	194	2058	53	8	509
ADA_chr20_43280245__TYMS_chr18_659656	641	367	1131	66	627	894
AKT1_chr14_105239609__ABL1_chr9_133589790	246	417	18	32	254	180
AKT1_chr14_105239609__ABL1_chr9_133738283	144	245	220	33	268	258
AKT1_chr14_105239609__ADA_chr20_43257769	655	554	1379	114	1623	353
AKT1_chr14_105239609__ALK_chr2_29541171	266	215	380	15	46	57
AKT1_chr14_105239609__ALK_chr2_30143522	789	572	1443	103	1675	799
AKT1_chr14_105239609__APC_chr5_112043408	697	970	879	140	1563	654
AKT1_chr14_105239609__APC_chr5_112102023	1279	178	113	54	190	1117
AKT1_chr14_105239609__APC_chr5_112102933	1342	771	121	109	1006	409
AKT1_chr14_105239609__ARID1A_chr1_27056286	737	387	103	53	679	297
AKT1_chr14_105239609__ARID2_chr12_46254608	802	325	137	48	504	663
AKT1_chr14_105239609__ATM_chr11_108098402	190	124	21	19	0	443
AKT1_chr14_105239609__BCL2_chr18_60795960	1987	342	468	105	509	1799
AKT1_chr14_105239609__BRAF_chr7_140534469	1092	998	83	80	466	230
AKT1_chr14_105239609__BRAF_chr7_140624501	514	298	641	75	984	750
AKT1_chr14_105239609__BRCA1_chr17_41267735	1104	134	200	33	147	229
AKT1_chr14_105239609__BRCA2_chr13_32914228	743	290	1409	72	558	360
AKT1_chr14_105239609__BRD4_chr19_15383894	1174	284	189	82	2422	619
AKT1_chr14_105239609__BTK_chrX_100626613	683	104	62	24	225	352
AKT1_chr14_105239609__BTK_chrX_100645534	3213	690	1460	142	931	650
AKT1_chr14_105239609__CASP8_chr2_202131404	143	173	62	35	513	1322
AKT1_chr14_105239609__CDH1_chr16_68771300	398	758	402	111	2364	315
AKT1_chr14_105239609__CDH1_chr16_68772255	383	216	527	48	230	166
AKT1_chr14_105239609__CDK4_chr12_58143253	226	285	315	23	48	274
AKT1_chr14_105239609__CDK4_chr12_58144705	653	209	112	29	9	153
AKT1_chr14_105239609__CDK4_chr12_58145497	878	451	508	66	320	478
AKT1_chr14_105239609__CDK6_chr7_92252365	48	149	11	12	33	16
AKT1_chr14_105239609__CDK6_chr7_92462628	774	92	198	24	159	76
AKT1_chr14_105239609__CDK9_chr9_130548998	46	34	1	4	0	2
AKT1_chr14_105239609__CDKN1B_chr12_12870777	628	255	586	35	39	102
AKT1_chr14_105239609__CDKN1B_chr12_12870931	7	87	3	9	351	13
AKT1_chr14_105239609__CDKN1B_chr12_12871196	3705	641	226	140	1190	1033
AKT1_chr14_105239609__CDKN2A_chr9_21968726	27	193	315	26	168	257
AKT1_chr14_105239609__CHEK1_chr11_125499147	481	167	151	22	48	395
AKT1_chr14_105239609__CHEK2_chr22_29085137	350	589	340	51	442	87
AKT1_chr14_105239609__DHFR_chr5_79950216	831	492	1380	118	421	1145
AKT1_chr14_105239609__EGFR_chr7_55086962	778	178	400	40	522	39
AKT1_chr14_105239609__ERBB2_chr17_37855800	2331	455	1329	162	1844	606
AKT1_chr14_105239609__FGFR2_chr10_123298215	65	262	469	42	545	155
AKT1_chr14_105239609__FGFR3_chr4_1795655	448	484	616	57	182	294
AKT1_chr14_105239609__FGFR3_chr4_1795735	1363	712	321	90	195	901
AKT1_chr14_105239609__FLT3_chr13_28636131	214	155	341	15	121	58
AKT1_chr14_105239609__FLT3_chr13_28636172	1132	507	441	85	1137	940
AKT1_chr14_105239609__FNTA_chr8_42911471	137	236	49	15	129	314
AKT1_chr14_105239609__FNTA_chr8_42914260	269	425	329	54	327	519
AKT1_chr14_105239609__FNTA_chr8_42924781	178	581	431	41	157	657
AKT1_chr14_105239609__GATA3_chr10_8097612	368	606	496	59	462	423
AKT1_chr14_105239609__GATA3_chr10_8097790	566	473	442	57	301	384
AKT1_chr14_105239609__HDAC1_chr1_32757816	55	144	543	51	1012	301
