construct_id	UPt28_S3_trimmed53_len_filtered_counts
ADA_chr20_43257769__MAP3K1_chr5_56111382	96
ADA_chr20_43257769__MAP3K1_chr5_56152466	299
ADA_chr20_43257769__MAP3K1_chr5_56152485	1353
ADA_chr20_43257769__MET_chr7_116339123	1228
ADA_chr20_43257769__MET_chr7_116340207	716
ADA_chr20_43257769__MLH1_chr3_37035029	487
ADA_chr20_43257769__MLH1_chr3_37038179	4230
ADA_chr20_43257769__MLH1_chr3_37045912	1290
ADA_chr20_43257769__MSH6_chr2_48010356	407
ADA_chr20_43257769__MTOR_chr1_11317010	1066
ADA_chr20_43257769__MTOR_chr1_11317149	855
ADA_chr20_43257769__NF1_chr17_29483038	1317
ADA_chr20_43257769__NF1_chr17_29483039	630
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	959
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	500
ADA_chr20_43257769__PARP1_chr1_226595581	297
ADA_chr20_43257769__PBRM1_chr3_52696257	1283
ADA_chr20_43257769__PDGFRA_chr4_55129914	1212
ADA_chr20_43257769__PIK3CA_chr3_178916614	906
ADA_chr20_43257769__PIK3R1_chr5_67522521	1563
ADA_chr20_43257769__PIK3R1_chr5_67576421	562
ADA_chr20_43257769__PRKDC_chr8_48686398	128
ADA_chr20_43257769__PRKDC_chr8_48686781	548
ADA_chr20_43257769__PTEN_chr10_89653786	374
ADA_chr20_43257769__PTEN_chr10_89685297	537
ADA_chr20_43257769__RB1_chr13_48934148	147
ADA_chr20_43257769__RB1_chr13_48936969	329
ADA_chr20_43257769__ROR1_chr1_64240072	587
ADA_chr20_43257769__ROR1_chr1_64240143	1337
ADA_chr20_43257769__RRM2_chr2_10262940	1830
ADA_chr20_43257769__RRM2_chr2_10262957	166
ADA_chr20_43257769__RUNX1_chr21_36252902	969
ADA_chr20_43257769__RUNX1_chr21_36421144	1140
ADA_chr20_43257769__SETD2_chr3_47142972	745
ADA_chr20_43257769__SETD2_chr3_47205411	233
ADA_chr20_43257769__SMAD4_chr18_48573460	336
ADA_chr20_43257769__SMAD4_chr18_48575673	66
ADA_chr20_43257769__SMAD4_chr18_48586241	680
ADA_chr20_43257769__SMARCA4_chr19_11095011	1727
ADA_chr20_43257769__SMARCB1_chr22_24133949	300
ADA_chr20_43257769__SMO_chr7_128828974	291
ADA_chr20_43257769__SRC_chr20_36014563	655
ADA_chr20_43257769__TOP1_chr20_39657693	199
ADA_chr20_43257769__TOP1_chr20_39690055	364
ADA_chr20_43257769__TP53_chr17_7578373	198
ADA_chr20_43257769__TSC1_chr9_135796748	575
ADA_chr20_43257769__TSC1_chr9_135804256	936
ADA_chr20_43257769__TYMS_chr18_657730	2177
ADA_chr20_43257769__TYMS_chr18_659656	678
ADA_chr20_43257769__VEGFA_chr6_43738425	268
ADA_chr20_43257769__VEGFA_chr6_43742077	687
ADA_chr20_43257769__WEE1_chr11_9595845	1358
ADA_chr20_43280245__ABL1_chr9_133589790	146
ADA_chr20_43280245__ABL1_chr9_133738283	219
ADA_chr20_43280245__AKT1_chr14_105239609	1521
ADA_chr20_43280245__ALK_chr2_29541172	1011
ADA_chr20_43280245__APC_chr5_112043408	1526
ADA_chr20_43280245__APC_chr5_112102023	115
ADA_chr20_43280245__APC_chr5_112102933	263
ADA_chr20_43280245__ARID1A_chr1_27056288	1055
ADA_chr20_43280245__ARID2_chr12_46123614	269
ADA_chr20_43280245__ARID2_chr12_46205318	494
ADA_chr20_43280245__BCL2_chr18_60985877	193
ADA_chr20_43280245__BRAF_chr7_140508787	1319
ADA_chr20_43280245__BRAF_chr7_140534469	1237
ADA_chr20_43280245__BRAF_chr7_140624501	463
ADA_chr20_43280245__BRCA1_chr17_41267735	208
ADA_chr20_43280245__BRCA1_chr17_41276018	42
ADA_chr20_43280245__BRD4_chr19_15376361	308
ADA_chr20_43280245__BRD4_chr19_15376403	130
ADA_chr20_43280245__BTK_chrX_100629565	275
ADA_chr20_43280245__CASP8_chr2_202123033	93
ADA_chr20_43280245__CDH1_chr16_68771300	1187
ADA_chr20_43280245__CDK9_chr9_130548409	290
ADA_chr20_43280245__CDK9_chr9_130550235	161
ADA_chr20_43280245__CDKN1B_chr12_12871196	603
ADA_chr20_43280245__CDKN2A_chr9_21968726	367
ADA_chr20_43280245__CDKN2A_chr9_21971100	371
ADA_chr20_43280245__CDKN2A_chr9_21994327	666
ADA_chr20_43280245__CHEK1_chr11_125499147	441
ADA_chr20_43280245__CHEK2_chr22_29090029	157
ADA_chr20_43280245__CHEK2_chr22_29130694	520
ADA_chr20_43280245__DHFR_chr5_79949819	692
ADA_chr20_43280245__DHFR_chr5_79950216	192
ADA_chr20_43280245__DHFR_chr5_79950217	1130
ADA_chr20_43280245__EGFR_chr7_55209986	306
ADA_chr20_43280245__FGFR3_chr4_1795655	63
ADA_chr20_43280245__FGFR3_chr4_1795736	221
ADA_chr20_43280245__FLT3_chr13_28636131	260
ADA_chr20_43280245__FLT3_chr13_28636172	774
ADA_chr20_43280245__FNTA_chr8_42911471	70
ADA_chr20_43280245__FNTA_chr8_42924781	98
ADA_chr20_43280245__GATA3_chr10_8097612	578
ADA_chr20_43280245__HDAC1_chr1_32757816	845
ADA_chr20_43280245__HDAC1_chr1_32792637	562
ADA_chr20_43280245__HDAC2_chr6_114266539	687
ADA_chr20_43280245__HDAC2_chr6_114267214	857
ADA_chr20_43280245__HDAC2_chr6_114292056	1208
ADA_chr20_43280245__HDAC6_chrX_48661385	1132
ADA_chr20_43280245__HSP90AA1_chr14_102605736	1027
ADA_chr20_43280245__IGF1R_chr15_99434664	709
ADA_chr20_43280245__IGF1R_chr15_99434807	426
ADA_chr20_43280245__JAK2_chr9_5050721	328
ADA_chr20_43280245__JAK2_chr9_5050816	1041
ADA_chr20_43280245__KDM5C_chrX_53241021	501
ADA_chr20_43280245__KDM5C_chrX_53254068	269
ADA_chr20_43280245__KDM6A_chrX_44732838	436
ADA_chr20_43280245__KDM6A_chrX_44820615	69
ADA_chr20_43280245__KDM6A_chrX_44820616	608
ADA_chr20_43280245__KIT_chr4_55524164	1161
ADA_chr20_43280245__KIT_chr4_55524229	392
ADA_chr20_43280245__KMT2D_chr12_49448161	862
ADA_chr20_43280245__KMT2D_chr12_49448168	967
ADA_chr20_43280245__MAP2K1_chr15_66679728	306
ADA_chr20_43280245__MAP2K1_chr15_66679756	445
ADA_chr20_43280245__MAP3K1_chr5_56111382	67
ADA_chr20_43280245__MAP3K1_chr5_56152485	942
ADA_chr20_43280245__MET_chr7_116340207	716
ADA_chr20_43280245__MLH1_chr3_37035029	769
ADA_chr20_43280245__MSH6_chr2_48010356	308
ADA_chr20_43280245__MTOR_chr1_11317010	472
ADA_chr20_43280245__MTOR_chr1_11319459	87
ADA_chr20_43280245__NF1_chr17_29422308	641
ADA_chr20_43280245__NF1_chr17_29483038	570
ADA_chr20_43280245__NF1_chr17_29483039	170
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	221
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	332
ADA_chr20_43280245__PARP1_chr1_226578249	293
ADA_chr20_43280245__PARP1_chr1_226578301	535
ADA_chr20_43280245__PBRM1_chr3_52696257	1430
ADA_chr20_43280245__PBRM1_chr3_52702516	280
ADA_chr20_43280245__PBRM1_chr3_52713723	181
ADA_chr20_43280245__PDGFRA_chr4_55124963	1086
ADA_chr20_43280245__PIK3CA_chr3_178916614	327
ADA_chr20_43280245__PIK3CA_chr3_178919167	105
ADA_chr20_43280245__PIK3R1_chr5_67522521	484
ADA_chr20_43280245__PRKDC_chr8_48686398	222
ADA_chr20_43280245__RB1_chr13_48878054	377
ADA_chr20_43280245__RB1_chr13_48934148	510
ADA_chr20_43280245__RB1_chr13_48936969	703
ADA_chr20_43280245__ROR1_chr1_64240072	1582
ADA_chr20_43280245__RPS6KB1_chr17_57987949	576
ADA_chr20_43280245__RRM2_chr2_10262940	58
ADA_chr20_43280245__RUNX1_chr21_36421144	400
ADA_chr20_43280245__SETD2_chr3_47205411	64
ADA_chr20_43280245__SMAD4_chr18_48573460	128
ADA_chr20_43280245__SMAD4_chr18_48586241	195
ADA_chr20_43280245__SMARCA4_chr19_11094819	382
ADA_chr20_43280245__SMARCB1_chr22_24129339	57
ADA_chr20_43280245__SMO_chr7_128828974	540
ADA_chr20_43280245__SMO_chr7_128845081	1878
ADA_chr20_43280245__TOP1_chr20_39657693	242
ADA_chr20_43280245__TOP1_chr20_39690055	405
ADA_chr20_43280245__TOP1_chr20_39690109	152
ADA_chr20_43280245__TP53_chr17_7577537	3177
ADA_chr20_43280245__TP53_chr17_7578373	411
ADA_chr20_43280245__TSC1_chr9_135796796	1288
ADA_chr20_43280245__TSC1_chr9_135804256	501
ADA_chr20_43280245__TYMS_chr18_659656	1646
AKT1_chr14_105239609__ABL1_chr9_133589790	425
AKT1_chr14_105239609__ABL1_chr9_133738283	60
AKT1_chr14_105239609__ADA_chr20_43257769	688
AKT1_chr14_105239609__ALK_chr2_29541171	229
AKT1_chr14_105239609__ALK_chr2_30143522	913
AKT1_chr14_105239609__APC_chr5_112043408	1356
AKT1_chr14_105239609__APC_chr5_112102023	82
AKT1_chr14_105239609__APC_chr5_112102933	747
AKT1_chr14_105239609__ARID1A_chr1_27056286	914
AKT1_chr14_105239609__ARID2_chr12_46254608	787
AKT1_chr14_105239609__ATM_chr11_108098402	25
AKT1_chr14_105239609__BCL2_chr18_60795960	692
AKT1_chr14_105239609__BRAF_chr7_140534469	605
AKT1_chr14_105239609__BRAF_chr7_140624501	353
AKT1_chr14_105239609__BRCA1_chr17_41267735	625
AKT1_chr14_105239609__BRCA2_chr13_32914228	90
AKT1_chr14_105239609__BRD4_chr19_15383894	478
AKT1_chr14_105239609__BTK_chrX_100626613	521
AKT1_chr14_105239609__BTK_chrX_100645534	431
AKT1_chr14_105239609__CASP8_chr2_202131404	1459
AKT1_chr14_105239609__CDH1_chr16_68771300	888
AKT1_chr14_105239609__CDH1_chr16_68772255	333
AKT1_chr14_105239609__CDK4_chr12_58143253	163
AKT1_chr14_105239609__CDK4_chr12_58144705	65
AKT1_chr14_105239609__CDK4_chr12_58145497	101
AKT1_chr14_105239609__CDK6_chr7_92252365	65
AKT1_chr14_105239609__CDK6_chr7_92462628	23
AKT1_chr14_105239609__CDK9_chr9_130548998	1265
AKT1_chr14_105239609__CDKN1B_chr12_12870777	443
AKT1_chr14_105239609__CDKN1B_chr12_12870931	36
AKT1_chr14_105239609__CDKN1B_chr12_12871196	1040
AKT1_chr14_105239609__CDKN2A_chr9_21968726	50
AKT1_chr14_105239609__CHEK1_chr11_125499147	545
AKT1_chr14_105239609__CHEK2_chr22_29085137	339
AKT1_chr14_105239609__DHFR_chr5_79950216	448
AKT1_chr14_105239609__EGFR_chr7_55086962	414
AKT1_chr14_105239609__ERBB2_chr17_37855800	264
AKT1_chr14_105239609__FGFR2_chr10_123298215	47
AKT1_chr14_105239609__FGFR3_chr4_1795655	1392
AKT1_chr14_105239609__FGFR3_chr4_1795735	375
AKT1_chr14_105239609__FLT3_chr13_28636131	83
AKT1_chr14_105239609__FLT3_chr13_28636172	784
AKT1_chr14_105239609__FNTA_chr8_42911471	228
AKT1_chr14_105239609__FNTA_chr8_42914260	23
AKT1_chr14_105239609__FNTA_chr8_42924781	59
AKT1_chr14_105239609__GATA3_chr10_8097612	414
AKT1_chr14_105239609__GATA3_chr10_8097790	187
AKT1_chr14_105239609__HDAC1_chr1_32757816	133
AKT1_chr14_105239609__HDAC1_chr1_32792601	464
AKT1_chr14_105239609__HDAC1_chr1_32792637	1310
AKT1_chr14_105239609__HDAC2_chr6_114267214	364
AKT1_chr14_105239609__HDAC2_chr6_114292056	467
AKT1_chr14_105239609__HDAC6_chrX_48661089	1078
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	615
AKT1_chr14_105239609__IGF1R_chr15_99434664	1535
AKT1_chr14_105239609__JAK2_chr9_5021970	333
AKT1_chr14_105239609__JAK2_chr9_5050721	221
AKT1_chr14_105239609__JAK2_chr9_5050816	588
AKT1_chr14_105239609__KDM5C_chrX_53241021	178
AKT1_chr14_105239609__KDM5C_chrX_53241022	596
AKT1_chr14_105239609__KDM6A_chrX_44820615	857
AKT1_chr14_105239609__KDM6A_chrX_44820616	179
AKT1_chr14_105239609__KMT2D_chr12_49448161	165
AKT1_chr14_105239609__KMT2D_chr12_49448168	100
AKT1_chr14_105239609__MAP2K1_chr15_66679721	902
AKT1_chr14_105239609__MAP2K1_chr15_66679728	248
AKT1_chr14_105239609__MAP2K1_chr15_66679756	124
AKT1_chr14_105239609__MAP3K1_chr5_56152466	418
AKT1_chr14_105239609__MET_chr7_116339123	451
AKT1_chr14_105239609__MLH1_chr3_37035029	448
AKT1_chr14_105239609__MLH1_chr3_37045912	121
AKT1_chr14_105239609__MSH6_chr2_48010356	159
AKT1_chr14_105239609__MTOR_chr1_11319459	64
AKT1_chr14_105239609__NF1_chr17_29483038	488
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	792
AKT1_chr14_105239609__PARP1_chr1_226578301	517
AKT1_chr14_105239609__PBRM1_chr3_52696257	367
AKT1_chr14_105239609__PBRM1_chr3_52702516	426
AKT1_chr14_105239609__PBRM1_chr3_52713723	466
AKT1_chr14_105239609__PDGFRA_chr4_55124932	317
AKT1_chr14_105239609__PIK3CA_chr3_178916614	90
AKT1_chr14_105239609__PIK3CA_chr3_178919070	194
AKT1_chr14_105239609__PIK3CA_chr3_178919167	1183
AKT1_chr14_105239609__PIK3R1_chr5_67522521	89
AKT1_chr14_105239609__PIK3R1_chr5_67576421	64
AKT1_chr14_105239609__PRKDC_chr8_48686398	53
AKT1_chr14_105239609__PRKDC_chr8_48872683	45
AKT1_chr14_105239609__PTEN_chr10_89653786	197
AKT1_chr14_105239609__PTEN_chr10_89685297	240
AKT1_chr14_105239609__RB1_chr13_48936969	105
AKT1_chr14_105239609__ROR1_chr1_64240072	435
AKT1_chr14_105239609__ROR1_chr1_64240089	552
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	602
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	264
AKT1_chr14_105239609__RRM2_chr2_10262940	476
AKT1_chr14_105239609__SETD2_chr3_47142972	447
AKT1_chr14_105239609__SMARCA4_chr19_11095011	691
AKT1_chr14_105239609__SMARCB1_chr22_24129339	354
AKT1_chr14_105239609__SMARCB1_chr22_24133949	338
AKT1_chr14_105239609__SMO_chr7_128845117	852
AKT1_chr14_105239609__SRC_chr20_36012562	103
AKT1_chr14_105239609__SRC_chr20_36014563	114
AKT1_chr14_105239609__TOP1_chr20_39690055	120
AKT1_chr14_105239609__TP53_chr17_7577537	364
AKT1_chr14_105239609__TP53_chr17_7578373	187
AKT1_chr14_105239609__TSC1_chr9_135804256	610
AKT1_chr14_105239609__TYMS_chr18_657730	551
AKT1_chr14_105239609__TYMS_chr18_659656	1062
AKT1_chr14_105239609__VHL_chr3_10183518	50
AKT1_chr14_105239609__VHL_chr3_10183791	29
AKT1_chr14_105239609__WEE1_chr11_9595845	346
AKT1_chr14_105239686__ABL1_chr9_133589790	1109
AKT1_chr14_105239686__ABL1_chr9_133738283	57
AKT1_chr14_105239686__ADA_chr20_43257696	860
AKT1_chr14_105239686__ADA_chr20_43257769	133
AKT1_chr14_105239686__ADA_chr20_43280245	642
AKT1_chr14_105239686__ALK_chr2_30143522	670
AKT1_chr14_105239686__ARID2_chr12_46205318	119
AKT1_chr14_105239686__ATM_chr11_108098350	23
AKT1_chr14_105239686__ATM_chr11_108098390	104
AKT1_chr14_105239686__ATM_chr11_108098402	102
AKT1_chr14_105239686__BCL2_chr18_60795945	367
AKT1_chr14_105239686__BRAF_chr7_140508787	376
AKT1_chr14_105239686__BRAF_chr7_140534469	139
AKT1_chr14_105239686__BRCA1_chr17_41256141	288
AKT1_chr14_105239686__BRCA2_chr13_32912006	30
AKT1_chr14_105239686__BRD4_chr19_15376361	78
AKT1_chr14_105239686__BRD4_chr19_15376403	230
AKT1_chr14_105239686__BRD4_chr19_15383894	538
AKT1_chr14_105239686__BTK_chrX_100626613	117
AKT1_chr14_105239686__BTK_chrX_100629565	632
AKT1_chr14_105239686__BTK_chrX_100645534	516
AKT1_chr14_105239686__CASP8_chr2_202123033	194
AKT1_chr14_105239686__CASP8_chr2_202134297	296
AKT1_chr14_105239686__CDH1_chr16_68772255	643
AKT1_chr14_105239686__CDK4_chr12_58144705	397
AKT1_chr14_105239686__CDK4_chr12_58145497	53
AKT1_chr14_105239686__CDK6_chr7_92252365	125
AKT1_chr14_105239686__CDK6_chr7_92462628	31
AKT1_chr14_105239686__CDK9_chr9_130548998	22
AKT1_chr14_105239686__CDK9_chr9_130550235	198
AKT1_chr14_105239686__CDKN1B_chr12_12870777	501
AKT1_chr14_105239686__CDKN1B_chr12_12870931	307
AKT1_chr14_105239686__CDKN1B_chr12_12871196	516
AKT1_chr14_105239686__CDKN2A_chr9_21968726	88
AKT1_chr14_105239686__CDKN2A_chr9_21971100	428
AKT1_chr14_105239686__CDKN2A_chr9_21994327	296
AKT1_chr14_105239686__CHEK1_chr11_125496687	193
AKT1_chr14_105239686__CHEK1_chr11_125499147	448
AKT1_chr14_105239686__DHFR_chr5_79950216	227
AKT1_chr14_105239686__EGFR_chr7_55086962	24
AKT1_chr14_105239686__EGFR_chr7_55209986	760
AKT1_chr14_105239686__EGFR_chr7_55209992	346
AKT1_chr14_105239686__ERBB2_chr17_37868221	115
AKT1_chr14_105239686__ERBB2_chr17_37868292	442
AKT1_chr14_105239686__FGFR2_chr10_123298118	295
AKT1_chr14_105239686__FGFR2_chr10_123298215	184
AKT1_chr14_105239686__FGFR3_chr4_1795735	571
AKT1_chr14_105239686__FGFR3_chr4_1795736	392
AKT1_chr14_105239686__FLT3_chr13_28636172	316
AKT1_chr14_105239686__FLT3_chr13_28674643	784
AKT1_chr14_105239686__HDAC1_chr1_32792601	277
AKT1_chr14_105239686__HDAC2_chr6_114266539	151
AKT1_chr14_105239686__HDAC2_chr6_114267214	115
AKT1_chr14_105239686__HDAC2_chr6_114292056	193
AKT1_chr14_105239686__HDAC6_chrX_48661385	711
AKT1_chr14_105239686__HDAC6_chrX_48674389	47
AKT1_chr14_105239686__HSP90AA1_chr14_102551760	204
AKT1_chr14_105239686__HSP90AA1_chr14_102605736	425
AKT1_chr14_105239686__IGF1R_chr15_99434664	46
AKT1_chr14_105239686__IGF1R_chr15_99434807	95
AKT1_chr14_105239686__JAK2_chr9_5021970	150
AKT1_chr14_105239686__KDM5C_chrX_53241021	163
AKT1_chr14_105239686__KDM5C_chrX_53254068	221
AKT1_chr14_105239686__KDM6A_chrX_44732838	265
AKT1_chr14_105239686__KDM6A_chrX_44820615	46
AKT1_chr14_105239686__KDM6A_chrX_44820616	47
AKT1_chr14_105239686__KIT_chr4_55524164	43
AKT1_chr14_105239686__KMT2D_chr12_49448468	298
AKT1_chr14_105239686__MAP2K1_chr15_66679728	601
AKT1_chr14_105239686__MAP2K1_chr15_66679756	221
AKT1_chr14_105239686__MAP3K1_chr5_56111382	152
AKT1_chr14_105239686__MAP3K1_chr5_56152485	372
AKT1_chr14_105239686__MET_chr7_116339123	666
AKT1_chr14_105239686__MLH1_chr3_37035029	651
AKT1_chr14_105239686__MLH1_chr3_37045912	46
AKT1_chr14_105239686__MSH6_chr2_48018154	56
AKT1_chr14_105239686__MTOR_chr1_11319459	199
AKT1_chr14_105239686__NF1_chr17_29483038	1029
AKT1_chr14_105239686__NonTargetingControlGuideForHuman0352	679
AKT1_chr14_105239686__PARP1_chr1_226578301	386
AKT1_chr14_105239686__PARP1_chr1_226595581	21
AKT1_chr14_105239686__PBRM1_chr3_52696257	189
AKT1_chr14_105239686__PDGFRA_chr4_55124932	390
AKT1_chr14_105239686__PDGFRA_chr4_55124963	908
AKT1_chr14_105239686__PIK3CA_chr3_178916614	67
AKT1_chr14_105239686__PIK3CA_chr3_178919167	500
AKT1_chr14_105239686__PIK3R1_chr5_67576410	229
AKT1_chr14_105239686__PTEN_chr10_89653786	36
AKT1_chr14_105239686__ROR1_chr1_64240072	1094
AKT1_chr14_105239686__ROR1_chr1_64240089	226
AKT1_chr14_105239686__ROR1_chr1_64240143	734
AKT1_chr14_105239686__RPS6KB1_chr17_57970538	230
AKT1_chr14_105239686__RPS6KB1_chr17_57987949	785
AKT1_chr14_105239686__RUNX1_chr21_36252860	37
AKT1_chr14_105239686__SETD2_chr3_47142951	110
AKT1_chr14_105239686__SMAD4_chr18_48573460	49
AKT1_chr14_105239686__SMAD4_chr18_48586241	694
AKT1_chr14_105239686__SMARCA4_chr19_11095011	494
AKT1_chr14_105239686__SMARCB1_chr22_24133993	142
AKT1_chr14_105239686__SMO_chr7_128828974	656
AKT1_chr14_105239686__SMO_chr7_128845081	496
AKT1_chr14_105239686__SMO_chr7_128845117	183
AKT1_chr14_105239686__SRC_chr20_36012562	45
AKT1_chr14_105239686__SRC_chr20_36022600	278
AKT1_chr14_105239686__TOP1_chr20_39690055	16
AKT1_chr14_105239686__TP53_chr17_7577537	424
AKT1_chr14_105239686__TP53_chr17_7578373	386
AKT1_chr14_105239686__TP53_chr17_7579881	576
AKT1_chr14_105239686__TSC1_chr9_135796748	1241
AKT1_chr14_105239686__TYMS_chr18_657730	1153
AKT1_chr14_105239686__TYMS_chr18_659665	171
AKT1_chr14_105239686__VEGFA_chr6_43742108	33
AKT1_chr14_105239686__VHL_chr3_10183791	24
AKT1_chr14_105239686__WEE1_chr11_9595462	642
AKT1_chr14_105239686__WEE1_chr11_9595542	122
AKT1_chr14_105258968__ABL1_chr9_133589790	704
AKT1_chr14_105258968__ADA_chr20_43280245	1671
AKT1_chr14_105258968__ALK_chr2_29541171	170
AKT1_chr14_105258968__ALK_chr2_29541172	443
AKT1_chr14_105258968__ALK_chr2_30143522	202
AKT1_chr14_105258968__APC_chr5_112102023	49
AKT1_chr14_105258968__ARID1A_chr1_27022876	568
AKT1_chr14_105258968__ARID1A_chr1_27056286	358
AKT1_chr14_105258968__ARID2_chr12_46123614	1440
AKT1_chr14_105258968__ARID2_chr12_46254608	269
AKT1_chr14_105258968__ATM_chr11_108098350	249
AKT1_chr14_105258968__ATM_chr11_108098390	457
AKT1_chr14_105258968__ATM_chr11_108098402	50
AKT1_chr14_105258968__BCL2_chr18_60795945	296
AKT1_chr14_105258968__BRAF_chr7_140534469	538
AKT1_chr14_105258968__BRAF_chr7_140624501	342
AKT1_chr14_105258968__BRCA1_chr17_41256141	94
AKT1_chr14_105258968__BRCA2_chr13_32890586	197
AKT1_chr14_105258968__BRCA2_chr13_32914228	48
AKT1_chr14_105258968__BRD4_chr19_15376361	105
AKT1_chr14_105258968__BRD4_chr19_15383894	1152
AKT1_chr14_105258968__BTK_chrX_100629565	260
AKT1_chr14_105258968__CDH1_chr16_68772255	270
AKT1_chr14_105258968__CDK4_chr12_58145497	412
AKT1_chr14_105258968__CDK6_chr7_92244474	126
AKT1_chr14_105258968__CDK6_chr7_92252365	1325
AKT1_chr14_105258968__CDK6_chr7_92462628	34
AKT1_chr14_105258968__CDKN1B_chr12_12870777	51
AKT1_chr14_105258968__CDKN2A_chr9_21971100	427
AKT1_chr14_105258968__CDKN2A_chr9_21994327	1585
AKT1_chr14_105258968__CHEK1_chr11_125499147	742
AKT1_chr14_105258968__CHEK2_chr22_29085137	1663
AKT1_chr14_105258968__CHEK2_chr22_29090029	347
AKT1_chr14_105258968__CHEK2_chr22_29130694	1182
AKT1_chr14_105258968__EGFR_chr7_55086962	319
AKT1_chr14_105258968__EGFR_chr7_55209992	438
AKT1_chr14_105258968__ERBB2_chr17_37855800	107
AKT1_chr14_105258968__ERBB2_chr17_37868221	700
AKT1_chr14_105258968__FGFR2_chr10_123298118	165
AKT1_chr14_105258968__FGFR2_chr10_123298215	84
AKT1_chr14_105258968__FLT3_chr13_28636131	201
AKT1_chr14_105258968__FLT3_chr13_28636172	232
AKT1_chr14_105258968__FNTA_chr8_42924781	249
AKT1_chr14_105258968__GATA3_chr10_8097612	381
AKT1_chr14_105258968__GATA3_chr10_8097722	364
AKT1_chr14_105258968__GATA3_chr10_8097790	444
AKT1_chr14_105258968__HDAC1_chr1_32792637	217
AKT1_chr14_105258968__HDAC2_chr6_114267214	627
AKT1_chr14_105258968__HDAC2_chr6_114292056	812
AKT1_chr14_105258968__HDAC6_chrX_48661089	1589
AKT1_chr14_105258968__HDAC6_chrX_48674389	632
AKT1_chr14_105258968__IGF1R_chr15_99192824	432
AKT1_chr14_105258968__IGF1R_chr15_99434807	2602
AKT1_chr14_105258968__JAK2_chr9_5050816	561
AKT1_chr14_105258968__KDM5C_chrX_53241022	1215
AKT1_chr14_105258968__KDM6A_chrX_44732838	151
AKT1_chr14_105258968__KIT_chr4_55524176	194
AKT1_chr14_105258968__KMT2D_chr12_49448468	1282
AKT1_chr14_105258968__MAP2K1_chr15_66679721	632
AKT1_chr14_105258968__MAP2K1_chr15_66679728	216
AKT1_chr14_105258968__MAP2K1_chr15_66679756	78
AKT1_chr14_105258968__MAP3K1_chr5_56111382	101
AKT1_chr14_105258968__MAP3K1_chr5_56152466	93
AKT1_chr14_105258968__MAP3K1_chr5_56152485	1930
AKT1_chr14_105258968__MET_chr7_116340207	153
AKT1_chr14_105258968__MLH1_chr3_37035029	293
AKT1_chr14_105258968__MLH1_chr3_37038179	1234
AKT1_chr14_105258968__MSH6_chr2_48010356	771
AKT1_chr14_105258968__MSH6_chr2_48018154	231
AKT1_chr14_105258968__MTOR_chr1_11317010	863
AKT1_chr14_105258968__MTOR_chr1_11317149	871
AKT1_chr14_105258968__NF1_chr17_29422308	1734
AKT1_chr14_105258968__NF1_chr17_29483038	756
AKT1_chr14_105258968__NonTargetingControlGuideForHuman0352	2483
AKT1_chr14_105258968__PARP1_chr1_226595581	452
AKT1_chr14_105258968__PBRM1_chr3_52702516	489
AKT1_chr14_105258968__PBRM1_chr3_52713723	51
AKT1_chr14_105258968__PDGFRA_chr4_55124932	2338
AKT1_chr14_105258968__PDGFRA_chr4_55124963	393
AKT1_chr14_105258968__PDGFRA_chr4_55129914	61
AKT1_chr14_105258968__PIK3CA_chr3_178919070	307
AKT1_chr14_105258968__PTEN_chr10_89685297	533
AKT1_chr14_105258968__RB1_chr13_48878054	166
AKT1_chr14_105258968__RB1_chr13_48934148	239
AKT1_chr14_105258968__RPS6KB1_chr17_57970538	205
AKT1_chr14_105258968__RPS6KB1_chr17_57987922	154
AKT1_chr14_105258968__RRM2_chr2_10262728	170
AKT1_chr14_105258968__RUNX1_chr21_36252860	898
AKT1_chr14_105258968__RUNX1_chr21_36252902	76
AKT1_chr14_105258968__SMARCA4_chr19_11094819	1806
AKT1_chr14_105258968__SMARCA4_chr19_11094851	167
AKT1_chr14_105258968__SMARCB1_chr22_24129339	1972
AKT1_chr14_105258968__SMO_chr7_128845081	444
AKT1_chr14_105258968__SRC_chr20_36012562	48
AKT1_chr14_105258968__SRC_chr20_36022600	233
AKT1_chr14_105258968__TOP1_chr20_39690109	41
AKT1_chr14_105258968__TP53_chr17_7577537	171
AKT1_chr14_105258968__TP53_chr17_7578373	278
AKT1_chr14_105258968__TP53_chr17_7579881	891
AKT1_chr14_105258968__TYMS_chr18_659656	878
AKT1_chr14_105258968__VEGFA_chr6_43742077	1920
AKT1_chr14_105258968__VEGFA_chr6_43742108	1245
AKT1_chr14_105258968__VHL_chr3_10183518	226
AKT1_chr14_105258968__VHL_chr3_10183773	160
AKT1_chr14_105258968__VHL_chr3_10183791	627
AKT1_chr14_105258968__WEE1_chr11_9595462	284
AKT1_chr14_105258968__WEE1_chr11_9595542	683
AKT1_chr14_105258968__WEE1_chr11_9595845	177
ALK_chr2_29541171__ABL1_chr9_133589790	27
