construct_id	UCTAt1-2_S4_trimmed53_len_filtered_counts	UCAt1-2_S2_trimmed53_len_filtered_counts	UCBt1-2_S3_trimmed53_len_filtered_counts	UCTBt1-2_S5_trimmed53_len_filtered_counts	UPt1-2_S1_trimmed53_len_filtered_counts
ADA_chr20_43257696__HDAC2_chr6_114267214	1	4	250	411	2
ADA_chr20_43257696__HSP90AA1_chr14_102551760	2	3	17	56	121
ADA_chr20_43257696__HSP90AA1_chr14_102552141	2	1444	745	1	1632
ADA_chr20_43257696__JAK2_chr9_5050721	0	793	526	652	105
ADA_chr20_43257696__JAK2_chr9_5050816	110	283	86	3	2
ADA_chr20_43257696__KDM5C_chrX_53241021	0	0	11	3	2
ADA_chr20_43257696__KDM5C_chrX_53241022	150	4	21	0	376
ADA_chr20_43257696__KDM6A_chrX_44732838	4	78	165	827	430
ADA_chr20_43257696__KDM6A_chrX_44820615	1	27	748	304	1
ADA_chr20_43257696__KIT_chr4_55524164	2	1350	309	1	5
ADA_chr20_43257696__KMT2D_chr12_49448161	4	3	213	1	715
ADA_chr20_43257696__KMT2D_chr12_49448168	2	283	437	3	255
ADA_chr20_43257696__KMT2D_chr12_49448468	978	493	542	7	419
ADA_chr20_43257696__MAP2K1_chr15_66679756	428	16	639	6	328
ADA_chr20_43257696__MAP3K1_chr5_56111382	773	517	274	989	157
ADA_chr20_43257696__MAP3K1_chr5_56152466	0	258	350	109	402
ADA_chr20_43257696__MAP3K1_chr5_56152485	371	432	292	2	137
ADA_chr20_43257696__MET_chr7_116340188	2588	292	197	1975	6
ADA_chr20_43257696__MLH1_chr3_37035029	927	352	306	350	3
ADA_chr20_43257696__MLH1_chr3_37038179	39	937	487	1658	195
ADA_chr20_43257696__MSH6_chr2_48010356	5	1585	164	1	105
ADA_chr20_43257696__MSH6_chr2_48018111	1124	203	541	4	1900
ADA_chr20_43257696__MTOR_chr1_11317010	1163	281	1230	565	853
ADA_chr20_43257696__MTOR_chr1_11319459	1	4	16	82	565
ADA_chr20_43257696__NF1_chr17_29422308	3	910	450	3	2
ADA_chr20_43257696__NF1_chr17_29483038	441	711	433	1	543
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	76	996	663	1115	2
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	1265	1552	1204	204	1
ADA_chr20_43257696__PARP1_chr1_226578249	291	590	600	921	1
ADA_chr20_43257696__PARP1_chr1_226578301	1	943	432	3	491
ADA_chr20_43257696__PIK3CA_chr3_178916614	1	2	420	132	185
ADA_chr20_43257696__PIK3R1_chr5_67576410	2	593	165	2	734
ADA_chr20_43257696__PRKDC_chr8_48686398	168	49	183	226	2
ADA_chr20_43257696__PTEN_chr10_89653786	0	3	9	7	0
ADA_chr20_43257696__PTEN_chr10_89711868	3	1319	1839	487	1001
ADA_chr20_43257696__RB1_chr13_48878054	694	784	994	0	213
ADA_chr20_43257696__ROR1_chr1_64240072	4	22	188	2	272
ADA_chr20_43257696__ROR1_chr1_64240089	321	472	365	148	53
ADA_chr20_43257696__ROR1_chr1_64240143	0	15	228	2	2
ADA_chr20_43257696__RRM2_chr2_10262728	0	703	234	1263	209
ADA_chr20_43257696__RUNX1_chr21_36252860	2	54	107	292	179
ADA_chr20_43257696__RUNX1_chr21_36252902	0	32	122	2	0
ADA_chr20_43257696__RUNX1_chr21_36421144	2	334	276	372	1
ADA_chr20_43257696__SETD2_chr3_47205411	28	7	108	203	174
ADA_chr20_43257696__SMAD4_chr18_48575673	82	211	313	2	2
ADA_chr20_43257696__SMARCA4_chr19_11095011	1720	488	361	344	1
ADA_chr20_43257696__SMARCB1_chr22_24129339	1	559	294	1001	196
ADA_chr20_43257696__SMARCB1_chr22_24133949	874	3	456	2	278
ADA_chr20_43257696__SMARCB1_chr22_24133993	1608	1172	223	2	2
ADA_chr20_43257696__SMO_chr7_128828974	44	41	45	3	2
ADA_chr20_43257696__SRC_chr20_36014563	1	1	151	3	446
ADA_chr20_43257696__TOP1_chr20_39690055	0	1	62	0	0
ADA_chr20_43257696__TP53_chr17_7577537	5	988	338	4	118
ADA_chr20_43257696__TP53_chr17_7579881	11	773	437	0	1245
ADA_chr20_43257696__TYMS_chr18_657730	520	320	1067	699	699
ADA_chr20_43257696__TYMS_chr18_659665	2547	2349	587	620	116
ADA_chr20_43257696__VEGFA_chr6_43738425	2	19	514	0	557
ADA_chr20_43257696__VEGFA_chr6_43742077	2202	1238	599	532	705
ADA_chr20_43257696__VEGFA_chr6_43742108	2130	4	250	1	3
ADA_chr20_43257696__VHL_chr3_10183518	0	618	119	2	302
ADA_chr20_43257696__VHL_chr3_10183773	3	206	351	606	415
ADA_chr20_43257696__VHL_chr3_10183791	1	3	38	0	2
ADA_chr20_43257696__WEE1_chr11_9595462	1	7	270	3	6
ADA_chr20_43257696__WEE1_chr11_9595845	1	209	65	2	1
ADA_chr20_43257769__ABL1_chr9_133738283	17	890	462	206	452
ADA_chr20_43257769__ABL1_chr9_133738356	217	2100	1570	463	290
ADA_chr20_43257769__AKT1_chr14_105258968	2719	286	966	9	752
ADA_chr20_43257769__ALK_chr2_30143522	651	1642	1477	1407	683
ADA_chr20_43257769__APC_chr5_112102933	1421	988	441	58	271
ADA_chr20_43257769__ARID1A_chr1_27022876	3	216	695	3	121
ADA_chr20_43257769__ARID1A_chr1_27056288	39	1649	2077	1453	573
ADA_chr20_43257769__ARID2_chr12_46205318	1183	2039	1333	1981	1346
ADA_chr20_43257769__BCL2_chr18_60795945	45	1869	224	1184	1366
ADA_chr20_43257769__BCL2_chr18_60795960	2205	1388	1107	2226	9
ADA_chr20_43257769__BRAF_chr7_140508787	904	309	875	1325	1483
ADA_chr20_43257769__BRAF_chr7_140534469	605	814	1208	2475	385
ADA_chr20_43257769__BRCA1_chr17_41256141	263	1016	1633	697	1334
ADA_chr20_43257769__BRCA1_chr17_41276018	9	631	101	6	123
ADA_chr20_43257769__BRCA2_chr13_32912006	7984	118	901	696	645
ADA_chr20_43257769__BRCA2_chr13_32914228	2	78	149	189	346
ADA_chr20_43257769__BTK_chrX_100626613	0	10	247	336	26
ADA_chr20_43257769__BTK_chrX_100629565	2796	1002	787	5	145
ADA_chr20_43257769__BTK_chrX_100645534	9243	14	517	12	431
ADA_chr20_43257769__CASP8_chr2_202123033	279	896	254	1	635
ADA_chr20_43257769__CASP8_chr2_202131404	185	630	599	1194	528
ADA_chr20_43257769__CASP8_chr2_202134297	111	41	358	268	135
ADA_chr20_43257769__CDH1_chr16_68771300	81	1509	1127	1732	487
ADA_chr20_43257769__CDH1_chr16_68772250	181	239	394	5	5
ADA_chr20_43257769__CDK4_chr12_58144705	612	96	806	1736	651
ADA_chr20_43257769__CDK6_chr7_92252365	3	742	776	96	1156
ADA_chr20_43257769__CDKN1B_chr12_12870777	97	14	19	657	356
ADA_chr20_43257769__CDKN1B_chr12_12870931	2	3	291	3	298
ADA_chr20_43257769__CDKN2A_chr9_21968726	321	14	484	2	95
ADA_chr20_43257769__CDKN2A_chr9_21971100	7671	959	782	493	197
ADA_chr20_43257769__CHEK1_chr11_125496687	894	75	463	799	505
ADA_chr20_43257769__CHEK1_chr11_125499147	325	2355	561	1747	367
ADA_chr20_43257769__CHEK2_chr22_29130694	683	185	910	281	537
ADA_chr20_43257769__DHFR_chr5_79950216	2541	778	1516	676	581
ADA_chr20_43257769__DHFR_chr5_79950217	6	919	1365	526	312
ADA_chr20_43257769__EGFR_chr7_55209986	409	624	1706	1600	1452
ADA_chr20_43257769__EGFR_chr7_55209992	5	166	300	974	206
ADA_chr20_43257769__ERBB2_chr17_37868221	3363	3699	2232	2387	62
ADA_chr20_43257769__FGFR2_chr10_123298118	2803	1664	1713	1335	80
ADA_chr20_43257769__FGFR3_chr4_1795655	415	1954	713	27	171
ADA_chr20_43257769__FGFR3_chr4_1795735	5734	100	1258	2080	383
ADA_chr20_43257769__FGFR3_chr4_1795736	975	1650	1116	621	768
ADA_chr20_43257769__FLT3_chr13_28636172	305	14	771	691	335
ADA_chr20_43257769__FNTA_chr8_42911471	4	2722	1371	522	266
ADA_chr20_43257769__GATA3_chr10_8097612	52	586	571	608	571
ADA_chr20_43257769__HDAC1_chr1_32792637	4	415	1053	8	626
ADA_chr20_43257769__HDAC2_chr6_114266539	530	357	739	98	575
ADA_chr20_43257769__HDAC2_chr6_114292056	13	1118	1016	10	594
ADA_chr20_43257769__HDAC6_chrX_48661385	1063	1376	1388	686	319
ADA_chr20_43257769__HSP90AA1_chr14_102551760	5	406	285	111	276
ADA_chr20_43257769__HSP90AA1_chr14_102605736	839	1478	1108	852	618
ADA_chr20_43257769__IGF1R_chr15_99434664	3625	2522	1299	720	370
ADA_chr20_43257769__JAK2_chr9_5050721	119	523	752	369	2
ADA_chr20_43257769__KDM5C_chrX_53241021	549	26	56	3	1
ADA_chr20_43257769__KIT_chr4_55524176	5	324	438	2	407
ADA_chr20_43257769__KMT2D_chr12_49448161	635	826	758	95	650
ADA_chr20_43257769__KMT2D_chr12_49448168	692	823	1283	1011	81
ADA_chr20_43257769__MAP2K1_chr15_66679721	527	1211	613	883	1007
ADA_chr20_43257769__MAP2K1_chr15_66679756	855	372	733	3155	856
ADA_chr20_43257769__MAP3K1_chr5_56111382	186	3	20	2	359
ADA_chr20_43257769__MAP3K1_chr5_56152466	64	852	795	1425	970
ADA_chr20_43257769__MAP3K1_chr5_56152485	1772	1774	691	131	609
ADA_chr20_43257769__MET_chr7_116339123	182	1655	1171	270	212
ADA_chr20_43257769__MET_chr7_116340207	1702	469	1309	747	646
ADA_chr20_43257769__MLH1_chr3_37035029	29	604	1285	530	1066
ADA_chr20_43257769__MLH1_chr3_37038179	2601	3431	2653	1099	2065
ADA_chr20_43257769__MLH1_chr3_37045912	92	1222	1250	145	213
ADA_chr20_43257769__MSH6_chr2_48010356	157	468	912	1352	454
ADA_chr20_43257769__MTOR_chr1_11317010	534	1684	934	1988	939
ADA_chr20_43257769__MTOR_chr1_11317149	0	454	301	84	597
ADA_chr20_43257769__NF1_chr17_29483038	3	1914	763	4	1358
ADA_chr20_43257769__NF1_chr17_29483039	1650	1778	1029	2366	693
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	6	905	816	308	675
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	49	170	367	1765	50
ADA_chr20_43257769__PARP1_chr1_226595581	1183	133	678	2291	753
ADA_chr20_43257769__PBRM1_chr3_52696257	1989	1166	969	1260	677
ADA_chr20_43257769__PDGFRA_chr4_55129914	137	1451	1809	21	1595
ADA_chr20_43257769__PIK3CA_chr3_178916614	1524	1150	1467	1723	4
ADA_chr20_43257769__PIK3R1_chr5_67522521	317	1875	1054	1539	1224
ADA_chr20_43257769__PIK3R1_chr5_67576421	13	1527	1701	1407	5
ADA_chr20_43257769__PRKDC_chr8_48686398	222	889	284	7	640
ADA_chr20_43257769__PRKDC_chr8_48686781	1886	206	694	3566	1983
ADA_chr20_43257769__PTEN_chr10_89653786	883	732	626	1113	132
ADA_chr20_43257769__PTEN_chr10_89685297	929	694	207	8	11
ADA_chr20_43257769__RB1_chr13_48934148	973	244	230	4	125
ADA_chr20_43257769__RB1_chr13_48936969	6	12	264	1	432
ADA_chr20_43257769__ROR1_chr1_64240072	233	1016	1294	2549	73
ADA_chr20_43257769__ROR1_chr1_64240143	836	1343	1862	579	1434
ADA_chr20_43257769__RRM2_chr2_10262940	1034	2671	1180	1111	1557
ADA_chr20_43257769__RRM2_chr2_10262957	432	377	351	748	2
ADA_chr20_43257769__RUNX1_chr21_36252902	1425	689	1440	1557	1338
ADA_chr20_43257769__RUNX1_chr21_36421144	215	1559	691	616	264
ADA_chr20_43257769__SETD2_chr3_47142972	415	662	660	1221	945
ADA_chr20_43257769__SETD2_chr3_47205411	4	145	299	454	556
ADA_chr20_43257769__SMAD4_chr18_48573460	35	331	201	583	157
ADA_chr20_43257769__SMAD4_chr18_48575673	34	391	851	2	155
ADA_chr20_43257769__SMAD4_chr18_48586241	49	1428	424	2	9
ADA_chr20_43257769__SMARCA4_chr19_11095011	818	2698	1464	1032	254
ADA_chr20_43257769__SMARCB1_chr22_24133949	331	202	703	1749	75
ADA_chr20_43257769__SMO_chr7_128828974	4	166	730	437	125
ADA_chr20_43257769__SRC_chr20_36014563	1966	1838	1323	1349	164
ADA_chr20_43257769__TOP1_chr20_39657693	1566	263	419	1057	977
ADA_chr20_43257769__TOP1_chr20_39690055	2	1324	382	4	1
ADA_chr20_43257769__TP53_chr17_7578373	56	522	278	2	393
ADA_chr20_43257769__TSC1_chr9_135796748	620	2027	2412	1563	2717
ADA_chr20_43257769__TSC1_chr9_135804256	1	1069	396	762	0
ADA_chr20_43257769__TYMS_chr18_657730	397	2386	1924	1428	95
ADA_chr20_43257769__TYMS_chr18_659656	1	486	368	1831	265
ADA_chr20_43257769__VEGFA_chr6_43738425	30	484	984	813	410
ADA_chr20_43257769__VEGFA_chr6_43742077	747	1445	927	11	643
ADA_chr20_43257769__WEE1_chr11_9595845	621	1381	922	542	1300
ADA_chr20_43280245__ABL1_chr9_133589790	1	309	639	817	162
ADA_chr20_43280245__ABL1_chr9_133738283	476	649	563	4	136
ADA_chr20_43280245__AKT1_chr14_105239609	112	1250	797	286	933
ADA_chr20_43280245__ALK_chr2_29541172	77	507	428	353	349
ADA_chr20_43280245__APC_chr5_112043408	557	831	1204	424	735
ADA_chr20_43280245__APC_chr5_112102023	1	792	83	1003	401
ADA_chr20_43280245__APC_chr5_112102933	100	124	114	433	79
ADA_chr20_43280245__ARID1A_chr1_27056288	83	1389	1467	719	217
ADA_chr20_43280245__ARID2_chr12_46123614	172	4	147	2	1
ADA_chr20_43280245__ARID2_chr12_46205318	8	424	377	1530	4
ADA_chr20_43280245__BCL2_chr18_60985877	431	476	714	412	345
ADA_chr20_43280245__BRAF_chr7_140508787	42	2012	1019	360	337
ADA_chr20_43280245__BRAF_chr7_140534469	652	2230	486	180	179
ADA_chr20_43280245__BRAF_chr7_140624501	2	1624	587	840	177
ADA_chr20_43280245__BRCA1_chr17_41267735	4	150	48	3	49
ADA_chr20_43280245__BRCA1_chr17_41276018	420	23	569	900	238
ADA_chr20_43280245__BRD4_chr19_15376361	1	803	106	4	0
ADA_chr20_43280245__BRD4_chr19_15376403	972	126	502	1048	1139
ADA_chr20_43280245__BTK_chrX_100629565	191	36	582	5	1
ADA_chr20_43280245__CASP8_chr2_202123033	4	11	148	4	5
ADA_chr20_43280245__CDH1_chr16_68771300	2988	859	871	669	245
ADA_chr20_43280245__CDK9_chr9_130548409	10	49	364	536	656
ADA_chr20_43280245__CDK9_chr9_130550235	2	4	710	280	519
ADA_chr20_43280245__CDKN1B_chr12_12871196	33	956	386	331	41
ADA_chr20_43280245__CDKN2A_chr9_21968726	690	563	269	14	578
ADA_chr20_43280245__CDKN2A_chr9_21971100	83	316	368	221	204
ADA_chr20_43280245__CDKN2A_chr9_21994327	667	452	236	6	400
ADA_chr20_43280245__CHEK1_chr11_125499147	496	595	376	93	708
ADA_chr20_43280245__CHEK2_chr22_29090029	27	472	70	1	360
ADA_chr20_43280245__CHEK2_chr22_29130694	923	55	894	406	312
ADA_chr20_43280245__DHFR_chr5_79949819	9	692	342	228	539
ADA_chr20_43280245__DHFR_chr5_79950216	1	65	211	397	3
ADA_chr20_43280245__DHFR_chr5_79950217	22	395	713	838	654
ADA_chr20_43280245__EGFR_chr7_55209986	663	61	771	401	280
ADA_chr20_43280245__FGFR3_chr4_1795655	2	143	359	1	75
ADA_chr20_43280245__FGFR3_chr4_1795736	998	458	626	4	570
ADA_chr20_43280245__FLT3_chr13_28636131	1916	315	698	26	878
ADA_chr20_43280245__FLT3_chr13_28636172	417	411	555	170	73
ADA_chr20_43280245__FNTA_chr8_42911471	3	36	121	87	538
ADA_chr20_43280245__FNTA_chr8_42924781	16	461	224	9	78
ADA_chr20_43280245__GATA3_chr10_8097612	13	722	226	4	998
ADA_chr20_43280245__HDAC1_chr1_32757816	4312	963	574	238	1652
ADA_chr20_43280245__HDAC1_chr1_32792637	152	952	893	386	1061
ADA_chr20_43280245__HDAC2_chr6_114266539	1302	130	450	1491	203
ADA_chr20_43280245__HDAC2_chr6_114267214	1272	443	728	1064	816
ADA_chr20_43280245__HDAC2_chr6_114292056	744	2342	1451	6	45
ADA_chr20_43280245__HDAC6_chrX_48661385	2	2077	1206	627	2046
ADA_chr20_43280245__HSP90AA1_chr14_102605736	692	544	1068	694	412
ADA_chr20_43280245__IGF1R_chr15_99434664	2	1761	299	5	723
ADA_chr20_43280245__IGF1R_chr15_99434807	4	931	434	1092	114
ADA_chr20_43280245__JAK2_chr9_5050721	59	232	445	206	2
ADA_chr20_43280245__JAK2_chr9_5050816	315	316	480	2	0
ADA_chr20_43280245__KDM5C_chrX_53241021	358	353	328	5	1
ADA_chr20_43280245__KDM5C_chrX_53254068	4743	1538	169	1	543
ADA_chr20_43280245__KDM6A_chrX_44732838	717	864	387	5	408
ADA_chr20_43280245__KDM6A_chrX_44820615	3	46	154	2	289
ADA_chr20_43280245__KDM6A_chrX_44820616	5	481	766	1	550
ADA_chr20_43280245__KIT_chr4_55524164	0	1016	903	837	125
ADA_chr20_43280245__KIT_chr4_55524229	1	44	385	160	28
ADA_chr20_43280245__KMT2D_chr12_49448161	1228	539	342	254	4
ADA_chr20_43280245__KMT2D_chr12_49448168	684	255	741	2579	5
ADA_chr20_43280245__MAP2K1_chr15_66679728	41	1006	553	447	763
ADA_chr20_43280245__MAP2K1_chr15_66679756	623	979	551	56	65
ADA_chr20_43280245__MAP3K1_chr5_56111382	3	0	118	752	801
ADA_chr20_43280245__MAP3K1_chr5_56152485	3	290	583	1459	101
ADA_chr20_43280245__MET_chr7_116340207	47	365	937	746	3
ADA_chr20_43280245__MLH1_chr3_37035029	2559	120	1021	677	572
ADA_chr20_43280245__MSH6_chr2_48010356	3448	541	676	316	440
ADA_chr20_43280245__MTOR_chr1_11317010	227	670	225	2	1473
ADA_chr20_43280245__MTOR_chr1_11319459	35	75	295	59	586
ADA_chr20_43280245__NF1_chr17_29422308	4990	801	786	649	357
ADA_chr20_43280245__NF1_chr17_29483038	210	1658	539	326	32
ADA_chr20_43280245__NF1_chr17_29483039	0	25	419	155	1160
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	79	112	663	282	81
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	619	106	291	1043	948
ADA_chr20_43280245__PARP1_chr1_226578249	444	1186	293	9	55
ADA_chr20_43280245__PARP1_chr1_226578301	3	1357	963	444	1572
ADA_chr20_43280245__PBRM1_chr3_52696257	300	718	806	615	260
ADA_chr20_43280245__PBRM1_chr3_52702516	781	715	558	363	593
ADA_chr20_43280245__PBRM1_chr3_52713723	8	21	84	2	3
ADA_chr20_43280245__PDGFRA_chr4_55124963	1288	2974	981	377	1689
ADA_chr20_43280245__PIK3CA_chr3_178916614	8	19	331	1	441
ADA_chr20_43280245__PIK3CA_chr3_178919167	81	1249	1309	1583	463
ADA_chr20_43280245__PIK3R1_chr5_67522521	56	606	1121	440	1261
ADA_chr20_43280245__PRKDC_chr8_48686398	4	848	552	1	68
ADA_chr20_43280245__RB1_chr13_48878054	295	9	177	953	72
ADA_chr20_43280245__RB1_chr13_48934148	2	441	477	3	141
ADA_chr20_43280245__RB1_chr13_48936969	1	1094	255	3	30
ADA_chr20_43280245__ROR1_chr1_64240072	5	2177	1392	252	135
ADA_chr20_43280245__RPS6KB1_chr17_57987949	792	1037	244	226	1063
ADA_chr20_43280245__RRM2_chr2_10262940	1	14	968	2072	80
ADA_chr20_43280245__RUNX1_chr21_36421144	1332	727	584	10	474
ADA_chr20_43280245__SETD2_chr3_47205411	3	54	172	275	303
ADA_chr20_43280245__SMAD4_chr18_48573460	1	329	341	44	339
ADA_chr20_43280245__SMAD4_chr18_48586241	1	274	167	5	344
ADA_chr20_43280245__SMARCA4_chr19_11094819	1795	3	723	7	907
ADA_chr20_43280245__SMARCB1_chr22_24129339	2	14	345	767	3
ADA_chr20_43280245__SMO_chr7_128828974	1061	454	1003	347	103
ADA_chr20_43280245__SMO_chr7_128845081	1568	1394	960	1834	2116
ADA_chr20_43280245__TOP1_chr20_39657693	256	373	685	911	286
ADA_chr20_43280245__TOP1_chr20_39690055	59	703	372	2	1
ADA_chr20_43280245__TOP1_chr20_39690109	420	120	340	551	1054
ADA_chr20_43280245__TP53_chr17_7577537	3	1655	1546	174	671
ADA_chr20_43280245__TP53_chr17_7578373	3	111	614	1	61
ADA_chr20_43280245__TSC1_chr9_135796796	80	2837	719	954	88
ADA_chr20_43280245__TSC1_chr9_135804256	3	21	460	239	1
ADA_chr20_43280245__TYMS_chr18_659656	397	2149	750	82	451
AKT1_chr14_105239609__ABL1_chr9_133589790	40	1192	333	888	110
AKT1_chr14_105239609__ABL1_chr9_133738283	2	38	41	4	1216
AKT1_chr14_105239609__ADA_chr20_43257769	74	192	547	934	277
AKT1_chr14_105239609__ALK_chr2_29541171	360	204	88	1790	249
AKT1_chr14_105239609__ALK_chr2_30143522	1107	325	926	1176	830
AKT1_chr14_105239609__APC_chr5_112043408	134	1425	1260	6	496
AKT1_chr14_105239609__APC_chr5_112102023	1617	74	55	3	62
AKT1_chr14_105239609__APC_chr5_112102933	0	304	763	3	384
AKT1_chr14_105239609__ARID1A_chr1_27056286	13	1482	924	376	1792
AKT1_chr14_105239609__ARID2_chr12_46254608	1	445	387	207	11
AKT1_chr14_105239609__ATM_chr11_108098402	1	379	199	1	147
AKT1_chr14_105239609__BCL2_chr18_60795960	566	422	1144	796	3
AKT1_chr14_105239609__BRAF_chr7_140534469	528	571	573	172	122
AKT1_chr14_105239609__BRAF_chr7_140624501	133	503	1120	0	506
AKT1_chr14_105239609__BRCA1_chr17_41267735	1	20	497	4	80
AKT1_chr14_105239609__BRCA2_chr13_32914228	2	4	236	0	0
AKT1_chr14_105239609__BRD4_chr19_15383894	376	488	1565	361	1857
AKT1_chr14_105239609__BTK_chrX_100626613	475	749	188	887	0
AKT1_chr14_105239609__BTK_chrX_100645534	1	1023	652	1348	1368
AKT1_chr14_105239609__CASP8_chr2_202131404	0	1287	873	248	249
AKT1_chr14_105239609__CDH1_chr16_68771300	73	1226	616	411	1055
AKT1_chr14_105239609__CDH1_chr16_68772255	260	979	246	0	15
AKT1_chr14_105239609__CDK4_chr12_58143253	809	101	233	546	213
AKT1_chr14_105239609__CDK4_chr12_58144705	19	11	492	7	3
AKT1_chr14_105239609__CDK4_chr12_58145497	91	346	586	1	132
AKT1_chr14_105239609__CDK6_chr7_92252365	29	8	351	1395	0
AKT1_chr14_105239609__CDK6_chr7_92462628	904	334	114	282	92
AKT1_chr14_105239609__CDK9_chr9_130548998	14	412	622	115	111
AKT1_chr14_105239609__CDKN1B_chr12_12870777	8	331	506	2	100
AKT1_chr14_105239609__CDKN1B_chr12_12870931	1	14	35	1	151
AKT1_chr14_105239609__CDKN1B_chr12_12871196	365	1028	843	90	230
AKT1_chr14_105239609__CDKN2A_chr9_21968726	38	364	210	4	6
AKT1_chr14_105239609__CHEK1_chr11_125499147	19	477	278	3	820
AKT1_chr14_105239609__CHEK2_chr22_29085137	122	722	783	387	273
AKT1_chr14_105239609__DHFR_chr5_79950216	54	516	758	310	513
AKT1_chr14_105239609__EGFR_chr7_55086962	0	54	701	2	140
AKT1_chr14_105239609__ERBB2_chr17_37855800	386	1003	675	1751	310
AKT1_chr14_105239609__FGFR2_chr10_123298215	0	88	244	362	498
AKT1_chr14_105239609__FGFR3_chr4_1795655	17	3393	792	372	516
AKT1_chr14_105239609__FGFR3_chr4_1795735	1129	238	473	238	302
AKT1_chr14_105239609__FLT3_chr13_28636131	15	60	83	1	110
AKT1_chr14_105239609__FLT3_chr13_28636172	619	881	615	286	313
AKT1_chr14_105239609__FNTA_chr8_42911471	0	329	187	2	225
AKT1_chr14_105239609__FNTA_chr8_42914260	2	244	295	647	1
AKT1_chr14_105239609__FNTA_chr8_42924781	0	163	484	541	6
AKT1_chr14_105239609__GATA3_chr10_8097612	138	878	1067	595	279
AKT1_chr14_105239609__GATA3_chr10_8097790	548	552	288	2	583
AKT1_chr14_105239609__HDAC1_chr1_32757816	94	28	450	5	646
AKT1_chr14_105239609__HDAC1_chr1_32792601	372	124	645	5	847
AKT1_chr14_105239609__HDAC1_chr1_32792637	1054	1498	1524	711	155
AKT1_chr14_105239609__HDAC2_chr6_114267214	7	115	438	509	465
AKT1_chr14_105239609__HDAC2_chr6_114292056	121	1315	671	6	1006
AKT1_chr14_105239609__HDAC6_chrX_48661089	0	43	349	1	129
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	148	381	1441	866	511
AKT1_chr14_105239609__IGF1R_chr15_99434664	1859	1258	860	3	1081
AKT1_chr14_105239609__JAK2_chr9_5021970	222	428	479	4	351
AKT1_chr14_105239609__JAK2_chr9_5050721	38	442	313	35	758
AKT1_chr14_105239609__JAK2_chr9_5050816	6360	392	303	6	4
AKT1_chr14_105239609__KDM5C_chrX_53241021	5030	236	439	161	268
AKT1_chr14_105239609__KDM5C_chrX_53241022	218	54	679	1437	3
AKT1_chr14_105239609__KDM6A_chrX_44820615	239	119	201	267	0
AKT1_chr14_105239609__KDM6A_chrX_44820616	5	304	299	4	324
AKT1_chr14_105239609__KMT2D_chr12_49448161	62	605	321	478	599
AKT1_chr14_105239609__KMT2D_chr12_49448168	1917	433	163	163	165
AKT1_chr14_105239609__MAP2K1_chr15_66679721	5613	516	925	103	1423
AKT1_chr14_105239609__MAP2K1_chr15_66679728	2	235	696	176	5
AKT1_chr14_105239609__MAP2K1_chr15_66679756	464	212	122	1288	138
AKT1_chr14_105239609__MAP3K1_chr5_56152466	1	1461	858	2175	1993
AKT1_chr14_105239609__MET_chr7_116339123	297	762	369	930	68
AKT1_chr14_105239609__MLH1_chr3_37035029	4	288	785	5	37
AKT1_chr14_105239609__MLH1_chr3_37045912	2	58	277	3	2
AKT1_chr14_105239609__MSH6_chr2_48010356	7	42	565	1363	128
AKT1_chr14_105239609__MTOR_chr1_11319459	243	5	251	2	86
AKT1_chr14_105239609__NF1_chr17_29483038	144	1221	674	1	2
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	661	705	537	1786	15
AKT1_chr14_105239609__PARP1_chr1_226578301	3	127	396	2	2592
AKT1_chr14_105239609__PBRM1_chr3_52696257	892	337	127	1	103
AKT1_chr14_105239609__PBRM1_chr3_52702516	0	348	574	1	495
AKT1_chr14_105239609__PBRM1_chr3_52713723	1	605	392	1	3
AKT1_chr14_105239609__PDGFRA_chr4_55124932	672	312	482	868	313
AKT1_chr14_105239609__PIK3CA_chr3_178916614	1894	6	529	3	72
AKT1_chr14_105239609__PIK3CA_chr3_178919070	391	23	362	6	46
AKT1_chr14_105239609__PIK3CA_chr3_178919167	7	1308	557	696	1
AKT1_chr14_105239609__PIK3R1_chr5_67522521	453	57	164	4	243
AKT1_chr14_105239609__PIK3R1_chr5_67576421	1	5	28	477	1
AKT1_chr14_105239609__PRKDC_chr8_48686398	9621	18	104	329	5
AKT1_chr14_105239609__PRKDC_chr8_48872683	1701	31	148	767	5
AKT1_chr14_105239609__PTEN_chr10_89653786	1	27	360	17	913
AKT1_chr14_105239609__PTEN_chr10_89685297	3856	30	449	1125	395
AKT1_chr14_105239609__RB1_chr13_48936969	1	307	682	1180	531
AKT1_chr14_105239609__ROR1_chr1_64240072	38	566	540	843	0
AKT1_chr14_105239609__ROR1_chr1_64240089	2	766	420	37	123
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	268	346	647	285	326
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	22	1021	1199	551	558
AKT1_chr14_105239609__RRM2_chr2_10262940	912	96	306	8	15
AKT1_chr14_105239609__SETD2_chr3_47142972	2	416	632	402	0
