construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
ADA_chr20_43257696__CDH1_chr16_68772255	1	88	0	12	28	0
ADA_chr20_43257696__CDK4_chr12_58143253	35	100	0	119	891	27
ADA_chr20_43257696__CDK4_chr12_58144705	0	299	64	159	186	0
ADA_chr20_43257696__CDK6_chr7_92244474	198	1138	75	86	743	94
ADA_chr20_43257696__CDK6_chr7_92252365	311	102	392	15	66	0
ADA_chr20_43257696__CDK9_chr9_130548998	0	0	0	0	76	0
ADA_chr20_43257696__CDK9_chr9_130550235	425	475	650	148	835	112
ADA_chr20_43257696__CDKN1B_chr12_12870931	0	191	0	0	231	0
ADA_chr20_43257696__CDKN2A_chr9_21994327	135	317	1	324	174	380
ADA_chr20_43257696__CHEK1_chr11_125496644	82	67	0	1	269	0
ADA_chr20_43257696__CHEK1_chr11_125499147	0	407	0	0	70	0
ADA_chr20_43257696__CHEK2_chr22_29090029	0	49	0	0	28	0
ADA_chr20_43257696__CHEK2_chr22_29130694	0	688	0	0	172	0
ADA_chr20_43257696__DHFR_chr5_79950216	450	172	94	33	429	0
ADA_chr20_43257696__EGFR_chr7_55209986	651	484	844	89	319	50
ADA_chr20_43257696__ERBB2_chr17_37855800	0	41	0	0	0	0
ADA_chr20_43257696__FGFR2_chr10_123298118	651	177	237	168	502	63
ADA_chr20_43257696__FGFR2_chr10_123298215	77	46	110	0	28	0
ADA_chr20_43257696__FGFR3_chr4_1795655	139	140	61	32	152	130
ADA_chr20_43257696__FGFR3_chr4_1795736	258	215	532	428	418	881
ADA_chr20_43257696__FLT3_chr13_28636172	88	166	15	55	365	128
ADA_chr20_43257696__FLT3_chr13_28674643	195	664	75	0	929	1
ADA_chr20_43257696__HDAC1_chr1_32792601	313	509	1143	121	770	0
ADA_chr20_43257696__HDAC2_chr6_114267214	142	295	264	78	0	143
ADA_chr20_43257696__HSP90AA1_chr14_102551760	457	148	1151	18	0	0
ADA_chr20_43257696__HSP90AA1_chr14_102552141	179	218	151	176	507	3
ADA_chr20_43257696__JAK2_chr9_5050721	206	224	68	84	1380	81
ADA_chr20_43257696__JAK2_chr9_5050816	0	0	0	0	34	0
ADA_chr20_43257696__KDM5C_chrX_53241021	2	0	0	9	2	0
ADA_chr20_43257696__KDM5C_chrX_53241022	135	17	80	12	236	0
ADA_chr20_43257696__KDM6A_chrX_44732838	115	185	1	0	211	0
ADA_chr20_43257696__KDM6A_chrX_44820615	698	446	171	133	703	65
ADA_chr20_43257696__KIT_chr4_55524164	215	70	62	41	0	83
ADA_chr20_43257696__KMT2D_chr12_49448161	0	41	0	37	370	1
ADA_chr20_43257696__KMT2D_chr12_49448168	717	330	1702	120	279	223
ADA_chr20_43257696__KMT2D_chr12_49448468	118	398	0	203	239	102
ADA_chr20_43257696__MAP2K1_chr15_66679756	238	482	120	0	1055	0
ADA_chr20_43257696__MAP3K1_chr5_56111382	18	552	0	128	65	62
ADA_chr20_43257696__MAP3K1_chr5_56152466	139	387	0	20	298	0
ADA_chr20_43257696__MAP3K1_chr5_56152485	763	521	157	265	1264	22
ADA_chr20_43257696__MET_chr7_116340188	403	210	150	129	638	51
ADA_chr20_43257696__MLH1_chr3_37035029	918	323	692	239	612	133
ADA_chr20_43257696__MLH1_chr3_37038179	388	422	56	189	181	100
ADA_chr20_43257696__MSH6_chr2_48010356	57	72	72	179	201	98
ADA_chr20_43257696__MSH6_chr2_48018111	543	790	426	592	1076	239
ADA_chr20_43257696__MTOR_chr1_11317010	406	1362	373	144	439	0
ADA_chr20_43257696__MTOR_chr1_11319459	0	0	1	1	208	0
ADA_chr20_43257696__NF1_chr17_29422308	383	133	92	271	339	116
ADA_chr20_43257696__NF1_chr17_29483038	424	98	422	158	530	359
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	1354	69	875	262	562	171
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	636	593	750	490	443	248
ADA_chr20_43257696__PARP1_chr1_226578249	501	584	662	136	1153	120
ADA_chr20_43257696__PARP1_chr1_226578301	439	79	7	86	83	215
ADA_chr20_43257696__PIK3CA_chr3_178916614	3	248	1	15	266	0
ADA_chr20_43257696__PIK3R1_chr5_67576410	447	229	278	36	295	107
ADA_chr20_43257696__PRKDC_chr8_48686398	0	282	0	30	363	167
ADA_chr20_43257696__PTEN_chr10_89653786	177	1	374	0	80	0
ADA_chr20_43257696__PTEN_chr10_89711868	550	816	36	943	879	748
ADA_chr20_43257696__RB1_chr13_48878054	207	441	1	497	1419	826
ADA_chr20_43257696__ROR1_chr1_64240072	85	11	77	0	145	0
ADA_chr20_43257696__ROR1_chr1_64240089	210	348	305	167	850	121
ADA_chr20_43257696__ROR1_chr1_64240143	56	351	0	47	27	0
ADA_chr20_43257696__RRM2_chr2_10262728	16	60	5	50	381	15
ADA_chr20_43257696__RUNX1_chr21_36252860	7	125	2	156	215	206
ADA_chr20_43257696__RUNX1_chr21_36252902	0	271	101	9	62	0
ADA_chr20_43257696__RUNX1_chr21_36421144	491	156	420	93	298	36
ADA_chr20_43257696__SETD2_chr3_47205411	209	398	85	116	242	0
ADA_chr20_43257696__SMAD4_chr18_48575673	90	133	0	58	181	112
ADA_chr20_43257696__SMARCA4_chr19_11095011	320	515	363	82	227	359
ADA_chr20_43257696__SMARCB1_chr22_24129339	146	179	310	68	512	196
ADA_chr20_43257696__SMARCB1_chr22_24133949	518	267	0	272	330	250
ADA_chr20_43257696__SMARCB1_chr22_24133993	162	171	0	106	312	33
ADA_chr20_43257696__SMO_chr7_128828974	0	429	0	0	57	0
ADA_chr20_43257696__SRC_chr20_36014563	0	106	0	0	125	0
ADA_chr20_43257696__TOP1_chr20_39690055	0	17	0	0	163	1
ADA_chr20_43257696__TP53_chr17_7577537	533	268	1125	110	353	398
ADA_chr20_43257696__TP53_chr17_7579881	295	1124	46	86	389	0
ADA_chr20_43257696__TYMS_chr18_657730	232	583	15	313	802	123
ADA_chr20_43257696__TYMS_chr18_659665	379	361	61	53	807	77
ADA_chr20_43257696__VEGFA_chr6_43738425	298	474	161	65	483	110
ADA_chr20_43257696__VEGFA_chr6_43742077	73	385	47	252	383	512
ADA_chr20_43257696__VEGFA_chr6_43742108	499	597	613	136	775	1
ADA_chr20_43257696__VHL_chr3_10183518	183	307	96	145	406	95
ADA_chr20_43257696__VHL_chr3_10183773	84	387	0	36	184	0
ADA_chr20_43257696__VHL_chr3_10183791	117	470	0	0	219	0
ADA_chr20_43257696__WEE1_chr11_9595462	142	201	0	21	347	0
ADA_chr20_43257696__WEE1_chr11_9595845	0	257	0	2	0	0
ADA_chr20_43257769__ABL1_chr9_133738283	593	850	144	264	994	366
ADA_chr20_43257769__ABL1_chr9_133738356	544	762	549	867	717	702
ADA_chr20_43257769__AKT1_chr14_105258968	537	914	256	412	619	57
ADA_chr20_43257769__ALK_chr2_30143522	609	1664	49	540	1868	202
ADA_chr20_43257769__APC_chr5_112102933	375	879	54	348	656	154
ADA_chr20_43257769__ARID1A_chr1_27022876	19	375	25	462	224	722
ADA_chr20_43257769__ARID1A_chr1_27056288	929	752	604	204	1445	63
ADA_chr20_43257769__ARID2_chr12_46205318	534	1357	714	690	1010	1311
ADA_chr20_43257769__BCL2_chr18_60795945	264	645	57	286	568	72
ADA_chr20_43257769__BCL2_chr18_60795960	130	432	253	129	1048	36
ADA_chr20_43257769__BRAF_chr7_140508787	1345	1435	724	75	1199	179
ADA_chr20_43257769__BRAF_chr7_140534469	297	808	211	28	1011	2
ADA_chr20_43257769__BRCA1_chr17_41256141	311	619	145	80	1126	0
ADA_chr20_43257769__BRCA1_chr17_41276018	310	655	175	120	187	88
ADA_chr20_43257769__BRCA2_chr13_32912006	589	1083	168	536	1336	668
ADA_chr20_43257769__BRCA2_chr13_32914228	555	353	95	54	0	0
ADA_chr20_43257769__BTK_chrX_100626613	4	27	0	77	71	0
ADA_chr20_43257769__BTK_chrX_100629565	589	355	605	265	604	63
ADA_chr20_43257769__BTK_chrX_100645534	105	440	23	117	557	132
ADA_chr20_43257769__CASP8_chr2_202123033	323	730	317	291	712	110
ADA_chr20_43257769__CASP8_chr2_202131404	211	416	242	164	409	91
ADA_chr20_43257769__CASP8_chr2_202134297	707	57	868	29	230	0
ADA_chr20_43257769__CDH1_chr16_68771300	449	1515	275	295	1156	536
ADA_chr20_43257769__CDH1_chr16_68772250	27	452	56	0	219	20
ADA_chr20_43257769__CDK4_chr12_58144705	227	1250	4	631	744	625
ADA_chr20_43257769__CDK6_chr7_92252365	567	482	438	52	1	0
ADA_chr20_43257769__CDKN1B_chr12_12870777	77	382	0	67	371	0
ADA_chr20_43257769__CDKN1B_chr12_12870931	1	244	0	186	744	1111
ADA_chr20_43257769__CDKN2A_chr9_21968726	246	171	283	184	470	285
ADA_chr20_43257769__CDKN2A_chr9_21971100	496	1024	282	167	403	226
ADA_chr20_43257769__CHEK1_chr11_125496687	0	1338	0	20	479	0
ADA_chr20_43257769__CHEK1_chr11_125499147	19	1109	0	1	751	0
ADA_chr20_43257769__CHEK2_chr22_29130694	267	962	140	214	276	210
ADA_chr20_43257769__DHFR_chr5_79950216	935	1334	343	466	2056	587
ADA_chr20_43257769__DHFR_chr5_79950217	61	698	2	50	992	9
ADA_chr20_43257769__EGFR_chr7_55209986	861	1064	239	113	925	7
ADA_chr20_43257769__EGFR_chr7_55209992	144	257	258	31	520	0
ADA_chr20_43257769__ERBB2_chr17_37868221	651	2311	830	183	1934	202
ADA_chr20_43257769__FGFR2_chr10_123298118	1117	775	1347	165	1053	503
ADA_chr20_43257769__FGFR3_chr4_1795655	422	684	245	183	316	305
ADA_chr20_43257769__FGFR3_chr4_1795735	1041	1126	1493	721	842	366
ADA_chr20_43257769__FGFR3_chr4_1795736	530	826	210	583	1655	279
ADA_chr20_43257769__FLT3_chr13_28636172	223	464	9	73	250	167
ADA_chr20_43257769__FNTA_chr8_42911471	494	638	266	1404	1547	3432
ADA_chr20_43257769__GATA3_chr10_8097612	257	1132	241	126	1427	99
ADA_chr20_43257769__HDAC1_chr1_32792637	662	282	341	240	331	144
ADA_chr20_43257769__HDAC2_chr6_114266539	347	343	798	311	1173	329
ADA_chr20_43257769__HDAC2_chr6_114292056	2	469	0	179	232	63
ADA_chr20_43257769__HDAC6_chrX_48661385	404	1311	183	1032	628	495
ADA_chr20_43257769__HSP90AA1_chr14_102551760	160	573	34	231	621	375
ADA_chr20_43257769__HSP90AA1_chr14_102605736	1070	1353	326	405	2289	692
ADA_chr20_43257769__IGF1R_chr15_99434664	58	1921	0	19	1226	1
ADA_chr20_43257769__JAK2_chr9_5050721	406	329	45	496	1210	360
ADA_chr20_43257769__KDM5C_chrX_53241021	108	175	636	80	140	1
ADA_chr20_43257769__KIT_chr4_55524176	214	531	90	113	1056	197
ADA_chr20_43257769__KMT2D_chr12_49448161	346	685	264	40	806	34
ADA_chr20_43257769__KMT2D_chr12_49448168	422	1088	557	371	304	573
ADA_chr20_43257769__MAP2K1_chr15_66679721	372	756	282	557	756	501
ADA_chr20_43257769__MAP2K1_chr15_66679756	137	537	1261	198	839	123
ADA_chr20_43257769__MAP3K1_chr5_56111382	245	506	136	43	368	45
ADA_chr20_43257769__MAP3K1_chr5_56152466	579	691	323	122	856	1
ADA_chr20_43257769__MAP3K1_chr5_56152485	220	500	0	244	680	611
ADA_chr20_43257769__MET_chr7_116339123	147	633	162	165	534	218
ADA_chr20_43257769__MET_chr7_116340207	413	552	97	460	978	1152
ADA_chr20_43257769__MLH1_chr3_37035029	261	776	2	284	1452	0
ADA_chr20_43257769__MLH1_chr3_37038179	470	1273	174	241	1917	50
ADA_chr20_43257769__MLH1_chr3_37045912	480	901	4	761	1612	118
ADA_chr20_43257769__MSH6_chr2_48010356	655	473	44	257	929	40
ADA_chr20_43257769__MTOR_chr1_11317010	1004	1207	16	263	989	30
ADA_chr20_43257769__MTOR_chr1_11317149	207	329	110	0	246	1
ADA_chr20_43257769__NF1_chr17_29483038	649	1500	618	2582	689	5501
ADA_chr20_43257769__NF1_chr17_29483039	1357	572	6127	1420	145	3302
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	562	451	572	317	1146	77
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	141	589	52	175	6	87
ADA_chr20_43257769__PARP1_chr1_226595581	892	1051	408	110	1407	106
ADA_chr20_43257769__PBRM1_chr3_52696257	469	911	374	110	457	176
ADA_chr20_43257769__PDGFRA_chr4_55129914	927	856	1232	475	1722	244
ADA_chr20_43257769__PIK3CA_chr3_178916614	359	1396	201	608	860	190
ADA_chr20_43257769__PIK3R1_chr5_67522521	1604	813	1220	165	1673	58
ADA_chr20_43257769__PIK3R1_chr5_67576421	243	290	81	424	368	797
ADA_chr20_43257769__PRKDC_chr8_48686398	479	379	388	251	792	377
ADA_chr20_43257769__PRKDC_chr8_48686781	406	930	269	202	943	129
ADA_chr20_43257769__PTEN_chr10_89653786	177	75	31	16	501	0
ADA_chr20_43257769__PTEN_chr10_89685297	180	152	128	339	125	496
ADA_chr20_43257769__RB1_chr13_48934148	166	160	76	91	635	155
ADA_chr20_43257769__RB1_chr13_48936969	102	4	130	82	0	3
ADA_chr20_43257769__ROR1_chr1_64240072	531	1208	893	201	1031	79
ADA_chr20_43257769__ROR1_chr1_64240143	271	1085	527	179	701	56
ADA_chr20_43257769__RRM2_chr2_10262940	422	1183	157	122	1031	187
ADA_chr20_43257769__RRM2_chr2_10262957	236	617	183	81	1228	0
ADA_chr20_43257769__RUNX1_chr21_36252902	869	1165	261	883	1469	544
ADA_chr20_43257769__RUNX1_chr21_36421144	146	133	230	143	270	194
ADA_chr20_43257769__SETD2_chr3_47142972	47	508	0	406	653	21
ADA_chr20_43257769__SETD2_chr3_47205411	523	96	382	245	541	0
ADA_chr20_43257769__SMAD4_chr18_48573460	86	186	0	31	362	0
ADA_chr20_43257769__SMAD4_chr18_48575673	133	657	160	223	606	0
ADA_chr20_43257769__SMAD4_chr18_48586241	337	633	73	151	727	0
ADA_chr20_43257769__SMARCA4_chr19_11095011	621	1335	707	366	1212	167
ADA_chr20_43257769__SMARCB1_chr22_24133949	212	844	27	274	820	98
ADA_chr20_43257769__SMO_chr7_128828974	179	560	14	249	882	119
ADA_chr20_43257769__SRC_chr20_36014563	693	348	1656	256	962	792
ADA_chr20_43257769__TOP1_chr20_39657693	34	458	0	28	734	0
ADA_chr20_43257769__TOP1_chr20_39690055	39	104	0	0	352	0
ADA_chr20_43257769__TP53_chr17_7578373	61	857	96	119	443	49
ADA_chr20_43257769__TSC1_chr9_135796748	1231	1417	860	653	1496	272
ADA_chr20_43257769__TSC1_chr9_135804256	224	377	208	220	840	121
ADA_chr20_43257769__TYMS_chr18_657730	924	1761	438	421	1403	252
ADA_chr20_43257769__TYMS_chr18_659656	6	227	3	316	302	383
ADA_chr20_43257769__VEGFA_chr6_43738425	209	576	182	289	1238	74
ADA_chr20_43257769__VEGFA_chr6_43742077	422	1303	67	499	1037	593
ADA_chr20_43257769__WEE1_chr11_9595845	95	720	2	105	574	38
ADA_chr20_43280245__ABL1_chr9_133589790	669	514	297	219	587	169
ADA_chr20_43280245__ABL1_chr9_133738283	719	943	408	403	279	516
ADA_chr20_43280245__AKT1_chr14_105239609	965	764	1590	463	1022	136
ADA_chr20_43280245__ALK_chr2_29541172	639	222	267	329	428	302
ADA_chr20_43280245__APC_chr5_112043408	1886	2051	1612	886	1641	1579
ADA_chr20_43280245__APC_chr5_112102023	35	350	0	15	23	72
ADA_chr20_43280245__APC_chr5_112102933	121	153	90	95	408	18
ADA_chr20_43280245__ARID1A_chr1_27056288	972	1846	526	1708	1522	1841
ADA_chr20_43280245__ARID2_chr12_46123614	44	424	24	279	102	632
ADA_chr20_43280245__ARID2_chr12_46205318	190	1	464	338	621	641
ADA_chr20_43280245__BCL2_chr18_60985877	1140	571	1199	144	352	175
ADA_chr20_43280245__BRAF_chr7_140508787	247	1275	95	828	1538	929
ADA_chr20_43280245__BRAF_chr7_140534469	546	446	343	402	1407	319
ADA_chr20_43280245__BRAF_chr7_140624501	244	299	47	235	26	223
ADA_chr20_43280245__BRCA1_chr17_41267735	223	185	222	219	184	354
ADA_chr20_43280245__BRCA1_chr17_41276018	270	360	10	579	650	1199
ADA_chr20_43280245__BRD4_chr19_15376361	0	115	0	139	0	0
ADA_chr20_43280245__BRD4_chr19_15376403	126	840	1	408	1208	129
ADA_chr20_43280245__BTK_chrX_100629565	445	586	649	225	71	49
ADA_chr20_43280245__CASP8_chr2_202123033	3	326	0	241	269	184
ADA_chr20_43280245__CDH1_chr16_68771300	582	683	273	5961	893	4368
ADA_chr20_43280245__CDK9_chr9_130548409	90	562	22	570	69	274
ADA_chr20_43280245__CDK9_chr9_130550235	1364	254	668	718	158	783
ADA_chr20_43280245__CDKN1B_chr12_12871196	386	452	407	359	491	741
ADA_chr20_43280245__CDKN2A_chr9_21968726	208	335	62	194	255	196
ADA_chr20_43280245__CDKN2A_chr9_21971100	652	1487	881	184	567	296
ADA_chr20_43280245__CDKN2A_chr9_21994327	765	794	691	208	853	185
ADA_chr20_43280245__CHEK1_chr11_125499147	1	862	1	384	441	813
ADA_chr20_43280245__CHEK2_chr22_29090029	99	39	0	139	402	0
ADA_chr20_43280245__CHEK2_chr22_29130694	984	291	798	856	845	1174
ADA_chr20_43280245__DHFR_chr5_79949819	752	184	502	64	491	16
ADA_chr20_43280245__DHFR_chr5_79950216	1247	297	827	186	459	184
ADA_chr20_43280245__DHFR_chr5_79950217	853	291	360	735	728	551
ADA_chr20_43280245__EGFR_chr7_55209986	638	477	1418	514	76	232
ADA_chr20_43280245__FGFR3_chr4_1795655	123	531	65	11	131	0
ADA_chr20_43280245__FGFR3_chr4_1795736	413	435	613	166	1108	322
ADA_chr20_43280245__FLT3_chr13_28636131	581	586	235	339	1362	195
ADA_chr20_43280245__FLT3_chr13_28636172	142	141	116	429	410	162
ADA_chr20_43280245__FNTA_chr8_42911471	92	279	0	60	280	13
ADA_chr20_43280245__FNTA_chr8_42924781	126	57	109	368	216	757
ADA_chr20_43280245__GATA3_chr10_8097612	571	125	486	54	557	0
ADA_chr20_43280245__HDAC1_chr1_32757816	491	172	921	531	356	673
ADA_chr20_43280245__HDAC1_chr1_32792637	884	162	1040	96	743	47
ADA_chr20_43280245__HDAC2_chr6_114266539	660	260	140	309	128	142
ADA_chr20_43280245__HDAC2_chr6_114267214	1535	272	1274	254	407	344
ADA_chr20_43280245__HDAC2_chr6_114292056	855	549	1196	902	466	2030
ADA_chr20_43280245__HDAC6_chrX_48661385	369	923	310	657	747	738
ADA_chr20_43280245__HSP90AA1_chr14_102605736	1582	1600	1025	1042	499	911
ADA_chr20_43280245__IGF1R_chr15_99434664	273	360	762	30	269	124
ADA_chr20_43280245__IGF1R_chr15_99434807	281	454	20	99	525	108
ADA_chr20_43280245__JAK2_chr9_5050721	181	150	1	74	258	57
ADA_chr20_43280245__JAK2_chr9_5050816	0	595	1	65	170	56
ADA_chr20_43280245__KDM5C_chrX_53241021	135	230	151	373	1003	182
ADA_chr20_43280245__KDM5C_chrX_53254068	165	278	38	107	300	131
ADA_chr20_43280245__KDM6A_chrX_44732838	649	166	270	74	649	0
ADA_chr20_43280245__KDM6A_chrX_44820615	1	197	1	151	200	303
ADA_chr20_43280245__KDM6A_chrX_44820616	773	377	564	318	853	414
ADA_chr20_43280245__KIT_chr4_55524164	101	557	174	80	389	30
ADA_chr20_43280245__KIT_chr4_55524229	360	664	115	233	604	118
ADA_chr20_43280245__KMT2D_chr12_49448161	443	260	37	416	325	178
ADA_chr20_43280245__KMT2D_chr12_49448168	428	1328	617	840	668	539
ADA_chr20_43280245__MAP2K1_chr15_66679728	222	586	0	391	350	422
ADA_chr20_43280245__MAP2K1_chr15_66679756	234	63	0	30	163	0
ADA_chr20_43280245__MAP3K1_chr5_56111382	0	0	0	23	293	95
ADA_chr20_43280245__MAP3K1_chr5_56152485	460	446	329	580	300	471
ADA_chr20_43280245__MET_chr7_116340207	146	753	37	362	401	79
ADA_chr20_43280245__MLH1_chr3_37035029	647	624	686	488	1111	95
ADA_chr20_43280245__MSH6_chr2_48010356	486	89	96	54	729	0
ADA_chr20_43280245__MTOR_chr1_11317010	499	276	166	282	636	61
ADA_chr20_43280245__MTOR_chr1_11319459	486	283	345	308	299	237
ADA_chr20_43280245__NF1_chr17_29422308	2449	636	2812	610	1087	921
ADA_chr20_43280245__NF1_chr17_29483038	650	356	3827	434	1223	1590
ADA_chr20_43280245__NF1_chr17_29483039	1012	317	2224	542	722	971
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	944	1388	2413	419	34	589
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	419	270	133	139	1862	172
ADA_chr20_43280245__PARP1_chr1_226578249	280	267	454	420	923	362
ADA_chr20_43280245__PARP1_chr1_226578301	242	655	130	706	1007	410
ADA_chr20_43280245__PBRM1_chr3_52696257	1052	1402	819	609	679	326
ADA_chr20_43280245__PBRM1_chr3_52702516	548	212	919	406	719	101
ADA_chr20_43280245__PBRM1_chr3_52713723	428	364	416	0	108	0
ADA_chr20_43280245__PDGFRA_chr4_55124963	1601	1376	948	577	1063	945
ADA_chr20_43280245__PIK3CA_chr3_178916614	515	688	610	305	998	219
ADA_chr20_43280245__PIK3CA_chr3_178919167	392	295	208	303	363	173
ADA_chr20_43280245__PIK3R1_chr5_67522521	1204	1637	1161	630	1078	686
ADA_chr20_43280245__PRKDC_chr8_48686398	874	455	750	254	787	321
ADA_chr20_43280245__RB1_chr13_48878054	433	444	841	389	698	487
ADA_chr20_43280245__RB1_chr13_48934148	136	254	0	101	242	46
ADA_chr20_43280245__RB1_chr13_48936969	468	876	640	663	372	967
ADA_chr20_43280245__ROR1_chr1_64240072	872	831	906	925	901	970
ADA_chr20_43280245__RPS6KB1_chr17_57987949	1315	151	976	512	956	192
ADA_chr20_43280245__RRM2_chr2_10262940	387	490	395	75	929	1
ADA_chr20_43280245__RUNX1_chr21_36421144	993	373	654	185	882	84
ADA_chr20_43280245__SETD2_chr3_47205411	0	131	6	96	179	58
ADA_chr20_43280245__SMAD4_chr18_48573460	313	203	435	3	119	0
ADA_chr20_43280245__SMAD4_chr18_48586241	569	446	96	169	766	79
ADA_chr20_43280245__SMARCA4_chr19_11094819	616	408	129	539	368	46
ADA_chr20_43280245__SMARCB1_chr22_24129339	40	244	103	259	1	142
ADA_chr20_43280245__SMO_chr7_128828974	816	377	984	125	762	103
ADA_chr20_43280245__SMO_chr7_128845081	296	360	145	718	1858	326
ADA_chr20_43280245__TOP1_chr20_39657693	107	986	0	135	682	36
ADA_chr20_43280245__TOP1_chr20_39690055	10	313	1	110	0	22
ADA_chr20_43280245__TOP1_chr20_39690109	10	662	0	263	649	122
ADA_chr20_43280245__TP53_chr17_7577537	830	736	587	654	1225	776
ADA_chr20_43280245__TP53_chr17_7578373	0	132	1	100	244	194
ADA_chr20_43280245__TSC1_chr9_135796796	211	764	173	321	407	476
ADA_chr20_43280245__TSC1_chr9_135804256	176	257	1	71	74	2
ADA_chr20_43280245__TYMS_chr18_659656	1064	544	821	133	1215	22
AKT1_chr14_105239609__ABL1_chr9_133589790	143	138	255	181	19	25
AKT1_chr14_105239609__ABL1_chr9_133738283	220	124	198	184	287	264
AKT1_chr14_105239609__ADA_chr20_43257769	635	914	136	291	325	271
AKT1_chr14_105239609__ALK_chr2_29541171	157	217	195	103	593	245
AKT1_chr14_105239609__ALK_chr2_30143522	1085	746	764	402	699	79
AKT1_chr14_105239609__APC_chr5_112043408	812	1036	864	384	959	976
AKT1_chr14_105239609__APC_chr5_112102023	0	389	0	230	55	578
AKT1_chr14_105239609__APC_chr5_112102933	697	1011	279	311	985	612
AKT1_chr14_105239609__ARID1A_chr1_27056286	666	744	516	684	608	806
AKT1_chr14_105239609__ARID2_chr12_46254608	242	575	302	55	535	45
AKT1_chr14_105239609__ATM_chr11_108098402	344	317	57	89	199	67
AKT1_chr14_105239609__BCL2_chr18_60795960	580	749	404	300	1259	169
AKT1_chr14_105239609__BRAF_chr7_140534469	530	542	426	175	513	276
AKT1_chr14_105239609__BRAF_chr7_140624501	503	1192	722	514	59	881
AKT1_chr14_105239609__BRCA1_chr17_41267735	132	746	0	187	447	72
AKT1_chr14_105239609__BRCA2_chr13_32914228	272	449	40	273	347	462
AKT1_chr14_105239609__BRD4_chr19_15383894	327	1078	327	235	1029	351
AKT1_chr14_105239609__BTK_chrX_100626613	47	0	161	111	219	286
AKT1_chr14_105239609__BTK_chrX_100645534	834	1001	349	1035	1416	1052
AKT1_chr14_105239609__CASP8_chr2_202131404	298	216	411	456	661	591
AKT1_chr14_105239609__CDH1_chr16_68771300	1154	673	1062	592	494	867
AKT1_chr14_105239609__CDH1_chr16_68772255	304	346	386	13	0	0
AKT1_chr14_105239609__CDK4_chr12_58143253	286	642	597	179	707	603
AKT1_chr14_105239609__CDK4_chr12_58144705	37	280	0	90	485	170
AKT1_chr14_105239609__CDK4_chr12_58145497	742	137	439	363	497	160
AKT1_chr14_105239609__CDK6_chr7_92252365	448	48	447	249	102	25
AKT1_chr14_105239609__CDK6_chr7_92462628	39	245	0	111	495	137
AKT1_chr14_105239609__CDK9_chr9_130548998	127	77	245	0	175	0
AKT1_chr14_105239609__CDKN1B_chr12_12870777	0	473	0	220	750	0
AKT1_chr14_105239609__CDKN1B_chr12_12870931	269	386	273	11	1	0
AKT1_chr14_105239609__CDKN1B_chr12_12871196	1162	516	633	829	832	1068
AKT1_chr14_105239609__CDKN2A_chr9_21968726	442	646	76	224	599	28
AKT1_chr14_105239609__CHEK1_chr11_125499147	34	477	0	32	509	0
AKT1_chr14_105239609__CHEK2_chr22_29085137	293	231	79	205	836	225
AKT1_chr14_105239609__DHFR_chr5_79950216	717	1259	368	449	1039	201
AKT1_chr14_105239609__EGFR_chr7_55086962	48	410	84	50	87	0
AKT1_chr14_105239609__ERBB2_chr17_37855800	207	885	210	334	296	177
AKT1_chr14_105239609__FGFR2_chr10_123298215	28	366	42	357	2	382
AKT1_chr14_105239609__FGFR3_chr4_1795655	77	383	36	267	652	292
AKT1_chr14_105239609__FGFR3_chr4_1795735	546	784	359	98	1049	4
AKT1_chr14_105239609__FLT3_chr13_28636131	132	91	336	107	377	123
AKT1_chr14_105239609__FLT3_chr13_28636172	1079	771	1192	223	1061	359
AKT1_chr14_105239609__FNTA_chr8_42911471	67	244	0	83	238	66
AKT1_chr14_105239609__FNTA_chr8_42914260	118	866	0	108	301	126
AKT1_chr14_105239609__FNTA_chr8_42924781	315	184	64	52	320	0
AKT1_chr14_105239609__GATA3_chr10_8097612	493	755	452	240	835	127
AKT1_chr14_105239609__GATA3_chr10_8097790	504	514	169	270	921	298
AKT1_chr14_105239609__HDAC1_chr1_32757816	721	168	1118	333	302	142
AKT1_chr14_105239609__HDAC1_chr1_32792601	830	287	500	478	562	731
AKT1_chr14_105239609__HDAC1_chr1_32792637	1053	1477	706	312	1281	469
AKT1_chr14_105239609__HDAC2_chr6_114267214	531	709	715	167	510	214
