construct_id	ln229_cas9trex2B_t0_S5_trimmed53_len_filtered_counts	ln229_cas9B_t0_S3_trimmed53_len_filtered_counts	ln229_cas9trex2A_t0_S4_trimmed53_len_filtered_counts	ln229_cas9A_t0_S2_trimmed53_len_filtered_counts	ln229_parent_t0_S1_trimmed53_len_filtered_counts
ADA_chr20_43257696__FLT3_chr13_28674643	468	0	608	3	1919
ADA_chr20_43257696__HDAC1_chr1_32792601	424	1	453	0	1
ADA_chr20_43257696__HDAC2_chr6_114267214	0	1	32	0	0
ADA_chr20_43257696__HSP90AA1_chr14_102551760	857	0	1	1	0
ADA_chr20_43257696__HSP90AA1_chr14_102552141	82	1803	67	633	0
ADA_chr20_43257696__JAK2_chr9_5050721	1	1	0	2736	4
ADA_chr20_43257696__JAK2_chr9_5050816	1	1	0	2	0
ADA_chr20_43257696__KDM5C_chrX_53241021	1	0	0	6	0
ADA_chr20_43257696__KDM5C_chrX_53241022	2	1	0	0	0
ADA_chr20_43257696__KDM6A_chrX_44732838	20	1	134	0	1
ADA_chr20_43257696__KDM6A_chrX_44820615	273	2	1	3230	3
ADA_chr20_43257696__KIT_chr4_55524164	0	0	0	2	0
ADA_chr20_43257696__KMT2D_chr12_49448161	690	1	628	0	0
ADA_chr20_43257696__KMT2D_chr12_49448168	228	276	0	0	1
ADA_chr20_43257696__KMT2D_chr12_49448468	500	1	0	0	2
ADA_chr20_43257696__MAP2K1_chr15_66679756	133	2568	814	2	2
ADA_chr20_43257696__MAP3K1_chr5_56111382	103	0	600	1	0
ADA_chr20_43257696__MAP3K1_chr5_56152466	2	0	0	0	0
ADA_chr20_43257696__MAP3K1_chr5_56152485	298	2	0	88	0
ADA_chr20_43257696__MET_chr7_116340188	400	0	52	2	0
ADA_chr20_43257696__MLH1_chr3_37035029	163	676	323	2	2
ADA_chr20_43257696__MLH1_chr3_37038179	485	1399	135	0	0
ADA_chr20_43257696__MSH6_chr2_48010356	2	3	0	2	0
ADA_chr20_43257696__MSH6_chr2_48018111	175	3721	830	3	5
ADA_chr20_43257696__MTOR_chr1_11317010	343	3	126	4000	2577
ADA_chr20_43257696__MTOR_chr1_11319459	363	0	0	0	1
ADA_chr20_43257696__NF1_chr17_29422308	1198	2	0	0	1
ADA_chr20_43257696__NF1_chr17_29483038	1224	0	1	1766	0
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	31	0	267	0	3
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	900	771	595	2279	2
ADA_chr20_43257696__PARP1_chr1_226578249	400	1563	92	7	2
ADA_chr20_43257696__PARP1_chr1_226578301	259	0	440	3	2
ADA_chr20_43257696__PIK3CA_chr3_178916614	0	2	0	542	0
ADA_chr20_43257696__PIK3R1_chr5_67576410	22	0	0	1021	1
ADA_chr20_43257696__PRKDC_chr8_48686398	71	1	0	1	0
ADA_chr20_43257696__PTEN_chr10_89653786	237	1	0	0	0
ADA_chr20_43257696__PTEN_chr10_89711868	1161	2618	763	5224	5
ADA_chr20_43257696__RB1_chr13_48878054	1	387	548	14	703
ADA_chr20_43257696__ROR1_chr1_64240072	3	4	0	995	3
ADA_chr20_43257696__ROR1_chr1_64240089	3010	1	1	0	1
ADA_chr20_43257696__ROR1_chr1_64240143	97	1	0	1	0
ADA_chr20_43257696__RRM2_chr2_10262728	3	0	3	576	2
ADA_chr20_43257696__RUNX1_chr21_36252860	580	0	49	0	3
ADA_chr20_43257696__RUNX1_chr21_36252902	26	3	922	0	4
ADA_chr20_43257696__RUNX1_chr21_36421144	759	2139	2	4	4
ADA_chr20_43257696__SETD2_chr3_47205411	22	0	0	77	1
ADA_chr20_43257696__SMAD4_chr18_48575673	32	0	4	0	2
ADA_chr20_43257696__SMARCA4_chr19_11095011	582	3561	822	1	3
ADA_chr20_43257696__SMARCB1_chr22_24129339	22	3	2	2	0
ADA_chr20_43257696__SMARCB1_chr22_24133949	165	1	188	0	6
ADA_chr20_43257696__SMARCB1_chr22_24133993	477	0	3	1	22
ADA_chr20_43257696__SMO_chr7_128828974	99	1	276	3	2
ADA_chr20_43257696__SRC_chr20_36014563	1	2	1	1	1
ADA_chr20_43257696__TOP1_chr20_39690055	2	2	770	1	1
ADA_chr20_43257696__TP53_chr17_7577537	349	263	849	3	3330
ADA_chr20_43257696__TP53_chr17_7579881	882	590	0	2	5
ADA_chr20_43257696__TYMS_chr18_657730	506	7716	0	7	3
ADA_chr20_43257696__TYMS_chr18_659665	0	1	215	1	1
ADA_chr20_43257696__VEGFA_chr6_43738425	343	2786	442	635	2
ADA_chr20_43257696__VEGFA_chr6_43742077	171	1	1	1656	617
ADA_chr20_43257696__VEGFA_chr6_43742108	1	1	1049	0	0
ADA_chr20_43257696__VHL_chr3_10183518	1721	298	251	1	1
ADA_chr20_43257696__VHL_chr3_10183773	178	1	1	2	1
ADA_chr20_43257696__VHL_chr3_10183791	672	0	0	3	0
ADA_chr20_43257696__WEE1_chr11_9595462	1	3710	0	1	2
ADA_chr20_43257696__WEE1_chr11_9595845	2	0	0	1	2
ADA_chr20_43257769__ABL1_chr9_133738283	91	4	1	60	4780
ADA_chr20_43257769__ABL1_chr9_133738356	1250	106	322	2670	8
ADA_chr20_43257769__AKT1_chr14_105258968	406	2	513	4	2
ADA_chr20_43257769__ALK_chr2_30143522	1605	7314	439	6	3
ADA_chr20_43257769__APC_chr5_112102933	1717	157	3	102	447
ADA_chr20_43257769__ARID1A_chr1_27022876	5	0	843	875	10
ADA_chr20_43257769__ARID1A_chr1_27056288	288	5	481	2559	6
ADA_chr20_43257769__ARID2_chr12_46205318	830	1217	1160	476	705
ADA_chr20_43257769__BCL2_chr18_60795945	1305	2	0	1452	1
ADA_chr20_43257769__BCL2_chr18_60795960	698	3	0	3322	3
ADA_chr20_43257769__BRAF_chr7_140508787	857	451	140	5	8
ADA_chr20_43257769__BRAF_chr7_140534469	42	2518	694	3142	4
ADA_chr20_43257769__BRCA1_chr17_41256141	32	1199	137	2813	2
ADA_chr20_43257769__BRCA1_chr17_41276018	703	3	0	91	2
ADA_chr20_43257769__BRCA2_chr13_32912006	1037	2	1	991	927
ADA_chr20_43257769__BRCA2_chr13_32914228	149	1	0	1	2
ADA_chr20_43257769__BTK_chrX_100626613	1	0	933	6	1510
ADA_chr20_43257769__BTK_chrX_100629565	961	0	313	1	1
ADA_chr20_43257769__BTK_chrX_100645534	703	7	0	5	2
ADA_chr20_43257769__CASP8_chr2_202123033	423	3261	966	6	9
ADA_chr20_43257769__CASP8_chr2_202131404	546	1	0	1447	6
ADA_chr20_43257769__CASP8_chr2_202134297	521	4	0	7	3
ADA_chr20_43257769__CDH1_chr16_68771300	1578	465	1	1	3
ADA_chr20_43257769__CDH1_chr16_68772250	1015	873	0	1	12
ADA_chr20_43257769__CDK4_chr12_58144705	1568	1	310	4806	4
ADA_chr20_43257769__CDK6_chr7_92252365	569	0	2	0	5
ADA_chr20_43257769__CDKN1B_chr12_12870777	1	4	116	4	1
ADA_chr20_43257769__CDKN1B_chr12_12870931	221	0	639	4	3
ADA_chr20_43257769__CDKN2A_chr9_21968726	2	0	1	4	1
ADA_chr20_43257769__CDKN2A_chr9_21971100	752	5	0	4	1
ADA_chr20_43257769__CHEK1_chr11_125496687	667	7638	0	125	1
ADA_chr20_43257769__CHEK1_chr11_125499147	1346	577	0	279	1385
ADA_chr20_43257769__CHEK2_chr22_29130694	454	2524	1059	1195	7
ADA_chr20_43257769__DHFR_chr5_79950216	1467	4	652	208	4964
ADA_chr20_43257769__DHFR_chr5_79950217	1970	3174	1593	3279	12
ADA_chr20_43257769__EGFR_chr7_55209986	1105	6	635	5	4852
ADA_chr20_43257769__EGFR_chr7_55209992	379	0	0	3	1
ADA_chr20_43257769__ERBB2_chr17_37868221	394	1	921	1944	4460
ADA_chr20_43257769__FGFR2_chr10_123298118	16	1	0	2388	4
ADA_chr20_43257769__FGFR3_chr4_1795655	739	2	172	1111	9590
ADA_chr20_43257769__FGFR3_chr4_1795735	567	266	249	7338	5
ADA_chr20_43257769__FGFR3_chr4_1795736	2983	0	2357	2508	4
ADA_chr20_43257769__FLT3_chr13_28636172	309	2	1467	13	2659
ADA_chr20_43257769__FNTA_chr8_42911471	755	2	0	1131	5
ADA_chr20_43257769__GATA3_chr10_8097612	742	1869	131	2	1
ADA_chr20_43257769__HDAC1_chr1_32792637	1335	5	2	6	2081
ADA_chr20_43257769__HDAC2_chr6_114266539	317	1126	155	201	4770
ADA_chr20_43257769__HDAC2_chr6_114292056	494	2	1	1	676
ADA_chr20_43257769__HDAC6_chrX_48661385	748	3	724	1875	10
ADA_chr20_43257769__HSP90AA1_chr14_102551760	500	555	1	4	2282
ADA_chr20_43257769__HSP90AA1_chr14_102605736	635	636	890	1812	3
ADA_chr20_43257769__IGF1R_chr15_99434664	1342	3	655	1430	0
ADA_chr20_43257769__JAK2_chr9_5050721	155	1	435	960	132
ADA_chr20_43257769__KDM5C_chrX_53241021	150	0	0	1	2
ADA_chr20_43257769__KIT_chr4_55524176	585	0	10	1	0
ADA_chr20_43257769__KMT2D_chr12_49448161	1061	1987	1078	603	0
ADA_chr20_43257769__KMT2D_chr12_49448168	805	2484	1890	1766	8
ADA_chr20_43257769__MAP2K1_chr15_66679721	267	288	157	719	1
ADA_chr20_43257769__MAP2K1_chr15_66679756	777	1	882	3	5
ADA_chr20_43257769__MAP3K1_chr5_56111382	1	1	0	2	15
ADA_chr20_43257769__MAP3K1_chr5_56152466	727	325	340	251	2
ADA_chr20_43257769__MAP3K1_chr5_56152485	633	4	1	7	5
ADA_chr20_43257769__MET_chr7_116339123	426	4	239	1451	476
ADA_chr20_43257769__MET_chr7_116340207	716	2	825	2	0
ADA_chr20_43257769__MLH1_chr3_37035029	545	0	723	989	43
ADA_chr20_43257769__MLH1_chr3_37038179	1901	1	61	5010	2
ADA_chr20_43257769__MLH1_chr3_37045912	389	486	0	3	2
ADA_chr20_43257769__MSH6_chr2_48010356	158	2	426	4893	894
ADA_chr20_43257769__MTOR_chr1_11317010	1149	2471	268	709	5933
ADA_chr20_43257769__MTOR_chr1_11317149	0	0	0	1	1318
ADA_chr20_43257769__NF1_chr17_29483038	728	1	343	125	2
ADA_chr20_43257769__NF1_chr17_29483039	385	3	812	127	5755
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	1098	4	228	2068	10
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	749	8	0	2510	5
ADA_chr20_43257769__PARP1_chr1_226595581	287	1	36	609	915
ADA_chr20_43257769__PBRM1_chr3_52696257	20	0	0	714	16
ADA_chr20_43257769__PDGFRA_chr4_55129914	774	10	452	982	869
ADA_chr20_43257769__PIK3CA_chr3_178916614	1003	166	81	5251	366
ADA_chr20_43257769__PIK3R1_chr5_67522521	304	2012	1378	5	505
ADA_chr20_43257769__PIK3R1_chr5_67576421	939	0	649	7297	6
ADA_chr20_43257769__PRKDC_chr8_48686398	88	49	0	3	241
ADA_chr20_43257769__PRKDC_chr8_48686781	1538	422	2	1893	3
ADA_chr20_43257769__PTEN_chr10_89653786	25	0	824	0	1
ADA_chr20_43257769__PTEN_chr10_89685297	137	2	208	15	1
ADA_chr20_43257769__RB1_chr13_48934148	229	1	0	1	2
ADA_chr20_43257769__RB1_chr13_48936969	3	220	578	728	7
ADA_chr20_43257769__ROR1_chr1_64240072	1475	3	1	2024	4
ADA_chr20_43257769__ROR1_chr1_64240143	584	524	1	3351	4
ADA_chr20_43257769__RRM2_chr2_10262940	2549	2	1777	4727	9
ADA_chr20_43257769__RRM2_chr2_10262957	1523	865	183	1	2
ADA_chr20_43257769__RUNX1_chr21_36252902	642	129	1348	4796	5
ADA_chr20_43257769__RUNX1_chr21_36421144	386	2	0	391	571
ADA_chr20_43257769__SETD2_chr3_47142972	419	0	801	1588	3
ADA_chr20_43257769__SETD2_chr3_47205411	587	2	0	7	1
ADA_chr20_43257769__SMAD4_chr18_48573460	857	660	451	3	1
ADA_chr20_43257769__SMAD4_chr18_48575673	299	2	303	776	6
ADA_chr20_43257769__SMAD4_chr18_48586241	1672	2	563	3	2
ADA_chr20_43257769__SMARCA4_chr19_11095011	1502	13	1025	711	28
ADA_chr20_43257769__SMARCB1_chr22_24133949	217	0	2	2	252
ADA_chr20_43257769__SMO_chr7_128828974	722	10	240	11	6549
ADA_chr20_43257769__SRC_chr20_36014563	761	1	627	1670	1049
ADA_chr20_43257769__TOP1_chr20_39657693	198	0	13	1069	3
ADA_chr20_43257769__TOP1_chr20_39690055	0	0	0	1	2
ADA_chr20_43257769__TP53_chr17_7578373	83	0	634	1	3
ADA_chr20_43257769__TSC1_chr9_135796748	661	15	1	1680	3
ADA_chr20_43257769__TSC1_chr9_135804256	429	1	475	2	0
ADA_chr20_43257769__TYMS_chr18_657730	1306	2620	937	1672	3
ADA_chr20_43257769__TYMS_chr18_659656	52	0	1	124	2
ADA_chr20_43257769__VEGFA_chr6_43738425	591	6	299	4095	4
ADA_chr20_43257769__VEGFA_chr6_43742077	477	845	0	1221	4
ADA_chr20_43257769__WEE1_chr11_9595845	173	1	0	4	2076
ADA_chr20_43280245__ABL1_chr9_133589790	717	775	1	348	2
ADA_chr20_43280245__ABL1_chr9_133738283	491	0	60	0	0
ADA_chr20_43280245__AKT1_chr14_105239609	921	1145	438	5	7352
ADA_chr20_43280245__ALK_chr2_29541172	600	2	317	4	3531
ADA_chr20_43280245__APC_chr5_112043408	899	671	265	318	3061
ADA_chr20_43280245__APC_chr5_112102023	0	2	274	2	2
ADA_chr20_43280245__APC_chr5_112102933	518	1	1	0	1
ADA_chr20_43280245__ARID1A_chr1_27056288	478	2	72	727	1
ADA_chr20_43280245__ARID2_chr12_46123614	198	244	0	1	759
ADA_chr20_43280245__ARID2_chr12_46205318	137	6	774	3	1
ADA_chr20_43280245__BCL2_chr18_60985877	543	3	197	1	4
ADA_chr20_43280245__BRAF_chr7_140508787	882	5	292	3651	790
ADA_chr20_43280245__BRAF_chr7_140534469	312	3079	1	5	8
ADA_chr20_43280245__BRAF_chr7_140624501	142	2723	0	288	1
ADA_chr20_43280245__BRCA1_chr17_41267735	0	2	0	0	2
ADA_chr20_43280245__BRCA1_chr17_41276018	381	0	1	1327	2
ADA_chr20_43280245__BRD4_chr19_15376361	324	0	0	0	0
ADA_chr20_43280245__BRD4_chr19_15376403	519	1	407	954	408
ADA_chr20_43280245__BTK_chrX_100629565	162	6	1	1	1
ADA_chr20_43280245__CASP8_chr2_202123033	2	2	85	0	5
ADA_chr20_43280245__CDH1_chr16_68771300	15	4023	1705	777	5
ADA_chr20_43280245__CDK9_chr9_130548409	131	2	71	162	3
ADA_chr20_43280245__CDK9_chr9_130550235	817	4	96	2531	2
ADA_chr20_43280245__CDKN1B_chr12_12871196	244	1469	2	3	4
ADA_chr20_43280245__CDKN2A_chr9_21968726	44	286	64	3	0
ADA_chr20_43280245__CDKN2A_chr9_21971100	1190	3284	51	6	2
ADA_chr20_43280245__CDKN2A_chr9_21994327	231	1	260	840	5
ADA_chr20_43280245__CHEK1_chr11_125499147	271	1	89	735	5
ADA_chr20_43280245__CHEK2_chr22_29090029	513	3	682	2	1
ADA_chr20_43280245__CHEK2_chr22_29130694	470	4	127	252	3903
ADA_chr20_43280245__DHFR_chr5_79949819	1	1	896	1089	496
ADA_chr20_43280245__DHFR_chr5_79950216	168	1	0	215	1
ADA_chr20_43280245__DHFR_chr5_79950217	164	2456	0	4	1
ADA_chr20_43280245__EGFR_chr7_55209986	150	0	103	0	7
ADA_chr20_43280245__FGFR3_chr4_1795655	3	2	492	2	2
ADA_chr20_43280245__FGFR3_chr4_1795736	819	4267	761	0	2
ADA_chr20_43280245__FLT3_chr13_28636131	54	327	84	2	3
ADA_chr20_43280245__FLT3_chr13_28636172	0	0	0	1	86
ADA_chr20_43280245__FNTA_chr8_42911471	134	0	182	128	3
ADA_chr20_43280245__FNTA_chr8_42924781	349	1	305	1027	1
ADA_chr20_43280245__GATA3_chr10_8097612	207	6	0	0	2
ADA_chr20_43280245__HDAC1_chr1_32757816	31	34	1	467	4
ADA_chr20_43280245__HDAC1_chr1_32792637	6	6208	0	5	9
ADA_chr20_43280245__HDAC2_chr6_114266539	307	0	0	2	0
ADA_chr20_43280245__HDAC2_chr6_114267214	588	4557	657	6	1757
ADA_chr20_43280245__HDAC2_chr6_114292056	300	5	1	3761	4587
ADA_chr20_43280245__HDAC6_chrX_48661385	1423	423	28	2	3586
ADA_chr20_43280245__HSP90AA1_chr14_102605736	319	24	718	2648	2
ADA_chr20_43280245__IGF1R_chr15_99434664	180	1279	0	1	450
ADA_chr20_43280245__IGF1R_chr15_99434807	563	0	271	4	1142
ADA_chr20_43280245__JAK2_chr9_5050721	586	0	772	3	4
ADA_chr20_43280245__JAK2_chr9_5050816	12	1	1	0	3
ADA_chr20_43280245__KDM5C_chrX_53241021	111	20	3	331	84
ADA_chr20_43280245__KDM5C_chrX_53254068	417	5	0	0	5
ADA_chr20_43280245__KDM6A_chrX_44732838	0	1	238	3	1
ADA_chr20_43280245__KDM6A_chrX_44820615	37	1475	3	1	1
ADA_chr20_43280245__KDM6A_chrX_44820616	18	1	155	0	3
ADA_chr20_43280245__KIT_chr4_55524164	4	0	0	3	3
ADA_chr20_43280245__KIT_chr4_55524229	49	18	301	2471	3
ADA_chr20_43280245__KMT2D_chr12_49448161	213	4747	108	4	1
ADA_chr20_43280245__KMT2D_chr12_49448168	675	1310	2	5	4
ADA_chr20_43280245__MAP2K1_chr15_66679728	757	55	0	5	4631
ADA_chr20_43280245__MAP2K1_chr15_66679756	1	374	35	2	4
ADA_chr20_43280245__MAP3K1_chr5_56111382	0	2	0	0	1
ADA_chr20_43280245__MAP3K1_chr5_56152485	371	477	1	1688	3
ADA_chr20_43280245__MET_chr7_116340207	0	3	0	0	2
ADA_chr20_43280245__MLH1_chr3_37035029	573	3	430	2	922
ADA_chr20_43280245__MSH6_chr2_48010356	168	4057	359	242	1
ADA_chr20_43280245__MTOR_chr1_11317010	280	3	208	2	229
ADA_chr20_43280245__MTOR_chr1_11319459	244	1	948	2678	6
ADA_chr20_43280245__NF1_chr17_29422308	462	1942	128	311	6
ADA_chr20_43280245__NF1_chr17_29483038	61	50	60	0	4
ADA_chr20_43280245__NF1_chr17_29483039	364	3	0	2	2607
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	525	90	0	3	2274
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	275	2138	1	2	2049
ADA_chr20_43280245__PARP1_chr1_226578249	732	3	1156	1	4
ADA_chr20_43280245__PARP1_chr1_226578301	1345	487	138	473	1
ADA_chr20_43280245__PBRM1_chr3_52696257	334	299	490	140	0
ADA_chr20_43280245__PBRM1_chr3_52702516	332	723	517	793	3
ADA_chr20_43280245__PBRM1_chr3_52713723	534	0	0	1	4
ADA_chr20_43280245__PDGFRA_chr4_55124963	197	2832	19	6	6
ADA_chr20_43280245__PIK3CA_chr3_178916614	677	5	458	1	1
ADA_chr20_43280245__PIK3CA_chr3_178919167	242	5858	0	2060	9
ADA_chr20_43280245__PIK3R1_chr5_67522521	180	2288	355	1666	5194
ADA_chr20_43280245__PRKDC_chr8_48686398	548	4	48	314	2
ADA_chr20_43280245__RB1_chr13_48878054	160	4996	0	5	3
ADA_chr20_43280245__RB1_chr13_48934148	1	1	1	652	1
ADA_chr20_43280245__RB1_chr13_48936969	7	0	6	0	0
ADA_chr20_43280245__ROR1_chr1_64240072	858	947	546	1769	749
ADA_chr20_43280245__RPS6KB1_chr17_57987949	151	2	245	0	2
ADA_chr20_43280245__RRM2_chr2_10262940	516	3011	93	5572	2885
ADA_chr20_43280245__RUNX1_chr21_36421144	30	10	121	808	3
ADA_chr20_43280245__SETD2_chr3_47205411	4	245	1	5	1
ADA_chr20_43280245__SMAD4_chr18_48573460	0	2	0	0	1
ADA_chr20_43280245__SMAD4_chr18_48586241	93	1509	353	5	1764
ADA_chr20_43280245__SMARCA4_chr19_11094819	1	3170	0	3	6
ADA_chr20_43280245__SMARCB1_chr22_24129339	0	1	338	449	2
ADA_chr20_43280245__SMO_chr7_128828974	1701	1200	726	1227	6
ADA_chr20_43280245__SMO_chr7_128845081	457	2232	1	1001	1457
ADA_chr20_43280245__TOP1_chr20_39657693	444	498	100	1008	5
ADA_chr20_43280245__TOP1_chr20_39690055	0	0	0	227	0
ADA_chr20_43280245__TOP1_chr20_39690109	503	0	392	363	223
ADA_chr20_43280245__TP53_chr17_7577537	547	5	1	3803	4898
ADA_chr20_43280245__TP53_chr17_7578373	2	3	3	4644	2985
ADA_chr20_43280245__TSC1_chr9_135796796	583	2	0	1	2
ADA_chr20_43280245__TSC1_chr9_135804256	0	652	0	4	1
ADA_chr20_43280245__TYMS_chr18_659656	753	1536	322	2	53
AKT1_chr14_105239609__ABL1_chr9_133589790	0	1	1	107	1
AKT1_chr14_105239609__ABL1_chr9_133738283	1	1	30	2	2
AKT1_chr14_105239609__ADA_chr20_43257769	239	1	432	2	7
AKT1_chr14_105239609__ALK_chr2_29541171	28	849	0	0	3
AKT1_chr14_105239609__ALK_chr2_30143522	240	0	0	2	5
AKT1_chr14_105239609__APC_chr5_112043408	833	1	497	4	3
AKT1_chr14_105239609__APC_chr5_112102023	14	3	1	0	4
AKT1_chr14_105239609__APC_chr5_112102933	264	3	212	0	2
AKT1_chr14_105239609__ARID1A_chr1_27056286	392	0	30	2	574
AKT1_chr14_105239609__ARID2_chr12_46254608	280	0	1274	212	1
AKT1_chr14_105239609__ATM_chr11_108098402	50	0	0	0	0
AKT1_chr14_105239609__BCL2_chr18_60795960	646	540	1	2278	6
AKT1_chr14_105239609__BRAF_chr7_140534469	700	1	0	1312	4
AKT1_chr14_105239609__BRAF_chr7_140624501	203	72	0	3065	2
AKT1_chr14_105239609__BRCA1_chr17_41267735	1741	2	0	1644	1787
AKT1_chr14_105239609__BRCA2_chr13_32914228	0	1	0	0	0
AKT1_chr14_105239609__BRD4_chr19_15383894	1282	3	1088	3040	966
AKT1_chr14_105239609__BTK_chrX_100626613	215	2	281	0	2432
AKT1_chr14_105239609__BTK_chrX_100645534	283	3192	787	57	474
AKT1_chr14_105239609__CASP8_chr2_202131404	88	3	0	970	0
AKT1_chr14_105239609__CDH1_chr16_68771300	541	0	438	2540	521
AKT1_chr14_105239609__CDH1_chr16_68772255	398	0	0	1	3
AKT1_chr14_105239609__CDK4_chr12_58143253	436	256	7	6	0
AKT1_chr14_105239609__CDK4_chr12_58144705	431	1	0	1	2
AKT1_chr14_105239609__CDK4_chr12_58145497	156	616	171	1	4
AKT1_chr14_105239609__CDK6_chr7_92252365	0	2	0	0	2
AKT1_chr14_105239609__CDK6_chr7_92462628	179	0	0	3	1
AKT1_chr14_105239609__CDK9_chr9_130548998	314	1	475	2738	3
AKT1_chr14_105239609__CDKN1B_chr12_12870777	12	535	0	2	335
AKT1_chr14_105239609__CDKN1B_chr12_12870931	117	6	48	0	0
AKT1_chr14_105239609__CDKN1B_chr12_12871196	2991	0	267	561	1639
AKT1_chr14_105239609__CDKN2A_chr9_21968726	109	1616	1	2	0
AKT1_chr14_105239609__CHEK1_chr11_125499147	456	0	103	1142	1
AKT1_chr14_105239609__CHEK2_chr22_29085137	143	1	1529	0	2
AKT1_chr14_105239609__DHFR_chr5_79950216	150	1	74	2	2
AKT1_chr14_105239609__EGFR_chr7_55086962	0	3	494	2606	5
AKT1_chr14_105239609__ERBB2_chr17_37855800	46	1820	111	1	2369
AKT1_chr14_105239609__FGFR2_chr10_123298215	981	2	0	2	291
AKT1_chr14_105239609__FGFR3_chr4_1795655	1106	913	524	1	5
AKT1_chr14_105239609__FGFR3_chr4_1795735	340	0	33	1	218
AKT1_chr14_105239609__FLT3_chr13_28636131	0	0	53	0	4
AKT1_chr14_105239609__FLT3_chr13_28636172	678	2	228	4	2599
AKT1_chr14_105239609__FNTA_chr8_42911471	70	2	0	2	1
AKT1_chr14_105239609__FNTA_chr8_42914260	780	1	229	3	1
AKT1_chr14_105239609__FNTA_chr8_42924781	7	1998	74	2	2
AKT1_chr14_105239609__GATA3_chr10_8097612	114	2	185	1303	3235
AKT1_chr14_105239609__GATA3_chr10_8097790	859	3	482	2	3
AKT1_chr14_105239609__HDAC1_chr1_32757816	270	74	0	2	4
AKT1_chr14_105239609__HDAC1_chr1_32792601	21	109	910	539	1
AKT1_chr14_105239609__HDAC1_chr1_32792637	874	81	1	1689	1
AKT1_chr14_105239609__HDAC2_chr6_114267214	395	1573	203	759	358
AKT1_chr14_105239609__HDAC2_chr6_114292056	237	2286	1	5	13
AKT1_chr14_105239609__HDAC6_chrX_48661089	0	2	1	2	0
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	933	1	896	1633	5
AKT1_chr14_105239609__IGF1R_chr15_99434664	255	0	0	1114	681
AKT1_chr14_105239609__JAK2_chr9_5021970	494	191	0	2	1
AKT1_chr14_105239609__JAK2_chr9_5050721	1180	0	55	2	2
AKT1_chr14_105239609__JAK2_chr9_5050816	2	1	40	1	1962
AKT1_chr14_105239609__KDM5C_chrX_53241021	864	997	1079	0	3
AKT1_chr14_105239609__KDM5C_chrX_53241022	3	1022	1164	1036	1750
AKT1_chr14_105239609__KDM6A_chrX_44820615	0	1036	32	781	2
AKT1_chr14_105239609__KDM6A_chrX_44820616	628	1	334	0	2
AKT1_chr14_105239609__KMT2D_chr12_49448161	404	993	2	2	1
AKT1_chr14_105239609__KMT2D_chr12_49448168	1149	1	3	3	2093
AKT1_chr14_105239609__MAP2K1_chr15_66679721	636	4370	109	7	2932
AKT1_chr14_105239609__MAP2K1_chr15_66679728	409	1	1079	0	3
AKT1_chr14_105239609__MAP2K1_chr15_66679756	1	0	0	1	1
AKT1_chr14_105239609__MAP3K1_chr5_56152466	21	0	1	224	2
AKT1_chr14_105239609__MET_chr7_116339123	226	1	1	785	460
AKT1_chr14_105239609__MLH1_chr3_37035029	254	2	1	4	0
AKT1_chr14_105239609__MLH1_chr3_37045912	48	0	0	1	5
AKT1_chr14_105239609__MSH6_chr2_48010356	290	1302	0	4840	6
AKT1_chr14_105239609__MTOR_chr1_11319459	601	0	0	2	3
AKT1_chr14_105239609__NF1_chr17_29483038	99	1	80	2143	0
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	402	3	641	7	3691
AKT1_chr14_105239609__PARP1_chr1_226578301	350	0	554	154	1188
AKT1_chr14_105239609__PBRM1_chr3_52696257	238	0	30	1	2
AKT1_chr14_105239609__PBRM1_chr3_52702516	14	759	340	0	1
AKT1_chr14_105239609__PBRM1_chr3_52713723	464	0	0	3	1
AKT1_chr14_105239609__PDGFRA_chr4_55124932	34	0	0	1	1
AKT1_chr14_105239609__PIK3CA_chr3_178916614	134	2	0	0	2
AKT1_chr14_105239609__PIK3CA_chr3_178919070	1095	0	0	1	1
AKT1_chr14_105239609__PIK3CA_chr3_178919167	648	2	157	0	0
AKT1_chr14_105239609__PIK3R1_chr5_67522521	68	2	834	7	1
AKT1_chr14_105239609__PIK3R1_chr5_67576421	77	197	0	11	559
AKT1_chr14_105239609__PRKDC_chr8_48686398	134	1	0	0	2
AKT1_chr14_105239609__PRKDC_chr8_48872683	893	374	320	0	3
AKT1_chr14_105239609__PTEN_chr10_89653786	428	1	590	0	0
AKT1_chr14_105239609__PTEN_chr10_89685297	70	1	184	1	2
AKT1_chr14_105239609__RB1_chr13_48936969	43	0	186	1914	0
AKT1_chr14_105239609__ROR1_chr1_64240072	289	2037	78	1	4
AKT1_chr14_105239609__ROR1_chr1_64240089	880	5	47	972	2561
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	254	1	0	106	348
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	1740	3	0	1167	7
AKT1_chr14_105239609__RRM2_chr2_10262940	1257	1	354	2	1
