construct_id	RuCTAt14_S6_trimmed53_len_filtered_counts	RuCTBt14_S7_trimmed53_len_filtered_counts
ADA_chr20_43257769__CDK4_chr12_58144705	187	267
ADA_chr20_43257769__CDK6_chr7_92252365	102	132
ADA_chr20_43257769__CDKN1B_chr12_12870777	31	27
ADA_chr20_43257769__CDKN1B_chr12_12870931	43	108
ADA_chr20_43257769__CDKN2A_chr9_21968726	88	227
ADA_chr20_43257769__CDKN2A_chr9_21971100	449	69
ADA_chr20_43257769__CHEK1_chr11_125496687	65	20
ADA_chr20_43257769__CHEK1_chr11_125499147	116	76
ADA_chr20_43257769__CHEK2_chr22_29130694	571	57
ADA_chr20_43257769__DHFR_chr5_79950216	1066	1372
ADA_chr20_43257769__DHFR_chr5_79950217	496	599
ADA_chr20_43257769__EGFR_chr7_55209986	55	390
ADA_chr20_43257769__EGFR_chr7_55209992	160	94
ADA_chr20_43257769__ERBB2_chr17_37868221	483	1549
ADA_chr20_43257769__FGFR2_chr10_123298118	554	266
ADA_chr20_43257769__FGFR3_chr4_1795655	361	187
ADA_chr20_43257769__FGFR3_chr4_1795735	679	302
ADA_chr20_43257769__FGFR3_chr4_1795736	280	183
ADA_chr20_43257769__FLT3_chr13_28636172	379	54
ADA_chr20_43257769__FNTA_chr8_42911471	12	622
ADA_chr20_43257769__GATA3_chr10_8097612	450	664
ADA_chr20_43257769__HDAC1_chr1_32792637	125	170
ADA_chr20_43257769__HDAC2_chr6_114266539	285	639
ADA_chr20_43257769__HDAC2_chr6_114292056	20	238
ADA_chr20_43257769__HDAC6_chrX_48661385	330	292
ADA_chr20_43257769__HSP90AA1_chr14_102551760	32	60
ADA_chr20_43257769__HSP90AA1_chr14_102605736	2331	1063
ADA_chr20_43257769__IGF1R_chr15_99434664	1583	882
ADA_chr20_43257769__JAK2_chr9_5050721	91	693
ADA_chr20_43257769__KDM5C_chrX_53241021	29	11
ADA_chr20_43257769__KIT_chr4_55524176	159	79
ADA_chr20_43257769__KMT2D_chr12_49448161	59	109
ADA_chr20_43257769__KMT2D_chr12_49448168	314	1199
ADA_chr20_43257769__MAP2K1_chr15_66679721	407	292
ADA_chr20_43257769__MAP2K1_chr15_66679756	469	162
ADA_chr20_43257769__MAP3K1_chr5_56111382	41	17
ADA_chr20_43257769__MAP3K1_chr5_56152466	76	635
ADA_chr20_43257769__MAP3K1_chr5_56152485	784	168
ADA_chr20_43257769__MET_chr7_116339123	364	152
ADA_chr20_43257769__MET_chr7_116340207	743	795
ADA_chr20_43257769__MLH1_chr3_37035029	712	469
ADA_chr20_43257769__MLH1_chr3_37038179	1606	440
ADA_chr20_43257769__MLH1_chr3_37045912	1069	496
ADA_chr20_43257769__MSH6_chr2_48010356	112	194
ADA_chr20_43257769__MTOR_chr1_11317010	561	425
ADA_chr20_43257769__MTOR_chr1_11317149	136	632
ADA_chr20_43257769__NF1_chr17_29483038	98	100
ADA_chr20_43257769__NF1_chr17_29483039	272	74
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	553	334
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	317	280
ADA_chr20_43257769__PARP1_chr1_226595581	408	294
ADA_chr20_43257769__PBRM1_chr3_52696257	181	1300
ADA_chr20_43257769__PDGFRA_chr4_55129914	696	601
ADA_chr20_43257769__PIK3CA_chr3_178916614	763	609
ADA_chr20_43257769__PIK3R1_chr5_67522521	94	146
ADA_chr20_43257769__PIK3R1_chr5_67576421	764	258
ADA_chr20_43257769__PRKDC_chr8_48686398	179	274
ADA_chr20_43257769__PRKDC_chr8_48686781	93	878
ADA_chr20_43257769__PTEN_chr10_89653786	421	1349
ADA_chr20_43257769__PTEN_chr10_89685297	535	862
ADA_chr20_43257769__RB1_chr13_48934148	261	147
ADA_chr20_43257769__RB1_chr13_48936969	70	92
ADA_chr20_43257769__ROR1_chr1_64240072	1625	216
ADA_chr20_43257769__ROR1_chr1_64240143	952	278
ADA_chr20_43257769__RRM2_chr2_10262940	946	334
ADA_chr20_43257769__RRM2_chr2_10262957	208	83
ADA_chr20_43257769__RUNX1_chr21_36252902	883	623
ADA_chr20_43257769__RUNX1_chr21_36421144	13	190
ADA_chr20_43257769__SETD2_chr3_47142972	228	106
ADA_chr20_43257769__SETD2_chr3_47205411	655	95
ADA_chr20_43257769__SMAD4_chr18_48573460	12	1446
ADA_chr20_43257769__SMAD4_chr18_48575673	246	32
ADA_chr20_43257769__SMAD4_chr18_48586241	279	257
ADA_chr20_43257769__SMARCA4_chr19_11095011	407	2255
ADA_chr20_43257769__SMARCB1_chr22_24133949	292	525
ADA_chr20_43257769__SMO_chr7_128828974	25	119
ADA_chr20_43257769__SRC_chr20_36014563	733	797
ADA_chr20_43257769__TOP1_chr20_39657693	271	119
ADA_chr20_43257769__TOP1_chr20_39690055	190	14
ADA_chr20_43257769__TP53_chr17_7578373	268	64
ADA_chr20_43257769__TSC1_chr9_135796748	47	772
ADA_chr20_43257769__TSC1_chr9_135804256	425	27
ADA_chr20_43257769__TYMS_chr18_657730	3108	1976
ADA_chr20_43257769__TYMS_chr18_659656	183	399
ADA_chr20_43257769__VEGFA_chr6_43738425	17	351
ADA_chr20_43257769__VEGFA_chr6_43742077	740	631
ADA_chr20_43257769__WEE1_chr11_9595845	115	36
ADA_chr20_43280245__ABL1_chr9_133589790	552	55
ADA_chr20_43280245__ABL1_chr9_133738283	1481	272
ADA_chr20_43280245__AKT1_chr14_105239609	299	1172
ADA_chr20_43280245__ALK_chr2_29541172	926	110
ADA_chr20_43280245__APC_chr5_112043408	406	748
ADA_chr20_43280245__APC_chr5_112102023	8	57
ADA_chr20_43280245__APC_chr5_112102933	13	67
ADA_chr20_43280245__ARID1A_chr1_27056288	798	370
ADA_chr20_43280245__ARID2_chr12_46123614	581	170
ADA_chr20_43280245__ARID2_chr12_46205318	133	101
ADA_chr20_43280245__BCL2_chr18_60985877	394	105
ADA_chr20_43280245__BRAF_chr7_140508787	1314	1387
ADA_chr20_43280245__BRAF_chr7_140534469	210	604
ADA_chr20_43280245__BRAF_chr7_140624501	64	117
ADA_chr20_43280245__BRCA1_chr17_41267735	75	14
ADA_chr20_43280245__BRCA1_chr17_41276018	861	36
ADA_chr20_43280245__BRD4_chr19_15376361	13	173
ADA_chr20_43280245__BRD4_chr19_15376403	2272	422
ADA_chr20_43280245__BTK_chrX_100629565	41	18
ADA_chr20_43280245__CASP8_chr2_202123033	178	104
ADA_chr20_43280245__CDH1_chr16_68771300	2119	482
ADA_chr20_43280245__CDK9_chr9_130548409	679	531
ADA_chr20_43280245__CDK9_chr9_130550235	699	253
ADA_chr20_43280245__CDKN1B_chr12_12871196	230	196
ADA_chr20_43280245__CDKN2A_chr9_21968726	141	40
ADA_chr20_43280245__CDKN2A_chr9_21971100	52	193
ADA_chr20_43280245__CDKN2A_chr9_21994327	100	265
ADA_chr20_43280245__CHEK1_chr11_125499147	149	282
ADA_chr20_43280245__CHEK2_chr22_29090029	76	24
ADA_chr20_43280245__CHEK2_chr22_29130694	556	196
ADA_chr20_43280245__DHFR_chr5_79949819	696	140
ADA_chr20_43280245__DHFR_chr5_79950216	151	80
ADA_chr20_43280245__DHFR_chr5_79950217	290	118
ADA_chr20_43280245__EGFR_chr7_55209986	345	236
ADA_chr20_43280245__FGFR3_chr4_1795655	19	39
ADA_chr20_43280245__FGFR3_chr4_1795736	322	229
ADA_chr20_43280245__FLT3_chr13_28636131	1107	752
ADA_chr20_43280245__FLT3_chr13_28636172	143	259
ADA_chr20_43280245__FNTA_chr8_42911471	8	349
ADA_chr20_43280245__FNTA_chr8_42924781	97	40
ADA_chr20_43280245__GATA3_chr10_8097612	703	40
ADA_chr20_43280245__HDAC1_chr1_32757816	712	173
ADA_chr20_43280245__HDAC1_chr1_32792637	59	709
ADA_chr20_43280245__HDAC2_chr6_114266539	88	106
ADA_chr20_43280245__HDAC2_chr6_114267214	144	1034
ADA_chr20_43280245__HDAC2_chr6_114292056	284	28
ADA_chr20_43280245__HDAC6_chrX_48661385	145	566
ADA_chr20_43280245__HSP90AA1_chr14_102605736	279	268
ADA_chr20_43280245__IGF1R_chr15_99434664	35	835
ADA_chr20_43280245__IGF1R_chr15_99434807	625	579
ADA_chr20_43280245__JAK2_chr9_5050721	371	68
ADA_chr20_43280245__JAK2_chr9_5050816	26	22
ADA_chr20_43280245__KDM5C_chrX_53241021	38	277
ADA_chr20_43280245__KDM5C_chrX_53254068	474	218
ADA_chr20_43280245__KDM6A_chrX_44732838	296	42
ADA_chr20_43280245__KDM6A_chrX_44820615	65	305
ADA_chr20_43280245__KDM6A_chrX_44820616	136	52
ADA_chr20_43280245__KIT_chr4_55524164	15	1593
ADA_chr20_43280245__KIT_chr4_55524229	152	18
ADA_chr20_43280245__KMT2D_chr12_49448161	842	356
ADA_chr20_43280245__KMT2D_chr12_49448168	963	553
ADA_chr20_43280245__MAP2K1_chr15_66679728	13	55
ADA_chr20_43280245__MAP2K1_chr15_66679756	9	384
ADA_chr20_43280245__MAP3K1_chr5_56111382	6	1191
ADA_chr20_43280245__MAP3K1_chr5_56152485	297	153
ADA_chr20_43280245__MET_chr7_116340207	384	39
ADA_chr20_43280245__MLH1_chr3_37035029	29	402
ADA_chr20_43280245__MSH6_chr2_48010356	22	26
ADA_chr20_43280245__MTOR_chr1_11317010	383	64
ADA_chr20_43280245__MTOR_chr1_11319459	23	17
ADA_chr20_43280245__NF1_chr17_29422308	343	594
ADA_chr20_43280245__NF1_chr17_29483038	160	217
ADA_chr20_43280245__NF1_chr17_29483039	208	326
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	244	457
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	64	455
ADA_chr20_43280245__PARP1_chr1_226578249	291	332
ADA_chr20_43280245__PARP1_chr1_226578301	1048	284
ADA_chr20_43280245__PBRM1_chr3_52696257	307	592
ADA_chr20_43280245__PBRM1_chr3_52702516	81	269
ADA_chr20_43280245__PBRM1_chr3_52713723	112	32
ADA_chr20_43280245__PDGFRA_chr4_55124963	1588	284
ADA_chr20_43280245__PIK3CA_chr3_178916614	59	52
ADA_chr20_43280245__PIK3CA_chr3_178919167	760	393
ADA_chr20_43280245__PIK3R1_chr5_67522521	126	934
ADA_chr20_43280245__PRKDC_chr8_48686398	912	282
ADA_chr20_43280245__RB1_chr13_48878054	122	591
ADA_chr20_43280245__RB1_chr13_48934148	63	34
ADA_chr20_43280245__RB1_chr13_48936969	17	1377
ADA_chr20_43280245__ROR1_chr1_64240072	737	841
ADA_chr20_43280245__RPS6KB1_chr17_57987949	171	212
ADA_chr20_43280245__RRM2_chr2_10262940	55	168
ADA_chr20_43280245__RUNX1_chr21_36421144	142	25
ADA_chr20_43280245__SETD2_chr3_47205411	18	90
ADA_chr20_43280245__SMAD4_chr18_48573460	10	13
ADA_chr20_43280245__SMAD4_chr18_48586241	134	332
ADA_chr20_43280245__SMARCA4_chr19_11094819	75	82
ADA_chr20_43280245__SMARCB1_chr22_24129339	306	522
ADA_chr20_43280245__SMO_chr7_128828974	634	463
ADA_chr20_43280245__SMO_chr7_128845081	1177	351
ADA_chr20_43280245__TOP1_chr20_39657693	152	161
ADA_chr20_43280245__TOP1_chr20_39690055	50	519
ADA_chr20_43280245__TOP1_chr20_39690109	211	379
ADA_chr20_43280245__TP53_chr17_7577537	412	661
ADA_chr20_43280245__TP53_chr17_7578373	33	697
ADA_chr20_43280245__TSC1_chr9_135796796	18	70
ADA_chr20_43280245__TSC1_chr9_135804256	325	25
ADA_chr20_43280245__TYMS_chr18_659656	194	286
AKT1_chr14_105239609__ABL1_chr9_133589790	13	28
AKT1_chr14_105239609__ABL1_chr9_133738283	20	201
AKT1_chr14_105239609__ADA_chr20_43257769	2500	233
AKT1_chr14_105239609__ALK_chr2_29541171	15	173
AKT1_chr14_105239609__ALK_chr2_30143522	179	95
AKT1_chr14_105239609__APC_chr5_112043408	243	306
AKT1_chr14_105239609__APC_chr5_112102023	381	366
AKT1_chr14_105239609__APC_chr5_112102933	626	187
AKT1_chr14_105239609__ARID1A_chr1_27056286	483	118
AKT1_chr14_105239609__ARID2_chr12_46254608	11	52
AKT1_chr14_105239609__ATM_chr11_108098402	20	40
AKT1_chr14_105239609__BCL2_chr18_60795960	643	78
AKT1_chr14_105239609__BRAF_chr7_140534469	260	416
AKT1_chr14_105239609__BRAF_chr7_140624501	192	91
AKT1_chr14_105239609__BRCA1_chr17_41267735	7	8
AKT1_chr14_105239609__BRCA2_chr13_32914228	44	314
AKT1_chr14_105239609__BRD4_chr19_15383894	982	117
AKT1_chr14_105239609__BTK_chrX_100626613	309	32
AKT1_chr14_105239609__BTK_chrX_100645534	996	960
AKT1_chr14_105239609__CASP8_chr2_202131404	269	32
AKT1_chr14_105239609__CDH1_chr16_68771300	456	1149
AKT1_chr14_105239609__CDH1_chr16_68772255	199	17
AKT1_chr14_105239609__CDK4_chr12_58143253	184	69
AKT1_chr14_105239609__CDK4_chr12_58144705	559	86
AKT1_chr14_105239609__CDK4_chr12_58145497	13	208
AKT1_chr14_105239609__CDK6_chr7_92252365	565	40
AKT1_chr14_105239609__CDK6_chr7_92462628	253	100
AKT1_chr14_105239609__CDK9_chr9_130548998	2	6
AKT1_chr14_105239609__CDKN1B_chr12_12870777	11	53
AKT1_chr14_105239609__CDKN1B_chr12_12870931	11	26
AKT1_chr14_105239609__CDKN1B_chr12_12871196	1019	60
AKT1_chr14_105239609__CDKN2A_chr9_21968726	389	51
AKT1_chr14_105239609__CHEK1_chr11_125499147	86	26
AKT1_chr14_105239609__CHEK2_chr22_29085137	62	431
AKT1_chr14_105239609__DHFR_chr5_79950216	919	202
AKT1_chr14_105239609__EGFR_chr7_55086962	338	71
AKT1_chr14_105239609__ERBB2_chr17_37855800	1491	166
AKT1_chr14_105239609__FGFR2_chr10_123298215	15	52
AKT1_chr14_105239609__FGFR3_chr4_1795655	194	212
AKT1_chr14_105239609__FGFR3_chr4_1795735	475	793
AKT1_chr14_105239609__FLT3_chr13_28636131	133	207
AKT1_chr14_105239609__FLT3_chr13_28636172	32	493
AKT1_chr14_105239609__FNTA_chr8_42911471	363	552
AKT1_chr14_105239609__FNTA_chr8_42914260	510	41
AKT1_chr14_105239609__FNTA_chr8_42924781	269	317
AKT1_chr14_105239609__GATA3_chr10_8097612	714	359
AKT1_chr14_105239609__GATA3_chr10_8097790	191	390
AKT1_chr14_105239609__HDAC1_chr1_32757816	198	29
AKT1_chr14_105239609__HDAC1_chr1_32792601	280	367
AKT1_chr14_105239609__HDAC1_chr1_32792637	54	924
AKT1_chr14_105239609__HDAC2_chr6_114267214	589	740
AKT1_chr14_105239609__HDAC2_chr6_114292056	1141	138
AKT1_chr14_105239609__HDAC6_chrX_48661089	324	39
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	31	207
AKT1_chr14_105239609__IGF1R_chr15_99434664	395	486
AKT1_chr14_105239609__JAK2_chr9_5021970	71	83
AKT1_chr14_105239609__JAK2_chr9_5050721	14	48
AKT1_chr14_105239609__JAK2_chr9_5050816	89	212
AKT1_chr14_105239609__KDM5C_chrX_53241021	532	424
AKT1_chr14_105239609__KDM5C_chrX_53241022	21	25
AKT1_chr14_105239609__KDM6A_chrX_44820615	114	154
AKT1_chr14_105239609__KDM6A_chrX_44820616	223	513
AKT1_chr14_105239609__KMT2D_chr12_49448161	19	16
AKT1_chr14_105239609__KMT2D_chr12_49448168	309	144
AKT1_chr14_105239609__MAP2K1_chr15_66679721	1242	1079
AKT1_chr14_105239609__MAP2K1_chr15_66679728	869	1942
AKT1_chr14_105239609__MAP2K1_chr15_66679756	18	25
AKT1_chr14_105239609__MAP3K1_chr5_56152466	289	128
AKT1_chr14_105239609__MET_chr7_116339123	183	136
AKT1_chr14_105239609__MLH1_chr3_37035029	102	114
AKT1_chr14_105239609__MLH1_chr3_37045912	15	31
AKT1_chr14_105239609__MSH6_chr2_48010356	36	309
AKT1_chr14_105239609__MTOR_chr1_11319459	199	95
AKT1_chr14_105239609__NF1_chr17_29483038	9	38
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	100	451
AKT1_chr14_105239609__PARP1_chr1_226578301	39	44
AKT1_chr14_105239609__PBRM1_chr3_52696257	723	19
AKT1_chr14_105239609__PBRM1_chr3_52702516	397	137
AKT1_chr14_105239609__PBRM1_chr3_52713723	41	479
AKT1_chr14_105239609__PDGFRA_chr4_55124932	17	99
AKT1_chr14_105239609__PIK3CA_chr3_178916614	209	1593
AKT1_chr14_105239609__PIK3CA_chr3_178919070	440	101
AKT1_chr14_105239609__PIK3CA_chr3_178919167	189	70
AKT1_chr14_105239609__PIK3R1_chr5_67522521	11	100
AKT1_chr14_105239609__PIK3R1_chr5_67576421	31	24
AKT1_chr14_105239609__PRKDC_chr8_48686398	54	100
AKT1_chr14_105239609__PRKDC_chr8_48872683	164	28
AKT1_chr14_105239609__PTEN_chr10_89653786	109	78
AKT1_chr14_105239609__PTEN_chr10_89685297	131	591
AKT1_chr14_105239609__RB1_chr13_48936969	71	27
AKT1_chr14_105239609__ROR1_chr1_64240072	120	87
AKT1_chr14_105239609__ROR1_chr1_64240089	54	252
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	54	447
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	528	206
AKT1_chr14_105239609__RRM2_chr2_10262940	375	19
AKT1_chr14_105239609__SETD2_chr3_47142972	226	236
AKT1_chr14_105239609__SMARCA4_chr19_11095011	243	85
AKT1_chr14_105239609__SMARCB1_chr22_24129339	294	1049
AKT1_chr14_105239609__SMARCB1_chr22_24133949	121	159
AKT1_chr14_105239609__SMO_chr7_128845117	108	107
AKT1_chr14_105239609__SRC_chr20_36012562	245	25
AKT1_chr14_105239609__SRC_chr20_36014563	91	553
AKT1_chr14_105239609__TOP1_chr20_39690055	121	20
AKT1_chr14_105239609__TP53_chr17_7577537	277	295
AKT1_chr14_105239609__TP53_chr17_7578373	1786	30
AKT1_chr14_105239609__TSC1_chr9_135804256	6	27
AKT1_chr14_105239609__TYMS_chr18_657730	474	88
AKT1_chr14_105239609__TYMS_chr18_659656	483	97
AKT1_chr14_105239609__VHL_chr3_10183518	284	73
AKT1_chr14_105239609__VHL_chr3_10183791	56	68
AKT1_chr14_105239609__WEE1_chr11_9595845	200	181
AKT1_chr14_105239686__ABL1_chr9_133589790	10	277
AKT1_chr14_105239686__ABL1_chr9_133738283	120	32
AKT1_chr14_105239686__ADA_chr20_43257696	5	544
AKT1_chr14_105239686__ADA_chr20_43257769	1076	109
AKT1_chr14_105239686__ADA_chr20_43280245	74	32
AKT1_chr14_105239686__ALK_chr2_30143522	480	350
AKT1_chr14_105239686__ARID2_chr12_46205318	104	24
AKT1_chr14_105239686__ATM_chr11_108098350	298	44
AKT1_chr14_105239686__ATM_chr11_108098390	40	37
AKT1_chr14_105239686__ATM_chr11_108098402	7	140
AKT1_chr14_105239686__BCL2_chr18_60795945	26	18
AKT1_chr14_105239686__BRAF_chr7_140508787	183	198
AKT1_chr14_105239686__BRAF_chr7_140534469	23	264
AKT1_chr14_105239686__BRCA1_chr17_41256141	348	346
AKT1_chr14_105239686__BRCA2_chr13_32912006	9	18
AKT1_chr14_105239686__BRD4_chr19_15376361	6	16
AKT1_chr14_105239686__BRD4_chr19_15376403	713	161
AKT1_chr14_105239686__BRD4_chr19_15383894	20	143
AKT1_chr14_105239686__BTK_chrX_100626613	73	176
AKT1_chr14_105239686__BTK_chrX_100629565	32	683
AKT1_chr14_105239686__BTK_chrX_100645534	299	180
AKT1_chr14_105239686__CASP8_chr2_202123033	692	195
AKT1_chr14_105239686__CASP8_chr2_202134297	115	238
AKT1_chr14_105239686__CDH1_chr16_68772255	94	19
AKT1_chr14_105239686__CDK4_chr12_58144705	527	214
AKT1_chr14_105239686__CDK4_chr12_58145497	8	133
AKT1_chr14_105239686__CDK6_chr7_92252365	6	45
AKT1_chr14_105239686__CDK6_chr7_92462628	11	136
AKT1_chr14_105239686__CDK9_chr9_130548998	2	47
AKT1_chr14_105239686__CDK9_chr9_130550235	438	48
AKT1_chr14_105239686__CDKN1B_chr12_12870777	314	124
AKT1_chr14_105239686__CDKN1B_chr12_12870931	116	7
AKT1_chr14_105239686__CDKN1B_chr12_12871196	12	51
AKT1_chr14_105239686__CDKN2A_chr9_21968726	124	23
AKT1_chr14_105239686__CDKN2A_chr9_21971100	19	137
AKT1_chr14_105239686__CDKN2A_chr9_21994327	39	146
AKT1_chr14_105239686__CHEK1_chr11_125496687	3	5
AKT1_chr14_105239686__CHEK1_chr11_125499147	56	80
AKT1_chr14_105239686__DHFR_chr5_79950216	8	118
AKT1_chr14_105239686__EGFR_chr7_55086962	18	127
AKT1_chr14_105239686__EGFR_chr7_55209986	211	99
AKT1_chr14_105239686__EGFR_chr7_55209992	563	261
AKT1_chr14_105239686__ERBB2_chr17_37868221	112	73
AKT1_chr14_105239686__ERBB2_chr17_37868292	90	187
AKT1_chr14_105239686__FGFR2_chr10_123298118	19	27
AKT1_chr14_105239686__FGFR2_chr10_123298215	251	174
AKT1_chr14_105239686__FGFR3_chr4_1795735	112	402
AKT1_chr14_105239686__FGFR3_chr4_1795736	128	17
AKT1_chr14_105239686__FLT3_chr13_28636172	51	32
AKT1_chr14_105239686__FLT3_chr13_28674643	385	32
AKT1_chr14_105239686__HDAC1_chr1_32792601	803	23
AKT1_chr14_105239686__HDAC2_chr6_114266539	563	217
AKT1_chr14_105239686__HDAC2_chr6_114267214	55	18
AKT1_chr14_105239686__HDAC2_chr6_114292056	54	165
AKT1_chr14_105239686__HDAC6_chrX_48661385	236	231
AKT1_chr14_105239686__HDAC6_chrX_48674389	34	378
AKT1_chr14_105239686__HSP90AA1_chr14_102551760	40	225
AKT1_chr14_105239686__HSP90AA1_chr14_102605736	192	426
AKT1_chr14_105239686__IGF1R_chr15_99434664	281	23
AKT1_chr14_105239686__IGF1R_chr15_99434807	129	81
AKT1_chr14_105239686__JAK2_chr9_5021970	738	12
AKT1_chr14_105239686__KDM5C_chrX_53241021	6	10
AKT1_chr14_105239686__KDM5C_chrX_53254068	38	105
AKT1_chr14_105239686__KDM6A_chrX_44732838	18	106
AKT1_chr14_105239686__KDM6A_chrX_44820615	8	23
AKT1_chr14_105239686__KDM6A_chrX_44820616	13	36
AKT1_chr14_105239686__KIT_chr4_55524164	117	39
AKT1_chr14_105239686__KMT2D_chr12_49448468	178	191
AKT1_chr14_105239686__MAP2K1_chr15_66679728	12	388
AKT1_chr14_105239686__MAP2K1_chr15_66679756	32	22
AKT1_chr14_105239686__MAP3K1_chr5_56111382	159	19
AKT1_chr14_105239686__MAP3K1_chr5_56152485	160	37
AKT1_chr14_105239686__MET_chr7_116339123	6	13
AKT1_chr14_105239686__MLH1_chr3_37035029	830	875
AKT1_chr14_105239686__MLH1_chr3_37045912	8	359
AKT1_chr14_105239686__MSH6_chr2_48018154	12	92
AKT1_chr14_105239686__MTOR_chr1_11319459	15	103
AKT1_chr14_105239686__NF1_chr17_29483038	40	53
AKT1_chr14_105239686__NonTargetingControlGuideForHuman0352	45	223
AKT1_chr14_105239686__PARP1_chr1_226578301	482	475
AKT1_chr14_105239686__PARP1_chr1_226595581	257	19
AKT1_chr14_105239686__PBRM1_chr3_52696257	9	278
AKT1_chr14_105239686__PDGFRA_chr4_55124932	1505	411
AKT1_chr14_105239686__PDGFRA_chr4_55124963	654	438
AKT1_chr14_105239686__PIK3CA_chr3_178916614	25	98
AKT1_chr14_105239686__PIK3CA_chr3_178919167	633	194
AKT1_chr14_105239686__PIK3R1_chr5_67576410	94	1621
AKT1_chr14_105239686__PTEN_chr10_89653786	229	18
AKT1_chr14_105239686__ROR1_chr1_64240072	325	465
AKT1_chr14_105239686__ROR1_chr1_64240089	408	567
AKT1_chr14_105239686__ROR1_chr1_64240143	170	34
AKT1_chr14_105239686__RPS6KB1_chr17_57970538	104	92
AKT1_chr14_105239686__RPS6KB1_chr17_57987949	352	259
AKT1_chr14_105239686__RUNX1_chr21_36252860	29	50
AKT1_chr14_105239686__SETD2_chr3_47142951	3	211
AKT1_chr14_105239686__SMAD4_chr18_48573460	13	9
AKT1_chr14_105239686__SMAD4_chr18_48586241	177	14
AKT1_chr14_105239686__SMARCA4_chr19_11095011	180	104
AKT1_chr14_105239686__SMARCB1_chr22_24133993	5	25
AKT1_chr14_105239686__SMO_chr7_128828974	160	309
AKT1_chr14_105239686__SMO_chr7_128845081	409	25
AKT1_chr14_105239686__SMO_chr7_128845117	93	140
AKT1_chr14_105239686__SRC_chr20_36012562	5	120
AKT1_chr14_105239686__SRC_chr20_36022600	535	753
AKT1_chr14_105239686__TOP1_chr20_39690055	1	8
AKT1_chr14_105239686__TP53_chr17_7577537	156	45
AKT1_chr14_105239686__TP53_chr17_7578373	6	28
AKT1_chr14_105239686__TP53_chr17_7579881	15	23
AKT1_chr14_105239686__TSC1_chr9_135796748	787	182
AKT1_chr14_105239686__TYMS_chr18_657730	279	706
AKT1_chr14_105239686__TYMS_chr18_659665	265	941
AKT1_chr14_105239686__VEGFA_chr6_43742108	13	507
AKT1_chr14_105239686__VHL_chr3_10183791	67	6
AKT1_chr14_105239686__WEE1_chr11_9595462	857	1039
AKT1_chr14_105239686__WEE1_chr11_9595542	20	19
AKT1_chr14_105258968__ABL1_chr9_133589790	42	64
AKT1_chr14_105258968__ADA_chr20_43280245	382	246
AKT1_chr14_105258968__ALK_chr2_29541171	7	237
AKT1_chr14_105258968__ALK_chr2_29541172	375	1003
AKT1_chr14_105258968__ALK_chr2_30143522	112	566
AKT1_chr14_105258968__APC_chr5_112102023	118	366
AKT1_chr14_105258968__ARID1A_chr1_27022876	362	123
AKT1_chr14_105258968__ARID1A_chr1_27056286	1874	303
AKT1_chr14_105258968__ARID2_chr12_46123614	14	58
AKT1_chr14_105258968__ARID2_chr12_46254608	76	43
AKT1_chr14_105258968__ATM_chr11_108098350	169	161
AKT1_chr14_105258968__ATM_chr11_108098390	17	139
AKT1_chr14_105258968__ATM_chr11_108098402	2	89
AKT1_chr14_105258968__BCL2_chr18_60795945	249	196
AKT1_chr14_105258968__BRAF_chr7_140534469	373	385
AKT1_chr14_105258968__BRAF_chr7_140624501	419	1052
AKT1_chr14_105258968__BRCA1_chr17_41256141	217	145
AKT1_chr14_105258968__BRCA2_chr13_32890586	94	177
AKT1_chr14_105258968__BRCA2_chr13_32914228	529	21
AKT1_chr14_105258968__BRD4_chr19_15376361	10	21
AKT1_chr14_105258968__BRD4_chr19_15383894	7	1145
AKT1_chr14_105258968__BTK_chrX_100629565	236	47
AKT1_chr14_105258968__CDH1_chr16_68772255	225	30
AKT1_chr14_105258968__CDK4_chr12_58145497	675	56
AKT1_chr14_105258968__CDK6_chr7_92244474	1750	278
AKT1_chr14_105258968__CDK6_chr7_92252365	74	593
AKT1_chr14_105258968__CDK6_chr7_92462628	98	194
AKT1_chr14_105258968__CDKN1B_chr12_12870777	1205	141
AKT1_chr14_105258968__CDKN2A_chr9_21971100	186	170
AKT1_chr14_105258968__CDKN2A_chr9_21994327	279	105
AKT1_chr14_105258968__CHEK1_chr11_125499147	1357	304
AKT1_chr14_105258968__CHEK2_chr22_29085137	425	743
AKT1_chr14_105258968__CHEK2_chr22_29090029	11	127
AKT1_chr14_105258968__CHEK2_chr22_29130694	285	818
AKT1_chr14_105258968__EGFR_chr7_55086962	32	179
AKT1_chr14_105258968__EGFR_chr7_55209992	19	40
AKT1_chr14_105258968__ERBB2_chr17_37855800	98	103
AKT1_chr14_105258968__ERBB2_chr17_37868221	400	394
AKT1_chr14_105258968__FGFR2_chr10_123298118	235	602
AKT1_chr14_105258968__FGFR2_chr10_123298215	19	21
AKT1_chr14_105258968__FLT3_chr13_28636131	25	125
AKT1_chr14_105258968__FLT3_chr13_28636172	22	69
