construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
ADA_chr20_43257769__PDGFRA_chr4_55129914	629	381	399	1242	583	625	1621	649
ADA_chr20_43257769__PIK3CA_chr3_178916614	1524	387	450	490	1132	631	406	188
ADA_chr20_43257769__PRKDC_chr8_48686398	2505	877	969	690	3643	1296	484	352
ADA_chr20_43257769__PRKDC_chr8_48686781	1768	1029	1140	822	1273	1702	1302	596
ADA_chr20_43257769__ROR1_chr1_64240072	784	1168	1377	462	722	896	556	331
ADA_chr20_43257769__ROR1_chr1_64240143	620	582	752	532	363	739	384	309
ADA_chr20_43257769__RRM2_chr2_10262940	808	273	319	706	325	1030	580	437
ADA_chr20_43257769__RRM2_chr2_10262957	2443	926	988	1010	1981	2510	1825	1027
ADA_chr20_43257769__SMO_chr7_128828974	1172	1022	1221	1566	588	1128	1780	854
ADA_chr20_43257769__SRC_chr20_36014563	1402	431	461	449	2602	880	733	114
ADA_chr20_43257769__TOP1_chr20_39657693	1202	1248	1499	327	1095	792	441	194
ADA_chr20_43257769__TOP1_chr20_39690055	1105	1154	1269	381	974	1347	1046	639
ADA_chr20_43257769__TYMS_chr18_657730	279	310	341	1198	82	292	923	1278
ADA_chr20_43257769__TYMS_chr18_659656	863	583	637	262	784	743	453	52
ADA_chr20_43257769__VEGFA_chr6_43738425	996	310	350	1214	743	790	1157	1501
ADA_chr20_43257769__VEGFA_chr6_43742077	340	693	782	201	185	509	352	32
ADA_chr20_43257769__WEE1_chr11_9595845	1163	570	660	128	1628	956	279	155
ADA_chr20_43280245__ABL1_chr9_133589790	103	601	747	563	82	489	474	233
ADA_chr20_43280245__ABL1_chr9_133738283	117	651	671	114	90	278	342	60
ADA_chr20_43280245__AKT1_chr14_105239609	876	660	789	658	760	741	637	608
ADA_chr20_43280245__ALK_chr2_29541172	1356	914	1133	836	697	1174	1230	506
ADA_chr20_43280245__BCL2_chr18_60985877	196	380	469	1008	56	301	807	1001
ADA_chr20_43280245__BRAF_chr7_140508787	523	634	735	429	569	730	683	406
ADA_chr20_43280245__BRAF_chr7_140534469	914	836	1048	468	734	870	692	481
ADA_chr20_43280245__BRAF_chr7_140624501	415	264	338	227	118	424	267	67
ADA_chr20_43280245__BRD4_chr19_15376361	599	741	849	542	143	791	546	317
ADA_chr20_43280245__BRD4_chr19_15376403	840	1280	1411	666	696	1087	1063	291
ADA_chr20_43280245__BTK_chrX_100629565	347	655	822	820	83	616	487	512
ADA_chr20_43280245__CDK9_chr9_130548409	792	289	307	513	373	724	545	300
ADA_chr20_43280245__CDK9_chr9_130550235	490	544	672	359	272	1215	540	275
ADA_chr20_43280245__CHEK1_chr11_125499147	447	377	454	163	539	750	736	23
ADA_chr20_43280245__CHEK2_chr22_29090029	2138	766	817	1769	1448	1948	1306	1003
ADA_chr20_43280245__CHEK2_chr22_29130694	740	974	1184	355	814	919	454	175
ADA_chr20_43280245__DHFR_chr5_79949819	1423	608	693	501	1046	844	137	374
ADA_chr20_43280245__DHFR_chr5_79950216	356	164	182	112	120	730	265	110
ADA_chr20_43280245__DHFR_chr5_79950217	830	950	1109	387	296	286	473	512
ADA_chr20_43280245__EGFR_chr7_55209986	1087	720	845	329	672	661	422	288
ADA_chr20_43280245__FGFR3_chr4_1795655	452	669	789	321	365	707	186	175
ADA_chr20_43280245__FGFR3_chr4_1795736	601	399	488	297	100	847	682	274
ADA_chr20_43280245__FLT3_chr13_28636131	823	443	506	456	592	934	517	431
ADA_chr20_43280245__FLT3_chr13_28636172	1439	775	951	501	1174	1338	775	452
ADA_chr20_43280245__FNTA_chr8_42911471	463	426	549	705	404	944	713	727
ADA_chr20_43280245__FNTA_chr8_42924781	480	484	606	421	533	410	526	377
ADA_chr20_43280245__HDAC1_chr1_32757816	287	84	70	280	596	592	183	394
ADA_chr20_43280245__HDAC1_chr1_32792637	540	66	58	298	331	388	369	100
ADA_chr20_43280245__HDAC2_chr6_114266539	846	1398	1616	1015	623	1111	1198	711
ADA_chr20_43280245__HDAC2_chr6_114267214	789	503	652	621	307	720	786	444
ADA_chr20_43280245__HDAC2_chr6_114292056	1273	203	247	1438	1294	874	1132	1941
ADA_chr20_43280245__HDAC6_chrX_48661385	1122	715	820	555	809	1167	985	241
ADA_chr20_43280245__HSP90AA1_chr14_102605736	582	169	183	507	198	387	314	482
ADA_chr20_43280245__IGF1R_chr15_99434664	724	443	532	605	721	918	689	816
ADA_chr20_43280245__IGF1R_chr15_99434807	1174	1090	1259	1811	1083	1454	1230	2463
ADA_chr20_43280245__JAK2_chr9_5050721	1044	1100	1338	1285	553	1120	1598	730
ADA_chr20_43280245__JAK2_chr9_5050816	662	760	827	863	893	707	758	510
ADA_chr20_43280245__KIT_chr4_55524164	855	846	926	238	805	800	458	233
ADA_chr20_43280245__KIT_chr4_55524229	959	1040	1208	2192	817	986	2138	2073
ADA_chr20_43280245__MAP2K1_chr15_66679728	199	272	326	100	79	311	237	177
ADA_chr20_43280245__MAP2K1_chr15_66679756	1169	1110	1223	280	800	1474	249	209
ADA_chr20_43280245__MET_chr7_116340207	130	150	189	403	35	115	408	188
ADA_chr20_43280245__MTOR_chr1_11317010	618	1482	1662	534	246	838	562	300
ADA_chr20_43280245__MTOR_chr1_11319459	721	833	975	639	616	787	847	543
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	1867	1329	1542	577	1094	1306	744	480
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	1840	1377	1613	2094	2338	1698	1225	3280
ADA_chr20_43280245__PARP1_chr1_226578249	153	462	479	488	238	85	762	543
ADA_chr20_43280245__PARP1_chr1_226578301	271	199	255	150	722	202	100	472
ADA_chr20_43280245__PDGFRA_chr4_55124963	409	788	890	1305	198	398	1052	1624
ADA_chr20_43280245__PIK3CA_chr3_178916614	1087	648	743	524	374	1064	718	556
ADA_chr20_43280245__PIK3CA_chr3_178919167	303	452	497	360	125	438	375	352
ADA_chr20_43280245__PRKDC_chr8_48686398	115	120	152	922	159	188	509	1277
ADA_chr20_43280245__ROR1_chr1_64240072	1153	891	996	438	570	797	535	532
ADA_chr20_43280245__RPS6KB1_chr17_57987949	1025	970	1094	794	1254	1227	825	318
ADA_chr20_43280245__RRM2_chr2_10262940	1195	934	1087	210	1645	1116	728	411
ADA_chr20_43280245__SMO_chr7_128828974	1655	1022	1214	1391	1614	1077	1212	1656
ADA_chr20_43280245__SMO_chr7_128845081	1394	478	590	1090	1758	817	729	787
ADA_chr20_43280245__TOP1_chr20_39657693	1474	1114	1307	907	912	1519	1107	754
ADA_chr20_43280245__TOP1_chr20_39690055	617	753	984	874	588	947	1280	611
ADA_chr20_43280245__TOP1_chr20_39690109	531	470	485	792	298	556	668	447
ADA_chr20_43280245__TYMS_chr18_659656	254	618	713	543	392	275	433	776
AKT1_chr14_105239609__ABL1_chr9_133589790	772	912	919	1564	683	1656	1820	1120
AKT1_chr14_105239609__ABL1_chr9_133738283	398	306	311	540	843	286	388	976
AKT1_chr14_105239609__ADA_chr20_43257769	1329	514	522	1061	1720	1135	1546	705
AKT1_chr14_105239609__ALK_chr2_29541171	721	823	961	203	916	735	322	202
AKT1_chr14_105239609__ALK_chr2_30143522	2306	869	1068	2079	2296	1881	1644	2624
AKT1_chr14_105239609__ATM_chr11_108098402	165	585	733	593	216	508	363	387
AKT1_chr14_105239609__BCL2_chr18_60795960	584	210	200	537	581	532	812	732
AKT1_chr14_105239609__BRAF_chr7_140534469	490	443	537	583	256	785	872	434
AKT1_chr14_105239609__BRAF_chr7_140624501	125	95	88	15	59	547	117	0
AKT1_chr14_105239609__BRD4_chr19_15383894	750	348	422	66	1169	700	219	106
AKT1_chr14_105239609__BTK_chrX_100626613	2045	451	478	1129	1896	1713	1233	446
AKT1_chr14_105239609__BTK_chrX_100645534	468	329	427	201	585	658	496	224
AKT1_chr14_105239609__CDK4_chr12_58143253	1588	1640	1798	1901	1653	914	1828	2214
AKT1_chr14_105239609__CDK4_chr12_58144705	869	612	680	1080	1170	934	1055	1795
AKT1_chr14_105239609__CDK4_chr12_58145497	2003	1192	1363	1096	2927	1606	1063	1136
AKT1_chr14_105239609__CDK6_chr7_92252365	49	460	594	200	8	219	255	114
AKT1_chr14_105239609__CDK6_chr7_92462628	991	685	784	588	1146	1273	901	454
AKT1_chr14_105239609__CDK9_chr9_130548998	912	981	1091	572	610	861	1295	521
AKT1_chr14_105239609__CHEK1_chr11_125499147	2550	1009	1182	991	3050	1878	1226	1435
AKT1_chr14_105239609__CHEK2_chr22_29085137	663	535	619	672	242	1114	823	427
AKT1_chr14_105239609__DHFR_chr5_79950216	1623	916	1011	442	1439	1516	619	314
AKT1_chr14_105239609__EGFR_chr7_55086962	349	897	1037	238	123	616	221	65
AKT1_chr14_105239609__ERBB2_chr17_37855800	1046	315	346	1284	559	524	702	1085
AKT1_chr14_105239609__FGFR2_chr10_123298215	27	236	262	50	49	127	86	48
AKT1_chr14_105239609__FGFR3_chr4_1795655	1757	787	920	2044	1435	1464	1498	2132
AKT1_chr14_105239609__FGFR3_chr4_1795735	670	1165	1355	650	130	769	877	328
AKT1_chr14_105239609__FLT3_chr13_28636131	1695	853	1096	1403	1764	1140	961	1324
AKT1_chr14_105239609__FLT3_chr13_28636172	787	585	687	481	633	607	464	634
AKT1_chr14_105239609__FNTA_chr8_42911471	1489	574	658	251	1844	1377	391	109
AKT1_chr14_105239609__FNTA_chr8_42914260	729	546	631	927	453	650	723	1142
AKT1_chr14_105239609__FNTA_chr8_42924781	1566	792	932	1075	1186	1545	1099	833
AKT1_chr14_105239609__HDAC1_chr1_32757816	355	1027	1279	397	346	540	694	126
AKT1_chr14_105239609__HDAC1_chr1_32792601	1893	736	854	415	1380	1295	520	474
AKT1_chr14_105239609__HDAC1_chr1_32792637	524	513	620	449	171	908	852	152
AKT1_chr14_105239609__HDAC2_chr6_114267214	1231	633	740	764	1177	1313	873	552
AKT1_chr14_105239609__HDAC2_chr6_114292056	448	349	395	744	637	626	487	419
AKT1_chr14_105239609__HDAC6_chrX_48661089	495	560	608	912	429	525	297	1590
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	860	264	271	299	1406	639	639	307
AKT1_chr14_105239609__IGF1R_chr15_99434664	1477	507	484	658	1205	1147	513	235
AKT1_chr14_105239609__JAK2_chr9_5021970	233	668	841	858	115	470	919	695
AKT1_chr14_105239609__JAK2_chr9_5050721	760	571	634	1263	376	821	1385	1227
AKT1_chr14_105239609__JAK2_chr9_5050816	208	78	79	14	285	274	195	0
AKT1_chr14_105239609__MAP2K1_chr15_66679721	1113	328	356	1705	1240	1085	873	2705
AKT1_chr14_105239609__MAP2K1_chr15_66679728	421	312	340	380	387	869	347	452
AKT1_chr14_105239609__MAP2K1_chr15_66679756	448	1084	1243	531	493	781	490	599
AKT1_chr14_105239609__MET_chr7_116339123	484	173	188	584	351	464	517	918
AKT1_chr14_105239609__MTOR_chr1_11319459	318	1203	1438	837	292	247	921	910
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	1877	1730	2115	1253	1468	2130	1376	859
AKT1_chr14_105239609__PARP1_chr1_226578301	293	346	374	197	354	452	237	356
AKT1_chr14_105239609__PDGFRA_chr4_55124932	416	455	590	627	190	660	515	441
AKT1_chr14_105239609__PIK3CA_chr3_178916614	459	637	747	977	245	448	887	1712
AKT1_chr14_105239609__PIK3CA_chr3_178919070	631	371	391	136	432	677	137	229
AKT1_chr14_105239609__PIK3CA_chr3_178919167	127	666	741	484	65	298	581	86
AKT1_chr14_105239609__PRKDC_chr8_48686398	1725	908	1076	439	1087	1491	664	235
AKT1_chr14_105239609__PRKDC_chr8_48872683	1236	324	412	842	1624	942	1221	656
AKT1_chr14_105239609__ROR1_chr1_64240072	650	992	1268	589	739	694	639	561
AKT1_chr14_105239609__ROR1_chr1_64240089	369	450	501	318	195	213	540	528
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	64	150	166	147	2	108	132	65
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	1664	340	415	489	2308	662	249	540
AKT1_chr14_105239609__RRM2_chr2_10262940	366	467	573	486	643	493	552	293
AKT1_chr14_105239609__SMO_chr7_128845117	1429	1514	1802	726	1392	1506	1120	590
AKT1_chr14_105239609__SRC_chr20_36012562	1240	1119	1240	429	774	786	320	29
AKT1_chr14_105239609__SRC_chr20_36014563	633	84	105	323	201	641	388	314
AKT1_chr14_105239609__TOP1_chr20_39690055	421	693	708	373	245	842	564	152
AKT1_chr14_105239609__TYMS_chr18_657730	985	579	717	367	796	894	574	279
AKT1_chr14_105239609__TYMS_chr18_659656	395	867	957	78	401	793	310	56
AKT1_chr14_105239609__WEE1_chr11_9595845	1312	1288	1538	1569	1109	1333	1011	2108
AKT1_chr14_105239686__ABL1_chr9_133589790	465	288	338	720	142	812	1083	390
AKT1_chr14_105239686__ABL1_chr9_133738283	515	1001	1158	582	273	795	620	590
AKT1_chr14_105239686__ADA_chr20_43257696	1919	1048	1239	941	1646	1468	1320	897
AKT1_chr14_105239686__ADA_chr20_43257769	97	118	136	140	147	271	427	160
AKT1_chr14_105239686__ADA_chr20_43280245	641	488	563	85	924	417	27	54
AKT1_chr14_105239686__ALK_chr2_30143522	94	193	233	127	66	85	148	92
AKT1_chr14_105239686__ATM_chr11_108098350	1047	1073	1182	2716	431	1468	2129	2441
AKT1_chr14_105239686__ATM_chr11_108098390	1812	1133	1453	955	845	1482	1312	874
AKT1_chr14_105239686__ATM_chr11_108098402	207	371	456	188	72	527	174	73
AKT1_chr14_105239686__BCL2_chr18_60795945	766	720	817	1883	895	927	1556	1473
AKT1_chr14_105239686__BRAF_chr7_140508787	654	577	637	227	694	633	422	177
AKT1_chr14_105239686__BRAF_chr7_140534469	497	636	722	787	238	374	607	484
AKT1_chr14_105239686__BRD4_chr19_15376361	233	640	701	389	43	581	887	284
AKT1_chr14_105239686__BRD4_chr19_15376403	484	1026	1199	1669	391	429	1300	1834
AKT1_chr14_105239686__BRD4_chr19_15383894	1225	635	681	2750	633	982	1526	2063
AKT1_chr14_105239686__BTK_chrX_100626613	1529	708	803	546	1647	1204	882	342
AKT1_chr14_105239686__BTK_chrX_100629565	152	142	167	660	191	100	909	381
AKT1_chr14_105239686__BTK_chrX_100645534	163	827	900	557	336	271	302	290
AKT1_chr14_105239686__CDK4_chr12_58144705	2355	874	937	744	2068	1851	1245	546
AKT1_chr14_105239686__CDK4_chr12_58145497	454	913	1144	340	238	614	356	187
AKT1_chr14_105239686__CDK6_chr7_92252365	494	697	767	1027	345	528	1461	687
AKT1_chr14_105239686__CDK6_chr7_92462628	854	237	290	222	1386	1151	259	88
AKT1_chr14_105239686__CDK9_chr9_130548998	712	923	1022	589	394	740	1016	633
AKT1_chr14_105239686__CDK9_chr9_130550235	363	540	670	160	11	318	218	146
AKT1_chr14_105239686__CHEK1_chr11_125496687	1586	573	670	730	2126	1000	558	804
AKT1_chr14_105239686__CHEK1_chr11_125499147	1118	489	564	765	386	992	1184	409
AKT1_chr14_105239686__DHFR_chr5_79950216	631	922	1105	990	833	927	1567	931
AKT1_chr14_105239686__EGFR_chr7_55086962	2005	1200	1439	974	1485	1265	1162	759
AKT1_chr14_105239686__EGFR_chr7_55209986	741	842	881	465	465	865	497	244
AKT1_chr14_105239686__EGFR_chr7_55209992	578	483	537	795	141	528	625	695
AKT1_chr14_105239686__ERBB2_chr17_37868221	768	579	720	580	856	727	670	440
AKT1_chr14_105239686__ERBB2_chr17_37868292	605	1034	1230	723	359	794	869	502
AKT1_chr14_105239686__FGFR2_chr10_123298118	1371	854	976	304	1053	1224	309	0
AKT1_chr14_105239686__FGFR2_chr10_123298215	720	58	57	495	996	481	513	779
AKT1_chr14_105239686__FGFR3_chr4_1795735	2121	1181	1405	678	1588	2094	819	637
AKT1_chr14_105239686__FGFR3_chr4_1795736	888	425	513	404	502	758	488	306
AKT1_chr14_105239686__FLT3_chr13_28636172	419	809	842	1035	193	793	729	1602
AKT1_chr14_105239686__FLT3_chr13_28674643	208	269	303	347	190	208	253	48
AKT1_chr14_105239686__HDAC1_chr1_32792601	928	863	1013	753	1180	858	665	398
AKT1_chr14_105239686__HDAC2_chr6_114266539	728	323	385	268	586	727	324	33
AKT1_chr14_105239686__HDAC2_chr6_114267214	413	236	307	497	227	591	291	129
AKT1_chr14_105239686__HDAC2_chr6_114292056	252	1335	1629	353	134	368	642	135
AKT1_chr14_105239686__HDAC6_chrX_48661385	1369	930	1088	781	1248	1398	1408	607
AKT1_chr14_105239686__HDAC6_chrX_48674389	636	422	488	211	633	737	293	116
AKT1_chr14_105239686__HSP90AA1_chr14_102551760	234	594	680	711	176	731	548	446
AKT1_chr14_105239686__HSP90AA1_chr14_102605736	387	405	442	219	664	954	521	151
AKT1_chr14_105239686__IGF1R_chr15_99434664	64	169	228	1562	55	182	796	2334
AKT1_chr14_105239686__IGF1R_chr15_99434807	515	294	329	179	306	715	556	203
AKT1_chr14_105239686__JAK2_chr9_5021970	879	418	502	458	587	1108	662	462
AKT1_chr14_105239686__KIT_chr4_55524164	454	1060	1341	1566	201	901	1210	1058
AKT1_chr14_105239686__MAP2K1_chr15_66679728	583	510	585	718	706	770	1218	656
AKT1_chr14_105239686__MAP2K1_chr15_66679756	249	150	180	137	406	262	190	68
AKT1_chr14_105239686__MET_chr7_116339123	259	59	74	130	531	414	312	102
AKT1_chr14_105239686__MTOR_chr1_11319459	1659	498	575	428	1673	1212	1013	354
AKT1_chr14_105239686__NonTargetingControlGuideForHuman0352	893	1788	2128	1210	1269	936	1769	734
AKT1_chr14_105239686__PARP1_chr1_226578301	448	409	483	506	342	759	481	250
AKT1_chr14_105239686__PARP1_chr1_226595581	3302	443	518	316	3664	1912	568	164
AKT1_chr14_105239686__PDGFRA_chr4_55124932	1068	810	1124	868	579	1828	1122	586
AKT1_chr14_105239686__PDGFRA_chr4_55124963	467	409	457	680	266	631	659	823
AKT1_chr14_105239686__PIK3CA_chr3_178916614	1251	337	418	1146	537	1699	1691	655
AKT1_chr14_105239686__PIK3CA_chr3_178919167	667	299	392	801	350	638	605	274
AKT1_chr14_105239686__ROR1_chr1_64240072	2280	1028	1230	846	2363	2068	1416	1008
AKT1_chr14_105239686__ROR1_chr1_64240089	9258	413	464	264	13116	2913	367	340
AKT1_chr14_105239686__ROR1_chr1_64240143	425	768	833	311	711	656	310	82
AKT1_chr14_105239686__RPS6KB1_chr17_57970538	1260	157	240	876	2726	767	445	1685
AKT1_chr14_105239686__RPS6KB1_chr17_57987949	885	944	1128	974	772	920	775	1070
AKT1_chr14_105239686__SMO_chr7_128828974	411	738	908	633	343	558	733	327
AKT1_chr14_105239686__SMO_chr7_128845081	1440	494	533	503	1034	932	1340	327
AKT1_chr14_105239686__SMO_chr7_128845117	1177	771	951	324	1151	948	355	166
AKT1_chr14_105239686__SRC_chr20_36012562	569	843	946	746	223	842	792	489
AKT1_chr14_105239686__SRC_chr20_36022600	1563	1548	1828	1579	1455	1159	1564	1691
AKT1_chr14_105239686__TOP1_chr20_39690055	530	520	611	402	518	807	706	308
AKT1_chr14_105239686__TYMS_chr18_657730	253	125	139	377	28	369	284	243
AKT1_chr14_105239686__TYMS_chr18_659665	1123	1206	1501	821	458	1148	1474	583
AKT1_chr14_105239686__VEGFA_chr6_43742108	1328	492	537	2144	1298	1166	1787	1754
AKT1_chr14_105239686__WEE1_chr11_9595462	0	0	0	191	0	0	288	37
AKT1_chr14_105239686__WEE1_chr11_9595542	271	612	744	336	129	470	628	157
AKT1_chr14_105258968__ABL1_chr9_133589790	37	226	242	33	1	101	0	0
AKT1_chr14_105258968__ADA_chr20_43280245	240	1264	1598	398	96	289	438	338
AKT1_chr14_105258968__ALK_chr2_29541171	1256	563	653	2267	1490	621	962	3693
AKT1_chr14_105258968__ALK_chr2_29541172	217	225	238	200	52	391	461	236
AKT1_chr14_105258968__ALK_chr2_30143522	641	555	582	568	385	715	596	373
AKT1_chr14_105258968__ATM_chr11_108098350	209	559	729	179	184	175	225	277
AKT1_chr14_105258968__ATM_chr11_108098390	977	1465	1949	596	852	691	498	653
AKT1_chr14_105258968__ATM_chr11_108098402	863	497	618	343	1203	537	396	67
AKT1_chr14_105258968__BCL2_chr18_60795945	868	689	768	282	1107	719	516	126
AKT1_chr14_105258968__BRAF_chr7_140534469	716	427	443	96	288	481	255	55
AKT1_chr14_105258968__BRAF_chr7_140624501	676	726	901	1010	684	683	1095	602
AKT1_chr14_105258968__BRD4_chr19_15376361	535	1029	1177	316	553	596	509	339
AKT1_chr14_105258968__BRD4_chr19_15383894	1024	575	637	440	1261	732	564	199
AKT1_chr14_105258968__BTK_chrX_100629565	894	1418	1736	776	459	803	954	589
AKT1_chr14_105258968__CDK4_chr12_58145497	562	512	623	240	562	676	260	128
AKT1_chr14_105258968__CDK6_chr7_92244474	1116	1241	1292	521	1021	1057	648	256
AKT1_chr14_105258968__CDK6_chr7_92252365	262	328	382	746	323	386	864	906
AKT1_chr14_105258968__CDK6_chr7_92462628	326	743	767	493	411	428	481	513
AKT1_chr14_105258968__CHEK1_chr11_125499147	442	686	779	419	365	717	625	392
AKT1_chr14_105258968__CHEK2_chr22_29085137	135	443	439	375	209	365	269	159
AKT1_chr14_105258968__CHEK2_chr22_29090029	933	507	593	425	768	296	238	120
AKT1_chr14_105258968__CHEK2_chr22_29130694	82	152	165	300	44	159	342	59
AKT1_chr14_105258968__EGFR_chr7_55086962	1001	1119	1335	678	1243	1126	918	502
AKT1_chr14_105258968__EGFR_chr7_55209992	444	374	482	401	109	452	371	252
AKT1_chr14_105258968__ERBB2_chr17_37855800	97	508	623	485	0	311	396	479
AKT1_chr14_105258968__ERBB2_chr17_37868221	30	637	744	790	36	296	640	1186
AKT1_chr14_105258968__FGFR2_chr10_123298118	64	408	524	193	48	142	512	126
AKT1_chr14_105258968__FGFR2_chr10_123298215	26	435	566	285	69	215	447	103
AKT1_chr14_105258968__FLT3_chr13_28636131	162	623	680	295	140	338	473	380
AKT1_chr14_105258968__FLT3_chr13_28636172	782	562	714	486	255	406	807	298
AKT1_chr14_105258968__FNTA_chr8_42924781	387	436	489	268	401	430	623	136
AKT1_chr14_105258968__HDAC1_chr1_32792637	765	198	195	533	765	337	281	314
AKT1_chr14_105258968__HDAC2_chr6_114267214	843	1756	2066	912	573	954	968	1046
AKT1_chr14_105258968__HDAC2_chr6_114292056	447	434	544	589	394	536	474	332
AKT1_chr14_105258968__HDAC6_chrX_48661089	435	334	373	651	481	642	480	506
AKT1_chr14_105258968__HDAC6_chrX_48674389	248	408	414	1001	86	222	709	1189
AKT1_chr14_105258968__IGF1R_chr15_99192824	575	819	971	447	309	640	863	391
AKT1_chr14_105258968__IGF1R_chr15_99434807	824	2012	2236	286	463	844	425	147
AKT1_chr14_105258968__JAK2_chr9_5050816	584	172	234	369	671	662	538	36
AKT1_chr14_105258968__KIT_chr4_55524176	131	1	3	16	181	256	57	10
AKT1_chr14_105258968__MAP2K1_chr15_66679721	482	296	348	144	351	556	255	144
AKT1_chr14_105258968__MAP2K1_chr15_66679728	253	672	738	152	106	360	222	143
AKT1_chr14_105258968__MAP2K1_chr15_66679756	487	795	845	520	181	670	633	239
AKT1_chr14_105258968__MET_chr7_116340207	651	233	253	176	390	560	471	87
AKT1_chr14_105258968__MTOR_chr1_11317010	737	477	572	390	609	848	586	180
AKT1_chr14_105258968__MTOR_chr1_11317149	395	578	613	248	243	536	621	108
AKT1_chr14_105258968__NonTargetingControlGuideForHuman0352	395	1173	1438	193	250	789	583	197
AKT1_chr14_105258968__PARP1_chr1_226595581	153	858	1042	280	169	466	466	193
AKT1_chr14_105258968__PDGFRA_chr4_55124932	8	261	393	134	3	104	149	191
AKT1_chr14_105258968__PDGFRA_chr4_55124963	428	641	756	2285	851	642	850	4566
AKT1_chr14_105258968__PDGFRA_chr4_55129914	186	555	737	387	137	247	320	97
AKT1_chr14_105258968__PIK3CA_chr3_178919070	79	274	321	0	162	113	0	0
AKT1_chr14_105258968__RPS6KB1_chr17_57970538	361	625	788	724	256	391	611	855
AKT1_chr14_105258968__RPS6KB1_chr17_57987922	779	849	1062	920	493	626	829	502
AKT1_chr14_105258968__RRM2_chr2_10262728	787	374	406	389	728	781	310	173
AKT1_chr14_105258968__SMO_chr7_128845081	132	585	673	129	58	308	116	39
AKT1_chr14_105258968__SRC_chr20_36012562	70	165	167	340	99	63	75	120
AKT1_chr14_105258968__SRC_chr20_36022600	907	631	823	487	629	722	729	314
AKT1_chr14_105258968__TOP1_chr20_39690109	856	872	910	566	780	937	727	151
AKT1_chr14_105258968__TYMS_chr18_659656	547	248	348	534	972	602	410	249
AKT1_chr14_105258968__VEGFA_chr6_43742077	152	419	468	36	243	396	73	7
AKT1_chr14_105258968__VEGFA_chr6_43742108	599	720	855	1299	332	438	900	1341
AKT1_chr14_105258968__WEE1_chr11_9595462	8	0	0	0	83	34	53	38
AKT1_chr14_105258968__WEE1_chr11_9595542	1644	1092	1311	810	2042	1094	704	680
AKT1_chr14_105258968__WEE1_chr11_9595845	556	892	1000	512	362	670	485	293
ALK_chr2_29541171__ABL1_chr9_133589790	347	229	256	468	174	375	348	123
ALK_chr2_29541171__ABL1_chr9_133738356	29	549	624	1042	31	247	955	527
ALK_chr2_29541171__ADA_chr20_43257769	1255	914	1050	1961	821	1672	1404	1645
ALK_chr2_29541171__ADA_chr20_43280245	1950	978	1134	881	1330	1418	995	721
ALK_chr2_29541171__AKT1_chr14_105239686	262	426	501	613	187	571	885	313
