construct_id	CRV4_plasmid_S8_trimmed53_len_filtered_counts
AKT1_chr14_105239686__HDAC6_chrX_48661385	1104
AKT1_chr14_105239686__HDAC6_chrX_48674389	593
AKT1_chr14_105239686__HSP90AA1_chr14_102551760	487
AKT1_chr14_105239686__HSP90AA1_chr14_102605736	859
AKT1_chr14_105239686__IGF1R_chr15_99434664	225
AKT1_chr14_105239686__IGF1R_chr15_99434807	692
AKT1_chr14_105239686__JAK2_chr9_5021970	645
AKT1_chr14_105239686__KIT_chr4_55524164	904
AKT1_chr14_105239686__MAP2K1_chr15_66679728	745
AKT1_chr14_105239686__MAP2K1_chr15_66679756	435
AKT1_chr14_105239686__MET_chr7_116339123	239
AKT1_chr14_105239686__MTOR_chr1_11319459	744
AKT1_chr14_105239686__NonTargetingControlGuideForHuman0352	806
AKT1_chr14_105239686__PARP1_chr1_226578301	438
AKT1_chr14_105239686__PARP1_chr1_226595581	540
AKT1_chr14_105239686__PDGFRA_chr4_55124932	1370
AKT1_chr14_105239686__PDGFRA_chr4_55124963	677
AKT1_chr14_105239686__PIK3CA_chr3_178916614	1090
AKT1_chr14_105239686__PIK3CA_chr3_178919167	683
AKT1_chr14_105239686__ROR1_chr1_64240072	1114
AKT1_chr14_105239686__ROR1_chr1_64240089	385
AKT1_chr14_105239686__ROR1_chr1_64240143	555
AKT1_chr14_105239686__RPS6KB1_chr17_57970538	230
AKT1_chr14_105239686__RPS6KB1_chr17_57987949	790
AKT1_chr14_105239686__SMO_chr7_128828974	921
AKT1_chr14_105239686__SMO_chr7_128845081	699
AKT1_chr14_105239686__SMO_chr7_128845117	903
AKT1_chr14_105239686__SRC_chr20_36012562	942
AKT1_chr14_105239686__SRC_chr20_36022600	840
AKT1_chr14_105239686__TOP1_chr20_39690055	984
AKT1_chr14_105239686__TYMS_chr18_657730	180
AKT1_chr14_105239686__TYMS_chr18_659665	758
AKT1_chr14_105239686__VEGFA_chr6_43742108	734
AKT1_chr14_105239686__WEE1_chr11_9595462	39
AKT1_chr14_105239686__WEE1_chr11_9595542	528
AKT1_chr14_105258968__ABL1_chr9_133589790	51
AKT1_chr14_105258968__ADA_chr20_43280245	596
AKT1_chr14_105258968__ALK_chr2_29541171	685
AKT1_chr14_105258968__ALK_chr2_29541172	444
AKT1_chr14_105258968__ALK_chr2_30143522	726
AKT1_chr14_105258968__ATM_chr11_108098350	263
AKT1_chr14_105258968__ATM_chr11_108098390	576
AKT1_chr14_105258968__ATM_chr11_108098402	614
AKT1_chr14_105258968__BCL2_chr18_60795945	520
AKT1_chr14_105258968__BRAF_chr7_140534469	434
AKT1_chr14_105258968__BRAF_chr7_140624501	568
AKT1_chr14_105258968__BRD4_chr19_15376361	868
AKT1_chr14_105258968__BRD4_chr19_15383894	604
AKT1_chr14_105258968__BTK_chrX_100629565	1054
AKT1_chr14_105258968__CDK4_chr12_58145497	459
AKT1_chr14_105258968__CDK6_chr7_92244474	651
AKT1_chr14_105258968__CDK6_chr7_92252365	412
AKT1_chr14_105258968__CDK6_chr7_92462628	414
AKT1_chr14_105258968__CHEK1_chr11_125499147	841
AKT1_chr14_105258968__CHEK2_chr22_29085137	330
AKT1_chr14_105258968__CHEK2_chr22_29090029	539
AKT1_chr14_105258968__CHEK2_chr22_29130694	379
AKT1_chr14_105258968__EGFR_chr7_55086962	983
AKT1_chr14_105258968__EGFR_chr7_55209992	372
AKT1_chr14_105258968__ERBB2_chr17_37855800	263
AKT1_chr14_105258968__ERBB2_chr17_37868221	838
AKT1_chr14_105258968__FGFR2_chr10_123298118	288
AKT1_chr14_105258968__FGFR2_chr10_123298215	215
AKT1_chr14_105258968__FLT3_chr13_28636131	559
AKT1_chr14_105258968__FLT3_chr13_28636172	600
AKT1_chr14_105258968__FNTA_chr8_42924781	566
AKT1_chr14_105258968__HDAC1_chr1_32792637	158
AKT1_chr14_105258968__HDAC2_chr6_114267214	1207
AKT1_chr14_105258968__HDAC2_chr6_114292056	518
AKT1_chr14_105258968__HDAC6_chrX_48661089	603
AKT1_chr14_105258968__HDAC6_chrX_48674389	505
AKT1_chr14_105258968__IGF1R_chr15_99192824	754
AKT1_chr14_105258968__IGF1R_chr15_99434807	699
AKT1_chr14_105258968__JAK2_chr9_5050816	745
AKT1_chr14_105258968__KIT_chr4_55524176	227
AKT1_chr14_105258968__MAP2K1_chr15_66679721	354
AKT1_chr14_105258968__MAP2K1_chr15_66679728	628
AKT1_chr14_105258968__MAP2K1_chr15_66679756	953
AKT1_chr14_105258968__MET_chr7_116340207	619
AKT1_chr14_105258968__MTOR_chr1_11317010	576
AKT1_chr14_105258968__MTOR_chr1_11317149	586
AKT1_chr14_105258968__NonTargetingControlGuideForHuman0352	741
AKT1_chr14_105258968__PARP1_chr1_226595581	500
AKT1_chr14_105258968__PDGFRA_chr4_55124932	325
AKT1_chr14_105258968__PDGFRA_chr4_55124963	648
AKT1_chr14_105258968__PDGFRA_chr4_55129914	479
AKT1_chr14_105258968__PIK3CA_chr3_178919070	94
AKT1_chr14_105258968__RPS6KB1_chr17_57970538	338
AKT1_chr14_105258968__RPS6KB1_chr17_57987922	850
AKT1_chr14_105258968__RRM2_chr2_10262728	657
AKT1_chr14_105258968__SMO_chr7_128845081	419
AKT1_chr14_105258968__SRC_chr20_36012562	335
AKT1_chr14_105258968__SRC_chr20_36022600	1003
AKT1_chr14_105258968__TOP1_chr20_39690109	971
AKT1_chr14_105258968__TYMS_chr18_659656	303
AKT1_chr14_105258968__VEGFA_chr6_43742077	324
AKT1_chr14_105258968__VEGFA_chr6_43742108	369
AKT1_chr14_105258968__WEE1_chr11_9595462	43
AKT1_chr14_105258968__WEE1_chr11_9595542	768
AKT1_chr14_105258968__WEE1_chr11_9595845	493
ALK_chr2_29541171__ABL1_chr9_133589790	278
ALK_chr2_29541171__ABL1_chr9_133738356	439
ALK_chr2_29541171__ADA_chr20_43257769	634
ALK_chr2_29541171__ADA_chr20_43280245	517
ALK_chr2_29541171__AKT1_chr14_105239686	567
ALK_chr2_29541171__ATM_chr11_108098350	952
ALK_chr2_29541171__ATM_chr11_108098390	963
ALK_chr2_29541171__BRAF_chr7_140508787	553
ALK_chr2_29541171__BRAF_chr7_140534469	685
ALK_chr2_29541171__BRD4_chr19_15376361	933
ALK_chr2_29541171__BTK_chrX_100645534	438
ALK_chr2_29541171__CDK4_chr12_58143253	965
ALK_chr2_29541171__CDK4_chr12_58144705	538
ALK_chr2_29541171__CDK4_chr12_58145497	402
ALK_chr2_29541171__CDK9_chr9_130548409	413
ALK_chr2_29541171__CDK9_chr9_130548998	416
ALK_chr2_29541171__CDK9_chr9_130550235	1062
ALK_chr2_29541171__CHEK1_chr11_125499147	466
ALK_chr2_29541171__CHEK2_chr22_29090029	505
ALK_chr2_29541171__CHEK2_chr22_29130694	599
ALK_chr2_29541171__DHFR_chr5_79950216	234
ALK_chr2_29541171__DHFR_chr5_79950217	1005
ALK_chr2_29541171__EGFR_chr7_55209986	882
ALK_chr2_29541171__FGFR2_chr10_123298118	546
ALK_chr2_29541171__FGFR2_chr10_123298215	109
ALK_chr2_29541171__FGFR3_chr4_1795655	786
ALK_chr2_29541171__FGFR3_chr4_1795735	952
ALK_chr2_29541171__FGFR3_chr4_1795736	635
ALK_chr2_29541171__FLT3_chr13_28636131	772
ALK_chr2_29541171__FLT3_chr13_28636172	432
ALK_chr2_29541171__FNTA_chr8_42911471	564
ALK_chr2_29541171__FNTA_chr8_42914260	439
ALK_chr2_29541171__FNTA_chr8_42924781	844
ALK_chr2_29541171__HDAC2_chr6_114267214	602
ALK_chr2_29541171__HDAC6_chrX_48661089	558
ALK_chr2_29541171__HDAC6_chrX_48674389	537
ALK_chr2_29541171__HSP90AA1_chr14_102551760	1056
ALK_chr2_29541171__HSP90AA1_chr14_102552141	364
ALK_chr2_29541171__IGF1R_chr15_99192824	761
ALK_chr2_29541171__IGF1R_chr15_99434807	866
ALK_chr2_29541171__JAK2_chr9_5021970	610
ALK_chr2_29541171__KIT_chr4_55524164	486
ALK_chr2_29541171__KIT_chr4_55524176	654
ALK_chr2_29541171__KIT_chr4_55524229	489
ALK_chr2_29541171__MAP2K1_chr15_66679721	610
ALK_chr2_29541171__MAP2K1_chr15_66679728	516
ALK_chr2_29541171__MAP2K1_chr15_66679756	819
ALK_chr2_29541171__MET_chr7_116339123	667
ALK_chr2_29541171__MET_chr7_116340207	471
ALK_chr2_29541171__NonTargetingControlGuideForHuman0352	685
ALK_chr2_29541171__PARP1_chr1_226578249	433
ALK_chr2_29541171__PARP1_chr1_226595581	706
ALK_chr2_29541171__PDGFRA_chr4_55124932	444
ALK_chr2_29541171__PDGFRA_chr4_55124963	529
ALK_chr2_29541171__PIK3CA_chr3_178919167	567
ALK_chr2_29541171__PRKDC_chr8_48686398	726
ALK_chr2_29541171__ROR1_chr1_64240143	981
ALK_chr2_29541171__RPS6KB1_chr17_57987949	675
ALK_chr2_29541171__RRM2_chr2_10262940	616
ALK_chr2_29541171__RRM2_chr2_10262957	688
ALK_chr2_29541171__SMO_chr7_128828974	304
ALK_chr2_29541171__SMO_chr7_128845117	1077
ALK_chr2_29541171__SRC_chr20_36014563	689
ALK_chr2_29541171__SRC_chr20_36022600	510
ALK_chr2_29541171__TOP1_chr20_39657693	248
ALK_chr2_29541171__TOP1_chr20_39690055	1007
ALK_chr2_29541171__TOP1_chr20_39690109	677
ALK_chr2_29541171__TYMS_chr18_657730	700
ALK_chr2_29541171__TYMS_chr18_659665	850
ALK_chr2_29541171__VEGFA_chr6_43742077	303
ALK_chr2_29541171__WEE1_chr11_9595845	964
ALK_chr2_29541172__ABL1_chr9_133738356	134
ALK_chr2_29541172__ADA_chr20_43257769	858
ALK_chr2_29541172__AKT1_chr14_105239609	785
ALK_chr2_29541172__AKT1_chr14_105239686	453
ALK_chr2_29541172__ATM_chr11_108098350	656
ALK_chr2_29541172__ATM_chr11_108098390	1074
ALK_chr2_29541172__ATM_chr11_108098402	664
ALK_chr2_29541172__BCL2_chr18_60795945	548
ALK_chr2_29541172__BCL2_chr18_60985877	327
ALK_chr2_29541172__BRAF_chr7_140508787	195
ALK_chr2_29541172__BRAF_chr7_140534469	594
ALK_chr2_29541172__BRD4_chr19_15376361	1021
ALK_chr2_29541172__BRD4_chr19_15376403	655
ALK_chr2_29541172__BTK_chrX_100629565	776
ALK_chr2_29541172__CDK6_chr7_92244474	1040
ALK_chr2_29541172__CDK9_chr9_130548998	576
ALK_chr2_29541172__CDK9_chr9_130550235	873
ALK_chr2_29541172__CHEK1_chr11_125496687	302
ALK_chr2_29541172__CHEK1_chr11_125499147	845
ALK_chr2_29541172__CHEK2_chr22_29085137	553
ALK_chr2_29541172__CHEK2_chr22_29130694	544
ALK_chr2_29541172__DHFR_chr5_79950216	984
ALK_chr2_29541172__DHFR_chr5_79950217	1114
ALK_chr2_29541172__EGFR_chr7_55209986	873
ALK_chr2_29541172__EGFR_chr7_55209992	892
ALK_chr2_29541172__ERBB2_chr17_37868221	487
ALK_chr2_29541172__ERBB2_chr17_37868292	603
ALK_chr2_29541172__FGFR2_chr10_123298118	839
ALK_chr2_29541172__FGFR2_chr10_123353328	477
ALK_chr2_29541172__FGFR3_chr4_1795655	337
ALK_chr2_29541172__FGFR3_chr4_1795735	803
ALK_chr2_29541172__FGFR3_chr4_1795736	1114
ALK_chr2_29541172__FLT3_chr13_28636131	857
ALK_chr2_29541172__FLT3_chr13_28674643	526
ALK_chr2_29541172__FNTA_chr8_42911471	617
ALK_chr2_29541172__FNTA_chr8_42914260	623
ALK_chr2_29541172__FNTA_chr8_42924781	298
ALK_chr2_29541172__HDAC1_chr1_32757816	576
ALK_chr2_29541172__HDAC1_chr1_32792637	456
ALK_chr2_29541172__HDAC2_chr6_114266539	418
ALK_chr2_29541172__HDAC2_chr6_114267214	727
ALK_chr2_29541172__HDAC2_chr6_114292056	724
ALK_chr2_29541172__HDAC6_chrX_48661089	544
ALK_chr2_29541172__HDAC6_chrX_48674389	695
ALK_chr2_29541172__HSP90AA1_chr14_102552141	346
ALK_chr2_29541172__HSP90AA1_chr14_102605736	570
ALK_chr2_29541172__IGF1R_chr15_99434664	603
ALK_chr2_29541172__IGF1R_chr15_99434807	1005
ALK_chr2_29541172__JAK2_chr9_5050721	1114
ALK_chr2_29541172__JAK2_chr9_5050816	440
ALK_chr2_29541172__KIT_chr4_55524164	788
ALK_chr2_29541172__KIT_chr4_55524176	370
ALK_chr2_29541172__KIT_chr4_55524229	468
ALK_chr2_29541172__MAP2K1_chr15_66679728	823
ALK_chr2_29541172__MET_chr7_116340207	538
ALK_chr2_29541172__MTOR_chr1_11317010	288
ALK_chr2_29541172__NonTargetingControlGuideForHuman0362	1013
ALK_chr2_29541172__NonTargetingControlGuideForHuman0412	982
ALK_chr2_29541172__PARP1_chr1_226578249	829
ALK_chr2_29541172__PARP1_chr1_226578301	119
ALK_chr2_29541172__PDGFRA_chr4_55124932	263
ALK_chr2_29541172__PIK3CA_chr3_178916614	653
ALK_chr2_29541172__PIK3CA_chr3_178919167	648
ALK_chr2_29541172__PRKDC_chr8_48686398	742
ALK_chr2_29541172__ROR1_chr1_64240072	673
ALK_chr2_29541172__RPS6KB1_chr17_57970538	393
ALK_chr2_29541172__RPS6KB1_chr17_57987922	662
ALK_chr2_29541172__RPS6KB1_chr17_57987949	1056
ALK_chr2_29541172__SRC_chr20_36022600	876
ALK_chr2_29541172__TOP1_chr20_39657693	825
ALK_chr2_29541172__TOP1_chr20_39690055	1099
ALK_chr2_29541172__TOP1_chr20_39690109	529
ALK_chr2_29541172__TYMS_chr18_659665	171
ALK_chr2_29541172__VEGFA_chr6_43738425	555
ALK_chr2_29541172__VEGFA_chr6_43742108	245
ALK_chr2_29541172__WEE1_chr11_9595845	1028
ALK_chr2_30143522__ABL1_chr9_133738356	342
ALK_chr2_30143522__ADA_chr20_43280245	583
ALK_chr2_30143522__ATM_chr11_108098350	475
ALK_chr2_30143522__ATM_chr11_108098390	722
ALK_chr2_30143522__ATM_chr11_108098402	587
ALK_chr2_30143522__BCL2_chr18_60795945	603
ALK_chr2_30143522__BCL2_chr18_60795960	755
ALK_chr2_30143522__BRAF_chr7_140508787	276
ALK_chr2_30143522__BRAF_chr7_140534469	652
ALK_chr2_30143522__BRAF_chr7_140624501	605
ALK_chr2_30143522__BRD4_chr19_15376403	1012
ALK_chr2_30143522__BRD4_chr19_15383894	812
ALK_chr2_30143522__BTK_chrX_100626613	527
ALK_chr2_30143522__BTK_chrX_100645534	883
ALK_chr2_30143522__CDK6_chr7_92244474	567
ALK_chr2_30143522__CDK6_chr7_92252365	372
ALK_chr2_30143522__CDK6_chr7_92462628	701
ALK_chr2_30143522__CDK9_chr9_130550235	827
ALK_chr2_30143522__DHFR_chr5_79949819	607
ALK_chr2_30143522__DHFR_chr5_79950216	753
ALK_chr2_30143522__EGFR_chr7_55086962	545
ALK_chr2_30143522__EGFR_chr7_55209992	503
ALK_chr2_30143522__ERBB2_chr17_37855800	212
ALK_chr2_30143522__ERBB2_chr17_37868292	774
ALK_chr2_30143522__FGFR3_chr4_1795735	816
ALK_chr2_30143522__FGFR3_chr4_1795736	638
ALK_chr2_30143522__FLT3_chr13_28636172	488
ALK_chr2_30143522__FLT3_chr13_28674643	766
ALK_chr2_30143522__HDAC1_chr1_32757816	477
ALK_chr2_30143522__HDAC1_chr1_32792637	258
ALK_chr2_30143522__HDAC2_chr6_114267214	1028
ALK_chr2_30143522__HDAC2_chr6_114292056	310
ALK_chr2_30143522__HDAC6_chrX_48661385	1078
ALK_chr2_30143522__HSP90AA1_chr14_102605736	1120
ALK_chr2_30143522__IGF1R_chr15_99192824	486
ALK_chr2_30143522__JAK2_chr9_5021970	716
ALK_chr2_30143522__JAK2_chr9_5050721	870
ALK_chr2_30143522__JAK2_chr9_5050816	377
ALK_chr2_30143522__KIT_chr4_55524176	585
ALK_chr2_30143522__MAP2K1_chr15_66679721	582
ALK_chr2_30143522__MAP2K1_chr15_66679728	368
ALK_chr2_30143522__MAP2K1_chr15_66679756	449
ALK_chr2_30143522__MET_chr7_116339123	526
ALK_chr2_30143522__MET_chr7_116340188	410
ALK_chr2_30143522__MTOR_chr1_11317149	667
ALK_chr2_30143522__MTOR_chr1_11319459	668
ALK_chr2_30143522__NonTargetingControlGuideForHuman0362	976
ALK_chr2_30143522__NonTargetingControlGuideForHuman0412	702
ALK_chr2_30143522__PARP1_chr1_226578249	258
ALK_chr2_30143522__PARP1_chr1_226578301	405
ALK_chr2_30143522__PDGFRA_chr4_55124932	773
ALK_chr2_30143522__PIK3CA_chr3_178916614	896
ALK_chr2_30143522__PRKDC_chr8_48686398	698
ALK_chr2_30143522__ROR1_chr1_64240089	510
ALK_chr2_30143522__ROR1_chr1_64240143	1388
ALK_chr2_30143522__RPS6KB1_chr17_57987922	375
ALK_chr2_30143522__RRM2_chr2_10262728	869
ALK_chr2_30143522__RRM2_chr2_10262940	853
ALK_chr2_30143522__RRM2_chr2_10262957	766
ALK_chr2_30143522__SMO_chr7_128828974	1429
ALK_chr2_30143522__SMO_chr7_128845081	556
ALK_chr2_30143522__SRC_chr20_36014563	813
ALK_chr2_30143522__TOP1_chr20_39657693	732
ALK_chr2_30143522__TOP1_chr20_39690055	1107
ALK_chr2_30143522__TOP1_chr20_39690109	936
ALK_chr2_30143522__TYMS_chr18_657730	559
ALK_chr2_30143522__TYMS_chr18_659656	757
ALK_chr2_30143522__TYMS_chr18_659665	802
ALK_chr2_30143522__VEGFA_chr6_43738425	531
ALK_chr2_30143522__VEGFA_chr6_43742108	488
ALK_chr2_30143522__WEE1_chr11_9595845	666
ATM_chr11_108098350__ADA_chr20_43257769	523
ATM_chr11_108098350__ADA_chr20_43280245	523
ATM_chr11_108098350__AKT1_chr14_105239609	364
ATM_chr11_108098350__BCL2_chr18_60795960	401
ATM_chr11_108098350__BCL2_chr18_60985877	178
ATM_chr11_108098350__BRAF_chr7_140534469	669
ATM_chr11_108098350__BRAF_chr7_140624501	399
ATM_chr11_108098350__BRD4_chr19_15376361	298
ATM_chr11_108098350__BRD4_chr19_15376403	516
ATM_chr11_108098350__BTK_chrX_100626613	389
ATM_chr11_108098350__CDK4_chr12_58143253	770
ATM_chr11_108098350__CDK4_chr12_58144705	939
ATM_chr11_108098350__CDK4_chr12_58145497	649
ATM_chr11_108098350__CDK6_chr7_92244474	563
ATM_chr11_108098350__CDK6_chr7_92252365	969
ATM_chr11_108098350__CDK9_chr9_130548409	395
ATM_chr11_108098350__CHEK1_chr11_125496644	126
ATM_chr11_108098350__CHEK1_chr11_125496687	572
ATM_chr11_108098350__CHEK1_chr11_125499147	442
ATM_chr11_108098350__CHEK2_chr22_29085137	855
ATM_chr11_108098350__DHFR_chr5_79949819	219
ATM_chr11_108098350__ERBB2_chr17_37855800	514
ATM_chr11_108098350__ERBB2_chr17_37868221	805
ATM_chr11_108098350__ERBB2_chr17_37868292	250
ATM_chr11_108098350__FGFR2_chr10_123298118	408
ATM_chr11_108098350__FGFR2_chr10_123298215	242
ATM_chr11_108098350__FGFR3_chr4_1795655	332
ATM_chr11_108098350__FGFR3_chr4_1795735	431
ATM_chr11_108098350__FLT3_chr13_28636172	630
ATM_chr11_108098350__FLT3_chr13_28674643	353
ATM_chr11_108098350__FNTA_chr8_42911471	533
ATM_chr11_108098350__HDAC1_chr1_32757816	359
ATM_chr11_108098350__HDAC2_chr6_114266539	441
ATM_chr11_108098350__HDAC6_chrX_48661089	672
ATM_chr11_108098350__HDAC6_chrX_48661385	664
ATM_chr11_108098350__HDAC6_chrX_48674389	287
ATM_chr11_108098350__HSP90AA1_chr14_102551760	490
ATM_chr11_108098350__IGF1R_chr15_99434664	434
ATM_chr11_108098350__IGF1R_chr15_99434807	856
ATM_chr11_108098350__KIT_chr4_55524164	227
ATM_chr11_108098350__KIT_chr4_55524176	500
ATM_chr11_108098350__KIT_chr4_55524229	887
ATM_chr11_108098350__MAP2K1_chr15_66679728	765
ATM_chr11_108098350__MAP2K1_chr15_66679756	1126
ATM_chr11_108098350__MET_chr7_116340188	507
ATM_chr11_108098350__MET_chr7_116340207	565
ATM_chr11_108098350__MTOR_chr1_11319459	920
ATM_chr11_108098350__NonTargetingControlGuideForHuman0352	846
ATM_chr11_108098350__PDGFRA_chr4_55129914	270
ATM_chr11_108098350__PIK3CA_chr3_178916614	699
ATM_chr11_108098350__PIK3CA_chr3_178919070	127
ATM_chr11_108098350__PIK3CA_chr3_178919167	514
ATM_chr11_108098350__PRKDC_chr8_48686398	477
ATM_chr11_108098350__PRKDC_chr8_48686781	792
ATM_chr11_108098350__ROR1_chr1_64240072	575
ATM_chr11_108098350__ROR1_chr1_64240143	847
ATM_chr11_108098350__RPS6KB1_chr17_57987949	223
ATM_chr11_108098350__RRM2_chr2_10262728	402
ATM_chr11_108098350__RRM2_chr2_10262940	728
ATM_chr11_108098350__RRM2_chr2_10262957	366
ATM_chr11_108098350__SMO_chr7_128828974	727
ATM_chr11_108098350__SMO_chr7_128845081	277
ATM_chr11_108098350__SMO_chr7_128845117	648
ATM_chr11_108098350__SRC_chr20_36022600	652
ATM_chr11_108098350__VEGFA_chr6_43738425	264
ATM_chr11_108098350__VEGFA_chr6_43742108	608
ATM_chr11_108098390__ADA_chr20_43257696	357
ATM_chr11_108098390__ADA_chr20_43257769	588
ATM_chr11_108098390__ADA_chr20_43280245	572
ATM_chr11_108098390__AKT1_chr14_105239609	400
ATM_chr11_108098390__BCL2_chr18_60795945	806
ATM_chr11_108098390__BCL2_chr18_60795960	985
ATM_chr11_108098390__BCL2_chr18_60985877	594
ATM_chr11_108098390__BRAF_chr7_140534469	817
ATM_chr11_108098390__BRD4_chr19_15376403	733
ATM_chr11_108098390__BRD4_chr19_15383894	643
ATM_chr11_108098390__BTK_chrX_100629565	858
ATM_chr11_108098390__CDK4_chr12_58145497	932
ATM_chr11_108098390__CDK6_chr7_92244474	364
ATM_chr11_108098390__CDK6_chr7_92462628	577
ATM_chr11_108098390__CHEK2_chr22_29090029	442
ATM_chr11_108098390__DHFR_chr5_79949819	390
ATM_chr11_108098390__ERBB2_chr17_37855800	346
ATM_chr11_108098390__ERBB2_chr17_37868292	616
ATM_chr11_108098390__FGFR2_chr10_123298118	541
ATM_chr11_108098390__FGFR3_chr4_1795655	528
ATM_chr11_108098390__FGFR3_chr4_1795735	1125
ATM_chr11_108098390__FGFR3_chr4_1795736	468
ATM_chr11_108098390__FLT3_chr13_28636131	606
ATM_chr11_108098390__FLT3_chr13_28636172	552
ATM_chr11_108098390__FLT3_chr13_28674643	652
ATM_chr11_108098390__HDAC1_chr1_32792601	661
ATM_chr11_108098390__HDAC2_chr6_114267214	777
ATM_chr11_108098390__HDAC2_chr6_114292056	388
ATM_chr11_108098390__HDAC6_chrX_48661089	797
ATM_chr11_108098390__HDAC6_chrX_48674389	313
ATM_chr11_108098390__HSP90AA1_chr14_102551760	560
ATM_chr11_108098390__HSP90AA1_chr14_102605736	1031
ATM_chr11_108098390__JAK2_chr9_5021970	772
ATM_chr11_108098390__KIT_chr4_55524176	541
ATM_chr11_108098390__KIT_chr4_55524229	1110
ATM_chr11_108098390__MAP2K1_chr15_66679721	751
ATM_chr11_108098390__MAP2K1_chr15_66679728	417
ATM_chr11_108098390__MET_chr7_116339123	1066
ATM_chr11_108098390__MTOR_chr1_11317010	1119
ATM_chr11_108098390__MTOR_chr1_11317149	426
ATM_chr11_108098390__NonTargetingControlGuideForHuman0362	579
ATM_chr11_108098390__NonTargetingControlGuideForHuman0412	213
ATM_chr11_108098390__PARP1_chr1_226578249	367
ATM_chr11_108098390__PARP1_chr1_226578301	160
ATM_chr11_108098390__PARP1_chr1_226595581	416
ATM_chr11_108098390__PDGFRA_chr4_55124932	397
ATM_chr11_108098390__PDGFRA_chr4_55129914	534
ATM_chr11_108098390__PRKDC_chr8_48686781	945
ATM_chr11_108098390__PRKDC_chr8_48872683	860
ATM_chr11_108098390__ROR1_chr1_64240072	697
ATM_chr11_108098390__ROR1_chr1_64240089	441
ATM_chr11_108098390__RRM2_chr2_10262728	559
ATM_chr11_108098390__SMO_chr7_128828974	417
ATM_chr11_108098390__SMO_chr7_128845117	261
ATM_chr11_108098390__SRC_chr20_36022600	1080
ATM_chr11_108098390__TYMS_chr18_659665	726
ATM_chr11_108098390__WEE1_chr11_9595542	934
ATM_chr11_108098390__WEE1_chr11_9595845	553
ATM_chr11_108098402__ABL1_chr9_133589790	280
ATM_chr11_108098402__ABL1_chr9_133738283	210
ATM_chr11_108098402__ADA_chr20_43257769	700
ATM_chr11_108098402__ADA_chr20_43280245	888
ATM_chr11_108098402__ALK_chr2_29541171	864
ATM_chr11_108098402__BCL2_chr18_60795945	905
ATM_chr11_108098402__BRAF_chr7_140534469	641
ATM_chr11_108098402__BRD4_chr19_15383894	644
ATM_chr11_108098402__BTK_chrX_100629565	670
ATM_chr11_108098402__BTK_chrX_100645534	859
ATM_chr11_108098402__CDK4_chr12_58144705	424
ATM_chr11_108098402__CDK6_chr7_92244474	646
ATM_chr11_108098402__CDK6_chr7_92252365	628
ATM_chr11_108098402__CDK9_chr9_130548998	279
ATM_chr11_108098402__CHEK2_chr22_29090029	639
ATM_chr11_108098402__CHEK2_chr22_29130694	959
ATM_chr11_108098402__DHFR_chr5_79949819	1442
ATM_chr11_108098402__DHFR_chr5_79950217	585
ATM_chr11_108098402__EGFR_chr7_55086962	543
ATM_chr11_108098402__EGFR_chr7_55209992	1006
ATM_chr11_108098402__ERBB2_chr17_37855800	207
ATM_chr11_108098402__ERBB2_chr17_37868221	620
ATM_chr11_108098402__ERBB2_chr17_37868292	637
ATM_chr11_108098402__FGFR2_chr10_123298118	838
ATM_chr11_108098402__FGFR2_chr10_123298215	323
ATM_chr11_108098402__FGFR3_chr4_1795735	840
ATM_chr11_108098402__FLT3_chr13_28636172	648
ATM_chr11_108098402__FNTA_chr8_42924781	563
ATM_chr11_108098402__HDAC1_chr1_32792601	563
ATM_chr11_108098402__HDAC1_chr1_32792637	247
ATM_chr11_108098402__HDAC2_chr6_114266539	395
ATM_chr11_108098402__HDAC2_chr6_114267214	580
ATM_chr11_108098402__HDAC2_chr6_114292056	1263
ATM_chr11_108098402__HDAC6_chrX_48674389	1089
ATM_chr11_108098402__HSP90AA1_chr14_102552141	896
ATM_chr11_108098402__HSP90AA1_chr14_102605736	536
ATM_chr11_108098402__IGF1R_chr15_99434664	434
ATM_chr11_108098402__IGF1R_chr15_99434807	753
ATM_chr11_108098402__JAK2_chr9_5050816	722
ATM_chr11_108098402__KIT_chr4_55524176	539
ATM_chr11_108098402__KIT_chr4_55524229	1231
ATM_chr11_108098402__MAP2K1_chr15_66679728	300
ATM_chr11_108098402__MAP2K1_chr15_66679756	1060
ATM_chr11_108098402__MET_chr7_116339123	421
ATM_chr11_108098402__MTOR_chr1_11317149	343
ATM_chr11_108098402__MTOR_chr1_11319459	490
ATM_chr11_108098402__NonTargetingControlGuideForHuman0352	1368
ATM_chr11_108098402__PARP1_chr1_226578301	404
ATM_chr11_108098402__PARP1_chr1_226595581	510
ATM_chr11_108098402__PDGFRA_chr4_55129914	447
ATM_chr11_108098402__PIK3CA_chr3_178919070	129
ATM_chr11_108098402__PIK3CA_chr3_178919167	906
ATM_chr11_108098402__PRKDC_chr8_48686398	809
ATM_chr11_108098402__ROR1_chr1_64240072	974
ATM_chr11_108098402__ROR1_chr1_64240089	339
ATM_chr11_108098402__ROR1_chr1_64240143	407
ATM_chr11_108098402__RPS6KB1_chr17_57970538	634
ATM_chr11_108098402__RPS6KB1_chr17_57987949	402
ATM_chr11_108098402__RRM2_chr2_10262728	207
ATM_chr11_108098402__RRM2_chr2_10262940	442
