construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
ADA_chr20_43257769__MAP2K1_chr15_66679721	1601	2182	1531	1582	762	3609	599	1118
ADA_chr20_43257769__MAP2K1_chr15_66679756	1583	2141	1337	1138	647	2021	657	936
ADA_chr20_43257769__MET_chr7_116339123	2094	1667	713	988	1246	1168	1318	1346
ADA_chr20_43257769__MET_chr7_116340207	391	495	419	139	395	827	649	294
ADA_chr20_43257769__MTOR_chr1_11317010	1228	1802	2148	1944	739	1610	1099	1193
ADA_chr20_43257769__MTOR_chr1_11317149	278	295	95	62	874	493	452	222
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	2021	2351	2113	1196	1614	2888	2791	1499
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	2999	3203	2245	3729	1475	2851	1190	1167
ADA_chr20_43257769__PARP1_chr1_226595581	1053	547	809	610	509	327	628	509
ADA_chr20_43257769__PDGFRA_chr4_55129914	1181	771	1007	729	1055	273	996	795
ADA_chr20_43257769__PIK3CA_chr3_178916614	622	234	909	262	663	726	1135	743
ADA_chr20_43257769__PRKDC_chr8_48686398	1533	1539	430	240	689	1282	1612	537
ADA_chr20_43257769__PRKDC_chr8_48686781	1102	1441	846	853	248	353	1232	1033
ADA_chr20_43257769__ROR1_chr1_64240072	2598	2626	584	1471	1573	2521	2286	1069
ADA_chr20_43257769__ROR1_chr1_64240143	1038	1968	985	882	958	1366	1032	508
ADA_chr20_43257769__RRM2_chr2_10262940	375	689	75	19	185	180	587	151
ADA_chr20_43257769__RRM2_chr2_10262957	1226	1413	687	737	924	657	922	930
ADA_chr20_43257769__SMO_chr7_128828974	1393	1654	1556	1275	1369	1718	950	1492
ADA_chr20_43257769__SRC_chr20_36014563	334	161	858	738	1146	144	788	671
ADA_chr20_43257769__TOP1_chr20_39657693	1882	1737	1380	1367	1542	1403	3139	1861
ADA_chr20_43257769__TOP1_chr20_39690055	1213	2027	1213	1711	492	1906	1397	908
ADA_chr20_43257769__TYMS_chr18_657730	1713	1390	1148	1088	834	1878	915	650
ADA_chr20_43257769__TYMS_chr18_659656	890	635	859	415	336	536	1048	627
ADA_chr20_43257769__VEGFA_chr6_43738425	1031	884	703	908	822	1229	916	802
ADA_chr20_43257769__VEGFA_chr6_43742077	449	311	255	456	979	451	873	610
ADA_chr20_43257769__WEE1_chr11_9595845	950	740	250	109	556	618	1199	533
ADA_chr20_43280245__ABL1_chr9_133589790	871	470	1148	1058	417	668	545	682
ADA_chr20_43280245__ABL1_chr9_133738283	1129	731	372	106	399	676	863	273
ADA_chr20_43280245__AKT1_chr14_105239609	1238	1530	1155	1335	747	1698	890	933
ADA_chr20_43280245__ALK_chr2_29541172	1285	1558	913	658	842	1126	1439	924
ADA_chr20_43280245__BCL2_chr18_60985877	1339	757	389	230	710	793	142	353
ADA_chr20_43280245__BRAF_chr7_140508787	1192	733	1389	1279	380	1047	1106	1190
ADA_chr20_43280245__BRAF_chr7_140534469	1270	1811	385	535	748	1079	722	774
ADA_chr20_43280245__BRAF_chr7_140624501	268	546	438	626	580	343	148	256
ADA_chr20_43280245__BRD4_chr19_15376361	828	750	963	777	1394	235	1127	659
ADA_chr20_43280245__BRD4_chr19_15376403	2093	1543	1768	1130	941	1162	2201	1669
ADA_chr20_43280245__BTK_chrX_100629565	1103	1002	435	740	543	995	551	520
ADA_chr20_43280245__CDK9_chr9_130548409	1454	1157	1485	1117	476	1510	958	647
ADA_chr20_43280245__CDK9_chr9_130550235	866	1309	1104	675	1031	1579	1818	421
ADA_chr20_43280245__CHEK1_chr11_125499147	1097	1214	992	867	813	617	254	851
ADA_chr20_43280245__CHEK2_chr22_29090029	2088	2765	1518	1786	1772	1898	1698	1467
ADA_chr20_43280245__CHEK2_chr22_29130694	1858	2138	663	533	599	1578	885	327
ADA_chr20_43280245__DHFR_chr5_79949819	1122	885	993	1346	1118	1087	208	976
ADA_chr20_43280245__DHFR_chr5_79950216	285	50	278	447	1101	182	523	715
ADA_chr20_43280245__DHFR_chr5_79950217	586	761	824	455	614	1322	670	431
ADA_chr20_43280245__EGFR_chr7_55209986	647	362	1479	1343	310	266	571	728
ADA_chr20_43280245__FGFR3_chr4_1795655	76	1	352	1026	418	0	480	295
ADA_chr20_43280245__FGFR3_chr4_1795736	440	367	307	166	298	63	799	621
ADA_chr20_43280245__FLT3_chr13_28636131	785	804	946	571	1334	620	199	714
ADA_chr20_43280245__FLT3_chr13_28636172	1277	1860	1265	1564	1572	2059	1837	708
ADA_chr20_43280245__FNTA_chr8_42911471	1283	923	1333	1266	1663	1169	1059	724
ADA_chr20_43280245__FNTA_chr8_42924781	586	1103	234	987	852	593	385	363
ADA_chr20_43280245__HDAC1_chr1_32757816	334	377	290	414	642	667	402	202
ADA_chr20_43280245__HDAC1_chr1_32792637	538	702	242	59	264	999	909	415
ADA_chr20_43280245__HDAC2_chr6_114266539	1128	1137	456	343	273	613	1132	615
ADA_chr20_43280245__HDAC2_chr6_114267214	1414	1447	1417	1224	816	1775	1294	1107
ADA_chr20_43280245__HDAC2_chr6_114292056	448	411	1409	1702	536	458	918	697
ADA_chr20_43280245__HDAC6_chrX_48661385	1720	1514	1409	1184	1281	1138	1824	1158
ADA_chr20_43280245__HSP90AA1_chr14_102605736	402	99	263	188	298	91	105	87
ADA_chr20_43280245__IGF1R_chr15_99434664	619	841	416	506	981	889	553	492
ADA_chr20_43280245__IGF1R_chr15_99434807	1372	1244	804	376	685	1421	966	1045
ADA_chr20_43280245__JAK2_chr9_5050721	1194	780	2127	2318	1142	654	2155	1528
ADA_chr20_43280245__JAK2_chr9_5050816	835	833	276	302	411	475	1229	350
ADA_chr20_43280245__KIT_chr4_55524164	1056	1973	502	999	930	1944	1168	777
ADA_chr20_43280245__KIT_chr4_55524229	1217	1344	993	1010	1303	1214	1600	1015
ADA_chr20_43280245__MAP2K1_chr15_66679728	942	545	919	1038	412	362	197	872
ADA_chr20_43280245__MAP2K1_chr15_66679756	1305	1257	1868	2342	815	836	1423	895
ADA_chr20_43280245__MET_chr7_116340207	754	954	861	1150	361	721	596	642
ADA_chr20_43280245__MTOR_chr1_11317010	1249	715	1992	2072	1259	458	867	1285
ADA_chr20_43280245__MTOR_chr1_11319459	1024	1040	1196	2447	828	1069	1662	609
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	2089	3050	2139	1725	1577	2789	1675	1455
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	1780	1684	2017	2239	739	1454	1103	759
ADA_chr20_43280245__PARP1_chr1_226578249	544	651	484	385	402	520	826	414
ADA_chr20_43280245__PARP1_chr1_226578301	485	369	179	118	191	705	835	363
ADA_chr20_43280245__PDGFRA_chr4_55124963	571	659	1219	2234	189	572	715	845
ADA_chr20_43280245__PIK3CA_chr3_178916614	374	940	1560	2150	597	687	606	1845
ADA_chr20_43280245__PIK3CA_chr3_178919167	1042	1148	817	465	400	811	1470	374
ADA_chr20_43280245__PRKDC_chr8_48686398	146	53	315	63	799	4	394	461
ADA_chr20_43280245__ROR1_chr1_64240072	2177	2095	1175	1836	712	2425	344	1146
ADA_chr20_43280245__RPS6KB1_chr17_57987949	2046	1914	448	237	1179	2378	1006	607
ADA_chr20_43280245__RRM2_chr2_10262940	751	791	528	359	272	729	811	503
ADA_chr20_43280245__SMO_chr7_128828974	1276	1982	882	1742	756	1764	773	532
ADA_chr20_43280245__SMO_chr7_128845081	761	841	337	708	144	535	290	165
ADA_chr20_43280245__TOP1_chr20_39657693	1345	1410	579	619	1081	1058	453	297
ADA_chr20_43280245__TOP1_chr20_39690055	2996	4573	1467	1962	1182	4787	765	956
ADA_chr20_43280245__TOP1_chr20_39690109	445	889	1129	702	1396	332	1178	702
ADA_chr20_43280245__TYMS_chr18_659656	1414	1332	327	419	912	1270	1200	1060
AKT1_chr14_105239609__ABL1_chr9_133589790	1599	920	1140	1195	2678	956	1294	1064
AKT1_chr14_105239609__ABL1_chr9_133738283	1059	1239	1143	1103	416	1292	679	408
AKT1_chr14_105239609__ADA_chr20_43257769	1661	1317	1352	865	461	933	1235	848
AKT1_chr14_105239609__ALK_chr2_29541171	1025	726	375	432	310	1220	961	375
AKT1_chr14_105239609__ALK_chr2_30143522	1341	1115	1651	1188	535	949	1345	881
AKT1_chr14_105239609__ATM_chr11_108098402	1429	725	1162	772	469	586	669	649
AKT1_chr14_105239609__BCL2_chr18_60795960	667	693	138	74	482	1437	888	213
AKT1_chr14_105239609__BRAF_chr7_140534469	789	926	597	189	723	858	1501	807
AKT1_chr14_105239609__BRAF_chr7_140624501	472	971	704	807	134	1331	491	303
AKT1_chr14_105239609__BRD4_chr19_15383894	474	438	213	642	502	443	340	316
AKT1_chr14_105239609__BTK_chrX_100626613	1797	2442	1666	1329	2419	2629	2037	1340
AKT1_chr14_105239609__BTK_chrX_100645534	575	699	761	809	309	587	757	458
AKT1_chr14_105239609__CDK4_chr12_58143253	1512	2694	1708	1202	1551	1961	2055	1482
AKT1_chr14_105239609__CDK4_chr12_58144705	1250	1573	1728	1916	780	1036	1758	986
AKT1_chr14_105239609__CDK4_chr12_58145497	1469	2343	1363	630	1239	1496	1808	1105
AKT1_chr14_105239609__CDK6_chr7_92252365	170	392	203	23	524	456	754	311
AKT1_chr14_105239609__CDK6_chr7_92462628	1116	1821	1245	717	1341	1791	1728	879
AKT1_chr14_105239609__CDK9_chr9_130548998	2345	2218	867	442	1002	2135	1843	707
AKT1_chr14_105239609__CHEK1_chr11_125499147	1298	1736	657	630	1182	2252	1540	343
AKT1_chr14_105239609__CHEK2_chr22_29085137	1684	2137	2339	2212	795	1385	906	1047
AKT1_chr14_105239609__DHFR_chr5_79950216	921	955	1009	1191	344	816	666	631
AKT1_chr14_105239609__EGFR_chr7_55086962	602	564	710	778	760	393	943	630
AKT1_chr14_105239609__ERBB2_chr17_37855800	618	799	1958	1427	110	700	1005	1308
AKT1_chr14_105239609__FGFR2_chr10_123298215	234	798	461	679	160	1442	686	283
AKT1_chr14_105239609__FGFR3_chr4_1795655	450	354	70	119	928	359	921	527
AKT1_chr14_105239609__FGFR3_chr4_1795735	598	713	1911	2163	909	549	955	1168
AKT1_chr14_105239609__FLT3_chr13_28636131	832	759	620	506	1065	382	1547	532
AKT1_chr14_105239609__FLT3_chr13_28636172	1601	1085	645	343	512	1182	694	515
AKT1_chr14_105239609__FNTA_chr8_42911471	630	757	762	747	521	845	1470	433
AKT1_chr14_105239609__FNTA_chr8_42914260	988	2411	1053	778	636	1955	2182	930
AKT1_chr14_105239609__FNTA_chr8_42924781	1179	1198	781	840	231	656	1824	920
AKT1_chr14_105239609__HDAC1_chr1_32757816	1051	765	776	2018	453	593	1983	511
AKT1_chr14_105239609__HDAC1_chr1_32792601	1072	653	920	1067	1086	552	1981	790
AKT1_chr14_105239609__HDAC1_chr1_32792637	679	668	372	578	393	309	972	488
AKT1_chr14_105239609__HDAC2_chr6_114267214	1519	1789	2024	2597	1333	1456	1922	1525
AKT1_chr14_105239609__HDAC2_chr6_114292056	622	512	834	460	646	145	90	839
AKT1_chr14_105239609__HDAC6_chrX_48661089	448	160	1210	1213	165	383	428	655
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	1536	2516	959	902	968	1813	1235	1256
AKT1_chr14_105239609__IGF1R_chr15_99434664	1564	1679	1392	1304	945	1041	296	1490
AKT1_chr14_105239609__JAK2_chr9_5021970	1259	1796	1118	529	1596	838	1656	948
AKT1_chr14_105239609__JAK2_chr9_5050721	2448	3101	1460	1887	1602	1884	989	1405
AKT1_chr14_105239609__JAK2_chr9_5050816	282	189	229	159	124	275	852	173
AKT1_chr14_105239609__MAP2K1_chr15_66679721	1439	2435	681	117	615	1780	1997	808
AKT1_chr14_105239609__MAP2K1_chr15_66679728	859	1498	458	650	463	1029	975	730
AKT1_chr14_105239609__MAP2K1_chr15_66679756	1053	2130	1522	2087	885	1885	1275	914
AKT1_chr14_105239609__MET_chr7_116339123	708	1013	605	691	209	677	244	508
AKT1_chr14_105239609__MTOR_chr1_11319459	688	1033	1779	1469	1206	437	910	773
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	2365	2360	2725	3100	1998	1590	2364	1668
AKT1_chr14_105239609__PARP1_chr1_226578301	183	378	520	470	336	332	596	337
AKT1_chr14_105239609__PDGFRA_chr4_55124932	1376	1149	978	2080	875	1173	1088	679
AKT1_chr14_105239609__PIK3CA_chr3_178916614	584	465	788	988	433	317	983	715
AKT1_chr14_105239609__PIK3CA_chr3_178919070	402	279	311	31	372	245	175	246
AKT1_chr14_105239609__PIK3CA_chr3_178919167	901	933	396	295	714	652	429	469
AKT1_chr14_105239609__PRKDC_chr8_48686398	794	621	288	258	1045	316	1215	797
AKT1_chr14_105239609__PRKDC_chr8_48872683	1447	1199	1198	987	1470	536	2066	1229
AKT1_chr14_105239609__ROR1_chr1_64240072	1150	1687	762	622	883	1341	1736	1356
AKT1_chr14_105239609__ROR1_chr1_64240089	401	306	493	733	407	69	728	238
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	463	124	294	444	239	31	396	142
AKT1_chr14_105239609__RPS6KB1_chr17_57987949	359	395	201	127	445	417	401	346
AKT1_chr14_105239609__RRM2_chr2_10262940	274	268	664	727	622	409	2916	538
AKT1_chr14_105239609__SMO_chr7_128845117	2483	1092	1278	769	1194	1083	446	1109
AKT1_chr14_105239609__SRC_chr20_36012562	970	1083	657	472	817	1156	425	388
AKT1_chr14_105239609__SRC_chr20_36014563	536	473	127	103	73	200	426	259
AKT1_chr14_105239609__TOP1_chr20_39690055	593	915	1180	1330	1205	1221	1371	534
AKT1_chr14_105239609__TYMS_chr18_657730	2693	3009	1931	1750	1320	2750	1424	1834
AKT1_chr14_105239609__TYMS_chr18_659656	679	791	2282	1219	1551	572	1113	1498
AKT1_chr14_105239609__WEE1_chr11_9595845	585	220	416	19	1183	237	1072	313
AKT1_chr14_105239686__ABL1_chr9_133589790	583	200	389	201	429	227	970	479
AKT1_chr14_105239686__ABL1_chr9_133738283	592	737	1007	646	680	815	737	793
AKT1_chr14_105239686__ADA_chr20_43257696	1679	2379	2955	4099	1451	1950	2011	1230
AKT1_chr14_105239686__ADA_chr20_43257769	899	950	410	620	956	855	1828	486
AKT1_chr14_105239686__ADA_chr20_43280245	534	489	85	29	342	358	736	207
AKT1_chr14_105239686__ALK_chr2_30143522	324	588	215	136	377	679	971	194
AKT1_chr14_105239686__ATM_chr11_108098350	1448	1743	1563	1184	1149	1706	1203	1174
AKT1_chr14_105239686__ATM_chr11_108098390	989	1974	1318	2024	433	1783	418	1129
AKT1_chr14_105239686__ATM_chr11_108098402	358	251	509	318	429	304	713	351
AKT1_chr14_105239686__BCL2_chr18_60795945	748	511	1053	1043	639	365	1754	956
AKT1_chr14_105239686__BRAF_chr7_140508787	1166	1504	672	574	688	1153	312	882
AKT1_chr14_105239686__BRAF_chr7_140534469	228	615	611	857	0	198	771	411
AKT1_chr14_105239686__BRD4_chr19_15376361	1300	1273	711	1330	627	814	879	284
AKT1_chr14_105239686__BRD4_chr19_15376403	1391	1844	1326	1179	507	1992	574	1122
AKT1_chr14_105239686__BRD4_chr19_15383894	778	748	693	410	677	917	1214	719
AKT1_chr14_105239686__BTK_chrX_100626613	1248	1451	1449	1482	621	968	1607	1252
AKT1_chr14_105239686__BTK_chrX_100629565	1163	1432	1441	1598	927	1545	1248	1195
AKT1_chr14_105239686__BTK_chrX_100645534	310	115	641	899	1060	185	455	330
AKT1_chr14_105239686__CDK4_chr12_58144705	1844	3377	1592	964	868	3532	1658	919
AKT1_chr14_105239686__CDK4_chr12_58145497	695	707	1412	2459	192	384	870	786
AKT1_chr14_105239686__CDK6_chr7_92252365	1192	2119	1454	731	1328	1880	806	895
AKT1_chr14_105239686__CDK6_chr7_92462628	420	732	402	358	808	794	250	501
AKT1_chr14_105239686__CDK9_chr9_130548998	2322	2770	1650	1796	1720	3087	2012	1418
AKT1_chr14_105239686__CDK9_chr9_130550235	1046	1140	307	347	716	1033	715	497
AKT1_chr14_105239686__CHEK1_chr11_125496687	1840	2005	880	669	624	1932	963	881
AKT1_chr14_105239686__CHEK1_chr11_125499147	913	1057	1741	1320	1086	367	905	1054
AKT1_chr14_105239686__DHFR_chr5_79950216	782	668	552	412	694	841	1120	775
AKT1_chr14_105239686__EGFR_chr7_55086962	1356	1106	752	233	547	1084	1113	609
AKT1_chr14_105239686__EGFR_chr7_55209986	370	591	788	1139	569	181	567	590
AKT1_chr14_105239686__EGFR_chr7_55209992	900	958	566	534	1001	610	907	568
AKT1_chr14_105239686__ERBB2_chr17_37868221	917	1439	423	206	1671	1683	1338	365
AKT1_chr14_105239686__ERBB2_chr17_37868292	991	1714	530	429	2076	1503	1125	687
AKT1_chr14_105239686__FGFR2_chr10_123298118	737	730	880	496	604	498	995	512
AKT1_chr14_105239686__FGFR2_chr10_123298215	575	834	453	393	179	93	710	375
AKT1_chr14_105239686__FGFR3_chr4_1795735	2196	2330	2758	2690	1609	1970	2950	1192
AKT1_chr14_105239686__FGFR3_chr4_1795736	480	370	178	80	435	80	295	411
AKT1_chr14_105239686__FLT3_chr13_28636172	1297	1362	2161	2931	847	1148	792	649
AKT1_chr14_105239686__FLT3_chr13_28674643	500	62	434	369	994	4	516	589
AKT1_chr14_105239686__HDAC1_chr1_32792601	1432	1471	1009	818	941	1510	646	528
AKT1_chr14_105239686__HDAC2_chr6_114266539	898	1616	1011	1796	883	1225	798	718
AKT1_chr14_105239686__HDAC2_chr6_114267214	415	275	1217	2180	302	32	388	590
AKT1_chr14_105239686__HDAC2_chr6_114292056	1933	2139	705	88	690	1438	981	618
AKT1_chr14_105239686__HDAC6_chrX_48661385	1990	1803	1706	1408	1679	1783	1753	1140
AKT1_chr14_105239686__HDAC6_chrX_48674389	788	1010	649	720	761	509	422	660
AKT1_chr14_105239686__HSP90AA1_chr14_102551760	1051	805	1508	2027	1207	526	333	561
AKT1_chr14_105239686__HSP90AA1_chr14_102605736	1256	1711	968	2612	1486	1678	1113	498
AKT1_chr14_105239686__IGF1R_chr15_99434664	216	68	422	619	718	57	0	231
AKT1_chr14_105239686__IGF1R_chr15_99434807	1261	1003	526	284	569	1220	1844	408
AKT1_chr14_105239686__JAK2_chr9_5021970	444	403	146	216	331	436	837	220
AKT1_chr14_105239686__KIT_chr4_55524164	1604	868	694	742	485	325	1725	1078
AKT1_chr14_105239686__MAP2K1_chr15_66679728	697	1075	632	293	1225	442	920	599
AKT1_chr14_105239686__MAP2K1_chr15_66679756	888	1985	1961	3131	1290	2179	1330	1040
AKT1_chr14_105239686__MET_chr7_116339123	930	490	1132	1113	282	475	292	618
AKT1_chr14_105239686__MTOR_chr1_11319459	1910	1899	527	288	876	1875	1342	396
AKT1_chr14_105239686__NonTargetingControlGuideForHuman0352	2009	1273	1920	2063	1468	1220	528	1290
AKT1_chr14_105239686__PARP1_chr1_226578301	625	666	316	297	524	375	1634	393
AKT1_chr14_105239686__PARP1_chr1_226595581	1224	1419	679	815	497	1305	1068	436
AKT1_chr14_105239686__PDGFRA_chr4_55124932	1876	1418	2439	2647	1655	1074	1479	1567
AKT1_chr14_105239686__PDGFRA_chr4_55124963	906	884	978	775	804	1133	2064	823
AKT1_chr14_105239686__PIK3CA_chr3_178916614	2239	2248	2142	1464	1212	2910	1349	1288
AKT1_chr14_105239686__PIK3CA_chr3_178919167	430	25	808	1056	1392	2	1637	546
AKT1_chr14_105239686__ROR1_chr1_64240072	1217	2739	1488	721	1386	1829	2388	607
AKT1_chr14_105239686__ROR1_chr1_64240089	698	1313	909	458	458	1014	1119	530
AKT1_chr14_105239686__ROR1_chr1_64240143	1175	955	1797	1216	691	972	1242	926
AKT1_chr14_105239686__RPS6KB1_chr17_57970538	462	750	510	442	508	562	852	382
AKT1_chr14_105239686__RPS6KB1_chr17_57987949	2093	2660	853	498	609	2528	1193	960
AKT1_chr14_105239686__SMO_chr7_128828974	1812	861	1697	1253	797	577	1626	1358
AKT1_chr14_105239686__SMO_chr7_128845081	948	1581	1311	1092	696	1790	458	675
AKT1_chr14_105239686__SMO_chr7_128845117	1862	1199	1477	2229	1017	674	1177	1019
AKT1_chr14_105239686__SRC_chr20_36012562	1349	920	1309	1204	746	1039	876	979
AKT1_chr14_105239686__SRC_chr20_36022600	1727	3182	1238	1737	885	2434	1795	1226
AKT1_chr14_105239686__TOP1_chr20_39690055	1672	1542	1761	1052	707	1292	786	879
AKT1_chr14_105239686__TYMS_chr18_657730	807	1127	888	561	522	700	4	644
AKT1_chr14_105239686__TYMS_chr18_659665	1743	1980	960	1894	1167	2050	1991	1002
AKT1_chr14_105239686__VEGFA_chr6_43742108	1429	1441	814	984	1303	712	1310	1200
AKT1_chr14_105239686__WEE1_chr11_9595462	0	0	0	0	0	0	99	0
AKT1_chr14_105239686__WEE1_chr11_9595542	1255	1068	1291	1366	800	820	898	622
AKT1_chr14_105258968__ABL1_chr9_133589790	331	154	0	2	0	284	278	63
AKT1_chr14_105258968__ADA_chr20_43280245	1242	882	636	709	166	774	1145	386
AKT1_chr14_105258968__ALK_chr2_29541171	1002	1226	1092	1377	731	460	1385	808
AKT1_chr14_105258968__ALK_chr2_29541172	574	335	908	742	263	461	407	818
AKT1_chr14_105258968__ALK_chr2_30143522	966	733	623	580	255	574	712	763
AKT1_chr14_105258968__ATM_chr11_108098350	642	1323	324	489	260	2444	375	275
AKT1_chr14_105258968__ATM_chr11_108098390	674	275	907	1930	898	534	1289	863
AKT1_chr14_105258968__ATM_chr11_108098402	660	823	1222	928	662	1276	908	655
AKT1_chr14_105258968__BCL2_chr18_60795945	923	795	498	560	522	695	1005	480
AKT1_chr14_105258968__BRAF_chr7_140534469	534	684	561	581	536	781	373	515
AKT1_chr14_105258968__BRAF_chr7_140624501	875	530	280	414	442	588	1289	700
AKT1_chr14_105258968__BRD4_chr19_15376361	1118	979	1223	836	1165	593	1734	1039
AKT1_chr14_105258968__BRD4_chr19_15383894	904	743	1294	1469	277	357	479	707
AKT1_chr14_105258968__BTK_chrX_100629565	1719	1497	2147	1942	939	1315	2534	1481
AKT1_chr14_105258968__CDK4_chr12_58145497	356	293	1206	982	459	404	884	673
AKT1_chr14_105258968__CDK6_chr7_92244474	469	528	792	507	792	429	327	470
AKT1_chr14_105258968__CDK6_chr7_92252365	658	702	623	1237	266	700	245	643
AKT1_chr14_105258968__CDK6_chr7_92462628	771	1343	70	303	50	1107	893	515
AKT1_chr14_105258968__CHEK1_chr11_125499147	681	624	809	752	1095	752	679	1161
AKT1_chr14_105258968__CHEK2_chr22_29085137	996	523	390	425	248	313	637	450
AKT1_chr14_105258968__CHEK2_chr22_29090029	664	521	929	477	348	786	706	634
AKT1_chr14_105258968__CHEK2_chr22_29130694	336	509	661	697	569	669	161	484
AKT1_chr14_105258968__EGFR_chr7_55086962	1409	1074	1096	777	818	1162	1772	1021
AKT1_chr14_105258968__EGFR_chr7_55209992	659	622	806	1163	579	846	92	260
AKT1_chr14_105258968__ERBB2_chr17_37855800	696	828	15	0	334	235	175	37
AKT1_chr14_105258968__ERBB2_chr17_37868221	920	1050	1605	2089	926	656	1147	1144
AKT1_chr14_105258968__FGFR2_chr10_123298118	1170	1016	623	666	462	344	385	475
AKT1_chr14_105258968__FGFR2_chr10_123298215	1416	2329	257	61	281	1968	205	169
AKT1_chr14_105258968__FLT3_chr13_28636131	1289	1399	202	106	595	1187	1060	354
AKT1_chr14_105258968__FLT3_chr13_28636172	1038	481	801	964	529	867	1016	714
AKT1_chr14_105258968__FNTA_chr8_42924781	1213	779	887	882	323	1167	1083	562
AKT1_chr14_105258968__HDAC1_chr1_32792637	421	379	178	77	404	215	356	138
AKT1_chr14_105258968__HDAC2_chr6_114267214	1457	1526	1587	1737	1696	875	1598	934
AKT1_chr14_105258968__HDAC2_chr6_114292056	379	377	627	742	780	412	574	797
AKT1_chr14_105258968__HDAC6_chrX_48661089	867	1397	691	921	395	2529	966	484
AKT1_chr14_105258968__HDAC6_chrX_48674389	751	897	683	295	662	839	503	397
AKT1_chr14_105258968__IGF1R_chr15_99192824	679	793	608	602	310	403	279	541
AKT1_chr14_105258968__IGF1R_chr15_99434807	1169	560	1576	1741	353	597	1135	797
AKT1_chr14_105258968__JAK2_chr9_5050816	832	911	420	442	1194	1007	1203	546
AKT1_chr14_105258968__KIT_chr4_55524176	330	241	447	367	315	135	324	151
AKT1_chr14_105258968__MAP2K1_chr15_66679721	1007	3270	222	269	172	1712	79	883
AKT1_chr14_105258968__MAP2K1_chr15_66679728	687	1078	657	744	718	1262	1070	932
AKT1_chr14_105258968__MAP2K1_chr15_66679756	1486	1652	1267	1617	1247	1066	1378	717
AKT1_chr14_105258968__MET_chr7_116340207	940	705	1852	3528	604	713	592	876
AKT1_chr14_105258968__MTOR_chr1_11317010	1597	1993	573	438	519	1442	1094	613
AKT1_chr14_105258968__MTOR_chr1_11317149	599	338	437	632	615	211	1385	502
AKT1_chr14_105258968__NonTargetingControlGuideForHuman0352	1450	2075	1998	2282	428	1885	798	875
AKT1_chr14_105258968__PARP1_chr1_226595581	953	886	890	1121	940	789	622	431
AKT1_chr14_105258968__PDGFRA_chr4_55124932	481	883	238	264	685	1279	595	575
AKT1_chr14_105258968__PDGFRA_chr4_55124963	441	525	1058	663	1132	633	1295	675
AKT1_chr14_105258968__PDGFRA_chr4_55129914	1134	436	188	512	491	598	396	305
AKT1_chr14_105258968__PIK3CA_chr3_178919070	87	78	116	106	104	53	1	91
AKT1_chr14_105258968__RPS6KB1_chr17_57970538	555	420	73	12	385	590	706	118
AKT1_chr14_105258968__RPS6KB1_chr17_57987922	1413	1505	1014	863	847	1173	1909	1171
AKT1_chr14_105258968__RRM2_chr2_10262728	993	677	642	596	367	206	681	604
AKT1_chr14_105258968__SMO_chr7_128845081	514	628	995	631	328	1194	470	542
AKT1_chr14_105258968__SRC_chr20_36012562	551	585	440	951	878	618	975	450
AKT1_chr14_105258968__SRC_chr20_36022600	1460	1436	1673	2150	1536	2195	918	1211
