construct_id	LCTBt23_S5_trimmed53_len_filtered_counts	LCTAt23_S4_trimmed53_len_filtered_counts	LPt23_S1_trimmed53_len_filtered_counts	LCAt23_S2_trimmed53_len_filtered_counts	LCBt23_S3_trimmed53_len_filtered_counts
ADA_chr20_43257696__FLT3_chr13_28674643	7	982	3	3	1
ADA_chr20_43257696__HDAC1_chr1_32792601	4	1281	1509	5	4
ADA_chr20_43257696__HDAC2_chr6_114267214	6	0	94	4	1
ADA_chr20_43257696__HSP90AA1_chr14_102551760	5	2	4	3	2
ADA_chr20_43257696__HSP90AA1_chr14_102552141	3	1	544	3	328
ADA_chr20_43257696__JAK2_chr9_5050721	4	1687	3	362	1917
ADA_chr20_43257696__JAK2_chr9_5050816	3	3	1	2	5
ADA_chr20_43257696__KDM5C_chrX_53241021	2	1	1	0	0
ADA_chr20_43257696__KDM5C_chrX_53241022	10	4	1	1	2
ADA_chr20_43257696__KDM6A_chrX_44732838	3	2	1	4	848
ADA_chr20_43257696__KDM6A_chrX_44820615	8	2	162	1	393
ADA_chr20_43257696__KIT_chr4_55524164	4330	2256	4	8	1736
ADA_chr20_43257696__KMT2D_chr12_49448161	7	1	2	4	2
ADA_chr20_43257696__KMT2D_chr12_49448168	5	1	2	3	460
ADA_chr20_43257696__KMT2D_chr12_49448468	1556	3	273	9	0
ADA_chr20_43257696__MAP2K1_chr15_66679756	53	4	186	1865	51
ADA_chr20_43257696__MAP3K1_chr5_56111382	2	1718	1	1	34
ADA_chr20_43257696__MAP3K1_chr5_56152466	5	2	1	3	1
ADA_chr20_43257696__MAP3K1_chr5_56152485	4	2	855	2	4
ADA_chr20_43257696__MET_chr7_116340188	6	5	677	1397	1945
ADA_chr20_43257696__MLH1_chr3_37035029	3	4	161	8	444
ADA_chr20_43257696__MLH1_chr3_37038179	6	3	2	1694	207
ADA_chr20_43257696__MSH6_chr2_48010356	8	1	8	1	1
ADA_chr20_43257696__MSH6_chr2_48018111	6	1	3	1	2
ADA_chr20_43257696__MTOR_chr1_11317010	11	2	0	4	4
ADA_chr20_43257696__MTOR_chr1_11319459	3	2	2	1	1
ADA_chr20_43257696__NF1_chr17_29422308	11	2707	1	218	535
ADA_chr20_43257696__NF1_chr17_29483038	3	2	732	3	3
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	6	5	1047	3	530
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	4	3006	6	4	1651
ADA_chr20_43257696__PARP1_chr1_226578249	2322	9	760	7	1680
ADA_chr20_43257696__PARP1_chr1_226578301	9	2	355	4	405
ADA_chr20_43257696__PIK3CA_chr3_178916614	9	2	111	4	2
ADA_chr20_43257696__PIK3R1_chr5_67576410	3	1149	0	6	3785
ADA_chr20_43257696__PRKDC_chr8_48686398	4	0	0	1	1
ADA_chr20_43257696__PTEN_chr10_89653786	4	1	87	1	0
ADA_chr20_43257696__PTEN_chr10_89711868	7	5	1322	2622	805
ADA_chr20_43257696__RB1_chr13_48878054	3	413	241	1	195
ADA_chr20_43257696__ROR1_chr1_64240072	3089	4	4	8	1592
ADA_chr20_43257696__ROR1_chr1_64240089	3	4217	5	4	923
ADA_chr20_43257696__ROR1_chr1_64240143	14	3	4	1016	5
ADA_chr20_43257696__RRM2_chr2_10262728	1	2	1	2	206
ADA_chr20_43257696__RUNX1_chr21_36252860	11	2	2	2	390
ADA_chr20_43257696__RUNX1_chr21_36252902	7	2	1	2	0
ADA_chr20_43257696__RUNX1_chr21_36421144	1	1	3	3	363
ADA_chr20_43257696__SETD2_chr3_47205411	7	1415	238	8	1438
ADA_chr20_43257696__SMAD4_chr18_48575673	3	1	0	0	2
ADA_chr20_43257696__SMARCA4_chr19_11095011	11	5	76	3	1927
ADA_chr20_43257696__SMARCB1_chr22_24129339	3165	356	0	8204	2
ADA_chr20_43257696__SMARCB1_chr22_24133949	11	5	212	1621	4
ADA_chr20_43257696__SMARCB1_chr22_24133993	7	3	2	1	2
ADA_chr20_43257696__SMO_chr7_128828974	5	387	0	2	454
ADA_chr20_43257696__SRC_chr20_36014563	9	0	923	2	787
ADA_chr20_43257696__TOP1_chr20_39690055	6	0	555	2	0
ADA_chr20_43257696__TP53_chr17_7577537	8	6	282	1	2
ADA_chr20_43257696__TP53_chr17_7579881	7	5	269	2	1
ADA_chr20_43257696__TYMS_chr18_657730	1058	110	2	7	755
ADA_chr20_43257696__TYMS_chr18_659665	5	3	933	2	4
ADA_chr20_43257696__VEGFA_chr6_43738425	4	1399	262	4004	1767
ADA_chr20_43257696__VEGFA_chr6_43742077	5	1368	4	7	825
ADA_chr20_43257696__VEGFA_chr6_43742108	5	0	2	2	0
ADA_chr20_43257696__VHL_chr3_10183518	5	2	216	3	671
ADA_chr20_43257696__VHL_chr3_10183773	6	1469	395	3	1414
ADA_chr20_43257696__VHL_chr3_10183791	2	1	527	5	395
ADA_chr20_43257696__WEE1_chr11_9595462	10	3	243	1	2
ADA_chr20_43257696__WEE1_chr11_9595845	6	1	35	2	220
ADA_chr20_43257769__ABL1_chr9_133738283	2743	10	309	10	2528
ADA_chr20_43257769__ABL1_chr9_133738356	15	6	750	4	1045
ADA_chr20_43257769__AKT1_chr14_105258968	11	2661	287	10	716
ADA_chr20_43257769__ALK_chr2_30143522	9	6449	2872	11	2443
ADA_chr20_43257769__APC_chr5_112102933	9	908	550	6	890
ADA_chr20_43257769__ARID1A_chr1_27022876	8	2	807	5	2
ADA_chr20_43257769__ARID1A_chr1_27056288	7	2223	2	3	472
ADA_chr20_43257769__ARID2_chr12_46205318	15	3862	831	1998	7
ADA_chr20_43257769__BCL2_chr18_60795945	3	5	256	7	508
ADA_chr20_43257769__BCL2_chr18_60795960	2458	9	251	1852	512
ADA_chr20_43257769__BRAF_chr7_140508787	11	5	2028	8	20
ADA_chr20_43257769__BRAF_chr7_140534469	11	6	542	7	2357
ADA_chr20_43257769__BRCA1_chr17_41256141	4604	523	912	2255	2405
ADA_chr20_43257769__BRCA1_chr17_41276018	12	3468	660	9	2356
ADA_chr20_43257769__BRCA2_chr13_32912006	8	3074	1430	9	990
ADA_chr20_43257769__BRCA2_chr13_32914228	4	3	1	2	222
ADA_chr20_43257769__BTK_chrX_100626613	5	1	4	4	958
ADA_chr20_43257769__BTK_chrX_100629565	3	4	1943	2	4
ADA_chr20_43257769__BTK_chrX_100645534	2	2883	789	3	2496
ADA_chr20_43257769__CASP8_chr2_202123033	10	6	1043	4	8
ADA_chr20_43257769__CASP8_chr2_202131404	9	1	326	5	1
ADA_chr20_43257769__CASP8_chr2_202134297	14	6	4	7	241
ADA_chr20_43257769__CDH1_chr16_68771300	10	5	1058	7	269
ADA_chr20_43257769__CDH1_chr16_68772250	11	5	3	2	984
ADA_chr20_43257769__CDK4_chr12_58144705	8	4	101	8	1399
ADA_chr20_43257769__CDK6_chr7_92252365	10	4	413	8	6
ADA_chr20_43257769__CDKN1B_chr12_12870777	15	1	324	6	1419
ADA_chr20_43257769__CDKN1B_chr12_12870931	11	4	0	2	1597
ADA_chr20_43257769__CDKN2A_chr9_21968726	8	281	2	4	895
ADA_chr20_43257769__CDKN2A_chr9_21971100	12	2506	279	4496	481
ADA_chr20_43257769__CHEK1_chr11_125496687	6	4	7	1118	2807
ADA_chr20_43257769__CHEK1_chr11_125499147	11	2203	1055	9	462
ADA_chr20_43257769__CHEK2_chr22_29130694	13	1785	6	2229	781
ADA_chr20_43257769__DHFR_chr5_79950216	3	3268	708	2462	1464
ADA_chr20_43257769__DHFR_chr5_79950217	17	12	326	11	911
ADA_chr20_43257769__EGFR_chr7_55209986	2269	6525	206	6	1388
ADA_chr20_43257769__EGFR_chr7_55209992	2967	5	4	8	8
ADA_chr20_43257769__ERBB2_chr17_37868221	14	280	248	106	848
ADA_chr20_43257769__FGFR2_chr10_123298118	13	8	108	2756	452
ADA_chr20_43257769__FGFR3_chr4_1795655	8	1309	431	3	6
ADA_chr20_43257769__FGFR3_chr4_1795735	6	2809	555	10	1664
ADA_chr20_43257769__FGFR3_chr4_1795736	11	1825	1200	3	851
ADA_chr20_43257769__FLT3_chr13_28636172	23	719	287	5	727
ADA_chr20_43257769__FNTA_chr8_42911471	5	6	1573	9	4138
ADA_chr20_43257769__GATA3_chr10_8097612	16	101	613	1654	1416
ADA_chr20_43257769__HDAC1_chr1_32792637	21	4	7	6	2260
ADA_chr20_43257769__HDAC2_chr6_114266539	9	4	641	308	5
ADA_chr20_43257769__HDAC2_chr6_114292056	10	3	596	1406	2102
ADA_chr20_43257769__HDAC6_chrX_48661385	12	310	757	4	108
ADA_chr20_43257769__HSP90AA1_chr14_102551760	6	2332	273	7	534
ADA_chr20_43257769__HSP90AA1_chr14_102605736	20	2530	794	11	1034
ADA_chr20_43257769__IGF1R_chr15_99434664	15	3525	398	927	2347
ADA_chr20_43257769__JAK2_chr9_5050721	7	532	328	6	3362
ADA_chr20_43257769__KDM5C_chrX_53241021	1	0	2	2	2
ADA_chr20_43257769__KIT_chr4_55524176	3720	477	4	6	338
ADA_chr20_43257769__KMT2D_chr12_49448161	5	3	28	1507	1782
ADA_chr20_43257769__KMT2D_chr12_49448168	8	6	1593	9	975
ADA_chr20_43257769__MAP2K1_chr15_66679721	278	5	148	2755	720
ADA_chr20_43257769__MAP2K1_chr15_66679756	7	2749	131	131	1353
ADA_chr20_43257769__MAP3K1_chr5_56111382	5	2	1	2	5
ADA_chr20_43257769__MAP3K1_chr5_56152466	9	6	864	2	462
ADA_chr20_43257769__MAP3K1_chr5_56152485	3604	9	4	5	655
ADA_chr20_43257769__MET_chr7_116339123	10	1981	448	5700	3647
ADA_chr20_43257769__MET_chr7_116340207	2404	3621	845	9	1048
ADA_chr20_43257769__MLH1_chr3_37035029	12	760	944	3255	11
ADA_chr20_43257769__MLH1_chr3_37038179	20	8	335	1923	1620
ADA_chr20_43257769__MLH1_chr3_37045912	3	2	301	796	2353
ADA_chr20_43257769__MSH6_chr2_48010356	9	821	405	1	223
ADA_chr20_43257769__MTOR_chr1_11317010	9	1941	1787	7	357
ADA_chr20_43257769__MTOR_chr1_11317149	6	1	94	0	5
ADA_chr20_43257769__NF1_chr17_29483038	9	2769	2	5	180
ADA_chr20_43257769__NF1_chr17_29483039	8	1778	542	8	1106
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	6	1322	10	405	652
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	11	2	216	5	1165
ADA_chr20_43257769__PARP1_chr1_226595581	4	5	365	2	347
ADA_chr20_43257769__PBRM1_chr3_52696257	5	2230	296	3	932
ADA_chr20_43257769__PDGFRA_chr4_55129914	19	60	929	2921	1073
ADA_chr20_43257769__PIK3CA_chr3_178916614	4084	5	1616	2748	2452
ADA_chr20_43257769__PIK3R1_chr5_67522521	13	3	23	3	1680
ADA_chr20_43257769__PIK3R1_chr5_67576421	12	2	677	1	360
ADA_chr20_43257769__PRKDC_chr8_48686398	9	21	2	743	687
ADA_chr20_43257769__PRKDC_chr8_48686781	145	12	103	28	155
ADA_chr20_43257769__PTEN_chr10_89653786	6	3	4	2871	9
ADA_chr20_43257769__PTEN_chr10_89685297	9	41	7	8	577
ADA_chr20_43257769__RB1_chr13_48934148	3	4	175	6	594
ADA_chr20_43257769__RB1_chr13_48936969	5	4	5	8	176
ADA_chr20_43257769__ROR1_chr1_64240072	14	9	362	4178	2839
ADA_chr20_43257769__ROR1_chr1_64240143	10	2679	795	6	190
ADA_chr20_43257769__RRM2_chr2_10262940	10	647	600	1773	1727
ADA_chr20_43257769__RRM2_chr2_10262957	1813	2613	412	501	2600
ADA_chr20_43257769__RUNX1_chr21_36252902	14	1996	1325	2929	872
ADA_chr20_43257769__RUNX1_chr21_36421144	7	6	430	5	1249
ADA_chr20_43257769__SETD2_chr3_47142972	9	2850	128	4844	13
ADA_chr20_43257769__SETD2_chr3_47205411	8	669	1242	10	39
ADA_chr20_43257769__SMAD4_chr18_48573460	3	5	245	4	1567
ADA_chr20_43257769__SMAD4_chr18_48575673	2	31	477	3	555
ADA_chr20_43257769__SMAD4_chr18_48586241	1246	5	763	5	581
ADA_chr20_43257769__SMARCA4_chr19_11095011	7	9	546	3	1604
ADA_chr20_43257769__SMARCB1_chr22_24133949	15	9	258	4123	1100
ADA_chr20_43257769__SMO_chr7_128828974	10	2	975	5	1643
ADA_chr20_43257769__SRC_chr20_36014563	9	11	1259	1874	876
ADA_chr20_43257769__TOP1_chr20_39657693	3	12	5	9	585
ADA_chr20_43257769__TOP1_chr20_39690055	5	3	306	3	329
ADA_chr20_43257769__TP53_chr17_7578373	4060	5	93	3	7
ADA_chr20_43257769__TSC1_chr9_135796748	14	6	1063	1145	2972
ADA_chr20_43257769__TSC1_chr9_135804256	1	2	137	34	297
ADA_chr20_43257769__TYMS_chr18_657730	3213	2972	446	2932	3595
ADA_chr20_43257769__TYMS_chr18_659656	3	4210	126	895	1422
ADA_chr20_43257769__VEGFA_chr6_43738425	8	3	1455	11	222
ADA_chr20_43257769__VEGFA_chr6_43742077	10	13	5	5	1047
ADA_chr20_43257769__WEE1_chr11_9595845	8	4277	181	257	413
ADA_chr20_43280245__ABL1_chr9_133589790	9	1896	400	2	257
ADA_chr20_43280245__ABL1_chr9_133738283	11	3	7	1	438
ADA_chr20_43280245__AKT1_chr14_105239609	2716	5	580	1891	1182
ADA_chr20_43280245__ALK_chr2_29541172	4700	7	324	2905	278
ADA_chr20_43280245__APC_chr5_112043408	5614	257	1658	15	134
ADA_chr20_43280245__APC_chr5_112102023	7	4	893	0	205
ADA_chr20_43280245__APC_chr5_112102933	6	3	112	3	3
ADA_chr20_43280245__ARID1A_chr1_27056288	6	1587	920	3	712
ADA_chr20_43280245__ARID2_chr12_46123614	15	2	660	2	5
ADA_chr20_43280245__ARID2_chr12_46205318	17	5	705	3	1359
ADA_chr20_43280245__BCL2_chr18_60985877	4	0	1	1116	383
ADA_chr20_43280245__BRAF_chr7_140508787	28	471	1783	5	828
ADA_chr20_43280245__BRAF_chr7_140534469	10	713	1509	7	7
ADA_chr20_43280245__BRAF_chr7_140624501	10	3	574	620	328
ADA_chr20_43280245__BRCA1_chr17_41267735	2	1	214	0	3
ADA_chr20_43280245__BRCA1_chr17_41276018	8	1208	381	12	2120
ADA_chr20_43280245__BRD4_chr19_15376361	9	0	666	4	219
ADA_chr20_43280245__BRD4_chr19_15376403	14	6	617	1127	42
ADA_chr20_43280245__BTK_chrX_100629565	2	0	0	218	429
ADA_chr20_43280245__CASP8_chr2_202123033	6	4	1281	5	4
ADA_chr20_43280245__CDH1_chr16_68771300	11	2357	2892	6	1013
ADA_chr20_43280245__CDK9_chr9_130548409	11	5	440	6	1490
ADA_chr20_43280245__CDK9_chr9_130550235	11	4	718	1	1070
ADA_chr20_43280245__CDKN1B_chr12_12871196	9	2	401	1	1717
ADA_chr20_43280245__CDKN2A_chr9_21968726	9	1282	569	5	80
ADA_chr20_43280245__CDKN2A_chr9_21971100	9	707	302	5	1826
ADA_chr20_43280245__CDKN2A_chr9_21994327	2585	4	415	7	1524
ADA_chr20_43280245__CHEK1_chr11_125499147	1345	0	6	5119	1219
ADA_chr20_43280245__CHEK2_chr22_29090029	7	3	3	1	2
ADA_chr20_43280245__CHEK2_chr22_29130694	17	1	533	2865	1651
ADA_chr20_43280245__DHFR_chr5_79949819	3	682	182	4	773
ADA_chr20_43280245__DHFR_chr5_79950216	9	6	582	4	959
ADA_chr20_43280245__DHFR_chr5_79950217	8	4	889	3	1339
ADA_chr20_43280245__EGFR_chr7_55209986	3441	479	2	7	580
ADA_chr20_43280245__FGFR3_chr4_1795655	6	1	1	575	1120
ADA_chr20_43280245__FGFR3_chr4_1795736	443	512	633	1	1528
ADA_chr20_43280245__FLT3_chr13_28636131	5	5	3	2443	1698
ADA_chr20_43280245__FLT3_chr13_28636172	12	601	3	1	1390
ADA_chr20_43280245__FNTA_chr8_42911471	9	2	306	5	97
ADA_chr20_43280245__FNTA_chr8_42924781	2	1	0	2	875
ADA_chr20_43280245__GATA3_chr10_8097612	9	740	27	6	3
ADA_chr20_43280245__HDAC1_chr1_32757816	8	1	902	2	978
ADA_chr20_43280245__HDAC1_chr1_32792637	17	3	272	18	510
ADA_chr20_43280245__HDAC2_chr6_114266539	6	3	3	8	349
ADA_chr20_43280245__HDAC2_chr6_114267214	2551	8	340	2806	1411
ADA_chr20_43280245__HDAC2_chr6_114292056	14	3162	1405	2409	1263
ADA_chr20_43280245__HDAC6_chrX_48661385	506	1253	143	6	133
ADA_chr20_43280245__HSP90AA1_chr14_102605736	12	1368	1163	12	3924
ADA_chr20_43280245__IGF1R_chr15_99434664	9	1288	5	2668	4
ADA_chr20_43280245__IGF1R_chr15_99434807	9	1936	2	4	8
ADA_chr20_43280245__JAK2_chr9_5050721	8	0	656	3	1244
ADA_chr20_43280245__JAK2_chr9_5050816	3	5	108	2991	2
ADA_chr20_43280245__KDM5C_chrX_53241021	2	273	300	0	25
ADA_chr20_43280245__KDM5C_chrX_53254068	11	1	2	5	3
ADA_chr20_43280245__KDM6A_chrX_44732838	5	1202	4	5	1287
ADA_chr20_43280245__KDM6A_chrX_44820615	5	3	4	5	3
ADA_chr20_43280245__KDM6A_chrX_44820616	4	2575	366	6	209
ADA_chr20_43280245__KIT_chr4_55524164	5	639	2	1177	705
ADA_chr20_43280245__KIT_chr4_55524229	7	3	143	1	7
ADA_chr20_43280245__KMT2D_chr12_49448161	4	1	331	2042	4
ADA_chr20_43280245__KMT2D_chr12_49448168	3	2249	160	4999	381
ADA_chr20_43280245__MAP2K1_chr15_66679728	1329	3	530	6	1525
ADA_chr20_43280245__MAP2K1_chr15_66679756	11	664	2	0	320
ADA_chr20_43280245__MAP3K1_chr5_56111382	3	1	2	4695	4
ADA_chr20_43280245__MAP3K1_chr5_56152485	4	7	344	4	878
ADA_chr20_43280245__MET_chr7_116340207	8	5	284	7	3
ADA_chr20_43280245__MLH1_chr3_37035029	11	808	495	2852	446
ADA_chr20_43280245__MSH6_chr2_48010356	3052	4	682	1376	64
ADA_chr20_43280245__MTOR_chr1_11317010	6	3	3	2	909
ADA_chr20_43280245__MTOR_chr1_11319459	1436	2784	3	3	3
ADA_chr20_43280245__NF1_chr17_29422308	12	2093	292	1728	281
ADA_chr20_43280245__NF1_chr17_29483038	6	449	2	1	1098
ADA_chr20_43280245__NF1_chr17_29483039	5003	6	945	7	1
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	10	2211	309	9	995
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	14	3	3	3	732
ADA_chr20_43280245__PARP1_chr1_226578249	14	3	7	4	1257
ADA_chr20_43280245__PARP1_chr1_226578301	8	1	1042	138	1853
ADA_chr20_43280245__PBRM1_chr3_52696257	7	5229	6	172	838
ADA_chr20_43280245__PBRM1_chr3_52702516	4	3	595	2	1413
ADA_chr20_43280245__PBRM1_chr3_52713723	11	430	66	3	405
ADA_chr20_43280245__PDGFRA_chr4_55124963	1663	786	1300	7	6
ADA_chr20_43280245__PIK3CA_chr3_178916614	56	4	304	3	442
ADA_chr20_43280245__PIK3CA_chr3_178919167	6	1201	13	8	300
ADA_chr20_43280245__PIK3R1_chr5_67522521	11	3	2664	2159	1327
ADA_chr20_43280245__PRKDC_chr8_48686398	4	1	774	5	361
ADA_chr20_43280245__RB1_chr13_48878054	1	3	84	1	196
ADA_chr20_43280245__RB1_chr13_48934148	7	1	412	1	2
ADA_chr20_43280245__RB1_chr13_48936969	1042	5	0	4	2
ADA_chr20_43280245__ROR1_chr1_64240072	7	861	381	6038	727
ADA_chr20_43280245__RPS6KB1_chr17_57987949	2604	7	340	5	895
ADA_chr20_43280245__RRM2_chr2_10262940	11	1388	290	2	983
ADA_chr20_43280245__RUNX1_chr21_36421144	4	3	5	584	1505
ADA_chr20_43280245__SETD2_chr3_47205411	11	0	150	3	75
ADA_chr20_43280245__SMAD4_chr18_48573460	5	2	105	5	430
ADA_chr20_43280245__SMAD4_chr18_48586241	1	2120	3	1	7
ADA_chr20_43280245__SMARCA4_chr19_11094819	22	8	1	2747	137
ADA_chr20_43280245__SMARCB1_chr22_24129339	4	1	134	0	6
ADA_chr20_43280245__SMO_chr7_128828974	12	217	215	4690	7
ADA_chr20_43280245__SMO_chr7_128845081	1553	7	17	6881	1227
ADA_chr20_43280245__TOP1_chr20_39657693	2395	2951	326	1703	3361
ADA_chr20_43280245__TOP1_chr20_39690055	7	1850	476	1	368
ADA_chr20_43280245__TOP1_chr20_39690109	8	2	896	2291	348
ADA_chr20_43280245__TP53_chr17_7577537	2164	3	356	9	1621
ADA_chr20_43280245__TP53_chr17_7578373	7	1833	242	4	3
ADA_chr20_43280245__TSC1_chr9_135796796	10	2	1	5	869
ADA_chr20_43280245__TSC1_chr9_135804256	7	5	994	492	1
ADA_chr20_43280245__TYMS_chr18_659656	2	1320	273	2	185
AKT1_chr14_105239609__ABL1_chr9_133589790	2	1	51	3	105
AKT1_chr14_105239609__ABL1_chr9_133738283	1	721	78	8	1015
AKT1_chr14_105239609__ADA_chr20_43257769	4	1458	346	1243	2323
AKT1_chr14_105239609__ALK_chr2_29541171	1	2	5	3	4
AKT1_chr14_105239609__ALK_chr2_30143522	7	3752	988	3030	4
AKT1_chr14_105239609__APC_chr5_112043408	4590	1638	674	14	1127
AKT1_chr14_105239609__APC_chr5_112102023	3	2	451	2	398
AKT1_chr14_105239609__APC_chr5_112102933	2	3	372	2353	86
AKT1_chr14_105239609__ARID1A_chr1_27056286	13	40	3	3789	570
AKT1_chr14_105239609__ARID2_chr12_46254608	2815	4	1	4	2
AKT1_chr14_105239609__ATM_chr11_108098402	0	1	1	0	911
AKT1_chr14_105239609__BCL2_chr18_60795960	3	8	1166	3	3
AKT1_chr14_105239609__BRAF_chr7_140534469	6	5	148	4	3
AKT1_chr14_105239609__BRAF_chr7_140624501	8	2288	214	3	243
AKT1_chr14_105239609__BRCA1_chr17_41267735	2	1113	458	1643	590
AKT1_chr14_105239609__BRCA2_chr13_32914228	5	3	0	2070	94
AKT1_chr14_105239609__BRD4_chr19_15383894	0	326	589	6	310
AKT1_chr14_105239609__BTK_chrX_100626613	3	4	68	6	803
AKT1_chr14_105239609__BTK_chrX_100645534	8	2540	118	244	1265
AKT1_chr14_105239609__CASP8_chr2_202131404	3	3	69	8	828
AKT1_chr14_105239609__CDH1_chr16_68771300	3	1805	274	3	4
AKT1_chr14_105239609__CDH1_chr16_68772255	0	0	3	0	93
AKT1_chr14_105239609__CDK4_chr12_58143253	4	4	1	4	1404
AKT1_chr14_105239609__CDK4_chr12_58144705	1	933	219	3	84
AKT1_chr14_105239609__CDK4_chr12_58145497	2	8	1	5	589
AKT1_chr14_105239609__CDK6_chr7_92252365	1	2	7	7	3
AKT1_chr14_105239609__CDK6_chr7_92462628	3	3	2	2	172
AKT1_chr14_105239609__CDK9_chr9_130548998	4	4	737	985	2423
AKT1_chr14_105239609__CDKN1B_chr12_12870777	3	4	1836	904	1
AKT1_chr14_105239609__CDKN1B_chr12_12870931	2	1	3	4	1
AKT1_chr14_105239609__CDKN1B_chr12_12871196	5	2192	710	875	1716
AKT1_chr14_105239609__CDKN2A_chr9_21968726	4	1016	378	3	4
AKT1_chr14_105239609__CHEK1_chr11_125499147	5	4	1074	1106	552
AKT1_chr14_105239609__CHEK2_chr22_29085137	7	2	276	3	697
AKT1_chr14_105239609__DHFR_chr5_79950216	9	5	2	1981	1
AKT1_chr14_105239609__EGFR_chr7_55086962	6	1745	27	3	101
AKT1_chr14_105239609__ERBB2_chr17_37855800	8	4081	1322	5	1717
AKT1_chr14_105239609__FGFR2_chr10_123298215	3594	6	1	2115	156
AKT1_chr14_105239609__FGFR3_chr4_1795655	5	4278	686	5	749
AKT1_chr14_105239609__FGFR3_chr4_1795735	5	1087	617	3163	739
AKT1_chr14_105239609__FLT3_chr13_28636131	10	3	3	3	4
AKT1_chr14_105239609__FLT3_chr13_28636172	8	3	843	1251	828
AKT1_chr14_105239609__FNTA_chr8_42911471	3	2	2	4	974
AKT1_chr14_105239609__FNTA_chr8_42914260	6	1	1	4	153
AKT1_chr14_105239609__FNTA_chr8_42924781	6	1397	410	3	2
AKT1_chr14_105239609__GATA3_chr10_8097612	11	5	1376	1299	1242
AKT1_chr14_105239609__GATA3_chr10_8097790	2	2	19	601	607
AKT1_chr14_105239609__HDAC1_chr1_32757816	3	7	1236	6	928
AKT1_chr14_105239609__HDAC1_chr1_32792601	5	1870	124	3	119
AKT1_chr14_105239609__HDAC1_chr1_32792637	335	1253	407	1330	825
AKT1_chr14_105239609__HDAC2_chr6_114267214	4	2	499	2	6
AKT1_chr14_105239609__HDAC2_chr6_114292056	4	2	194	9	4
AKT1_chr14_105239609__HDAC6_chrX_48661089	6	2030	236	572	1159
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	12	1400	1182	3	3
AKT1_chr14_105239609__IGF1R_chr15_99434664	8	2399	587	1391	386
AKT1_chr14_105239609__JAK2_chr9_5021970	3	3	644	1016	0
AKT1_chr14_105239609__JAK2_chr9_5050721	4	201	0	1123	397
AKT1_chr14_105239609__JAK2_chr9_5050816	3	2	1294	2	1508
AKT1_chr14_105239609__KDM5C_chrX_53241021	5	1749	873	2351	1356
AKT1_chr14_105239609__KDM5C_chrX_53241022	9	6	5	5	257
AKT1_chr14_105239609__KDM6A_chrX_44820615	13	1341	698	4	3
AKT1_chr14_105239609__KDM6A_chrX_44820616	2924	1878	11	7	2
AKT1_chr14_105239609__KMT2D_chr12_49448161	3	4	129	3	1
AKT1_chr14_105239609__KMT2D_chr12_49448168	5	2120	512	3	800
AKT1_chr14_105239609__MAP2K1_chr15_66679721	16	9469	936	7	915
AKT1_chr14_105239609__MAP2K1_chr15_66679728	2	2	624	6	371
AKT1_chr14_105239609__MAP2K1_chr15_66679756	4	884	2	10	4
AKT1_chr14_105239609__MAP3K1_chr5_56152466	3	2032	323	2144	5
AKT1_chr14_105239609__MET_chr7_116339123	2	7	532	4	788
AKT1_chr14_105239609__MLH1_chr3_37035029	7	19	1047	1975	14
AKT1_chr14_105239609__MLH1_chr3_37045912	2	4	5	177	2
AKT1_chr14_105239609__MSH6_chr2_48010356	1	2	714	1883	4
AKT1_chr14_105239609__MTOR_chr1_11319459	3	4	205	1	166
AKT1_chr14_105239609__NF1_chr17_29483038	1	855	1	2	732
AKT1_chr14_105239609__NonTargetingControlGuideForHuman0352	3	4	950	6	1235
AKT1_chr14_105239609__PARP1_chr1_226578301	4	7	329	5	5
AKT1_chr14_105239609__PBRM1_chr3_52696257	3	3729	4	4	0
AKT1_chr14_105239609__PBRM1_chr3_52702516	29	3321	358	4	1290
AKT1_chr14_105239609__PBRM1_chr3_52713723	4	2	3	1854	2
AKT1_chr14_105239609__PDGFRA_chr4_55124932	6	974	1290	7	1278
AKT1_chr14_105239609__PIK3CA_chr3_178916614	5	38	4	5	255
AKT1_chr14_105239609__PIK3CA_chr3_178919070	4	5	140	4	0
AKT1_chr14_105239609__PIK3CA_chr3_178919167	7	1939	6	4	762
AKT1_chr14_105239609__PIK3R1_chr5_67522521	10	1021	324	3	27
AKT1_chr14_105239609__PIK3R1_chr5_67576421	2	1243	4	2	3
AKT1_chr14_105239609__PRKDC_chr8_48686398	4	2	2	4	5
AKT1_chr14_105239609__PRKDC_chr8_48872683	9	3	259	5	3
AKT1_chr14_105239609__PTEN_chr10_89653786	3	1431	4	6	2
AKT1_chr14_105239609__PTEN_chr10_89685297	4	4	170	4	568
AKT1_chr14_105239609__RB1_chr13_48936969	4	0	0	5	700
AKT1_chr14_105239609__ROR1_chr1_64240072	11	661	154	5	7
AKT1_chr14_105239609__ROR1_chr1_64240089	4	1	869	17	4
AKT1_chr14_105239609__RPS6KB1_chr17_57970538	3	2	5	6563	1
