construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
ADA_chr20_43257696__CDK9_chr9_130550235	27	50	13	6	3	41
ADA_chr20_43257696__CDKN1B_chr12_12870931	3	3	3	4	1	0
ADA_chr20_43257696__CDKN2A_chr9_21994327	32	5	9	7	2	26
ADA_chr20_43257696__CHEK1_chr11_125496644	142	42	13	25	3	12
ADA_chr20_43257696__CHEK1_chr11_125499147	84	115	20	3	1	35
ADA_chr20_43257696__CHEK2_chr22_29090029	5	2	12	2	4	12
ADA_chr20_43257696__CHEK2_chr22_29130694	57	43	4	4	5	3
ADA_chr20_43257696__DHFR_chr5_79950216	103	13	16	67	102	33
ADA_chr20_43257696__EGFR_chr7_55209986	93	37	7	57	146	66
ADA_chr20_43257696__ERBB2_chr17_37855800	5	7	6	4	1	6
ADA_chr20_43257696__FGFR2_chr10_123298118	149	36	16	19	8	2
ADA_chr20_43257696__FGFR2_chr10_123298215	3	4	7	3	1	0
ADA_chr20_43257696__FGFR3_chr4_1795655	8	14	98	38	38	23
ADA_chr20_43257696__FGFR3_chr4_1795736	110	16	11	2	2	19
ADA_chr20_43257696__FLT3_chr13_28636172	62	2	18	3	2	14
ADA_chr20_43257696__FLT3_chr13_28674643	62	20	6	56	0	14
ADA_chr20_43257696__HDAC1_chr1_32792601	51	7	10	21	0	9
ADA_chr20_43257696__HDAC2_chr6_114267214	64	3	24	9	0	36
ADA_chr20_43257696__HSP90AA1_chr14_102551760	8	5	3	4	2	21
ADA_chr20_43257696__HSP90AA1_chr14_102552141	24	37	46	3	4	21
ADA_chr20_43257696__JAK2_chr9_5050721	83	73	15	12	4	10
ADA_chr20_43257696__JAK2_chr9_5050816	4	4	6	1	2	0
ADA_chr20_43257696__KDM5C_chrX_53241021	3	0	6	2	1	0
ADA_chr20_43257696__KDM5C_chrX_53241022	55	5	10	3	3	15
ADA_chr20_43257696__KDM6A_chrX_44732838	10	22	6	10	1	15
ADA_chr20_43257696__KDM6A_chrX_44820615	120	9	12	22	6	54
ADA_chr20_43257696__KIT_chr4_55524164	12	24	48	68	117	39
ADA_chr20_43257696__KMT2D_chr12_49448161	5	1	11	18	2	13
ADA_chr20_43257696__KMT2D_chr12_49448168	48	14	11	7	15	26
ADA_chr20_43257696__KMT2D_chr12_49448468	21	138	197	133	207	31
ADA_chr20_43257696__MAP2K1_chr15_66679756	14	24	54	4	3	114
ADA_chr20_43257696__MAP3K1_chr5_56111382	2	24	4	3	2	11
ADA_chr20_43257696__MAP3K1_chr5_56152466	6	7	6	73	2	13
ADA_chr20_43257696__MAP3K1_chr5_56152485	122	63	29	41	5	12
ADA_chr20_43257696__MET_chr7_116340188	11	19	20	25	8	20
ADA_chr20_43257696__MLH1_chr3_37035029	25	109	18	106	3	20
ADA_chr20_43257696__MLH1_chr3_37038179	175	74	160	58	41	19
ADA_chr20_43257696__MSH6_chr2_48010356	35	6	7	6	2	49
ADA_chr20_43257696__MSH6_chr2_48018111	118	33	20	31	3	7
ADA_chr20_43257696__MTOR_chr1_11317010	10	226	98	52	1	77
ADA_chr20_43257696__MTOR_chr1_11319459	8	76	12	12	0	2
ADA_chr20_43257696__NF1_chr17_29422308	102	94	61	6	10	11
ADA_chr20_43257696__NF1_chr17_29483038	80	4	3	16	2	7
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	20	34	19	80	20	31
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	124	61	230	12	5	18
ADA_chr20_43257696__PARP1_chr1_226578249	76	146	299	21	6	73
ADA_chr20_43257696__PARP1_chr1_226578301	4	33	5	4	1	6
ADA_chr20_43257696__PIK3CA_chr3_178916614	54	31	9	45	50	12
ADA_chr20_43257696__PIK3R1_chr5_67576410	38	248	130	2	2	29
ADA_chr20_43257696__PRKDC_chr8_48686398	227	141	96	19	4	49
ADA_chr20_43257696__PTEN_chr10_89653786	9	247	362	3	6	2
ADA_chr20_43257696__PTEN_chr10_89711868	39	184	175	19	2	9
ADA_chr20_43257696__RB1_chr13_48878054	120	77	13	190	340	50
ADA_chr20_43257696__ROR1_chr1_64240072	78	19	43	7	7	5
ADA_chr20_43257696__ROR1_chr1_64240089	36	69	87	92	184	54
ADA_chr20_43257696__ROR1_chr1_64240143	96	11	13	64	188	7
ADA_chr20_43257696__RRM2_chr2_10262728	13	4	5	44	48	10
ADA_chr20_43257696__RUNX1_chr21_36252860	15	122	67	5	3	17
ADA_chr20_43257696__RUNX1_chr21_36252902	12	2	5	5	2	29
ADA_chr20_43257696__RUNX1_chr21_36421144	23	6	10	89	75	24
ADA_chr20_43257696__SETD2_chr3_47205411	170	6	9	5	5	6
ADA_chr20_43257696__SMAD4_chr18_48575673	5	2	19	3	1	8
ADA_chr20_43257696__SMARCA4_chr19_11095011	112	27	8	6	2	13
ADA_chr20_43257696__SMARCB1_chr22_24129339	7	53	6	24	4	26
ADA_chr20_43257696__SMARCB1_chr22_24133949	19	2	7	21	3	43
ADA_chr20_43257696__SMARCB1_chr22_24133993	8	23	1	1	1	77
ADA_chr20_43257696__SMO_chr7_128828974	9	4	9	5	5	16
ADA_chr20_43257696__SRC_chr20_36014563	20	72	121	11	0	29
ADA_chr20_43257696__TOP1_chr20_39690055	45	52	11	15	0	0
ADA_chr20_43257696__TP53_chr17_7577537	36	6	18	6	2	45
ADA_chr20_43257696__TP53_chr17_7579881	81	133	101	42	230	11
ADA_chr20_43257696__TYMS_chr18_657730	128	37	64	108	39	39
ADA_chr20_43257696__TYMS_chr18_659665	73	32	8	94	245	22
ADA_chr20_43257696__VEGFA_chr6_43738425	145	218	184	10	6	1
ADA_chr20_43257696__VEGFA_chr6_43742077	93	114	226	11	6	37
ADA_chr20_43257696__VEGFA_chr6_43742108	72	40	11	18	1	57
ADA_chr20_43257696__VHL_chr3_10183518	8	3	9	85	164	46
ADA_chr20_43257696__VHL_chr3_10183773	42	12	35	12	2	31
ADA_chr20_43257696__VHL_chr3_10183791	5	31	11	40	0	10
ADA_chr20_43257696__WEE1_chr11_9595462	46	90	108	207	730	44
ADA_chr20_43257696__WEE1_chr11_9595845	8	1	5	2	1	14
ADA_chr20_43257769__ABL1_chr9_133738283	84	95	69	30	10	63
ADA_chr20_43257769__ABL1_chr9_133738356	276	79	35	89	38	49
ADA_chr20_43257769__AKT1_chr14_105258968	259	72	166	131	191	69
ADA_chr20_43257769__ALK_chr2_30143522	160	254	445	340	873	83
ADA_chr20_43257769__APC_chr5_112102933	40	71	80	26	29	31
ADA_chr20_43257769__ARID1A_chr1_27022876	22	112	14	17	3	15
ADA_chr20_43257769__ARID1A_chr1_27056288	180	22	23	60	81	36
ADA_chr20_43257769__ARID2_chr12_46205318	160	91	108	50	101	107
ADA_chr20_43257769__BCL2_chr18_60795945	77	52	30	74	90	31
ADA_chr20_43257769__BCL2_chr18_60795960	42	52	26	230	243	29
ADA_chr20_43257769__BRAF_chr7_140508787	92	94	44	26	6	38
ADA_chr20_43257769__BRAF_chr7_140534469	105	108	76	119	235	102
ADA_chr20_43257769__BRCA1_chr17_41256141	202	121	190	100	158	88
ADA_chr20_43257769__BRCA1_chr17_41276018	9	2	10	1	4	29
ADA_chr20_43257769__BRCA2_chr13_32912006	273	72	75	57	27	54
ADA_chr20_43257769__BRCA2_chr13_32914228	65	15	16	16	7	45
ADA_chr20_43257769__BTK_chrX_100626613	13	12	6	22	35	15
ADA_chr20_43257769__BTK_chrX_100629565	123	361	204	10	6	47
ADA_chr20_43257769__BTK_chrX_100645534	122	179	121	17	6	32
ADA_chr20_43257769__CASP8_chr2_202123033	121	114	46	11	2	50
ADA_chr20_43257769__CASP8_chr2_202131404	90	67	56	65	44	47
ADA_chr20_43257769__CASP8_chr2_202134297	17	8	15	16	10	12
ADA_chr20_43257769__CDH1_chr16_68771300	142	69	21	89	35	62
ADA_chr20_43257769__CDH1_chr16_68772250	41	57	65	119	44	39
ADA_chr20_43257769__CDK4_chr12_58144705	65	129	99	54	5	59
ADA_chr20_43257769__CDK6_chr7_92252365	88	22	23	23	7	21
ADA_chr20_43257769__CDKN1B_chr12_12870777	12	5	9	6	4	3
ADA_chr20_43257769__CDKN1B_chr12_12870931	9	27	8	20	5	29
ADA_chr20_43257769__CDKN2A_chr9_21968726	212	43	7	56	84	34
ADA_chr20_43257769__CDKN2A_chr9_21971100	75	156	666	35	12	65
ADA_chr20_43257769__CHEK1_chr11_125496687	45	60	39	3	2	62
ADA_chr20_43257769__CHEK1_chr11_125499147	65	23	24	13	5	23
ADA_chr20_43257769__CHEK2_chr22_29130694	58	195	202	36	8	20
ADA_chr20_43257769__DHFR_chr5_79950216	142	238	196	244	242	120
ADA_chr20_43257769__DHFR_chr5_79950217	159	86	70	56	17	71
ADA_chr20_43257769__EGFR_chr7_55209986	87	14	28	49	9	44
ADA_chr20_43257769__EGFR_chr7_55209992	95	52	39	13	1	21
ADA_chr20_43257769__ERBB2_chr17_37868221	217	96	101	332	419	124
ADA_chr20_43257769__FGFR2_chr10_123298118	131	174	45	60	6	131
ADA_chr20_43257769__FGFR3_chr4_1795655	43	61	11	48	34	56
ADA_chr20_43257769__FGFR3_chr4_1795735	209	153	46	94	36	66
ADA_chr20_43257769__FGFR3_chr4_1795736	115	92	25	46	9	69
ADA_chr20_43257769__FLT3_chr13_28636172	50	121	49	8	3	52
ADA_chr20_43257769__FNTA_chr8_42911471	202	24	12	115	3	36
ADA_chr20_43257769__GATA3_chr10_8097612	184	69	33	67	33	51
ADA_chr20_43257769__HDAC1_chr1_32792637	30	26	96	28	5	51
ADA_chr20_43257769__HDAC2_chr6_114266539	127	147	38	128	160	60
ADA_chr20_43257769__HDAC2_chr6_114292056	21	10	7	17	1	31
ADA_chr20_43257769__HDAC6_chrX_48661385	52	92	33	43	79	22
ADA_chr20_43257769__HSP90AA1_chr14_102551760	131	9	19	17	9	27
ADA_chr20_43257769__HSP90AA1_chr14_102605736	91	326	342	180	173	85
ADA_chr20_43257769__IGF1R_chr15_99434664	303	268	257	230	198	149
ADA_chr20_43257769__JAK2_chr9_5050721	247	34	24	155	157	49
ADA_chr20_43257769__KDM5C_chrX_53241021	4	5	9	3	0	11
ADA_chr20_43257769__KIT_chr4_55524176	30	56	49	7	0	15
ADA_chr20_43257769__KMT2D_chr12_49448161	14	7	22	21	7	29
ADA_chr20_43257769__KMT2D_chr12_49448168	66	59	43	165	118	110
ADA_chr20_43257769__MAP2K1_chr15_66679721	103	31	61	82	88	7
ADA_chr20_43257769__MAP2K1_chr15_66679756	80	30	70	20	4	79
ADA_chr20_43257769__MAP3K1_chr5_56111382	21	12	5	6	2	40
ADA_chr20_43257769__MAP3K1_chr5_56152466	42	10	18	100	12	124
ADA_chr20_43257769__MAP3K1_chr5_56152485	233	117	347	30	11	38
ADA_chr20_43257769__MET_chr7_116339123	127	11	18	25	23	10
ADA_chr20_43257769__MET_chr7_116340207	58	243	179	135	82	67
ADA_chr20_43257769__MLH1_chr3_37035029	180	227	149	64	24	51
ADA_chr20_43257769__MLH1_chr3_37038179	259	194	283	82	8	42
ADA_chr20_43257769__MLH1_chr3_37045912	179	229	119	56	30	124
ADA_chr20_43257769__MSH6_chr2_48010356	9	64	14	40	2	8
ADA_chr20_43257769__MTOR_chr1_11317010	211	59	62	81	3	76
ADA_chr20_43257769__MTOR_chr1_11317149	47	41	12	125	4	8
ADA_chr20_43257769__NF1_chr17_29483038	17	26	8	47	35	17
ADA_chr20_43257769__NF1_chr17_29483039	76	110	27	20	4	44
ADA_chr20_43257769__NonTargetingControlGuideForHuman0362	70	41	94	40	19	50
ADA_chr20_43257769__NonTargetingControlGuideForHuman0412	44	33	20	106	550	18
ADA_chr20_43257769__PARP1_chr1_226595581	110	156	129	63	6	34
ADA_chr20_43257769__PBRM1_chr3_52696257	151	83	92	162	523	60
ADA_chr20_43257769__PDGFRA_chr4_55129914	110	184	476	136	31	84
ADA_chr20_43257769__PIK3CA_chr3_178916614	254	84	74	195	71	82
ADA_chr20_43257769__PIK3R1_chr5_67522521	198	61	44	28	9	50
ADA_chr20_43257769__PIK3R1_chr5_67576421	76	107	13	56	3	49
ADA_chr20_43257769__PRKDC_chr8_48686398	62	30	54	33	5	57
ADA_chr20_43257769__PRKDC_chr8_48686781	141	68	17	145	508	64
ADA_chr20_43257769__PTEN_chr10_89653786	48	27	231	137	119	35
ADA_chr20_43257769__PTEN_chr10_89685297	54	55	61	136	92	8
ADA_chr20_43257769__RB1_chr13_48934148	23	38	10	8	4	8
ADA_chr20_43257769__RB1_chr13_48936969	49	20	19	21	4	0
ADA_chr20_43257769__ROR1_chr1_64240072	252	210	274	53	27	95
ADA_chr20_43257769__ROR1_chr1_64240143	89	118	42	43	69	159
ADA_chr20_43257769__RRM2_chr2_10262940	210	229	89	51	193	106
ADA_chr20_43257769__RRM2_chr2_10262957	49	25	7	10	2	60
ADA_chr20_43257769__RUNX1_chr21_36252902	209	232	58	154	54	45
ADA_chr20_43257769__RUNX1_chr21_36421144	42	21	21	34	8	13
ADA_chr20_43257769__SETD2_chr3_47142972	25	49	12	10	1	27
ADA_chr20_43257769__SETD2_chr3_47205411	208	122	254	34	34	23
ADA_chr20_43257769__SMAD4_chr18_48573460	20	10	9	335	249	2
ADA_chr20_43257769__SMAD4_chr18_48575673	66	57	27	5	2	14
ADA_chr20_43257769__SMAD4_chr18_48586241	102	31	31	51	2	65
ADA_chr20_43257769__SMARCA4_chr19_11095011	140	116	43	358	131	54
ADA_chr20_43257769__SMARCB1_chr22_24133949	21	61	17	32	2	42
ADA_chr20_43257769__SMO_chr7_128828974	133	6	8	15	26	27
ADA_chr20_43257769__SRC_chr20_36014563	158	217	88	194	56	67
ADA_chr20_43257769__TOP1_chr20_39657693	51	60	15	10	0	17
ADA_chr20_43257769__TOP1_chr20_39690055	69	59	76	6	2	57
ADA_chr20_43257769__TP53_chr17_7578373	270	66	60	22	19	35
ADA_chr20_43257769__TSC1_chr9_135796748	279	72	39	144	40	30
ADA_chr20_43257769__TSC1_chr9_135804256	22	48	8	8	2	17
ADA_chr20_43257769__TYMS_chr18_657730	370	608	3123	319	462	119
ADA_chr20_43257769__TYMS_chr18_659656	70	24	44	60	25	15
ADA_chr20_43257769__VEGFA_chr6_43738425	71	9	15	104	2	16
ADA_chr20_43257769__VEGFA_chr6_43742077	89	229	381	81	431	49
ADA_chr20_43257769__WEE1_chr11_9595845	55	36	8	15	7	16
ADA_chr20_43280245__ABL1_chr9_133589790	55	39	39	21	1	50
ADA_chr20_43280245__ABL1_chr9_133738283	78	262	1619	79	59	32
ADA_chr20_43280245__AKT1_chr14_105239609	224	58	26	253	772	53
ADA_chr20_43280245__ALK_chr2_29541172	37	199	31	34	4	44
ADA_chr20_43280245__APC_chr5_112043408	276	67	37	95	224	40
ADA_chr20_43280245__APC_chr5_112102023	8	3	6	14	125	30
ADA_chr20_43280245__APC_chr5_112102933	12	5	15	9	0	17
ADA_chr20_43280245__ARID1A_chr1_27056288	153	141	189	92	132	69
ADA_chr20_43280245__ARID2_chr12_46123614	62	2	5	20	38	13
ADA_chr20_43280245__ARID2_chr12_46205318	127	44	26	12	6	5
ADA_chr20_43280245__BCL2_chr18_60985877	64	125	28	17	50	41
ADA_chr20_43280245__BRAF_chr7_140508787	54	188	148	246	319	18
ADA_chr20_43280245__BRAF_chr7_140534469	65	29	22	57	33	50
ADA_chr20_43280245__BRAF_chr7_140624501	26	28	7	13	2	22
ADA_chr20_43280245__BRCA1_chr17_41267735	5	4	3	3	3	15
ADA_chr20_43280245__BRCA1_chr17_41276018	113	87	30	1	1	7
ADA_chr20_43280245__BRD4_chr19_15376361	7	2	4	19	57	7
ADA_chr20_43280245__BRD4_chr19_15376403	92	357	614	89	10	14
ADA_chr20_43280245__BTK_chrX_100629565	9	42	84	21	4	29
ADA_chr20_43280245__CASP8_chr2_202123033	16	27	15	30	6	31
ADA_chr20_43280245__CDH1_chr16_68771300	111	372	256	66	235	18
ADA_chr20_43280245__CDK9_chr9_130548409	139	123	111	54	178	27
ADA_chr20_43280245__CDK9_chr9_130550235	76	97	256	39	11	70
ADA_chr20_43280245__CDKN1B_chr12_12871196	35	80	277	12	6	13
ADA_chr20_43280245__CDKN2A_chr9_21968726	23	21	23	10	4	33
ADA_chr20_43280245__CDKN2A_chr9_21971100	30	21	15	34	43	9
ADA_chr20_43280245__CDKN2A_chr9_21994327	84	69	13	39	8	3
ADA_chr20_43280245__CHEK1_chr11_125499147	62	20	16	52	3	25
ADA_chr20_43280245__CHEK2_chr22_29090029	5	18	9	6	2	1
ADA_chr20_43280245__CHEK2_chr22_29130694	88	113	21	37	82	40
ADA_chr20_43280245__DHFR_chr5_79949819	52	149	147	22	5	76
ADA_chr20_43280245__DHFR_chr5_79950216	29	89	67	15	13	35
ADA_chr20_43280245__DHFR_chr5_79950217	130	131	17	9	5	8
ADA_chr20_43280245__EGFR_chr7_55209986	50	41	68	35	6	71
ADA_chr20_43280245__FGFR3_chr4_1795655	19	4	10	6	2	4
ADA_chr20_43280245__FGFR3_chr4_1795736	77	44	29	85	8	44
ADA_chr20_43280245__FLT3_chr13_28636131	62	123	120	80	228	33
ADA_chr20_43280245__FLT3_chr13_28636172	81	51	26	31	5	34
ADA_chr20_43280245__FNTA_chr8_42911471	10	1	9	45	135	0
ADA_chr20_43280245__FNTA_chr8_42924781	26	51	39	4	1	8
ADA_chr20_43280245__GATA3_chr10_8097612	61	78	43	9	4	77
ADA_chr20_43280245__HDAC1_chr1_32757816	72	171	112	37	10	24
ADA_chr20_43280245__HDAC1_chr1_32792637	143	12	20	94	46	21
ADA_chr20_43280245__HDAC2_chr6_114266539	139	11	4	20	16	11
ADA_chr20_43280245__HDAC2_chr6_114267214	38	27	17	141	107	13
ADA_chr20_43280245__HDAC2_chr6_114292056	117	61	63	21	25	75
ADA_chr20_43280245__HDAC6_chrX_48661385	85	23	49	81	63	31
ADA_chr20_43280245__HSP90AA1_chr14_102605736	81	43	22	84	136	58
ADA_chr20_43280245__IGF1R_chr15_99434664	142	10	16	127	353	31
ADA_chr20_43280245__IGF1R_chr15_99434807	25	96	39	88	487	21
ADA_chr20_43280245__JAK2_chr9_5050721	208	45	17	9	47	22
ADA_chr20_43280245__JAK2_chr9_5050816	67	15	9	8	3	21
ADA_chr20_43280245__KDM5C_chrX_53241021	7	31	39	28	53	27
ADA_chr20_43280245__KDM5C_chrX_53254068	19	76	55	15	11	5
ADA_chr20_43280245__KDM6A_chrX_44732838	54	18	11	11	2	9
ADA_chr20_43280245__KDM6A_chrX_44820615	23	22	18	47	37	28
ADA_chr20_43280245__KDM6A_chrX_44820616	152	111	9	8	7	51
ADA_chr20_43280245__KIT_chr4_55524164	42	15	28	258	690	49
ADA_chr20_43280245__KIT_chr4_55524229	166	14	20	15	6	8
ADA_chr20_43280245__KMT2D_chr12_49448161	36	66	46	51	37	11
ADA_chr20_43280245__KMT2D_chr12_49448168	258	91	200	76	10	61
ADA_chr20_43280245__MAP2K1_chr15_66679728	64	9	13	14	49	34
ADA_chr20_43280245__MAP2K1_chr15_66679756	12	3	13	75	15	12
ADA_chr20_43280245__MAP3K1_chr5_56111382	5	5	7	160	423	1
ADA_chr20_43280245__MAP3K1_chr5_56152485	18	52	23	34	8	73
ADA_chr20_43280245__MET_chr7_116340207	129	53	102	17	8	14
ADA_chr20_43280245__MLH1_chr3_37035029	155	20	21	14	156	22
ADA_chr20_43280245__MSH6_chr2_48010356	51	4	14	4	3	9
ADA_chr20_43280245__MTOR_chr1_11317010	44	103	8	6	5	44
ADA_chr20_43280245__MTOR_chr1_11319459	72	8	7	9	1	3
ADA_chr20_43280245__NF1_chr17_29422308	70	65	71	117	117	58
ADA_chr20_43280245__NF1_chr17_29483038	65	42	62	45	65	1
ADA_chr20_43280245__NF1_chr17_29483039	11	25	30	30	5	12
ADA_chr20_43280245__NonTargetingControlGuideForHuman0362	186	53	50	75	56	31
ADA_chr20_43280245__NonTargetingControlGuideForHuman0412	135	89	16	58	54	11
ADA_chr20_43280245__PARP1_chr1_226578249	50	9	12	41	8	24
ADA_chr20_43280245__PARP1_chr1_226578301	59	76	20	23	3	100
ADA_chr20_43280245__PBRM1_chr3_52696257	97	17	7	117	62	45
ADA_chr20_43280245__PBRM1_chr3_52702516	217	34	17	38	28	29
ADA_chr20_43280245__PBRM1_chr3_52713723	26	32	18	7	5	0
ADA_chr20_43280245__PDGFRA_chr4_55124963	135	358	361	21	103	35
ADA_chr20_43280245__PIK3CA_chr3_178916614	94	48	38	9	7	29
ADA_chr20_43280245__PIK3CA_chr3_178919167	36	252	295	50	11	47
ADA_chr20_43280245__PIK3R1_chr5_67522521	73	6	10	145	462	52
ADA_chr20_43280245__PRKDC_chr8_48686398	37	85	101	56	67	23
ADA_chr20_43280245__RB1_chr13_48878054	9	64	117	77	31	26
ADA_chr20_43280245__RB1_chr13_48934148	147	6	17	19	5	55
ADA_chr20_43280245__RB1_chr13_48936969	73	16	20	181	707	14
ADA_chr20_43280245__ROR1_chr1_64240072	151	102	147	80	31	68
ADA_chr20_43280245__RPS6KB1_chr17_57987949	77	34	19	34	149	42
ADA_chr20_43280245__RRM2_chr2_10262940	92	7	12	34	24	49
ADA_chr20_43280245__RUNX1_chr21_36421144	43	44	6	7	6	49
ADA_chr20_43280245__SETD2_chr3_47205411	32	17	18	8	11	3
ADA_chr20_43280245__SMAD4_chr18_48573460	110	25	3	6	3	14
ADA_chr20_43280245__SMAD4_chr18_48586241	41	4	17	63	39	10
ADA_chr20_43280245__SMARCA4_chr19_11094819	35	10	6	8	1	40
ADA_chr20_43280245__SMARCB1_chr22_24129339	51	43	68	67	110	8
ADA_chr20_43280245__SMO_chr7_128828974	84	143	230	74	26	64
ADA_chr20_43280245__SMO_chr7_128845081	231	209	238	53	8	47
ADA_chr20_43280245__TOP1_chr20_39657693	74	26	11	20	7	77
ADA_chr20_43280245__TOP1_chr20_39690055	26	3	18	108	245	21
ADA_chr20_43280245__TOP1_chr20_39690109	30	4	14	108	43	17
ADA_chr20_43280245__TP53_chr17_7577537	95	52	69	148	112	27
ADA_chr20_43280245__TP53_chr17_7578373	110	15	10	95	249	10
ADA_chr20_43280245__TSC1_chr9_135796796	19	35	10	30	7	61
ADA_chr20_43280245__TSC1_chr9_135804256	34	4	9	6	3	37
ADA_chr20_43280245__TYMS_chr18_659656	41	61	48	98	4	24
AKT1_chr14_105239609__ABL1_chr9_133589790	125	4	17	2	4	23
AKT1_chr14_105239609__ABL1_chr9_133738283	11	9	22	36	11	19
AKT1_chr14_105239609__ADA_chr20_43257769	157	227	266	17	54	16
AKT1_chr14_105239609__ALK_chr2_29541171	30	13	3	17	37	27
AKT1_chr14_105239609__ALK_chr2_30143522	173	47	810	41	7	49
AKT1_chr14_105239609__APC_chr5_112043408	149	70	55	148	7	62
AKT1_chr14_105239609__APC_chr5_112102023	18	66	31	48	46	56
AKT1_chr14_105239609__APC_chr5_112102933	175	187	585	39	41	87
AKT1_chr14_105239609__ARID1A_chr1_27056286	93	114	88	28	7	23
AKT1_chr14_105239609__ARID2_chr12_46254608	78	12	33	12	8	10
AKT1_chr14_105239609__ATM_chr11_108098402	15	2	8	28	17	40
AKT1_chr14_105239609__BCL2_chr18_60795960	62	70	113	36	41	110
AKT1_chr14_105239609__BRAF_chr7_140534469	206	63	78	42	118	59
AKT1_chr14_105239609__BRAF_chr7_140624501	65	31	16	10	3	15
AKT1_chr14_105239609__BRCA1_chr17_41267735	25	6	9	11	3	8
AKT1_chr14_105239609__BRCA2_chr13_32914228	35	11	20	77	224	56
AKT1_chr14_105239609__BRD4_chr19_15383894	84	163	592	16	7	45
AKT1_chr14_105239609__BTK_chrX_100626613	10	58	48	6	12	43
AKT1_chr14_105239609__BTK_chrX_100645534	119	219	283	160	78	127
AKT1_chr14_105239609__CASP8_chr2_202131404	16	81	61	5	10	60
AKT1_chr14_105239609__CDH1_chr16_68771300	109	37	26	171	65	43
AKT1_chr14_105239609__CDH1_chr16_68772255	48	147	166	4	4	18
AKT1_chr14_105239609__CDK4_chr12_58143253	59	35	42	24	3	12
AKT1_chr14_105239609__CDK4_chr12_58144705	12	90	728	40	74	11
AKT1_chr14_105239609__CDK4_chr12_58145497	112	6	17	28	3	13
AKT1_chr14_105239609__CDK6_chr7_92252365	18	39	93	11	3	0
AKT1_chr14_105239609__CDK6_chr7_92462628	6	40	9	26	12	8
AKT1_chr14_105239609__CDK9_chr9_130548998	2	0	2	0	0	0
AKT1_chr14_105239609__CDKN1B_chr12_12870777	52	5	9	7	5	32
AKT1_chr14_105239609__CDKN1B_chr12_12870931	8	4	12	2	5	1
AKT1_chr14_105239609__CDKN1B_chr12_12871196	167	120	121	13	4	52
AKT1_chr14_105239609__CDKN2A_chr9_21968726	36	4	12	5	5	0
AKT1_chr14_105239609__CHEK1_chr11_125499147	33	8	17	10	4	29
AKT1_chr14_105239609__CHEK2_chr22_29085137	105	21	15	90	11	15
AKT1_chr14_105239609__DHFR_chr5_79950216	62	97	70	55	151	79
AKT1_chr14_105239609__EGFR_chr7_55086962	43	10	20	23	3	6
AKT1_chr14_105239609__ERBB2_chr17_37855800	80	334	1103	38	24	38
AKT1_chr14_105239609__FGFR2_chr10_123298215	57	8	11	7	4	24
AKT1_chr14_105239609__FGFR3_chr4_1795655	124	14	24	34	24	86
AKT1_chr14_105239609__FGFR3_chr4_1795735	81	86	45	125	217	17
AKT1_chr14_105239609__FLT3_chr13_28636131	33	6	16	6	3	16
AKT1_chr14_105239609__FLT3_chr13_28636172	90	18	41	67	4	47
AKT1_chr14_105239609__FNTA_chr8_42911471	11	10	18	57	286	36
AKT1_chr14_105239609__FNTA_chr8_42914260	115	54	91	8	4	63
AKT1_chr14_105239609__FNTA_chr8_42924781	171	109	52	16	7	28
AKT1_chr14_105239609__GATA3_chr10_8097612	132	147	234	46	63	6
AKT1_chr14_105239609__GATA3_chr10_8097790	89	105	78	37	7	46
AKT1_chr14_105239609__HDAC1_chr1_32757816	25	8	51	11	8	18
AKT1_chr14_105239609__HDAC1_chr1_32792601	96	70	30	100	79	15
AKT1_chr14_105239609__HDAC1_chr1_32792637	49	27	46	100	90	18
AKT1_chr14_105239609__HDAC2_chr6_114267214	37	95	45	135	130	31
AKT1_chr14_105239609__HDAC2_chr6_114292056	176	185	338	21	80	33
AKT1_chr14_105239609__HDAC6_chrX_48661089	11	17	37	7	0	20
AKT1_chr14_105239609__HSP90AA1_chr14_102605736	131	24	50	28	7	79
AKT1_chr14_105239609__IGF1R_chr15_99434664	122	151	107	121	55	24
AKT1_chr14_105239609__JAK2_chr9_5021970	17	7	15	8	5	59
AKT1_chr14_105239609__JAK2_chr9_5050721	51	5	21	18	5	95
AKT1_chr14_105239609__JAK2_chr9_5050816	120	12	27	62	6	21
AKT1_chr14_105239609__KDM5C_chrX_53241021	175	138	119	75	90	35
AKT1_chr14_105239609__KDM5C_chrX_53241022	65	18	25	8	3	10
AKT1_chr14_105239609__KDM6A_chrX_44820615	81	43	18	21	33	20
AKT1_chr14_105239609__KDM6A_chrX_44820616	106	92	25	28	9	27
AKT1_chr14_105239609__KMT2D_chr12_49448161	16	8	22	1	2	0
AKT1_chr14_105239609__KMT2D_chr12_49448168	29	47	76	16	11	9
AKT1_chr14_105239609__MAP2K1_chr15_66679721	161	323	1283	174	105	34
AKT1_chr14_105239609__MAP2K1_chr15_66679728	77	134	171	301	1778	48
