construct_id	PGP1_MV4_d14_2_S4_trimmed53_len_filtered_counts	PGP1_MV4_d14_1_S3_trimmed53_len_filtered_counts	PGP1_MV4_d3_1_S1_trimmed53_len_filtered_counts	PGP1_MV4_d21_1_S5_trimmed53_len_filtered_counts	PGP1_MV4_d21_2_S6_trimmed53_len_filtered_counts	PGP1_MV4_d3_2_S2_trimmed53_len_filtered_counts	PGP1_MV4_d28_2_S8_trimmed53_len_filtered_counts	PGP1_MV4_d28_1_S7_trimmed53_len_filtered_counts
ALDOB_chr9_104188893__GAPDHS_chr19_36027769	0	0	0	0	0	0	0	0
ALDOB_chr9_104188893__GAPDHS_chr19_36027833	0	0	124	0	0	469	0	0
ALDOB_chr9_104188893__GAPDH_chr12_6645947	0	1	267	0	0	932	0	0
ALDOB_chr9_104188893__GCK_chr7_44189577	0	0	0	0	0	0	0	0
ALDOB_chr9_104188893__GOT1_chr10_101165936	33	0	126	0	289	0	389	0
ALDOB_chr9_104188893__GOT2_chr16_58768033	1	0	274	0	0	244	1	0
ALDOB_chr9_104188893__H6PD_chr1_9305432	43	88	206	18	0	233	2	54
ALDOB_chr9_104188893__HK2_chr2_75061733	0	0	38	0	0	0	0	0
ALDOB_chr9_104188893__HK3_chr5_176318178	0	0	0	0	0	0	0	0
ALDOB_chr9_104188893__LDHA_chr11_18418076	0	0	215	0	0	662	0	0
ALDOB_chr9_104188893__LDHA_chr11_18418499	0	0	500	1	0	0	0	0
ALDOB_chr9_104188893__LDHB_chr12_21795002	0	0	495	2	0	174	0	0
ALDOB_chr9_104188893__LDHB_chr12_21796959	0	0	0	0	1	45	0	0
ALDOB_chr9_104188893__LDHC_chr11_18434337	0	0	63	2	0	824	0	0
ALDOB_chr9_104188893__LDHC_chr11_18436748	152	0	499	0	0	1840	42	0
ALDOB_chr9_104188893__LDHC_chr11_18436754	0	0	0	0	0	0	0	0
ALDOB_chr9_104188893__MDH1_chr2_63816486	53	0	0	0	28	0	28	0
ALDOB_chr9_104188893__MDH2_chr7_75687297	0	0	647	1	0	192	0	0
ALDOB_chr9_104188893__ME1_chr6_83947541	9	75	970	202	100	446	68	119
ALDOB_chr9_104188893__ME1_chr6_84140670	0	0	26	0	0	1	0	0
ALDOB_chr9_104188893__ME2_chr18_48422222	0	773	199	135	0	0	0	98
ALDOB_chr9_104188893__ME2_chr18_48434448	8467	613	0	80	7337	2	3056	3
ALDOB_chr9_104188893__NonTargetingControlGuideForHuman0654	0	247	852	544	0	789	1	185
ALDOB_chr9_104188893__PCK1_chr20_56136482	0	0	32	0	0	0	0	0
ALDOB_chr9_104188893__PC_chr11_66638653	1	0	1306	0	2	360	0	0
ALDOB_chr9_104188893__PC_chr11_66639617	0	0	15	0	0	742	0	0
ALDOB_chr9_104188893__PDHA1_chrX_19362137	0	31	204	368	0	166	0	278
ALDOB_chr9_104188893__PDHA2_chr4_96761496	336	0	602	0	100	366	59	0
ALDOB_chr9_104188893__PDHB_chr3_58416562	0	0	81	0	0	0	0	0
ALDOB_chr9_104188893__PDHX_chr11_34937907	753	689	643	2347	1062	593	1071	1148
ALDOB_chr9_104188893__PDHX_chr11_34938260	0	0	0	1	0	16	0	1
ALDOB_chr9_104188893__PDHX_chr11_34938309	92	1	2	2	139	0	69	0
ALDOB_chr9_104188893__PFKL_chr21_45730903	208	2	112	0	584	572	886	0
ALDOB_chr9_104188893__PFKM_chr12_48501200	0	242	331	742	0	234	0	139
ALDOB_chr9_104188893__PFKM_chr12_48501913	0	0	42	0	0	0	1	0
ALDOB_chr9_104188893__PFKP_chr10_3124584	3568	1	195	0	1513	1266	2194	1
ALDOB_chr9_104188893__PGAM1_chr10_99186190	1	1181	233	2563	0	33	2	1091
ALDOB_chr9_104188893__PGAM1_chr10_99186192	0	1	116	0	0	0	0	0
ALDOB_chr9_104188893__PGAM2_chr7_44102518	0	0	0	0	0	0	0	0
ALDOB_chr9_104188893__PGD_chr1_10459156	0	0	619	0	0	0	0	0
ALDOB_chr9_104188893__PGD_chr1_10459752	0	0	124	1	0	0	0	0
ALDOB_chr9_104188893__PGK1_chrX_77369386	363	196	253	570	596	544	508	354
ALDOB_chr9_104188893__PGK2_chr6_49753783	0	0	203	0	0	0	2	0
ALDOB_chr9_104188893__PGLS_chr19_17628116	0	0	0	0	0	394	0	0
ALDOB_chr9_104188893__PKLR_chr1_155271174	124	0	39	7	0	125	0	0
ALDOB_chr9_104188893__PKM_chr15_72523284	0	68	194	248	0	612	0	341
ALDOB_chr9_104188893__RPE_chr2_210874447	0	0	103	0	0	0	0	0
ALDOB_chr9_104188893__RPE_chr2_210880741	83	88	389	76	38	471	172	0
ALDOB_chr9_104188893__RPIA_chr2_88991199	0	0	0	0	0	476	0	0
ALDOB_chr9_104188893__RPIA_chr2_88991329	0	93	388	12	0	291	0	0
ALDOB_chr9_104188893__TKT_chr3_53263293	44	0	109	0	0	222	0	0
ALDOB_chr9_104188893__TKT_chr3_53289952	0	0	237	0	0	187	0	0
ALDOB_chr9_104193156__ALDOA_chr16_30078215	3568	172	1045	327	3520	1716	5597	299
ALDOB_chr9_104193156__ALDOA_chr16_30078583	26	1227	754	859	1	470	0	375
ALDOB_chr9_104193156__ALDOC_chr17_26901140	351	1855	691	2517	529	1009	489	1146
ALDOB_chr9_104193156__ALDOC_chr17_26901145	252	323	494	500	107	980	67	183
ALDOB_chr9_104193156__DLAT_chr11_111896198	102	90	821	411	9	219	26	144
ALDOB_chr9_104193156__DLAT_chr11_111899338	1850	498	0	1040	3998	814	5015	145
ALDOB_chr9_104193156__DLD_chr7_107533699	24	0	910	0	0	337	0	0
ALDOB_chr9_104193156__ENO1_chr1_8928068	1464	17	270	2	1032	0	741	4
ALDOB_chr9_104193156__ENO2_chr12_7024987	0	0	485	1	0	5	1	0
ALDOB_chr9_104193156__ENO2_chr12_7025605	2910	774	858	801	2030	712	2577	373
ALDOB_chr9_104193156__ENO2_chr12_7025649	1	415	0	1383	1	19	0	612
ALDOB_chr9_104193156__ENO3_chr17_4856118	179	7	280	1	267	0	79	0
ALDOB_chr9_104193156__ENO3_chr17_4856126	0	0	104	0	0	0	0	0
ALDOB_chr9_104193156__FBP1_chr9_97369115	1	499	36	289	1	591	0	340
ALDOB_chr9_104193156__FBP1_chr9_97369211	116	53	436	48	486	463	817	0
ALDOB_chr9_104193156__FBP2_chr9_97333804	141	290	699	1236	51	361	1	710
ALDOB_chr9_104193156__FBP2_chr9_97355949	1937	1399	570	2099	575	316	519	864
ALDOB_chr9_104193156__G6PC_chr17_41052917	0	0	350	0	0	469	0	0
ALDOB_chr9_104193156__G6PC_chr17_41059636	0	0	0	1	0	692	0	0
ALDOB_chr9_104193156__G6PD_chrX_153760877	0	1	3	1	0	1	0	0
ALDOB_chr9_104193156__G6PD_chrX_153760901	59	0	139	1	2	362	0	0
ALDOB_chr9_104193156__G6PD_chrX_153775081	1292	1173	1091	2229	590	1299	825	1013
ALDOB_chr9_104193156__GAPDH_chr12_6645859	29	0	797	0	0	213	0	0
ALDOB_chr9_104193156__GCK_chr7_44189603	0	0	0	1	0	0	0	0
ALDOB_chr9_104193156__GCK_chr7_44228532	1769	602	502	2442	1871	158	1378	1400
ALDOB_chr9_104193156__GOT1_chr10_101165936	967	276	682	825	600	381	806	275
ALDOB_chr9_104193156__GOT2_chr16_58750621	755	437	479	706	386	1975	297	299
ALDOB_chr9_104193156__GOT2_chr16_58752127	4	0	53	1	2	328	2	0
ALDOB_chr9_104193156__H6PD_chr1_9300071	2537	660	1372	494	1619	588	2052	204
ALDOB_chr9_104193156__H6PD_chr1_9305104	201	823	1000	625	241	299	260	287
ALDOB_chr9_104193156__H6PD_chr1_9305432	0	1	125	3	0	318	0	1
ALDOB_chr9_104193156__HK1_chr10_71048505	502	1065	930	2624	636	849	707	1121
ALDOB_chr9_104193156__HK1_chr10_71048517	1	309	404	90	2	509	0	2
ALDOB_chr9_104193156__HK2_chr2_75061761	326	1097	802	1481	298	317	268	258
ALDOB_chr9_104193156__HK2_chr2_75061762	1001	200	433	408	722	1326	1052	31
ALDOB_chr9_104193156__HK3_chr5_176318055	0	2	145	0	3	218	0	0
ALDOB_chr9_104193156__HK3_chr5_176318178	146	0	49	211	90	647	21	342
ALDOB_chr9_104193156__LDHAL6B_chr15_59499219	1946	2313	2189	5886	1890	2048	2196	3269
ALDOB_chr9_104193156__LDHAL6B_chr15_59499223	4738	183	732	1273	4060	478	5017	627
ALDOB_chr9_104193156__LDHA_chr11_18418383	2839	441	829	721	2007	581	1982	246
ALDOB_chr9_104193156__LDHC_chr11_18434337	46	131	0	146	161	154	448	77
ALDOB_chr9_104193156__MDH1_chr2_63816175	0	130	347	357	0	474	0	81
ALDOB_chr9_104193156__MDH1_chr2_63816486	4	217	200	255	0	249	0	97
ALDOB_chr9_104193156__ME1_chr6_83947541	2394	29	635	3	2329	910	1585	2
ALDOB_chr9_104193156__ME1_chr6_84140670	0	31	217	0	1	290	1	0
ALDOB_chr9_104193156__ME2_chr18_48434448	23	143	0	0	0	387	0	0
ALDOB_chr9_104193156__NonTargetingControlGuideForHuman0039	79	302	862	456	64	297	40	308
ALDOB_chr9_104193156__NonTargetingControlGuideForHuman0095	2969	7386	4226	12594	1292	1322	1104	6083
ALDOB_chr9_104193156__PCK1_chr20_56137848	34	0	485	1	0	521	0	0
ALDOB_chr9_104193156__PC_chr11_66638606	24	0	265	0	11	1353	13	1
ALDOB_chr9_104193156__PC_chr11_66638653	873	260	804	342	1669	349	1346	256
ALDOB_chr9_104193156__PC_chr11_66639617	0	0	0	0	1	371	0	0
ALDOB_chr9_104193156__PDHA2_chr4_96761496	101	441	408	461	328	1407	173	226
ALDOB_chr9_104193156__PDHB_chr3_58416562	0	0	1033	2	0	367	0	0
ALDOB_chr9_104193156__PDHX_chr11_34938260	0	248	306	458	0	57	0	393
ALDOB_chr9_104193156__PDHX_chr11_34938309	1246	365	516	478	623	1088	355	222
ALDOB_chr9_104193156__PFKL_chr21_45726628	33	417	610	321	0	87	0	89
ALDOB_chr9_104193156__PFKM_chr12_48501913	1103	768	193	1659	787	1413	933	1088
ALDOB_chr9_104193156__PGAM1_chr10_99186190	373	60	582	1	297	1097	364	0
ALDOB_chr9_104193156__PGAM1_chr10_99186192	83	0	78	14	0	102	19	0
ALDOB_chr9_104193156__PGAM2_chr7_44105108	1	231	585	567	1	997	1	62
ALDOB_chr9_104193156__PGD_chr1_10459156	1852	0	365	4	1384	376	1012	3
ALDOB_chr9_104193156__PGD_chr1_10459684	583	1	1101	88	847	746	812	6
ALDOB_chr9_104193156__PGK1_chrX_77369291	0	0	339	0	0	205	0	0
ALDOB_chr9_104193156__PGK1_chrX_77369316	320	2473	1008	3323	148	221	43	735
ALDOB_chr9_104193156__PGK2_chr6_49753783	14	4381	801	1898	3	721	2	921
ALDOB_chr9_104193156__PGK2_chr6_49754854	906	144	193	576	749	441	433	258
ALDOB_chr9_104193156__PGLS_chr19_17622472	460	2166	592	5302	515	1071	633	2678
ALDOB_chr9_104193156__PGLS_chr19_17628116	0	0	188	0	0	180	0	0
ALDOB_chr9_104193156__PKLR_chr1_155264502	108	789	119	826	24	495	97	363
ALDOB_chr9_104193156__PKLR_chr1_155271174	9	213	302	1857	3	367	0	489
ALDOB_chr9_104193156__PKM_chr15_72492920	2384	983	351	1235	1998	1408	1374	462
ALDOB_chr9_104193156__RPE_chr2_210867486	853	71	312	40	397	7	232	79
ALDOB_chr9_104193156__RPE_chr2_210874447	0	43	147	0	0	0	0	0
ALDOB_chr9_104193156__RPIA_chr2_88991199	67	81	12	350	36	0	19	335
ALDOB_chr9_104193156__RPIA_chr2_88991329	1119	591	1776	1118	1445	1733	1902	361
ALDOB_chr9_104193156__TALDO1_chr11_755880	0	37	71	0	0	168	0	2
ALDOB_chr9_104193156__TALDO1_chr11_755937	103	103	477	209	126	580	147	99
ALDOB_chr9_104193156__TKT_chr3_53289952	30	471	881	326	195	675	54	158
ALDOB_chr9_104193156__TPI1_chr12_6976775	0	0	112	0	0	458	0	0
ALDOC_chr17_26901140__ALDOA_chr16_30078583	0	117	639	0	1	838	0	0
ALDOC_chr17_26901140__ALDOA_chr16_30078641	1	0	121	1	0	1151	0	0
ALDOC_chr17_26901140__ALDOB_chr9_104188886	377	67	431	51	73	770	0	0
ALDOC_chr17_26901140__DLD_chr7_107533653	116	3	1385	0	15	2243	0	1
ALDOC_chr17_26901140__DLD_chr7_107533699	0	0	29	0	2	147	0	0
ALDOC_chr17_26901140__ENO1_chr1_8928068	0	0	182	4	1	1189	1	0
ALDOC_chr17_26901140__ENO3_chr17_4855147	230	1125	1449	1550	175	1792	251	586
ALDOC_chr17_26901140__ENO3_chr17_4856118	79	234	1020	367	40	660	1	80
ALDOC_chr17_26901140__G6PC_chr17_41055970	1	0	194	0	0	5	0	0
ALDOC_chr17_26901140__G6PC_chr17_41059636	36	36	765	234	0	887	0	71
ALDOC_chr17_26901140__G6PD_chrX_153760901	0	213	1092	109	0	677	0	52
ALDOC_chr17_26901140__G6PD_chrX_153775081	23	62	1026	4	61	1058	19	1
ALDOC_chr17_26901140__GAPDHS_chr19_36024416	54	47	1755	1	185	1461	165	4
ALDOC_chr17_26901140__GAPDHS_chr19_36027769	564	74	752	184	523	459	272	19
ALDOC_chr17_26901140__GAPDH_chr12_6644017	387	0	406	1	233	516	51	0
ALDOC_chr17_26901140__GAPDH_chr12_6645859	5	124	245	37	0	484	0	17
ALDOC_chr17_26901140__GAPDH_chr12_6645947	2	0	717	18	0	1498	0	0
ALDOC_chr17_26901140__GOT1_chr10_101163300	572	1760	1368	3138	276	341	350	956
ALDOC_chr17_26901140__GOT2_chr16_58752127	968	138	1082	31	1353	1767	922	17
ALDOC_chr17_26901140__H6PD_chr1_9305432	53	244	1	248	80	271	9	86
ALDOC_chr17_26901140__HK1_chr10_71048517	7	1369	1982	1170	1	2685	1	456
ALDOC_chr17_26901140__HK2_chr2_75061761	77	392	1452	190	1	1729	0	59
ALDOC_chr17_26901140__HK3_chr5_176318178	0	1	428	0	0	433	0	0
ALDOC_chr17_26901140__HK3_chr5_176323146	286	0	1281	0	266	711	535	0
ALDOC_chr17_26901140__LDHAL6B_chr15_59499219	139	684	3322	438	130	1118	110	109
ALDOC_chr17_26901140__LDHAL6B_chr15_59499223	513	1638	1824	4484	453	1701	600	1738
ALDOC_chr17_26901140__LDHA_chr11_18418076	0	88	551	61	0	244	0	3
ALDOC_chr17_26901140__LDHA_chr11_18418499	1	171	947	160	0	1012	0	193
ALDOC_chr17_26901140__LDHC_chr11_18434337	895	2214	1078	2815	372	1627	71	939
ALDOC_chr17_26901140__LDHC_chr11_18436748	43	111	905	301	3	1673	0	171
ALDOC_chr17_26901140__MDH1_chr2_63821628	1561	717	568	1534	2090	1237	1646	1006
ALDOC_chr17_26901140__MDH2_chr7_75677504	0	1	19	0	0	375	0	0
ALDOC_chr17_26901140__ME1_chr6_83947513	692	86	1044	201	693	2128	260	185
ALDOC_chr17_26901140__ME2_chr18_48422222	108	0	738	0	7	825	0	0
ALDOC_chr17_26901140__NonTargetingControlGuideForHuman0654	251	608	240	241	21	1020	58	128
ALDOC_chr17_26901140__PCK1_chr20_56136482	43	1631	1820	2997	126	1568	237	989
ALDOC_chr17_26901140__PCK1_chr20_56137238	418	51	102	1	143	948	418	0
ALDOC_chr17_26901140__PCK1_chr20_56137848	0	1	206	0	1	28	0	0
ALDOC_chr17_26901140__PC_chr11_66638606	501	6	422	0	307	551	404	1
ALDOC_chr17_26901140__PC_chr11_66639617	0	0	251	2	0	86	0	0
ALDOC_chr17_26901140__PDHA1_chrX_19364716	0	9	800	0	1	406	1	0
ALDOC_chr17_26901140__PDHA1_chrX_19368113	19	2256	2071	2101	24	3260	1	633
ALDOC_chr17_26901140__PDHB_chr3_58416382	191	594	797	1219	197	2277	180	663
ALDOC_chr17_26901140__PFKM_chr12_48501200	1418	829	1168	3683	2238	2113	2813	1102
ALDOC_chr17_26901140__PFKP_chr10_3124604	248	1	530	0	70	461	43	1
ALDOC_chr17_26901140__PGAM1_chr10_99186190	0	35	649	0	0	364	0	0
ALDOC_chr17_26901140__PGAM1_chr10_99186192	0	0	219	1	0	129	0	1
ALDOC_chr17_26901140__PGAM2_chr7_44102497	0	29	1331	8	1	943	0	1
ALDOC_chr17_26901140__PGD_chr1_10459684	0	0	1	0	295	467	148	0
ALDOC_chr17_26901140__PGK1_chrX_77369291	0	0	1256	0	1	347	1	0
ALDOC_chr17_26901140__PGK1_chrX_77369316	136	820	1890	570	96	1327	30	152
ALDOC_chr17_26901140__PGK1_chrX_77369386	239	216	878	1113	479	531	1558	368
ALDOC_chr17_26901140__PGK2_chr6_49754854	0	1051	769	1347	1	524	1	298
ALDOC_chr17_26901140__PGLS_chr19_17627020	983	0	704	1	1465	204	1078	0
ALDOC_chr17_26901140__PKLR_chr1_155264347	3147	745	2260	709	2334	1970	2285	337
ALDOC_chr17_26901140__PKLR_chr1_155271174	310	1043	1365	5054	426	1575	373	3190
ALDOC_chr17_26901140__PKM_chr15_72492804	85	526	465	498	334	1184	281	122
ALDOC_chr17_26901140__PKM_chr15_72492920	649	912	1786	534	289	3538	607	167
ALDOC_chr17_26901140__PKM_chr15_72523284	0	12	751	0	0	853	0	1
ALDOC_chr17_26901140__RPE_chr2_210880741	2474	377	1012	241	3763	2388	3516	233
ALDOC_chr17_26901140__RPIA_chr2_88991246	0	0	526	0	2	837	0	0
ALDOC_chr17_26901140__RPIA_chr2_88991329	849	877	2463	1325	1433	2095	1065	534
ALDOC_chr17_26901140__TALDO1_chr11_755880	1571	0	0	0	1960	256	2146	1
ALDOC_chr17_26901140__TKT_chr3_53263293	0	0	631	1	0	842	0	1
ALDOC_chr17_26901140__TKT_chr3_53289952	275	663	459	1510	151	1440	88	698
ALDOC_chr17_26901140__TPI1_chr12_6976607	413	666	698	1737	473	505	644	441
ALDOC_chr17_26901140__TPI1_chr12_6976836	0	0	711	0	0	387	0	0
ALDOC_chr17_26901145__ALDOA_chr16_30078215	5708	4696	200	4830	3489	873	4277	1950
ALDOC_chr17_26901145__ALDOA_chr16_30078583	0	1	320	0	0	4	2	0
ALDOC_chr17_26901145__ALDOA_chr16_30078641	0	0	111	0	0	0	0	0
ALDOC_chr17_26901145__ALDOB_chr9_104188893	0	168	381	18	7	857	0	33
ALDOC_chr17_26901145__DLD_chr7_107531707	78	16	799	1	6	499	74	1
ALDOC_chr17_26901145__DLD_chr7_107533653	4	126	138	16	0	360	0	21
ALDOC_chr17_26901145__ENO1_chr1_8928068	0	0	86	0	0	218	0	2
ALDOC_chr17_26901145__ENO1_chr1_8930510	316	83	289	0	250	662	338	0
ALDOC_chr17_26901145__ENO1_chr1_8934907	0	0	0	0	0	241	0	0
ALDOC_chr17_26901145__ENO2_chr12_7024987	31	1	664	0	2012	638	1850	0
ALDOC_chr17_26901145__ENO2_chr12_7025605	1	0	197	0	0	594	0	0
ALDOC_chr17_26901145__ENO2_chr12_7025649	0	0	469	0	1	154	0	0
ALDOC_chr17_26901145__ENO3_chr17_4855147	79	327	362	430	3	121	2	161
ALDOC_chr17_26901145__ENO3_chr17_4856118	0	0	1102	0	0	31	0	0
ALDOC_chr17_26901145__FBP1_chr9_97369115	0	0	224	2	1	498	0	0
ALDOC_chr17_26901145__FBP1_chr9_97369211	0	0	42	0	0	0	0	0
ALDOC_chr17_26901145__FBP1_chr9_97401589	137	212	628	437	299	1154	149	280
ALDOC_chr17_26901145__FBP2_chr9_97333804	0	252	412	990	0	262	0	313
ALDOC_chr17_26901145__FBP2_chr9_97355949	0	0	0	1	0	0	1	0
ALDOC_chr17_26901145__G6PC_chr17_41055970	0	0	190	0	0	106	0	0
ALDOC_chr17_26901145__G6PC_chr17_41059636	0	0	0	0	0	50	0	0
ALDOC_chr17_26901145__G6PD_chrX_153775081	107	17	255	1	0	373	1	1
ALDOC_chr17_26901145__GAPDHS_chr19_36027833	0	0	169	0	0	251	0	0
ALDOC_chr17_26901145__GAPDH_chr12_6645859	0	0	1	0	0	0	0	0
ALDOC_chr17_26901145__GAPDH_chr12_6645947	0	0	0	0	0	141	0	0
ALDOC_chr17_26901145__GCK_chr7_44189603	4	13734	9	11772	4	1	0	5624
ALDOC_chr17_26901145__GCK_chr7_44228532	21	25	350	1	73	1084	215	0
ALDOC_chr17_26901145__GOT1_chr10_101163300	1	205	508	74	0	1087	0	20
ALDOC_chr17_26901145__GOT1_chr10_101165936	0	0	0	0	0	87	0	1
ALDOC_chr17_26901145__GOT1_chr10_101190319	0	0	342	0	0	156	0	0
ALDOC_chr17_26901145__H6PD_chr1_9300071	215	821	147	2075	119	320	189	735
ALDOC_chr17_26901145__HK1_chr10_71048482	0	0	190	1	133	507	37	0
ALDOC_chr17_26901145__HK1_chr10_71048505	0	0	0	0	0	231	0	0
ALDOC_chr17_26901145__HK2_chr2_75061761	2	0	309	0	0	0	0	0
ALDOC_chr17_26901145__HK3_chr5_176323146	0	0	158	2	1	275	1	0
ALDOC_chr17_26901145__LDHAL6B_chr15_59499223	0	1512	663	2927	0	66	2	1517
ALDOC_chr17_26901145__LDHB_chr12_21794888	0	0	85	0	0	294	0	0
ALDOC_chr17_26901145__LDHB_chr12_21795002	0	0	82	0	1	322	0	0
ALDOC_chr17_26901145__LDHB_chr12_21796959	0	0	128	0	0	221	0	0
ALDOC_chr17_26901145__LDHC_chr11_18434337	308	0	553	0	537	714	620	0
ALDOC_chr17_26901145__MDH1_chr2_63821628	1351	34	212	379	916	102	773	182
ALDOC_chr17_26901145__MDH2_chr7_75677504	1	894	142	456	0	97	0	177
ALDOC_chr17_26901145__MDH2_chr7_75686735	0	0	0	0	1	0	0	0
ALDOC_chr17_26901145__MDH2_chr7_75687297	0	191	205	90	0	610	0	19
ALDOC_chr17_26901145__ME1_chr6_83947541	0	0	437	1	0	461	0	0
ALDOC_chr17_26901145__ME2_chr18_48422222	0	0	102	0	0	0	0	0
ALDOC_chr17_26901145__ME2_chr18_48439284	0	1	293	1	940	95	1363	0
ALDOC_chr17_26901145__NonTargetingControlGuideForHuman0039	0	0	322	0	0	299	0	1
ALDOC_chr17_26901145__NonTargetingControlGuideForHuman0095	1340	889	972	1289	2040	1640	2100	226
ALDOC_chr17_26901145__PCK1_chr20_56137848	0	69	385	0	0	0	0	0
ALDOC_chr17_26901145__PC_chr11_66639617	0	0	0	1	0	0	0	0
ALDOC_chr17_26901145__PDHA1_chrX_19362137	0	0	0	0	0	0	0	0
ALDOC_chr17_26901145__PDHA1_chrX_19364716	0	1	269	0	0	411	0	0
ALDOC_chr17_26901145__PDHA2_chr4_96761315	0	0	0	0	0	428	0	0
ALDOC_chr17_26901145__PDHA2_chr4_96761496	18	747	112	5289	0	668	0	2868
ALDOC_chr17_26901145__PDHB_chr3_58416382	0	0	157	0	1	141	0	0
ALDOC_chr17_26901145__PDHB_chr3_58416562	0	0	0	0	1	0	0	0
ALDOC_chr17_26901145__PDHX_chr11_34938309	0	0	212	0	1	313	0	1
ALDOC_chr17_26901145__PFKM_chr12_48501913	0	0	238	0	1	239	0	0
ALDOC_chr17_26901145__PFKM_chr12_48528051	0	0	66	0	0	0	0	0
ALDOC_chr17_26901145__PFKP_chr10_3124604	0	1	327	0	0	408	0	0
ALDOC_chr17_26901145__PGAM1_chr10_99186191	0	82	230	200	0	36	1	35
ALDOC_chr17_26901145__PGAM2_chr7_44102518	0	0	0	0	1	140	0	0
ALDOC_chr17_26901145__PGD_chr1_10459156	0	114	873	150	0	459	0	97
ALDOC_chr17_26901145__PGD_chr1_10459752	0	0	63	1	0	158	0	1
ALDOC_chr17_26901145__PGK1_chrX_77369291	0	0	1	0	0	661	0	0
ALDOC_chr17_26901145__PGK1_chrX_77369316	21	76	1	117	0	100	0	51
ALDOC_chr17_26901145__PGK2_chr6_49753896	697	46	352	121	1381	504	1129	102
ALDOC_chr17_26901145__PGLS_chr19_17628116	0	0	408	0	0	0	1	0
ALDOC_chr17_26901145__PKLR_chr1_155264502	0	0	151	0	1	0	0	0
ALDOC_chr17_26901145__PKLR_chr1_155271174	101	318	260	1043	0	1095	0	498
ALDOC_chr17_26901145__PKM_chr15_72492920	0	0	0	0	0	41	0	0
ALDOC_chr17_26901145__PKM_chr15_72523284	0	0	67	0	0	257	0	0
ALDOC_chr17_26901145__RPE_chr2_210867486	0	25	379	14	0	100	0	0
ALDOC_chr17_26901145__RPE_chr2_210874447	0	62	199	92	0	152	0	120
ALDOC_chr17_26901145__RPIA_chr2_88991246	1	0	59	0	0	357	0	0
ALDOC_chr17_26901145__RPIA_chr2_88991329	241	0	51	1	365	855	586	0
ALDOC_chr17_26901145__TALDO1_chr11_747467	0	0	0	0	0	118	0	0
ALDOC_chr17_26901145__TALDO1_chr11_755937	113	2	417	1	108	406	191	1
ALDOC_chr17_26901145__TKT_chr3_53263054	0	0	147	0	0	246	0	0
ALDOC_chr17_26901145__TPI1_chr12_6976607	0	0	50	0	0	178	0	0
ALDOC_chr17_26902525__ALDOB_chr9_104188886	1	13	292	0	0	235	0	0
ALDOC_chr17_26902525__ALDOB_chr9_104193156	177	58	186	24	228	396	0	1
ALDOC_chr17_26902525__DLAT_chr11_111896198	145	0	481	39	165	537	218	34
ALDOC_chr17_26902525__DLAT_chr11_111899338	0	0	0	0	0	0	0	0
ALDOC_chr17_26902525__DLD_chr7_107533653	0	123	94	29	0	86	0	0
ALDOC_chr17_26902525__DLD_chr7_107533699	0	92	226	0	0	0	0	0
ALDOC_chr17_26902525__ENO3_chr17_4856126	0	0	161	0	0	0	0	0
ALDOC_chr17_26902525__FBP1_chr9_97401589	0	32	217	0	52	101	0	0
ALDOC_chr17_26902525__FBP2_chr9_97333794	0	0	0	0	0	0	0	0
ALDOC_chr17_26902525__G6PD_chrX_153760877	0	0	0	0	0	1	0	0
ALDOC_chr17_26902525__G6PD_chrX_153760901	0	0	152	0	0	127	0	0
ALDOC_chr17_26902525__GAPDH_chr12_6644017	656	0	0	0	74	288	210	0
ALDOC_chr17_26902525__GAPDH_chr12_6645859	0	30	149	0	0	109	0	0
ALDOC_chr17_26902525__GAPDH_chr12_6645947	0	0	171	0	0	156	0	0
ALDOC_chr17_26902525__GCK_chr7_44189577	0	0	0	0	0	0	0	0
ALDOC_chr17_26902525__GCK_chr7_44189603	0	0	155	0	0	22	0	0
ALDOC_chr17_26902525__GCK_chr7_44228532	101	1	306	0	57	247	0	0
ALDOC_chr17_26902525__GOT2_chr16_58750621	54	0	627	0	2	109	0	0
ALDOC_chr17_26902525__GOT2_chr16_58752127	0	0	69	0	0	0	0	0
ALDOC_chr17_26902525__GOT2_chr16_58768033	0	0	0	0	1	0	0	0
ALDOC_chr17_26902525__H6PD_chr1_9305432	369	0	183	0	476	0	578	0
ALDOC_chr17_26902525__HK1_chr10_71048482	200	2	187	0	195	1	173	0
ALDOC_chr17_26902525__HK2_chr2_75061733	0	0	0	0	0	638	0	0
ALDOC_chr17_26902525__HK2_chr2_75061762	173	1	43	0	329	938	160	0
ALDOC_chr17_26902525__HK3_chr5_176318055	3	0	0	0	1	6	1	0
ALDOC_chr17_26902525__LDHAL6B_chr15_59499219	1	0	295	2	2	0	0	0
ALDOC_chr17_26902525__LDHA_chr11_18418076	0	0	292	0	0	0	0	0
ALDOC_chr17_26902525__LDHB_chr12_21795002	0	0	0	0	0	0	1	0
ALDOC_chr17_26902525__LDHC_chr11_18436748	0	412	331	991	1	247	1	598
ALDOC_chr17_26902525__LDHC_chr11_18436754	0	0	63	0	0	159	0	0
ALDOC_chr17_26902525__MDH1_chr2_63816175	0	41	472	21	0	74	1	10
ALDOC_chr17_26902525__MDH1_chr2_63816486	0	0	0	0	0	0	0	0
ALDOC_chr17_26902525__ME1_chr6_83947513	103	124	1110	19	446	687	206	12
